number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.002124645892351275	2020-05-11 19:37:27.825582	2020-05-11 20:06:41.642497	64	0.42743465560212834	0.25210734988389233	40	0.3714095871081095	39	0.013561075387422126	512	0.5832531287975999	0.0	0.002124645892351275	0.000708215297450425	0.0010623229461756375	11825.232471671388	0.001441775317567553	0.0	0.002124645892351275	0.000708215297450425	0.0010623229461756375	11825.22645184136	0.001441775896368148	1332984784	200	0.0	0.002124645892351275	0.000708215297450425	0.0010623229461756375	11825.238491501417	0.0014417747397158626	0	COMPLETE
1	0.12677053824362605	2020-05-11 20:06:41.693661	2020-05-11 22:34:40.626669	256	0.09928668713709893	0.1153191184229212	54	0.4855504762891499	27	0.002072256476270106	512	0.44990478855571364	0.039660056657223795	0.12677053824362605	0.07631019830028328	0.09560906515580736	9119.65952549575	0.0693754804876054	0.039660056657223795	0.12677053824362605	0.07631019830028328	0.09560906515580736	9119.659171388103	0.06937548048903187	1438984127	300	0.039660056657223795	0.12677053824362605	0.07631019830028328	0.09560906515580736	9119.6598796034	0.06937548048617902	1	COMPLETE
2	0.002124645892351275	2020-05-11 22:34:40.679488	2020-05-11 23:22:18.828581	256	0.1824414561623301	0.2590169083548074	44	0.4864004837085372	19	0.0197132801951562	512	0.8660684575496772	0.0	0.002124645892351275	0.0003541076487252125	0.0008852691218130312	17557.158374645893	0.0014138854290981627	0.0	0.002124645892351275	0.0003541076487252125	0.0008852691218130312	17557.10835694051	0.0014138874034107967	3986904595	150	0.0	0.002124645892351275	0.0003541076487252125	0.0008852691218130312	17557.208392351276	0.0014138835191491188	2	COMPLETE
3	0.02726628895184136	2020-05-11 23:22:18.865925	2020-05-11 23:44:15.851747	64	0.2623401052205813	0.254624750440295	42	0.401842099959109	24	0.004922448991213755	512	0.3783477885677904	0.00424929178470255	0.02726628895184136	0.01080028328611898	0.017174220963172806	7669.818962464589	0.013806836674309651	0.00424929178470255	0.02726628895184136	0.01080028328611898	0.017174220963172806	7669.4424575070825	0.01380707645151145	183740697	200	0.00424929178470255	0.02726628895184136	0.01080028328611898	0.017174220963172806	7670.195467422096	0.013806772029872886	3	COMPLETE
4	0.03629603399433428	2020-05-11 23:44:15.898366	2020-05-12 01:22:03.921618	128	0.26458339188346963	0.49208221044765155	42	0.2869345599654395	88	0.002352752805427414	256	0.4616057833202157	0.005842776203966006	0.03629603399433428	0.013810198300283285	0.02301699716713881	9357.602425637393	0.017160520096351682	0.005842776203966006	0.03629603399433428	0.013810198300283285	0.02301699716713881	9357.497698300283	0.01716259943408775	2640225945	200	0.005842776203966006	0.03629603399433428	0.013810198300283285	0.02301699716713881	9357.707152974504	0.017160299977509768	4	COMPLETE
5	0.0010623229461756375	2020-05-12 01:22:03.964747	2020-05-12 01:45:05.139783	64	0.3998372843065869	0.12948582081072385	33	0.18491799794803832	52	0.08770550238957106	512	0.8880615234542631	0.0003541076487252125	0.0010623229461756375	0.0003541076487252125	0.0003541076487252125	18003.507613314447	0.0007106955282348365	0.0003541076487252125	0.0010623229461756375	0.0003541076487252125	0.0003541076487252125	13903.671742209632	0.0008470628366224413	1601519583	150	0.0003541076487252125	0.0010623229461756375	0.0003541076487252125	0.0003541076487252125	22103.343484419263	0.0007013590897093591	5	COMPLETE
6	0.000708215297450425	2020-05-12 01:45:05.176839	2020-05-12 02:50:42.139968	128	0.3575730870094042	0.27477593414053125	63	0.4411773993806358	62	0.016611067604566532	128	0.8610059500848403	0.00017705382436260624	0.000708215297450425	0.0005311614730878187	0.0005311614730878187	17454.116766997166	0.0006720300203839725	0.09560906515580736	0.09826487252124647	0.09808781869688385	0.09808781869688385	16680.947060906514	0.09679380959723657	234892394	150	0.00017705382436260624	0.000708215297450425	0.0005311614730878187	0.0005311614730878187	18227.286473087817	0.0006468173447210033	6	COMPLETE
7	0.009915014164305949	2020-05-12 02:50:42.176112	2020-05-12 06:05:17.994772	256	0.3535153512450715	0.39729999711716435	46	0.15561190344728254	78	0.06669136417208084	512	0.6161187712702593	0.001593484419263456	0.009915014164305949	0.003895184135977337	0.005488668555240793	12490.13553470255	0.005268052182693841	0.001593484419263456	0.009915014164305949	0.003895184135977337	0.005488668555240793	12490.134915014165	0.005268052184255209	989693537	200	0.001593484419263456	0.009915014164305949	0.003895184135977337	0.005488668555240793	12490.136154390935	0.005268052181132559	7	COMPLETE
8	0.00017705382436260624	2020-05-12 06:05:18.056630	2020-05-12 06:39:53.458924	128	0.05689598056546241	0.3271066623115839	45	0.34655372251380606	32	0.07323731284409744	256	1.0464016713582844	0.0	0.00017705382436260624	0.0	0.0	21211.958834985835	0.0003630593446069853	0.0	0.00017705382436260624	0.0	0.0	21044.733533994335	0.00036341232032842543	1651769595	150	0.0	0.00017705382436260624	0.0	0.0	21379.18413597734	0.0003628012165692886	8	COMPLETE
9	0.039660056657223795	2020-05-12 06:39:53.499129	2020-05-12 09:18:26.933614	256	0.4311668011141816	0.28213452285986135	40	0.21323160231780836	68	0.005762457437885017	256	0.47398544781877633	0.007259206798866855	0.039660056657223795	0.017351274787535412	0.024787535410764873	9607.90545325779	0.019038229519558993	0.007259206798866855	0.039660056657223795	0.017351274787535412	0.024787535410764873	9607.902797450424	0.01903822975312003	1597556596	200	0.007259206798866855	0.039660056657223795	0.017351274787535412	0.024787535410764873	9607.908109065156	0.01903822928624409	9	COMPLETE
