number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.36891385767790263	2020-04-09 16:28:32.885596	2020-04-09 16:30:03.029878	128	64	128	0.21205711246542902	0.5581186518547464	0.039794007490636704	0.36891385767790263	0.149812734082397	0.22659176029962547	26.551029962546817	0.1441527041715887	0.039794007490636704	0.36891385767790263	0.149812734082397	0.22659176029962547	26.551029962546817	0.1441527041715887	4261978532	550.0	0.039794007490636704	0.36891385767790263	0.149812734082397	0.22659176029962547	26.551029962546817	0.1441527041715887	0	COMPLETE
1	0.23876404494382023	2020-04-09 16:30:03.057162	2020-04-09 16:30:52.150168	64	128	256	0.08789200356693339	0.6272827915242116	0.025280898876404494	0.23876404494382023	0.07818352059925093	0.12125468164794008	29.843632958801496	0.10074232939067397	0.025280898876404494	0.23876404494382023	0.07818352059925093	0.12125468164794008	29.843632958801496	0.10074232939067397	1453406744	450.0	0.025280898876404494	0.23876404494382023	0.07818352059925093	0.12125468164794008	29.843632958801496	0.10074232939067397	1	COMPLETE
2	0.36282771535580527	2020-04-09 16:30:52.198660	2020-04-09 16:32:16.511868	256	256	128	0.19201610073851458	0.5609078811410089	0.035580524344569285	0.36282771535580527	0.13764044943820225	0.2209737827715356	26.674157303370787	0.13933699112850326	0.035580524344569285	0.36282771535580527	0.13764044943820225	0.2209737827715356	26.674157303370787	0.13933699112850326	2550053911	550.0	0.035580524344569285	0.36282771535580527	0.13764044943820225	0.2209737827715356	26.674157303370787	0.13933699112850326	2	COMPLETE
3	0.20833333333333334	2020-04-09 16:32:16.539105	2020-04-09 16:32:44.150685	64	128	128	0.7309141226666058	0.6593141301660641	0.004213483146067416	0.20833333333333334	0.050093632958801496	0.09737827715355805	31.429775280898877	0.076700854864859	0.004213483146067416	0.20833333333333334	0.050093632958801496	0.09737827715355805	31.429775280898877	0.076700854864859	2992772314	200.0	0.004213483146067416	0.20833333333333334	0.050093632958801496	0.09737827715355805	31.429775280898877	0.076700854864859	3	COMPLETE
4	0.37312734082397003	2020-04-09 16:32:44.201760	2020-04-09 16:33:53.290290	128	64	512	0.0011122431304917836	0.5332430270709767	0.05805243445692884	0.37312734082397003	0.15870786516853932	0.23174157303370788	25.401685393258425	0.15926269587963415	0.05805243445692884	0.37312734082397003	0.15870786516853932	0.23174157303370788	25.401685393258425	0.15926269587963415	1954514853	800.0	0.05805243445692884	0.37312734082397003	0.15870786516853932	0.23174157303370788	25.401685393258425	0.15926269587963415	4	COMPLETE
5	0.37125468164794007	2020-04-09 16:33:53.318965	2020-04-09 16:35:46.819291	128	64	256	0.010402279062182685	0.5520377080636413	0.054775280898876406	0.37125468164794007	0.14700374531835206	0.2308052434456929	26.26451310861423	0.15319923630209445	0.054775280898876406	0.37125468164794007	0.14700374531835206	0.2308052434456929	26.26451310861423	0.15319923630209445	2698035333		0.054775280898876406	0.37125468164794007	0.14700374531835206	0.2308052434456929	26.26451310861423	0.15319923630209445	5	COMPLETE
6	0.2406367041198502	2020-04-09 16:35:46.845987	2020-04-09 16:36:19.804249	64	128	512	0.02678499296717893	0.6230336286804259	0.02200374531835206	0.2406367041198502	0.08099250936329588	0.1254681647940075	29.653089887640448	0.10097630631112543	0.02200374531835206	0.2406367041198502	0.08099250936329588	0.1254681647940075	29.653089887640448	0.10097630631112543	2819095566	400.0	0.02200374531835206	0.2406367041198502	0.08099250936329588	0.1254681647940075	29.653089887640448	0.10097630631112543	6	COMPLETE
7	0.3792134831460674	2020-04-09 16:36:19.839761	2020-04-09 16:37:36.688670	256	256	128	0.027539186950845347	0.5304760729287112	0.05196629213483146	0.3792134831460674	0.16807116104868913	0.23642322097378277	25.27317415730337	0.1588473220248829	0.05196629213483146	0.3792134831460674	0.16807116104868913	0.23642322097378277	25.272940074906366	0.15884763728737045	4152424459	500.0	0.05196629213483146	0.3792134831460674	0.16807116104868913	0.23642322097378277	25.273408239700373	0.15884701802176987	7	COMPLETE
8	0.36750936329588013	2020-04-09 16:37:36.720257	2020-04-09 16:39:14.948437	64	256	256	0.005373853974532999	0.5338820343286023	0.05383895131086142	0.36750936329588013	0.16151685393258428	0.23267790262172286	25.43492509363296	0.15755141887820126	0.05383895131086142	0.36750936329588013	0.16151685393258428	0.23267790262172286	25.43492509363296	0.15755141887820126	807120957	900.0	0.05383895131086142	0.36750936329588013	0.16151685393258428	0.23267790262172286	25.43492509363296	0.15755141887820126	8	COMPLETE
9	0.2565543071161049	2020-04-09 16:39:14.999355	2020-04-09 16:40:27.817792	128	256	512	0.008043105353599525	0.6176614923601489	0.023408239700374533	0.2565543071161049	0.08707865168539326	0.1343632958801498	29.39700374531835	0.1042875132583666	0.023408239700374533	0.2565543071161049	0.08707865168539326	0.1343632958801498	29.39700374531835	0.1042875132583666	3495500372	750.0	0.023408239700374533	0.2565543071161049	0.08707865168539326	0.1343632958801498	29.39700374531835	0.1042875132583666	9	COMPLETE
