number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					loss.margin	model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.05206550268173	2020-01-20 02:47:17.474683	2020-01-20 04:47:33.657733	1.3438822690367314	450.0	2	6.0	0.0038720305786349605	1200.0	0.5396362615434466	0.005135227661759671	0.05206550268173	0.025048499372361064	0.03466278671687778	3830.085273308228	0.022216525398517813	0.005135227661759671	0.05206550268173	0.025048499372361064	0.03466278671687778	3830.0792536802464	0.022216534660490467	172347447	0.005135227661759671	0.05206550268173	0.025048499372361064	0.03466278671687778	3830.091292936209	0.022216516262456437	0
1	TrialState.COMPLETE	0.05417665183156453	2020-01-20 04:47:33.658587	2020-01-20 06:39:31.891518	2.830407320473398	250.0	2	41.0	0.004350858451639291	1000.0	0.5022948907051398	0.005135227661759671	0.05417665183156453	0.022994408307657196	0.034605728631747115	3562.0963568412644	0.02243795313997558	0.005135227661759671	0.05417665183156453	0.022994408307657196	0.034605728631747115	3562.0928049754652	0.02243799189382842	632790858	0.005135227661759671	0.05417665183156453	0.022994408307657196	0.034605728631747115	3562.0999087070636	0.022437916069198423	1
2	TrialState.COMPLETE	0.02256647266917722	2020-01-20 06:39:31.892391	2020-01-20 09:21:37.120462	2.840389461869756	150.0	1	41.0	0.008374331064123783	1500.0	0.5860455476878	0.005135227661759671	0.02256647266917722	0.009557229259386055	0.013151888622617824	4167.232369051695	0.01487917456147524	0.005135227661759671	0.02256647266917722	0.009557229259386055	0.013151888622617824	4167.174169804862	0.014879368577709792	865263584	0.005135227661759671	0.02256647266917722	0.009557229259386055	0.013151888622617824	4167.290568298528	0.014878987972061247	2
3	TrialState.COMPLETE	0.0609380349195481	2020-01-20 09:21:37.121348	2020-01-20 10:52:21.986743	0.781252376858053	250.0	1	1.0	0.002252714990063381	1100.0	0.5910984001881606	0.005135227661759671	0.0609380349195481	0.024164099052835786	0.03728745863288828	4198.1199646239875	0.022722753623140784	0.005135227661759671	0.0609380349195481	0.024164099052835786	0.03728745863288828	4198.1175681844115	0.022722754885245403	65873283	0.005135227661759671	0.0609380349195481	0.024164099052835786	0.03728745863288828	4198.1223610635625	0.022722752368997248	3
4	TrialState.COMPLETE	0.07137966449845944	2020-01-20 10:52:21.987622	2020-01-20 12:06:13.486108	6.696409571657147	350.0	1	26.0	0.014942645067031886	700.0	0.6013473268888535	0.005135227661759671	0.07137966449845944	0.015063334474495036	0.029185210544334133	4278.908664270227	0.02068693760485926	0.005135227661759671	0.07137966449845944	0.015063334474495036	0.029185210544334133	4278.864344402602	0.020686946418850466	122884785	0.005135227661759671	0.07137966449845944	0.015063334474495036	0.029185210544334133	4278.952984137853	0.020686928845211644	4
5	TrialState.COMPLETE	0.04921259842519685	2020-01-20 12:06:13.486991	2020-01-20 14:44:13.116805	6.008516785665491	250.0	1	31.0	0.01736403185105853	1500.0	0.564967531039198	0.005135227661759671	0.04921259842519685	0.01038457149378067	0.019799155540340067	4016.153329339267	0.018111169989989826	0.005135227661759671	0.049298185552892844	0.010413100536346	0.019799155540340067	4016.0127810110694	0.01811614332506104	163602208	0.005135227661759671	0.04921259842519685	0.01038457149378067	0.019799155540340067	4016.2938776674655	0.018106953215212423	5
6	TrialState.COMPLETE	0.010698390961999316	2020-01-20 14:44:13.117680	2020-01-20 16:43:03.396335	8.090985492161325	350.0	1	31.0	0.06582733971140357	1100.0	0.563060482722049	0.005135227661759671	0.010698390961999316	0.006476092662330252	0.007816957662900833	4005.313020655027	0.009662576889393138	0.005135227661759671	0.010698390961999316	0.006476092662330252	0.007816957662900833	4005.2470900376584	0.009662644323526596	1858635769	0.005135227661759671	0.010698390961999316	0.006476092662330252	0.007816957662900833	4005.378951272395	0.009662510852721826	6
7	TrialState.COMPLETE	0.04792879150975693	2020-01-20 16:43:03.397221	2020-01-20 18:07:46.140709	2.6335947597833473	250.0	1	31.0	0.008637636767342112	800.0	0.6213615752939351	0.005135227661759671	0.04792879150975693	0.01229601734565788	0.019399748944425425	4424.7388879379205	0.018994795206112993	0.005135227661759671	0.04792879150975693	0.01229601734565788	0.019399748944425425	4424.692628095401	0.01899572283634396	2423094551	0.005135227661759671	0.04792879150975693	0.01229601734565788	0.019399748944425425	4424.785147780441	0.018994034592925323	7
8	TrialState.COMPLETE	0.07762752482026704	2020-01-20 18:07:46.141593	2020-01-20 19:21:27.186942	7.0912174018773655	350.0	2	21.0	0.03382990360283704	700.0	0.23589979653947366	0.005135227661759671	0.07762752482026704	0.02213853703069725	0.03891361405911218	1672.970372589296	0.030630531363450137	0.005135227661759671	0.07762752482026704	0.02213853703069725	0.03891361405911218	1672.96830423371	0.03063053325063501	3454174890	0.005135227661759671	0.07762752482026704	0.02213853703069725	0.03891361405911218	1672.9724409448818	0.0306305294838469	8
9	TrialState.COMPLETE	0.06749971470957435	2020-01-20 19:21:27.187818	2020-01-20 20:36:29.912334	6.636917595148627	450.0	1	26.0	0.0010914390114893206	700.0	0.6142768956892785	0.005135227661759671	0.06749971470957435	0.0223667693712199	0.03851420746319754	4365.483324774621	0.024098915978208187	0.005135227661759671	0.06749971470957435	0.0223667693712199	0.03851420746319754	4365.479858495949	0.02409891654084842	2376326140	0.005135227661759671	0.06749971470957435	0.0223667693712199	0.03851420746319754	4365.486791053292	0.02409891541657023	9
10	TrialState.COMPLETE	0.02325116969074518	2020-01-20 20:36:29.913205	2020-01-20 22:24:29.311087	4.959491542921098	150.0	1	41.0	0.004766022183086868	1000.0	0.5994318169389665	0.005135227661759671	0.02325116969074518	0.008387538514207463	0.012153372132831223	4263.667194453954	0.01479316499062542	0.005135227661759671	0.02325116969074518	0.008387538514207463	0.012153372132831223	4263.664041994751	0.014793191609490688	234286716	0.005135227661759671	0.02325116969074518	0.008387538514207463	0.012153372132831223	4263.670346913158	0.014793139471547317	10
11	TrialState.COMPLETE	0.07463197535090722	2020-01-20 22:24:29.311963	2020-01-21 00:43:19.497452	1.9106114277500887	450.0	1	26.0	0.0030710219520094103	1300.0	0.6498379174664877	0.005135227661759671	0.07463197535090722	0.019428277986990757	0.03760127810110693	4630.941601049869	0.022607153132954645	0.005135227661759671	0.07463197535090722	0.019428277986990757	0.03760127810110693	4630.929847084331	0.022607155425964025	224454350	0.005135227661759671	0.07463197535090722	0.019428277986990757	0.03760127810110693	4630.953355015406	0.022607150843117235	11
12	TrialState.COMPLETE	0.07431815588268857	2020-01-21 00:43:19.498329	2020-01-21 01:42:50.232325	4.892373153319485	350.0	1	11.0	0.008983079599652912	600.0	0.6202811162645202	0.005135227661759671	0.07431815588268857	0.02105443341321465	0.04068241469816273	4422.712470044506	0.02286364682236649	0.005135227661759671	0.07431815588268857	0.02105443341321465	0.04068241469816273	4422.698676252425	0.022864442860068366	1621833039	0.005135227661759671	0.07431815588268857	0.02105443341321465	0.04068241469816273	4422.7262638365855	0.022863009296187047	12
13	TrialState.COMPLETE	0.019399748944425425	2020-01-21 01:42:50.233179	2020-01-21 03:11:52.283194	6.806101673599484	50.0	2	16.0	0.005942227678359666	900.0	0.5221211649391442	0.005135227661759671	0.019399748944425425	0.0075031381946821865	0.010070752025562022	3706.8603931302064	0.012793671257301045	0.005135227661759671	0.019399748944425425	0.0075031381946821865	0.010070752025562022	3706.858752710259	0.012793671696031062	1002967023	0.005135227661759671	0.019399748944425425	0.0075031381946821865	0.010070752025562022	3706.862033550154	0.01279367081955748	13
