number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0012393767705382436	2020-04-04 08:26:22.710218	2020-04-04 08:34:38.832407	5.610221545480589	64	2	64	0.0014314587606451244	128	0.980103577332402	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0008852691218130312	19869.83277266289	0.0010667748774873585	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0008852691218130312	19869.82312322946	0.0010667750299629194	1079597998	150.0	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0008852691218130312	19869.842422096317	0.001066774725081432	0	COMPLETE
1	0.03346317280453258	2020-04-04 08:34:38.880829	2020-04-04 09:18:14.788866	6.1977443105859145	64	2	90	0.004840149761840994	128	0.8717176768729256	0.011685552407932011	0.03346317280453258	0.018767705382436262	0.026026912181303118	17671.869511331446	0.01869821018556177	0.011685552407932011	0.03346317280453258	0.018767705382436262	0.026026912181303118	17671.859242209634	0.01869821061222111	331633199	550.0	0.011685552407932011	0.03346317280453258	0.018767705382436262	0.026026912181303118	17671.87978045326	0.018698209759520454	1	COMPLETE
2	0.0008852691218130312	2020-04-04 09:18:14.845458	2020-04-04 09:22:43.976412	6.627512718931054	64	1	35	0.001090153154405999	256	0.9851145952060539	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	19971.355789660058	0.0009211411891202418	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	19971.346494334277	0.0009211412996623288	2589615384	150.0	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	19971.365084985835	0.0009211410786121541	2	COMPLETE
3	0.0017705382436260624	2020-04-04 09:22:44.010178	2020-04-04 09:27:52.385774	1.437692335150516	128	2	71	0.0021717195120685585	256	0.9780850867924598	0.000708215297450425	0.0017705382436260624	0.0012393767705382436	0.001593484419263456	19828.914925637393	0.0014219560036743538	0.000708215297450425	0.0017705382436260624	0.0012393767705382436	0.001593484419263456	19828.90226628895	0.0014219561694134477	1019230197	150.0	0.000708215297450425	0.0017705382436260624	0.0012393767705382436	0.001593484419263456	19828.927584985835	0.001421955837991102	3	COMPLETE
4	0.0019475920679886685	2020-04-04 09:27:52.420184	2020-04-04 09:35:49.278201	2.2168183665563927	64	1	57	0.0012792853069221683	128	0.9636191923121674	0.000708215297450425	0.0019475920679886685	0.0017705382436260624	0.0019475920679886685	19535.358533994335	0.0015769295392143205	0.000708215297450425	0.0019475920679886685	0.0017705382436260624	0.0019475920679886685	19535.35109773371	0.0015769296425953028	1532010503	150.0	0.000708215297450425	0.0019475920679886685	0.0017705382436260624	0.0019475920679886685	19535.365970254956	0.001576929435869281	4	COMPLETE
5	0.041961756373937675	2020-04-04 09:35:49.317760	2020-04-04 09:54:18.090508	2.6502094049698828	128	2	95	0.02649060571625131	256	0.7548826349497725	0.012570821529745042	0.041961756373937675	0.021246458923512748	0.030630311614730878	15302.361455382435	0.021969217406348367	0.012570821529745042	0.041961756373937675	0.021246458923512748	0.030630311614730878	15302.34614022663	0.021969217765341123	1780857212	400.0	0.012570821529745042	0.041961756373937675	0.021246458923512748	0.030630311614730878	15302.376770538243	0.021969217047537088	5	COMPLETE
6	0.00141643059490085	2020-04-04 09:54:18.147168	2020-04-04 09:57:39.819926	4.2546544900395356	64	1	83	0.0017514068898673051	512	0.9638370586876255	0.000708215297450425	0.00141643059490085	0.0010623229461756375	0.0012393767705382436	19539.624380311616	0.0012265378898294295	0.000708215297450425	0.00141643059490085	0.0010623229461756375	0.0012393767705382436	19539.615084985835	0.0012265379892429905	2121618107	150.0	0.000708215297450425	0.00141643059490085	0.0010623229461756375	0.0012393767705382436	19539.633675637393	0.0012265377904413825	6	COMPLETE
7	0.04567988668555241	2020-04-04 09:57:39.861456	2020-04-04 10:30:17.468219	5.191031673633836	128	2	62	0.019129032309291624	128	0.6682515680503471	0.012039660056657223	0.04567988668555241	0.02160056657223796	0.0313385269121813	13545.291607648725	0.022637033710878673	0.012039660056657223	0.04567988668555241	0.02160056657223796	0.0313385269121813	13545.27885977337	0.022655243731940736	583546082	450.0	0.012039660056657223	0.04567988668555241	0.02160056657223796	0.0313385269121813	13545.30435552408	0.022624761514589795	7	COMPLETE
8	0.03665014164305949	2020-04-04 10:30:17.527057	2020-04-04 11:18:35.454355	7.40671968461136	256	2	23	0.0018099014979348332	128	0.8835025263367124	0.010623229461756374	0.03665014164305949	0.018590651558073653	0.025849858356940508	17910.606143767705	0.01839188974683325	0.010623229461756374	0.03665014164305949	0.018590651558073653	0.025849858356940508	17910.586225212464	0.018391890714909733	3729775093	700.0	0.010623229461756374	0.03665014164305949	0.018590651558073653	0.025849858356940508	17910.626062322946	0.018391888780626673	8	COMPLETE
9	0.03665014164305949	2020-04-04 11:18:35.496386	2020-04-04 12:09:38.799001	9.96086211009264	256	2	64	0.002206114083896115	128	0.8730269361754274	0.012570821529745042	0.03665014164305949	0.018767705382436262	0.025849858356940508	17698.11163243626	0.01951154282120025	0.012570821529745042	0.03665014164305949	0.018767705382436262	0.025849858356940508	17698.089412181303	0.019511543128626678	856093673	650.0	0.012570821529745042	0.03665014164305949	0.018767705382436262	0.025849858356940508	17698.13385269122	0.01951154251386615	9	COMPLETE
10	0.04231586402266289	2020-04-04 12:09:38.842728	2020-04-04 12:30:45.025584	8.998410907633122	128	2	70	0.02486758355138551	128	0.7246850525891673	0.010977337110481586	0.04231586402266289	0.02160056657223796	0.029922096317280454	14689.762393767705	0.021358079773076903	0.010977337110481586	0.04231586402266289	0.02160056657223796	0.029922096317280454	14689.750708215297	0.02135808046012923	3393087041	300.0	0.010977337110481586	0.04231586402266289	0.02160056657223796	0.029922096317280454	14689.774079320114	0.021358079086676238	10	COMPLETE
11	0.000708215297450425	2020-04-04 12:30:45.069456	2020-04-04 12:34:27.074339	5.46235918464244	256	2	71	0.0019499397061378946	512	0.973007342284909	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19726.329054532576	0.0009756468142209231	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19726.310375354107	0.000975647009195818	1339630736	150.0	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19726.34773371105	0.0009756466193055615	11	COMPLETE
12	0.041607648725212464	2020-04-04 12:34:27.135852	2020-04-04 12:41:53.991069	7.20898558371243	64	2	42	0.07939783194410512	512	0.7889605171453972	0.0113314447592068	0.041607648725212464	0.02018413597733711	0.030276203966005666	15992.885092067989	0.02056950211240188	0.0113314447592068	0.041607648725212464	0.02018413597733711	0.030276203966005666	15992.874822946176	0.02056950282521684	3168683522	300.0	0.0113314447592068	0.041607648725212464	0.02018413597733711	0.030276203966005666	15992.895361189801	0.020569501400669273	12	COMPLETE
