number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_regularizer.weight	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.09176029962546817	2020-03-08 19:27:36.944591	2020-03-08 19:29:40.551955	256	2	73	0.03149771304300809	0.10043303799853845	512	1.0289817075715977	0.006086142322097378	0.09176029962546817	0.023408239700374533	0.03932584269662921	49.68539325842696	0.0464692291305951	0.006086142322097378	0.09176029962546817	0.023408239700374533	0.03932584269662921	49.68539325842696	0.0464692291305951	336134025	200.0	0.006086142322097378	0.09176029962546817	0.023408239700374533	0.03932584269662921	49.68539325842696	0.0464692291305951	0	COMPLETE
1	0.22659176029962547	2020-03-08 19:29:40.567710	2020-03-08 19:48:17.674511	64	1	11	0.08857728994795029	0.0120920015088524	128	0.7555377031432304	0.03136704119850187	0.22659176029962547	0.08707865168539326	0.12827715355805244	36.392322097378276	0.10219213138048748	0.03136704119850187	0.22659176029962547	0.08707865168539326	0.12827715355805244	36.392322097378276	0.10219213138048748	2332074230	650.0	0.03136704119850187	0.22659176029962547	0.08707865168539326	0.12827715355805244	36.392322097378276	0.10219213138048748	1	COMPLETE
2	0.1151685393258427	2020-03-08 19:48:17.693315	2020-03-08 19:51:46.060754	256	1	30	0.024768288709196312	0.013389995716895843	512	0.9738069159303153	0.009831460674157303	0.1151685393258427	0.03089887640449438	0.048220973782771535	46.93000936329588	0.05422482631318841	0.009831460674157303	0.1151685393258427	0.03089887640449438	0.048220973782771535	46.92977528089887	0.05422489079869722	38337753	400.0	0.009831460674157303	0.1151685393258427	0.03089887640449438	0.048220973782771535	46.93024344569288	0.05422476288481908	2	COMPLETE
3	0.20177902621722846	2020-03-08 19:51:46.073153	2020-03-08 20:13:11.046164	128	2	6	0.02008185654821092	0.2703106786460578	128	0.7908879562563608	0.028089887640449437	0.20177902621722846	0.07350187265917603	0.1100187265917603	38.10884831460674	0.09174923997895282	0.028089887640449437	0.20177902621722846	0.07350187265917603	0.1100187265917603	38.10861423220974	0.0917495797211836	1494059390		0.028089887640449437	0.20177902621722846	0.07350187265917603	0.1100187265917603	38.109082397003746	0.09174891281976763	3	COMPLETE
4	0.09316479400749064	2020-03-08 20:13:11.058045	2020-03-08 20:17:32.775581	64	2	43	0.026524943909371643	0.09935938875138717	128	1.0053686436356397	0.008895131086142321	0.09316479400749064	0.025280898876404494	0.042134831460674156	48.522705992509366	0.04988347883380687	0.008895131086142321	0.09316479400749064	0.025280898876404494	0.042134831460674156	48.52247191011236	0.04988463194906304	1266167500	200.0	0.008895131086142321	0.09316479400749064	0.025280898876404494	0.042134831460674156	48.522940074906366	0.0498824025929011	4	COMPLETE
5	0.09129213483146068	2020-03-08 20:17:32.788122	2020-03-08 20:18:39.227748	128	2	99	0.0659009978417859	0.06978791927799961	512	1.0079613871635233	0.007958801498127341	0.09129213483146068	0.027153558052434457	0.046348314606741575	48.59901685393258	0.049964570634790186	0.007958801498127341	0.09129213483146068	0.027153558052434457	0.046348314606741575	48.59878277153558	0.04996500371970601	3496924000	150.0	0.007958801498127341	0.09129213483146068	0.027153558052434457	0.046348314606741575	48.59925093632959	0.049964155595079184	5	COMPLETE
6	0.0898876404494382	2020-03-08 20:18:39.239729	2020-03-08 20:19:41.926235	128	2	68	0.018929154318272697	0.1920617615822928	512	1.001248379562343	0.0	0.0898876404494382	0.01638576779026217	0.03604868913857678	48.324438202247194	0.04245250613828968	0.0	0.0898876404494382	0.01638576779026217	0.03604868913857678	48.324438202247194	0.04245250613828968	2580069171	150.0	0.0	0.0898876404494382	0.01638576779026217	0.03604868913857678	48.324438202247194	0.04245250613828968	6	COMPLETE
7	0.10908239700374532	2020-03-08 20:19:41.938409	2020-03-08 20:21:57.304332	64	2	39	0.06131722934001067	0.1370123913844802	256	1.0023376076518862	0.0149812734082397	0.10908239700374532	0.032303370786516857	0.05337078651685393	48.40215355805243	0.05684763167093398	0.0149812734082397	0.10908239700374532	0.032303370786516857	0.05337078651685393	48.40215355805243	0.05684763167093398	2560221717	200.0	0.0149812734082397	0.10908239700374532	0.032303370786516857	0.05337078651685393	48.40215355805243	0.05684763167093398	7	COMPLETE
8	0.09691011235955056	2020-03-08 20:21:57.316960	2020-03-08 20:24:47.042002	128	1	76	0.005816354166658698	0.14927604839991818	128	1.008819187670416	0.005149812734082397	0.09691011235955056	0.02855805243445693	0.046348314606741575	48.6933520599251	0.04910853327077483	0.005149812734082397	0.09691011235955056	0.02855805243445693	0.046348314606741575	48.6933520599251	0.04910853327077483	246079827	150.0	0.005149812734082397	0.09691011235955056	0.02855805243445693	0.046348314606741575	48.6933520599251	0.04910853327077483	8	COMPLETE
9	0.17790262172284643	2020-03-08 20:24:47.059901	2020-03-08 20:39:39.475256	64	2	6	0.02414777387353298	0.01751597438147452	256	0.846719800873942	0.018258426966292134	0.17790262172284643	0.054775280898876406	0.08707865168539326	40.80383895131086	0.07696529903528726	0.018258426966292134	0.17790262172284643	0.054775280898876406	0.08707865168539326	40.80383895131086	0.07696529903528726	4157997747		0.018258426966292134	0.17790262172284643	0.054775280898876406	0.08707865168539326	40.80383895131086	0.07696529903528726	9	COMPLETE
