number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301	351
0	TrialState.COMPLETE	0.0010623229461756375	2020-01-09 08:58:39.973440	2020-01-09 09:04:07.753959	350.0	2	61.0	0.001761349679130798	1800.0	1.0010343050906818	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20294.56816572238	0.0009518208428141154	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20294.543156869688	0.0009518212622687646	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	20294.59317457507	0.0009518204237537392	0	0.0010623229461756375	0.0010623229461756375					
1	TrialState.COMPLETE	0.0017705382436260624	2020-01-09 09:04:07.754758	2020-01-09 09:08:33.467003	250.0	1	51.0	0.0017048476484943448	1300.0	0.9550450194139606	0.000708215297450425	0.0017705382436260624	0.0010623229461756375	0.0013279036827195468	19361.378341890933	0.0013384547066838499	0.000708215297450425	0.0017705382436260624	0.0010623229461756375	0.0013279036827195468	19361.36694405099	0.0013384549127028727	0.000708215297450425	0.0017705382436260624	0.0010623229461756375	0.0013279036827195468	19361.38973973088	0.0013384545008329448	1	0.000708215297450425	0.00141643059490085					
2	TrialState.COMPLETE	0.014796641036017806	2020-01-09 09:08:33.468078	2020-01-09 09:24:00.243837	450.0	1	81.0	0.004445021651531601	1300.0	0.7564898574158198	0.000708215297450425	0.014796641036017806	0.004173411574261433	0.006702751922298664	15334.344635269123	0.005522662391208564	0.000708215297450425	0.014796641036017806	0.004173411574261433	0.006702751922298664	15334.328004856334	0.0055226635554962555	0.000708215297450425	0.014796641036017806	0.004173411574261433	0.006702751922298664	15334.36126568191	0.005522661230607163	2				0.013774787535410764	0.014370868744098205		
3	TrialState.COMPLETE	0.002345963172804533	2020-01-09 09:24:00.244915	2020-01-09 09:27:25.473099	50.0	1	51.0	0.052608821910266036	1400.0	0.8314964801837484	0.000708215297450425	0.002345963172804533	0.0008852691218130312	0.0013721671388101982	16855.828169263455	0.0015942638514287988	0.000708215297450425	0.002345963172804533	0.0008852691218130312	0.0013721671388101982	16855.823698654393	0.0015942639284642155	0.000708215297450425	0.002345963172804533	0.0008852691218130312	0.0013721671388101982	16855.832639872522	0.0015942637744371972	3	0.0018590651558073655	0.0021836638338054767					
4	TrialState.COMPLETE	0.0009737960339943342	2020-01-09 09:27:25.474150	2020-01-09 09:30:43.543887	50.0	1	11.0	0.0032084310389810015	1500.0	0.9837898580438431	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000796742209631728	19944.454364376772	0.0009604285480807273	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000796742209631728	19944.449495396602	0.0009604288744209044	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000796742209631728	19944.45923335694	0.000960428222445345	4	0.0010623229461756375	0.0010033050047214354					
5	TrialState.COMPLETE	0.0009295325779036828	2020-01-09 09:30:43.544951	2020-01-09 09:34:07.397638	50.0	1	31.0	0.009639478266148032	1300.0	0.9411711730199566	0.000708215297450425	0.0009295325779036828	0.0008410056657223796	0.0008410056657223796	19080.176766111897	0.0011171619897955866	0.000708215297450425	0.0009295325779036828	0.0008410056657223796	0.0008410056657223796	19080.171432365438	0.0011171626320386706	0.000708215297450425	0.0009295325779036828	0.0008410056657223796	0.0008410056657223796	19080.182099858357	0.0011171613491081777	5	0.000796742209631728	0.0008852691218130312					
6	TrialState.COMPLETE	0.0010623229461756375	2020-01-09 09:34:07.398631	2020-01-09 09:37:59.996559	50.0	2	11.0	0.00939684191032022	900.0	0.970866960394851	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	19682.325601983004	0.0010513464633379816	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	19682.316527974504	0.001051346558112008	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	19682.3346759915	0.001051346368589692	6	0.0010623229461756375	0.0010623229461756375					
7	TrialState.COMPLETE	0.0011508498583569404	2020-01-09 09:37:59.997605	2020-01-09 09:42:06.095921	150.0	2	11.0	0.006229603967422111	1000.0	0.994590352406469	0.000708215297450425	0.0011508498583569404	0.0010623229461756375	0.0010623229461756375	20163.56624026204	0.0010720078410089925	0.000708215297450425	0.0011508498583569404	0.0010623229461756375	0.0010623229461756375	20163.548866855523	0.001072008413016404	0.000708215297450425	0.0011508498583569404	0.0010623229461756375	0.0010623229461756375	20163.583613668554	0.0010720072698444643	7	0.0010623229461756375	0.0011213408876298394					
8	TrialState.COMPLETE	0.013051396195872117	2020-01-09 09:42:06.096971	2020-01-09 09:54:31.705059	350.0	1	41.0	0.0051885869871342765	900.0	0.767900102558859	0.000708215297450425	0.013051396195872117	0.0036169566976932415	0.006728045325779037	15565.554823452043	0.005069566392936508	0.000708215297450425	0.013051396195872117	0.0036169566976932415	0.006728045325779037	15565.538875961149	0.005069567222359923	0.000708215297450425	0.013051396195872117	0.0036169566976932415	0.006728045325779037	15565.570770942939	0.0050695655664517066	8				0.012181303116147308	0.012688857412653447		
9	TrialState.COMPLETE	0.00141643059490085	2020-01-09 09:54:31.706106	2020-01-09 09:58:01.982509	50.0	1	71.0	0.06844365143322319	1800.0	0.8319466763121335	0.000708215297450425	0.00141643059490085	0.0009737960339943342	0.001106586402266289	16864.516908640227	0.0014987103271300848	0.000708215297450425	0.00141643059490085	0.0009737960339943342	0.001106586402266289	16864.512482294616	0.001498710459094257	0.000708215297450425	0.00141643059490085	0.0009737960339943342	0.001106586402266289	16864.521334985835	0.0014987101953085151	9	0.00141643059490085	0.00141643059490085					
10	TrialState.COMPLETE	0.28027620396600567	2020-01-09 09:58:01.983525	2020-01-09 11:47:16.177725	450.0	1	81.0	0.03089527237429886	1800.0	0.5102673156226689	0.000708215297450425	0.28027620396600567	0.19877880713574764	0.24832995176479597	10339.585694050991	0.10483670852585635	0.000708215297450425	0.28027620396600567	0.19877880713574764	0.24832995176479597	10339.583076525534	0.10483671252667665	0.000708215297450425	0.28027620396600567	0.19877880713574764	0.24832995176479597	10339.588311576448	0.10483670458640039	10							
11	TrialState.COMPLETE	0.0010623229461756375	2020-01-09 11:47:16.178626	2020-01-09 11:50:42.522337	50.0	1	51.0	0.0014636519029577679	1200.0	0.9926540851861976	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010623229461756375	20124.193652620397	0.001027367382918486	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010623229461756375	20124.188783640227	0.0010273674206377455	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010623229461756375	20124.198521600567	0.0010273673452071048	11	0.0010623229461756375	0.0010623229461756375					
12	TrialState.COMPLETE	0.001106586402266289	2020-01-09 11:50:42.523375	2020-01-09 11:54:13.739494	50.0	1	81.0	0.0033770390580688025	900.0	0.9665333763305635	0.000708215297450425	0.001106586402266289	0.0008852691218130312	0.0009737960339943342	19594.384892882437	0.001100828340085238	0.000708215297450425	0.001106586402266289	0.0008852691218130312	0.0009737960339943342	19594.37964766289	0.0011008284213363854	0.000708215297450425	0.001106586402266289	0.0008852691218130312	0.0009737960339943342	19594.390138101982	0.001100828258876703	12	0.0009737960339943342	0.0010623229461756375					
13	TrialState.COMPLETE	0.0015492209631728046	2020-01-09 11:54:13.740543	2020-01-09 11:58:55.450062	250.0	2	41.0	0.02758648330791271	500.0	0.97056284585219	0.000708215297450425	0.0015492209631728046	0.001106586402266289	0.0011951133144475921	19676.2890625	0.001189769767151393	0.000708215297450425	0.0015492209631728046	0.001106586402266289	0.0011951133144475921	19676.267572592067	0.0011897700056639577	0.000708215297450425	0.0015492209631728046	0.001106586402266289	0.0011951133144475921	19676.310552407933	0.0011897695287154712	13	0.000796742209631728	0.0012983947119924457					
14	TrialState.COMPLETE	0.013721671388101982	2020-01-09 11:58:55.451107	2020-01-09 12:16:18.172044	450.0	1	51.0	0.0017141986536160503	1900.0	0.8385098336119199	0.000708215297450425	0.013721671388101982	0.004382082152974504	0.0072813385269121815	16998.364255046035	0.0050772421182352515	0.000708215297450425	0.013721671388101982	0.004382082152974504	0.0072813385269121815	16998.34702549575	0.005077242593483955	0.000708215297450425	0.013721671388101982	0.004382082152974504	0.0072813385269121815	16998.381484596317	0.005077241643446088	14					0.012334749763928234	0.013127276406313233	
15	TrialState.COMPLETE	0.013013456090651559	2020-01-09 12:16:18.172859	2020-01-09 12:28:57.184855	450.0	1	91.0	0.004893009884514665	1200.0	0.7884927740483251	0.000708215297450425	0.013013456090651559	0.0038361661945231352	0.006108356940509915	15982.995426109537	0.005058513271438698	0.000708215297450425	0.013013456090651559	0.0038361661945231352	0.006108356940509915	15982.97931421152	0.005058514040949423	0.000708215297450425	0.013013456090651559	0.0038361661945231352	0.006108356940509915	15983.011538007555	0.005058512503449042	15			0.012349504249291784	0.012747875354107648			
16	TrialState.COMPLETE	0.012315077116776834	2020-01-09 12:28:57.185877	2020-01-09 12:48:33.192785	450.0	2	31.0	0.022926686470602854	700.0	0.9089645928018831	0.000708215297450425	0.012315077116776834	0.004209946490399749	0.007554296506137866	18427.224946883853	0.004546588311401181	0.000708215297450425	0.012315077116776834	0.004209946490399749	0.007554296506137866	18427.19985442241	0.004546591068526513	0.000708215297450425	0.012315077116776834	0.004209946490399749	0.007554296506137866	18427.250039345294	0.004546585581190979	16						0.010926750303520841	0.011707684135977336
17	TrialState.COMPLETE	0.0010623229461756375	2020-01-09 12:48:33.193827	2020-01-09 12:53:21.526205	250.0	2	71.0	0.019787885341495257	1200.0	0.9850816345262949	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	19970.71388101983	0.000927620607227764	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	19970.692811614732	0.0009276212749021929	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	19970.73495042493	0.000927619940384541	17	0.0010623229461756375	0.0010623229461756375					
