number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301	351
0	TrialState.COMPLETE	0.01363314447592068	2020-01-06 14:01:59.310573	2020-01-06 14:35:41.805976	0.9587947715138939	16.51478682596748	450.0	1	60.0	0.0032127001659304814	1900.0	0.7497046046083958	0.000708215297450425	0.01363314447592068	0.0035410764872521247	0.006049338999055713	15196.50792315864	0.005293574007992078	0.000708215297450425	0.01363314447592068	0.0035410764872521247	0.006049338999055713	15196.49309490085	0.005293574883428817	0.000708215297450425	0.01363314447592068	0.0035410764872521247	0.006049338999055713	15196.52275141643	0.005293573134748783	0			0.012836402266288951	0.013314447592067988			
1	TrialState.COMPLETE	0.012924929178470254	2020-01-06 14:35:41.807349	2020-01-06 15:25:41.557604	0.43096853047651684	2.5917430991277475	350.0	2	20.0	0.0010682163480632276	700.0	0.917970372890281	0.000708215297450425	0.012924929178470254	0.005036197670758577	0.007318224740321058	18609.859084828455	0.004830095914146182	0.000708215297450425	0.012924929178470254	0.005036197670758577	0.007318224740321058	18609.835812086876	0.004830096692083243	0.000708215297450425	0.012924929178470254	0.005036197670758577	0.007318224740321058	18609.882357570033	0.004830095137426347	1						0.011508498583569405	0.012305240793201134
2	TrialState.COMPLETE	0.0017705382436260624	2020-01-06 15:25:41.559173	2020-01-06 15:36:56.950887	0.4009423617271848	13.863384537222789	50.0	1	90.0	0.012057900543660802	800.0	0.8915765666537927	0.000708215297450425	0.0017705382436260624	0.0008410056657223796	0.0009737960339943342	18074.159149256375	0.001322362675784641	0.000708215297450425	0.0017705382436260624	0.0008410056657223796	0.0009737960339943342	18074.15456798867	0.001322362750177265	0.000708215297450425	0.0017705382436260624	0.0008410056657223796	0.0009737960339943342	18074.16373052408	0.0013223626014295844	2	0.00141643059490085	0.0016525023607176581					
3	TrialState.COMPLETE	0.3544983881996679	2020-01-06 15:36:56.952137	2020-01-06 19:27:10.481584	0.6553521653378904	16.874758247270584	450.0	1	50.0	0.025220297381708792	1400.0	0.4709077941599938	0.000708215297450425	0.3544983881996679	0.22996239132558366	0.29900117221842337	9541.949692292665	0.12819018944562474	0.000708215297450425	0.3544983881996679	0.22996239132558366	0.2990072775227117	9541.947274592165	0.1281903143200407	0.000708215297450425	0.3544983881996679	0.22996239132558366	0.29900117221842337	9541.952109993163	0.12819008354891845	3							
4	TrialState.COMPLETE	0.0012393767705382436	2020-01-06 19:27:10.482813	2020-01-06 19:38:29.980271	0.7755271386843765	9.240768522601167	50.0	1	60.0	0.006716837618240184	1500.0	0.9108427463435613	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.000796742209631728	18465.0528726983	0.0011540815433984124	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.000796742209631728	18465.048645538245	0.0011540819337053315	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.000796742209631728	18465.057099858357	0.0011540811541982813	4	0.0008852691218130312	0.0011213408876298394					
5	TrialState.COMPLETE	0.3837181303116147	2020-01-06 19:38:29.981702	2020-01-06 22:49:13.088814	0.15100048681025668	4.797795604086211	450.0	1	10.0	0.045640398142195775	1200.0	0.38557507591462253	0.000708215297450425	0.3837181303116147	0.24523371104815864	0.3190864022662889	7812.97282223796	0.13867710740878922	0.000708215297450425	0.3837181303116147	0.24523371104815864	0.3190864022662889	7812.970701133145	0.13867714760428065	0.000708215297450425	0.3837181303116147	0.24523371104815864	0.3190864022662889	7812.974943342776	0.13867706999053556	5							
6	TrialState.COMPLETE	0.32615027871698804	2020-01-06 22:49:13.090037	2020-01-07 01:34:18.773334	0.4529542098427718	3.9732237036602456	50.0	1	80.0	0.07617348814633766	1500.0	0.4484489771604277	0.000708215297450425	0.32615027871698804	0.22094603856346523	0.28125856712053365	9087.355084300467	0.12105490464434171	0.000708215297450425	0.32615027871698804	0.22094603856346523	0.28125856712053365	9087.353553641597	0.12105493073101459	0.000708215297450425	0.32615027871698804	0.22094603856346523	0.28125856712053365	9087.356614959335	0.1210548802897243	6							
7	TrialState.COMPLETE	0.0034525495750708213	2020-01-07 01:34:18.774941	2020-01-07 01:45:51.867631	0.864465232060252	10.174959730028858	50.0	2	90.0	0.010915434783523005	1300.0	0.9222365098421051	0.000708215297450425	0.0034525495750708213	0.00141643059490085	0.002213172804532578	18695.779147485835	0.0020912581383180973	0.000708215297450425	0.0034525495750708213	0.00141643059490085	0.002213172804532578	18695.77058250708	0.002091258344410488	0.000708215297450425	0.0034525495750708213	0.00141643059490085	0.002213172804532578	18695.78771246459	0.0020912579324544787	7	0.002124645892351275	0.0030099150141643057					
8	TrialState.COMPLETE	0.01023371104815864	2020-01-07 01:45:51.869792	2020-01-07 02:10:42.807914	0.5994598717443806	2.385163471355888	450.0	2	30.0	0.0360644043245924	700.0	0.7015629850404309	0.000708215297450425	0.01023371104815864	0.0027620396600566573	0.004497167138810198	14219.461738668555	0.004558231055517727	0.000708215297450425	0.01023371104815864	0.0027620396600566573	0.004497167138810198	14219.447839943343	0.004558231357637312	0.000708215297450425	0.01023371104815864	0.0027620396600566573	0.004497167138810198	14219.475637393767	0.004558230753600801	8		0.009619924457034938	0.010003541076487252				
