number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	model.relation_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	351	401
0	TrialState.COMPLETE	0.0007524787535410764	2020-01-14 23:18:58.062093	2020-01-14 23:43:18.009274	50.0	200.0	2	21.0	0.01528049061642926	700.0	1.0101967348286756	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20480.55243006374	0.0009291129209014998	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20480.542847025496	0.000929113058518132	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20480.562013101982	0.0009291127833619455	0	0.000796742209631728	0.000767233238904627		
1	TrialState.COMPLETE	0.0008852691218130312	2020-01-14 23:43:18.009997	2020-01-15 00:03:44.196347	50.0	50.0	2	11.0	0.002581875392123499	500.0	0.9991593983383312	0.0006639518413597734	0.0008852691218130312	0.000796742209631728	0.0008852691218130312	20256.328877478754	0.0009373611377033743	0.0006639518413597734	0.0008852691218130312	0.000796742209631728	0.0008852691218130312	20256.32237075071	0.0009373612584045424	0.0006639518413597734	0.0008852691218130312	0.000796742209631728	0.0008852691218130312	20256.3353842068	0.00093736101707142	1	0.0008852691218130312	0.0008852691218130312		
2	TrialState.COMPLETE	0.0007524787535410764	2020-01-15 00:03:44.197105	2020-01-15 00:46:26.090863	100.0	150.0	1	61.0	0.012586224680472824	900.0	1.0199718917522624	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20677.858843838527	0.0008876293764932194	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20677.847777974504	0.0008876294543304009	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20677.86990970255	0.0008876292986712395	2	0.000796742209631728	0.000767233238904627		
3	TrialState.COMPLETE	0.0008852691218130312	2020-01-15 00:46:26.091632	2020-01-15 01:26:19.584715	100.0	200.0	2	41.0	0.004133185476655033	800.0	0.9922901853853492	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20117.05366944051	0.0010082383953444972	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20117.0414305949	0.0010082385800808367	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20117.06590828612	0.0010082382107243623	3	0.0008852691218130312	0.0008852691218130312		
4	TrialState.COMPLETE	0.0012393767705382436	2020-01-15 01:26:19.585553	2020-01-15 02:05:30.323240	150.0	100.0	1	51.0	0.0035292881615965905	500.0	0.9988766062248385	0.000708215297450425	0.0012393767705382436	0.0008852691218130312	0.0009737960339943342	20250.43431303116	0.0010903364331679558	0.000708215297450425	0.0012393767705382436	0.0008852691218130312	0.0009737960339943342	20250.425327549576	0.0010903365279113638	0.000708215297450425	0.0012393767705382436	0.0008852691218130312	0.0009737960339943342	20250.44329851275	0.0010903363384648125	4	0.0012393767705382436	0.0012393767705382436		
5	TrialState.COMPLETE	0.001593484419263456	2020-01-15 02:05:30.324095	2020-01-15 02:35:02.137582	200.0	200.0	1	11.0	0.0019149670193349423	700.0	0.9823848903414775	0.000708215297450425	0.001593484419263456	0.0008852691218130312	0.0010180594900849858	19916.29222733711	0.0011062286787785426	0.000708215297450425	0.001593484419263456	0.0008852691218130312	0.0010180594900849858	19916.280010623228	0.0011062287721347412	0.000708215297450425	0.001593484419263456	0.0008852691218130312	0.0010180594900849858	19916.30444405099	0.0011062285854460778	5	0.001593484419263456	0.001593484419263456		
6	TrialState.COMPLETE	0.001106586402266289	2020-01-15 02:35:02.138269	2020-01-15 03:44:34.261858	150.0	150.0	1	81.0	0.013559342826794172	900.0	1.0195968841759373	0.000708215297450425	0.001106586402266289	0.000708215297450425	0.0008410056657223796	20670.831002124647	0.0009550704368766047	0.000708215297450425	0.001106586402266289	0.000708215297450425	0.0008410056657223796	20670.81829851275	0.0009550707063879292	0.000708215297450425	0.001106586402266289	0.000708215297450425	0.0008410056657223796	20670.843705736545	0.0009550701676263677	6	0.0011508498583569404	0.0011213408876298394		
7	TrialState.COMPLETE	0.000708215297450425	2020-01-15 03:44:34.262577	2020-01-15 04:46:20.470792	200.0	200.0	1	41.0	0.0015708461834827779	1000.0	1.0105423643743403	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20486.932785941928	0.0008965317995248473	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20486.919529036826	0.0008965324283653434	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20486.946042847027	0.0008965311721058508	7	0.000708215297450425	0.000708215297450425		
8	TrialState.COMPLETE	0.0011951133144475921	2020-01-15 04:46:20.471532	2020-01-15 05:22:42.919317	200.0	100.0	1	31.0	0.0036604158172648033	600.0	0.9921926520440109	0.000708215297450425	0.0011951133144475921	0.000708215297450425	0.0008410056657223796	20115.030143413598	0.0010005979051626599	0.000708215297450425	0.0011951133144475921	0.000708215297450425	0.0008410056657223796	20115.019077549576	0.0010005980321172111	0.000708215297450425	0.0011951133144475921	0.000708215297450425	0.0008410056657223796	20115.04120927762	0.0010005977782605862	8	0.0011508498583569404	0.0011803588290840415		
