number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.006019627981284948	2020-01-21 06:33:43.257673	2020-01-21 09:23:33.914647	450.0	1	91.0	0.04775786911039134	1500.0	0.9944195830815938	0.005135227661759671	0.006019627981284948	0.005391989044847655	0.005620221385370307	7105.66225892959	0.005878351819215508	0.005135227661759671	0.006019627981284948	0.005391989044847655	0.005620221385370307	7105.655797101449	0.005878352402251812	4255368977	0.005135227661759671	0.006019627981284948	0.005391989044847655	0.005620221385370307	7105.6687207577315	0.005878351236690661	0
1	TrialState.COMPLETE	0.047729088211799615	2020-01-21 09:23:33.915463	2020-01-21 11:46:39.725423	150.0	2	21.0	0.0020440990389893826	1500.0	0.12815065155989605	0.005135227661759671	0.047729088211799615	0.01586214766632432	0.024734679904142416	892.587655483282	0.02363143071054116	0.005135227661759671	0.047729088211799615	0.01586214766632432	0.024734679904142416	892.5874129864202	0.023631431855211948	3923516525	0.005135227661759671	0.047729088211799615	0.01586214766632432	0.024734679904142416	892.5878979801438	0.02363142957203225	1
2	TrialState.COMPLETE	0.005762866598196964	2020-01-21 11:46:39.726235	2020-01-21 14:13:12.849718	350.0	1	31.0	0.0014205112163709083	1500.0	0.999343101595818	0.005135227661759671	0.005762866598196964	0.005220814789455666	0.005391989044847655	7140.747589295903	0.005746238826219065	0.005135227661759671	0.005762866598196964	0.005220814789455666	0.005391989044847655	7140.740927764464	0.005746239609955943	1186012533	0.005135227661759671	0.005762866598196964	0.005220814789455666	0.005391989044847655	7140.754250827342	0.005746238044763272	2
3	TrialState.COMPLETE	0.05417665183156453	2020-01-21 14:13:12.850550	2020-01-21 16:17:28.626835	50.0	2	51.0	0.0012593343865097012	1300.0	0.11858590269644444	0.005135227661759671	0.05417665183156453	0.017317128837156224	0.027188177564760926	824.8121933127924	0.02607335052489832	0.005135227661759671	0.05417665183156453	0.017317128837156224	0.027188177564760926	824.811765377154	0.026073364903879227	3282109506	0.005135227661759671	0.05417665183156453	0.017317128837156224	0.027188177564760926	824.8126212484309	0.02607333643178514	3
4	TrialState.COMPLETE	0.05055346342576743	2020-01-21 16:17:28.627649	2020-01-21 17:34:22.008927	150.0	2	41.0	0.002898987456258989	800.0	0.12486049077112188	0.005135227661759671	0.05055346342576743	0.01569097341093233	0.02570466735136369	869.1214481342006	0.02477885081660711	0.005135227661759671	0.05055346342576743	0.01569097341093233	0.02570466735136369	869.1211343147324	0.0247788512759748	2956702781	0.005135227661759671	0.05055346342576743	0.01569097341093233	0.02570466735136369	869.1217619536689	0.024778850358802406	4
5	TrialState.COMPLETE	0.012723952984137853	2020-01-21 17:34:22.009738	2020-01-21 18:22:59.641292	250.0	2	31.0	0.028593028984547766	500.0	0.5682472982063669	0.005135227661759671	0.012723952984137853	0.006419034577199589	0.008359009471642132	4035.5372161360265	0.009203649713658047	0.005135227661759671	0.012723952984137853	0.006419034577199589	0.008359009471642132	4035.536117767888	0.009203652460040353	293942969	0.005135227661759671	0.012723952984137853	0.006419034577199589	0.008359009471642132	4035.538314504165	0.009203646981345487	5
6	TrialState.COMPLETE	0.0056487504279356384	2020-01-21 18:22:59.642099	2020-01-21 21:39:34.594506	450.0	2	71.0	0.05333464250904665	1800.0	0.8869962390906665	0.005135227661759671	0.0056487504279356384	0.005391989044847655	0.005563163300239644	6333.588568412644	0.005687274673270054	0.005135227661759671	0.0056487504279356384	0.005391989044847655	0.005563163300239644	6333.586500057058	0.00568727495887937	3310467125	0.005135227661759671	0.0056487504279356384	0.005391989044847655	0.005563163300239644	6333.59063676823	0.005687274387867048	6
7	TrialState.COMPLETE	0.006219331279242269	2020-01-21 21:39:34.595314	2020-01-21 23:18:11.201562	50.0	1	1.0	0.07451204336329799	1200.0	0.9945957912006042	0.005135227661759671	0.006219331279242269	0.005620221385370307	0.00587698276845829	7106.279327855757	0.005979266031780892	0.005135227661759671	0.006219331279242269	0.005620221385370307	0.00587698276845829	7106.277644642246	0.005979266472008771	1988856026	0.005135227661759671	0.006219331279242269	0.005620221385370307	0.00587698276845829	7106.281011069268	0.005979265592617813	7
8	TrialState.COMPLETE	0.043592377039826546	2020-01-21 23:18:11.202379	2020-01-22 02:20:33.812085	250.0	2	11.0	0.002181206698200303	1900.0	0.13847468272685903	0.005163756704325003	0.043592377039826546	0.014407166495492412	0.022737646924569213	965.6707891133174	0.021816488408032072	0.005163756704325003	0.043592377039826546	0.014407166495492412	0.022737646924569213	965.6705466164556	0.021816488637059053	3745670619	0.005163756704325003	0.043592377039826546	0.014407166495492412	0.022737646924569213	965.6710316101792	0.021816488179345898	8
9	TrialState.COMPLETE	0.0531496062992126	2020-01-22 02:20:33.812890	2020-01-22 03:47:33.733703	150.0	2	61.0	0.003737572978270313	900.0	0.12447613876774254	0.005135227661759671	0.0531496062992126	0.01591920575145498	0.02650348054319297	865.5263893643729	0.02539049510701489	0.005135227661759671	0.0531496062992126	0.01591920575145498	0.02650348054319297	865.5261611320324	0.025390495583675038	3951505242	0.005135227661759671	0.0531496062992126	0.01591920575145498	0.02650348054319297	865.5266175967134	0.02539049463148631	9
