number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301
0	TrialState.COMPLETE	0.005901794145420208	2020-01-11 21:20:00.825311	2020-01-11 21:35:16.913375	250.0	61.0	0.04529100797646297	1300.0	0.9610005051815986	0.0019180830972615676	0.005901794145420208	0.003659112370160529	0.004455854579792257	19482.307070349387	0.003385873661279175	0.0019180830972615676	0.005901794145420208	0.003659112370160529	0.004455854579792257	19482.152502360717	0.0033858778238291904	0.0019180830972615676	0.005901794145420208	0.003659112370160529	0.004455854579792257	19482.461638338056	0.0033858695093765823	0			0.005223087818696884	0.005630311614730878		
1	TrialState.COMPLETE	0.009419263456090652	2020-01-11 21:35:16.914291	2020-01-11 21:47:47.897191	350.0	11.0	0.04853571635089331	1900.0	0.9531118139898744	0.002195467422096317	0.009419263456090652	0.0060198300283286115	0.008746458923512748	19322.416678470254	0.004945796089965674	0.002195467422096317	0.009419263456090652	0.0060198300283286115	0.008746458923512748	19322.00336402266	0.004946787965578397	0.002195467422096317	0.009419263456090652	0.0060198300283286115	0.008746458923512748	19322.829992917847	0.004945000954018945	1		0.008616619452313503	0.00911827195467422			
2	TrialState.COMPLETE	0.0022574362606232294	2020-01-11 21:47:47.898115	2020-01-11 21:54:19.171007	150.0	51.0	0.049888565750514174	900.0	0.9753594263850743	0.0	0.0022574362606232294	0.0013279036827195468	0.0017262747875354107	19773.611145538245	0.001146286819692466	0.0	0.0022574362606232294	0.0013279036827195468	0.0017262747875354107	19773.544750354107	0.0011462884444708732	0.0	0.0022574362606232294	0.0013279036827195468	0.0017262747875354107	19773.67754072238	0.0011462851969540003	2	0.0015049575070821529	0.0020066100094428708				
3	TrialState.COMPLETE	0.00017705382436260624	2020-01-11 21:54:19.172011	2020-01-11 22:00:51.788220	150.0	11.0	0.002717151064268282	1300.0	0.984822618505422	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	19965.138057719545	0.00046855328979907257	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	19965.1100832153	0.0004685538489757115	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	0.00017705382436260624	19965.166032223795	0.0004685527311837276	3	0.00017705382436260624	0.00017705382436260624				
4	TrialState.COMPLETE	0.0015049575070821529	2020-01-11 22:00:51.789246	2020-01-11 22:08:10.589157	150.0	51.0	0.02234787133769381	1800.0	0.9857564216227586	0.0008852691218130312	0.0015049575070821529	0.0012393767705382436	0.0012836402266288953	19984.431347379603	0.0013943340609109149	0.0008852691218130312	0.0015049575070821529	0.0012393767705382436	0.0012836402266288953	19984.37269830028	0.0013943352873754546	0.0008852691218130312	0.0015049575070821529	0.0012393767705382436	0.0012836402266288953	19984.489996458924	0.001394332835814264	4	0.0005311614730878187	0.0011803588290840415				
5	TrialState.COMPLETE	0.0025230169971671387	2020-01-11 22:08:10.590023	2020-01-11 22:15:04.911084	150.0	61.0	0.08560397724790739	800.0	0.9747431649479771	0.0008852691218130312	0.0025230169971671387	0.001593484419263456	0.0017262747875354107	19760.75542227337	0.0016353911364558387	0.0008852691218130312	0.0025230169971671387	0.001593484419263456	0.0017262747875354107	19760.69020007082	0.0016353943766089876	0.0008852691218130312	0.0025230169971671387	0.001593484419263456	0.0017262747875354107	19760.82064447592	0.0016353879063143331	5	0.0016820113314447592	0.0022426817752596788				
6	TrialState.COMPLETE	0.00141643059490085	2020-01-11 22:15:04.911950	2020-01-11 22:21:59.671476	150.0	71.0	0.01871452394089879	2000.0	0.98186699570276	0.0003098441926345609	0.00141643059490085	0.0004868980169971671	0.000708215297450425	19905.4945555949	0.0008569626659664754	0.0003098441926345609	0.00141643059490085	0.0004868980169971671	0.000708215297450425	19905.440952549576	0.0008569639857178658	0.0003098441926345609	0.00141643059490085	0.0004868980169971671	0.000708215297450425	19905.548158640227	0.0008569613480369425	6	0.000708215297450425	0.0011803588290840415				
7	TrialState.COMPLETE	0.00017705382436260624	2020-01-11 22:21:59.672447	2020-01-11 22:28:59.197840	150.0	61.0	0.001766943261154654	1800.0	1.0030416494662753	0.0	0.00017705382436260624	0.0001327903682719547	0.00017705382436260624	20335.476208392352	0.0002610641879813573	0.0	0.00017705382436260624	0.0001327903682719547	0.00017705382436260624	20335.467643413598	0.0002610644930457338	0.0	0.00017705382436260624	0.0001327903682719547	0.00017705382436260624	20335.484773371103	0.00026106388328683773	7	0.00017705382436260624	0.00017705382436260624				
8	TrialState.COMPLETE	0.0010623229461756375	2020-01-11 22:28:59.198751	2020-01-11 22:34:43.609070	150.0	1.0	0.04682882418786391	1500.0	0.9502538449257705	0.0	0.0010623229461756375	0.0001327903682719547	0.00017705382436260624	19264.538442811616	0.0006573737758507954	0.0	0.0010623229461756375	0.0001327903682719547	0.00017705382436260624	19264.444360835692	0.0006573789539787867	0.0	0.0010623229461756375	0.0001327903682719547	0.00017705382436260624	19264.632524787536	0.0006573686221245233	8	0.0010623229461756375	0.0010623229461756375				
9	TrialState.COMPLETE	0.0033640226628895184	2020-01-11 22:34:43.610003	2020-01-11 22:45:41.416731	250.0	81.0	0.035027311551521244	1100.0	0.954117108071708	0.0017705382436260624	0.0033640226628895184	0.0018767705382436261	0.0019121813031161474	19342.931161473087	0.0023873345921238214	0.0017705382436260624	0.0033640226628895184	0.0018767705382436261	0.0019121813031161474	19342.798725212466	0.0023873369986778994	0.0017705382436260624	0.0033640226628895184	0.0018767705382436261	0.0019121813031161474	19343.06359773371	0.0023873321883971497	9		0.0026558073654390935	0.003098441926345609			
10	TrialState.COMPLETE	0.007082152974504249	2020-01-11 22:45:41.418191	2020-01-11 23:01:30.638912	350.0	11.0	0.009700673062542426	900.0	0.9599321457117532	0.0019180830972615676	0.007082152974504249	0.00424929178470255	0.0048689801699716715	19460.83247757318	0.0037904573375299954	0.0019180830972615676	0.007082152974504249	0.00424929178470255	0.0048689801699716715	19460.598914069877	0.0037904625298508824	0.0019180830972615676	0.007082152974504249	0.00424929178470255	0.0048689801699716715	19461.066041076487	0.003790452155865329	10			0.0060198300283286115	0.006657223796033994		
