number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.1248229461756374	2020-04-26 20:17:10.719768	2020-04-26 20:52:56.307828	64	256	1	69	0.021530398574487034	512	0.33721455670438083	0.000708215297450425	0.1248229461756374	0.068342776203966	0.09118271954674222	6836.318873937677	0.04720650486318872	0.000708215297450425	0.1248229461756374	0.068342776203966	0.09118271954674222	6836.315864022663	0.04720650536039021	1959791341	250	0.000708215297450425	0.1248229461756374	0.068342776203966	0.09118271954674222	6836.321883852691	0.04720650436679331	0	COMPLETE
1	0.33321529745042494	2020-04-26 20:52:56.352971	2020-04-26 21:22:49.832506	64	64	2	39	0.002330932386708055	128	0.4721973625239983	0.0017705382436260624	0.33321529745042494	0.22627478753541078	0.2811614730878187	9572.927407932011	0.1276564676021552	0.0017705382436260624	0.33321529745042494	0.22627478753541078	0.2811614730878187	9572.923335694051	0.12765646768846958	2348579800	200	0.0017705382436260624	0.33321529745042494	0.22627478753541078	0.2811614730878187	9572.931480169971	0.12765646751587345	1	COMPLETE
2	0.34543201133144474	2020-04-26 21:22:49.878491	2020-04-26 22:01:30.860745	128	64	2	7	0.002808638644800394	128	0.318601459335348	0.005488668555240793	0.34543201133144474	0.21458923512747877	0.2747875354107649	6458.540014164306	0.12833372767203793	0.005488668555240793	0.34543201133144474	0.21458923512747877	0.2747875354107649	6458.537535410765	0.12833372786978203	932907162	250	0.005488668555240793	0.34543201133144474	0.21458923512747877	0.2747875354107649	6458.542492917847	0.1283337274745062	2	COMPLETE
3	0.2581444759206799	2020-04-26 22:01:30.907034	2020-04-26 22:15:43.535986	128	128	2	26	0.007239605089231309	256	0.2708557223549353	0.0017705382436260624	0.2581444759206799	0.13279036827195467	0.18555240793201133	5490.818785410765	0.0888965476446868	0.0017705382436260624	0.2581444759206799	0.13279036827195467	0.18555240793201133	5490.816218130311	0.08889654779736811	3267634918	150	0.0017705382436260624	0.2581444759206799	0.13279036827195467	0.18555240793201133	5490.821352691218	0.08889654749208331	3	COMPLETE
4	0.18519830028328613	2020-04-26 22:15:43.571366	2020-04-26 23:19:18.545730	256	128	1	75	0.00532759123528127	128	0.34166655065613766	0.000708215297450425	0.18519830028328613	0.11012747875354108	0.14252832861189801	6926.815598441926	0.06940379743792784	0.000708215297450425	0.18519830028328613	0.11012747875354108	0.14252832861189801	6926.81126062323	0.06940381368855628	1566418311	200	0.000708215297450425	0.18519830028328613	0.11012747875354108	0.14252832861189801	6926.819936260623	0.06940378138837855	4	COMPLETE
5	0.33640226628895187	2020-04-26 23:19:18.578484	2020-04-26 23:35:36.472065	64	64	2	21	0.002839485928778743	256	0.4578094093313375	0.009737960339943343	0.33640226628895187	0.22025495750708216	0.2809844192634561	9281.090031869688	0.1300486631080195	0.009737960339943343	0.33640226628895187	0.22025495750708216	0.2809844192634561	9281.086225212464	0.1300486636381169	3567982651	200	0.009737960339943343	0.33640226628895187	0.22025495750708216	0.2809844192634561	9281.093838526913	0.1300486625791182	5	COMPLETE
6	0.33746458923512745	2020-04-26 23:35:36.504324	2020-04-26 23:48:13.078756	64	64	1	59	0.0024058645452730604	512	0.5257314452765638	0.0019475920679886685	0.33746458923512745	0.22556657223796034	0.28080736543909346	10658.904745042493	0.12681465481856738	0.0019475920679886685	0.33746458923512745	0.22556657223796034	0.28080736543909346	10658.900495750708	0.12681465486511376	3616769339	200	0.0019475920679886685	0.33746458923512745	0.22556657223796034	0.28080736543909346	10658.908994334277	0.12681465477203258	6	COMPLETE
7	0.0084985835694051	2020-04-26 23:48:13.114746	2020-04-27 00:04:38.050139	64	128	2	12	0.0786848550413752	256	0.8421354590319262	0.000708215297450425	0.0084985835694051	0.005134560906515581	0.006373937677053824	17072.74601628895	0.0041172546985073595	0.000708215297450425	0.0084985835694051	0.005134560906515581	0.006373937677053824	17072.739907932013	0.0041172548204241695	2683431559	200	0.000708215297450425	0.0084985835694051	0.005134560906515581	0.006373937677053824	17072.752124645893	0.004117254576674195	7	COMPLETE
8	0.3001062322946176	2020-04-27 00:04:38.094125	2020-04-27 00:43:50.966028	128	256	2	62	0.00930218832129264	512	0.3577302253077134	0.00141643059490085	0.3001062322946176	0.18236543909348443	0.24274079320113315	7252.353753541077	0.10979587634654002	0.00141643059490085	0.3001062322946176	0.18236543909348443	0.24274079320113315	7252.349504249291	0.10979587638497662	829957526	200	0.00141643059490085	0.3001062322946176	0.18236543909348443	0.24274079320113315	7252.3580028328615	0.10979587630811083	8	COMPLETE
9	0.35357648725212465	2020-04-27 00:43:51.001489	2020-04-27 01:16:28.613633	64	256	2	25	0.0010033084005955037	128	0.47852828026581135	0.005842776203966006	0.35357648725212465	0.23919971671388102	0.29957507082152973	9701.484330736545	0.13657332407582934	0.005842776203966006	0.35357648725212465	0.23919971671388102	0.29957507082152973	9701.479638810199	0.13657332409781375	1600663421	200	0.005842776203966006	0.35357648725212465	0.23919971671388102	0.29957507082152973	9701.48902266289	0.13657332405384726	9	COMPLETE
