number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201
0	TrialState.COMPLETE	0.0018148016997167138	2020-01-02 16:35:11.202217	2020-01-02 17:22:29.197957	0.8320732641111924	23.986695218677518	200.0	40.0	0.047198731596258266	2000.0	0.8204495180913879	0.0002213172804532578	0.0018148016997167138	0.0006196883852691218	0.0011508498583569404	16632.24639252833	0.0011539129702658319	0.0002213172804532578	0.0018148016997167138	0.0006196883852691218	0.0011508498583569404	16632.225832152973	0.0011539135174905137	0.0002213172804532578	0.0018148016997167138	0.0006196883852691218	0.0011508498583569404	16632.266952903683	0.001153912423646235	0	0.002213172804532578	0.0019475920679886685		
1	TrialState.COMPLETE	0.0005311614730878187	2020-01-02 17:22:29.199038	2020-01-02 17:52:38.308759	0.8975656553256341	10.46058340986329	50.0	100.0	0.0013478304649731118	1100.0	0.9983833773179952	0.0002213172804532578	0.0005311614730878187	0.0002655807365439094	0.0002655807365439094	20240.707971848442	0.0004953730192018184	0.0002213172804532578	0.0005311614730878187	0.0002655807365439094	0.0002655807365439094	20240.696972379603	0.0004953735521764067	0.0002213172804532578	0.0005311614730878187	0.0002655807365439094	0.0002655807365439094	20240.71897131728	0.0004953724875260811	1	0.0003541076487252125	0.00047214353163361664		
2	TrialState.COMPLETE	0.0019475920679886685	2020-01-02 17:52:38.309800	2020-01-02 18:26:25.262115	0.4694539165687963	17.839413640999506	100.0	90.0	0.012500983487304542	900.0	0.939341727491249	0.0003541076487252125	0.0019475920679886685	0.0012393767705382436	0.001593484419263456	19043.045303647308	0.0012573275778952865	0.0003541076487252125	0.0019475920679886685	0.0012393767705382436	0.001593484419263456	19042.99490970255	0.0012573286824077293	0.0003541076487252125	0.0019475920679886685	0.0012393767705382436	0.001593484419263456	19043.095697592067	0.0012573264745278682	2	0.0005311614730878187	0.001475448536355052		
3	TrialState.COMPLETE	0.0002213172804532578	2020-01-02 18:26:25.263080	2020-01-02 18:59:42.093718	0.10364444511669879	27.448813776112775	100.0	30.0	0.0029838994565574016	600.0	0.9801572398335515	0.0	0.0002213172804532578	0.0001327903682719547	0.0001327903682719547	19870.756528859773	0.0002910180057011776	0.0	0.0002213172804532578	0.0001327903682719547	0.0001327903682719547	19870.715208923513	0.00029101928866923023	0.0	0.0002213172804532578	0.0001327903682719547	0.0001327903682719547	19870.797848796035	0.00029101672434134174	3	8.852691218130312e-05	0.00017705382436260624		
4	TrialState.COMPLETE	0.0006639518413597734	2020-01-02 18:59:42.094779	2020-01-02 19:47:17.440799	0.7877498784579674	11.367148697780765	200.0	50.0	0.0013323064696434963	500.0	0.9836299012786414	0.0	0.0006639518413597734	0.0003541076487252125	0.0004426345609065156	19941.1791342068	0.0003818431892722254	0.0	0.0006639518413597734	0.0003541076487252125	0.0004426345609065156	19941.167448654393	0.00038184331100984503	0.0	0.0006639518413597734	0.0003541076487252125	0.0004426345609065156	19941.190819759206	0.0003818430675646425	4	0.0004426345609065156	0.0005901794145420207		
5	TrialState.COMPLETE	0.0025495750708215297	2020-01-02 19:47:17.441578	2020-01-02 20:36:32.336385	0.8543037604911325	5.46889835224924	100.0	60.0	0.07855536303687519	900.0	0.8677554489135086	0.0003541076487252125	0.0025495750708215297	0.0008144475920679886	0.0014518413597733712	17591.549716713882	0.0013207281587967327	0.0003541076487252125	0.0025495750708215297	0.0008144475920679886	0.0014518413597733712	17591.542245042492	0.001320728710569877	0.0003541076487252125	0.0025495750708215297	0.0008144475920679886	0.0014518413597733712	17591.557188385268	0.001320727608070162	5		0.003068932955618508	0.0027443342776203965	
6	TrialState.COMPLETE	0.0012393767705382436	2020-01-02 20:36:32.337491	2020-01-02 21:10:21.653003	0.24501864102490367	8.575858743424897	100.0	50.0	0.004653192354019263	700.0	0.9583817502622523	0.0001327903682719547	0.0012393767705382436	0.0006196883852691218	0.0008410056657223796	19429.02230878187	0.0007431747469147937	0.0001327903682719547	0.0012393767705382436	0.0006196883852691218	0.0008410056657223796	19429.001062322946	0.0007431760873766432	0.0001327903682719547	0.0012393767705382436	0.0006196883852691218	0.0008410056657223796	19429.043555240794	0.0007431734100055916	6	0.0005311614730878187	0.0010033050047214354		
7	TrialState.COMPLETE	0.0003541076487252125	2020-01-02 21:10:21.653876	2020-01-02 21:43:58.630460	0.5131718968930905	2.479135776744382	100.0	20.0	0.0019278178981416935	500.0	0.9749382577416754	0.0	0.0003541076487252125	0.0001327903682719547	0.0002213172804532578	19764.840828611897	0.00037638561709139656	0.0	0.0003541076487252125	0.0001327903682719547	0.0002213172804532578	19764.836889164308	0.0003763857083618811	0.0	0.0003541076487252125	0.0001327903682719547	0.0002213172804532578	19764.84476805949	0.00037638552588299234	7	0.0003541076487252125	0.0003541076487252125		
8	TrialState.COMPLETE	0.0013721671388101982	2020-01-02 21:43:58.631411	2020-01-02 22:23:47.389333	0.6023903371770748	21.843906072078504	150.0	30.0	0.003938387951937794	700.0	0.9434595852482508	0.00017705382436260624	0.0013721671388101982	0.0004426345609065156	0.0005311614730878187	19126.647021069406	0.0007867981802694989	0.00017705382436260624	0.0013721671388101982	0.0004426345609065156	0.0005311614730878187	19126.604992917848	0.0007867989427609628	0.00017705382436260624	0.0013721671388101982	0.0004426345609065156	0.0005311614730878187	19126.689049220964	0.0007867974181752412	8	0.0002655807365439094	0.0010033050047214354		
