number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0	2020-05-12 11:23:56.128432	2020-05-12 11:24:08.140802	128	1	256	0.0026765688070167757	1.609189329368903	0.0	0.0	0.0	0.0	77.65496254681648	0.013558241700183675	0.0	0.0	0.0	0.0	77.65496254681648	0.013558241700183675	940665280	150	0.0	0.0	0.0	0.0	77.65496254681648	0.013558241700183675	0	COMPLETE
1	0.004213483146067416	2020-05-12 11:24:08.157696	2020-05-12 11:24:19.423973	256	1	256	0.032112523661599536	1.511069319329542	0.0	0.004213483146067416	0.00046816479400749064	0.0018726591760299626	72.94101123595506	0.016275232273366233	0.0	0.004213483146067416	0.00046816479400749064	0.0018726591760299626	72.94101123595506	0.016275232273366233	2348748582	150	0.0	0.004213483146067416	0.00046816479400749064	0.0018726591760299626	72.94101123595506	0.016275232273366233	1	COMPLETE
2	0.0	2020-05-12 11:24:19.441672	2020-05-12 11:24:30.457827	128	1	256	0.013040593479369552	1.6237678315895103	0.0	0.0	0.0	0.0	78.35440074906367	0.013305772682817608	0.0	0.0	0.0	0.0	78.35440074906367	0.013305772682817608	2860980284	150	0.0	0.0	0.0	0.0	78.35440074906367	0.013305772682817608	2	COMPLETE
3	0.0702247191011236	2020-05-12 11:24:30.469982	2020-05-12 11:24:41.783969	128	2	256	0.03630667965949822	1.092333241088546	0.0	0.0702247191011236	0.012172284644194757	0.025280898876404494	52.741573033707866	0.036556474508891226	0.0	0.0702247191011236	0.012172284644194757	0.025280898876404494	52.741573033707866	0.036556474508891226	2961061628	150	0.0	0.0702247191011236	0.012172284644194757	0.025280898876404494	52.741573033707866	0.036556474508891226	3	COMPLETE
4	0.005149812734082397	2020-05-12 11:24:41.804826	2020-05-12 11:24:53.949530	64	1	256	0.05462868117820888	1.5742169721139254	0.0	0.005149812734082397	0.00046816479400749064	0.0018726591760299626	75.95505617977528	0.015125621661502654	0.0	0.005149812734082397	0.00046816479400749064	0.0018726591760299626	75.95505617977528	0.015125621661502654	504775290	150	0.0	0.005149812734082397	0.00046816479400749064	0.0018726591760299626	75.95505617977528	0.015125621661502654	4	COMPLETE
5	0.03932584269662921	2020-05-12 11:24:53.961393	2020-05-12 11:25:09.536638	256	2	128	0.004161457834010419	1.2327448917702817	0.0	0.03932584269662921	0.005149812734082397	0.012640449438202247	59.43913857677903	0.027858185803367345	0.0	0.03932584269662921	0.005149812734082397	0.012640449438202247	59.43913857677903	0.027858185803367345	4294502395	150	0.0	0.03932584269662921	0.005149812734082397	0.012640449438202247	59.43913857677903	0.027858185803367345	5	COMPLETE
6	0.075374531835206	2020-05-12 11:25:09.549006	2020-05-12 11:25:24.758347	64	2	128	0.2574672203109131	1.1011939114482885	0.0	0.075374531835206	0.012172284644194757	0.02949438202247191	53.08567415730337	0.03663087892411583	0.0	0.075374531835206	0.012172284644194757	0.02949438202247191	53.08567415730337	0.03663087892411583	2669242996	150	0.0	0.075374531835206	0.012172284644194757	0.02949438202247191	53.08567415730337	0.03663087892411583	6	COMPLETE
7	0.07443820224719101	2020-05-12 11:25:24.776899	2020-05-12 11:25:34.721975	256	2	512	0.07489580940153069	1.0736108144609195	0.0	0.07443820224719101	0.01544943820224719	0.03136704119850187	51.806179775280896	0.03906522428192446	0.0	0.07443820224719101	0.01544943820224719	0.03136704119850187	51.806179775280896	0.03906522428192446	1635754583	150	0.0	0.07443820224719101	0.01544943820224719	0.03136704119850187	51.806179775280896	0.03906522428192446	7	COMPLETE
8	0.0847378277153558	2020-05-12 11:25:34.733106	2020-05-12 11:25:45.162959	64	2	512	0.023091169703870883	1.0543764052870737	0.0	0.0847378277153558	0.0149812734082397	0.03417602996254682	50.94428838951311	0.03976606292076237	0.0	0.0847378277153558	0.0149812734082397	0.03417602996254682	50.94428838951311	0.03976606292076237	3473056101	150	0.0	0.0847378277153558	0.0149812734082397	0.03417602996254682	50.94428838951311	0.03976606292076237	8	COMPLETE
9	0.07443820224719101	2020-05-12 11:25:45.180907	2020-05-12 11:25:56.473770	128	2	256	0.0037822410111323632	1.0817822337426133	0.0	0.07443820224719101	0.013108614232209739	0.03136704119850187	52.183052434456926	0.03792680837573041	0.0	0.07443820224719101	0.013108614232209739	0.03136704119850187	52.183052434456926	0.03792680837573041	998493718	150	0.0	0.07443820224719101	0.013108614232209739	0.03136704119850187	52.183052434456926	0.03792680837573041	9	COMPLETE
10	0.0702247191011236	2020-05-12 11:25:56.486019	2020-05-12 11:26:07.785773	256	2	256	0.07906450525488098	1.1236383326383035	0.0	0.0702247191011236	0.015917602996254682	0.030430711610486893	54.191947565543074	0.03671389992824564	0.0	0.0702247191011236	0.015917602996254682	0.030430711610486893	54.191947565543074	0.03671389992824564	2836211231	150	0.0	0.0702247191011236	0.015917602996254682	0.030430711610486893	54.191947565543074	0.03671389992824564	10	COMPLETE
11	0.00046816479400749064	2020-05-12 11:26:07.796838	2020-05-12 11:26:19.216680	256	1	256	0.001507075660530177	1.5136821413070856	0.0	0.00046816479400749064	0.0	0.0	73.06601123595506	0.015389607832296886	0.0	0.00046816479400749064	0.0	0.0	73.06601123595506	0.015389607832296886	3586758985	150	0.0	0.00046816479400749064	0.0	0.0	73.06601123595506	0.015389607832296886	11	COMPLETE
12	0.04868913857677903	2020-05-12 11:26:19.229308	2020-05-12 11:26:28.910692	64	1	512	0.2212548298285753	1.235622706931182	0.0	0.04868913857677903	0.008426966292134831	0.01544943820224719	59.66198501872659	0.03048962271078537	0.0	0.04868913857677903	0.008426966292134831	0.01544943820224719	59.66198501872659	0.03048962271078537	4201458494	150	0.0	0.04868913857677903	0.008426966292134831	0.01544943820224719	59.66198501872659	0.03048962271078537	12	COMPLETE
13	0.09222846441947566	2020-05-12 11:26:28.922858	2020-05-12 11:26:39.970031	128	2	256	0.9237612314414193	1.0223018337662022	0.0	0.09222846441947566	0.020131086142322098	0.04307116104868914	49.38810861423221	0.04326655350606321	0.0	0.09222846441947566	0.020131086142322098	0.04307116104868914	49.38810861423221	0.04326655350606321	597714248	150	0.0	0.09222846441947566	0.020131086142322098	0.04307116104868914	49.38810861423221	0.04326655350606321	13	COMPLETE
14	0.09410112359550561	2020-05-12 11:26:39.988180	2020-05-12 11:26:49.935596	64	2	512	0.15248848535650705	1.040981142612502	0.0	0.09410112359550561	0.019662921348314606	0.042134831460674156	50.1750936329588	0.042567403153039224	0.0	0.09410112359550561	0.019662921348314606	0.042134831460674156	50.1750936329588	0.042567403153039224	385593351	150	0.0	0.09410112359550561	0.019662921348314606	0.042134831460674156	50.1750936329588	0.042567403153039224	14	COMPLETE
15	0.07818352059925093	2020-05-12 11:26:49.953282	2020-05-12 11:27:01.122308	128	2	256	0.006506924160854582	1.0976595297065121	0.0	0.07818352059925093	0.017790262172284643	0.03323970037453183	52.95037453183521	0.03906032402602599	0.0	0.07818352059925093	0.017790262172284643	0.03323970037453183	52.95037453183521	0.03906032402602599	3936340348	150	0.0	0.07818352059925093	0.017790262172284643	0.03323970037453183	52.95037453183521	0.03906032402602599	15	COMPLETE
16	0.08192883895131087	2020-05-12 11:27:01.134617	2020-05-12 11:27:12.321715	64	2	256	0.0016296167377822474	1.0874315892478752	0.0	0.08192883895131087	0.02153558052434457	0.03885767790262172	52.4873595505618	0.04019675844506742	0.0	0.08192883895131087	0.02153558052434457	0.03885767790262172	52.4873595505618	0.04019675844506742	3504779232	150	0.0	0.08192883895131087	0.02153558052434457	0.03885767790262172	52.4873595505618	0.04019675844506742	16	COMPLETE
17	0.0749063670411985	2020-05-12 11:27:12.333848	2020-05-12 11:27:27.020494	64	2	128	0.2660166191952194	1.076901340462993	0.0	0.0749063670411985	0.019194756554307114	0.03464419475655431	51.95973782771536	0.03940580042618366	0.0	0.0749063670411985	0.019194756554307114	0.03464419475655431	51.95973782771536	0.03940580042618366	1254018340	150	0.0	0.0749063670411985	0.019194756554307114	0.03464419475655431	51.95973782771536	0.03940580042618366	17	COMPLETE
