number	value	datetime_start	datetime_complete	params_loss.margin	params_model.dropout_0	params_model.dropout_1	params_model.dropout_2	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.45910056657223797	2020-05-08 19:02:19.934082	2020-05-10 06:14:07.172471	5.209989453942851	0.4041338058251436	0.20498781644387526	0.15243233228768843	128	64	94	0.003067991762523819	128	0.2696360632210582	0.3771246458923513	0.45910056657223797	0.42245042492917845	0.4375	5466.025849858357	0.4075924530543054	0.3771246458923513	0.45910056657223797	0.42245042492917845	0.4375	5466.025672804532	0.4075924531789197	1162344926	400	0.3771246458923513	0.45910056657223797	0.42245042492917845	0.4375	5466.026026912181	0.40759245292983814	0	COMPLETE
