number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.0011508498583569404	2020-01-03 15:11:16.915172	2020-01-03 15:30:37.619842	0.9119324063777923	7.687477297256881	250.0	50.0	30.0	0.008216060033008515	500.0	1.0428860346021638	0.0	0.0011508498583569404	0.00017705382436260624	0.0005754249291784702	21143.655010623228	0.0007105751250121521	0.0	0.0011508498583569404	0.00017705382436260624	0.0005754249291784702	21143.17767351275	0.0007105771936172813	0.0	0.0011508498583569404	0.00017705382436260624	0.0005754249291784702	21144.13234773371	0.0007105730574647931	9	0.0010623229461756375	0.0011213408876298394					
10	TrialState.COMPLETE	0.001593484419263456	2020-01-03 15:30:37.620964	2020-01-03 15:48:34.587228	0.9894039506784902	25.584817875302484	150.0	50.0	20.0	0.0023336415497982686	800.0	1.0198401931494627	0.000398371104815864	0.001593484419263456	0.000796742209631728	0.0010623229461756375	20675.93659259915	0.0011394063854120624	0.000398371104815864	0.001593484419263456	0.000796742209631728	0.0010623229461756375	20671.429886685553	0.001141928413244532	0.000398371104815864	0.001593484419263456	0.000796742209631728	0.0010180594900849858	20680.44329851275	0.0011377179434378022	10	0.0017705382436260624	0.0016525023607176581					
11	TrialState.COMPLETE	0.002700070821529745	2020-01-03 15:48:34.588064	2020-01-03 16:14:29.664246	0.23746294936126397	1.9961058441435577	150.0	450.0	150.0	0.07504911607363833	600.0	0.9454286300593799	0.0002655807365439094	0.002700070821529745	0.00199185552407932	0.002345963172804533	19166.71671388102	0.001508695416522849	0.0002655807365439094	0.002700070821529745	0.00199185552407932	0.002345963172804533	19118.557188385268	0.0015089069758960326	0.0002655807365439094	0.002700070821529745	0.00199185552407932	0.002345963172804533	19214.876239376772	0.0015084863545539006	11	0.004160764872521246	0.003186968838526912					
12	TrialState.COMPLETE	0.00340828611898017	2020-01-03 16:14:29.665403	2020-01-03 16:41:30.986500	0.5953238839301053	17.65896643563656	450.0	250.0	110.0	0.0013612516004665118	800.0	0.9463138552665383	0.0002655807365439094	0.00340828611898017	0.001106586402266289	0.0018148016997167138	19185.05685640935	0.0020364502816628497	0.0002655807365439094	0.00340828611898017	0.0011508498583569404	0.0018148016997167138	19172.197901912183	0.002040007820753725	0.0002655807365439094	0.00340828611898017	0.001106586402266289	0.0018148016997167138	19197.915810906514	0.0020338432925918956	12	0.003806657223796034	0.0035410764872521247					
13	TrialState.COMPLETE	0.0004868980169971671	2020-01-03 16:41:30.987372	2020-01-03 17:11:33.735532	0.4468681278705149	26.441420342105893	350.0	450.0	130.0	0.0990593042852571	900.0	0.9568370359413643	4.426345609065156e-05	0.0004868980169971671	0.0002213172804532578	0.0003541076487252125	19398.56387216714	0.0004640979087312061	0.0012836402266288953	0.006152620396600567	0.0032312322946175635	0.004205028328611898	17035.036605878187	0.0035550070334090756	4.426345609065156e-05	0.0004426345609065156	0.00017705382436260624	0.0002655807365439094	21762.09113845609	0.0003933309295314781	13	0.0009737960339943342	0.0006491973559962229					
14	TrialState.COMPLETE	0.001593484419263456	2020-01-03 17:11:33.736444	2020-01-03 17:37:46.983778	0.16864185317845404	28.27284137627328	450.0	450.0	60.0	0.0038286787009005154	500.0	0.9733124509089217	8.852691218130312e-05	0.001593484419263456	0.0004426345609065156	0.0008410056657223796	19731.633542847027	0.0009117532208356878	8.852691218130312e-05	0.0016820113314447592	0.0004426345609065156	0.0008410056657223796	19629.80537358357	0.0009361616229887908	8.852691218130312e-05	0.001593484419263456	0.0004426345609065156	0.0008410056657223796	19833.461712110482	0.000907230018808761	14	0.0019475920679886685	0.0017115203021718602					
15	TrialState.COMPLETE	0.0008410056657223796	2020-01-03 17:37:46.984611	2020-01-03 17:55:32.092314	0.8942287124463709	21.122851709645797	50.0	250.0	70.0	0.06240390029534546	500.0	1.0827742773820976	0.00017705382436260624	0.0008410056657223796	0.000398371104815864	0.0005754249291784702	21952.252589412183	0.0006532109974010603	0.0002213172804532578	0.0012836402266288953	0.0007524787535410764	0.0009295325779036828	21182.345077903683	0.000881727340317621	0.00017705382436260624	0.000796742209631728	0.0003541076487252125	0.0005311614730878187	22722.16010092068	0.000612474392775263	15	0.0015049575070821529	0.0010623229461756375					
16	TrialState.COMPLETE	0.0005754249291784702	2020-01-03 17:55:32.093375	2020-01-03 18:23:46.730240	0.3112880105130481	24.46037675563088	450.0	150.0	170.0	0.07517700918484341	1000.0	0.959712464536287	0.0	0.0005754249291784702	0.0001327903682719547	0.00017705382436260624	19456.16822326487	0.0004686434554410843	0.00017705382436260624	0.0015492209631728046	0.000708215297450425	0.0009295325779036828	18043.803957152973	0.0010405834492964435	0.0	0.0005754249291784702	0.0001327903682719547	0.00017705382436260624	20868.532489376772	0.00044416180644889	16	0.0009737960339943342	0.000708215297450425					
17	TrialState.COMPLETE	0.0008410056657223796	2020-01-03 18:23:46.731401	2020-01-03 18:48:00.706484	0.41252920683422856	19.820518343875076	450.0	150.0	50.0	0.039184905868416414	700.0	1.0199820824062111	0.0	0.0008410056657223796	8.852691218130312e-05	0.0003541076487252125	20678.809512216714	0.0005137953239336265	4.426345609065156e-05	0.0013721671388101982	0.0003098441926345609	0.000708215297450425	20050.51801522663	0.0007589697943759644	0.0	0.000708215297450425	8.852691218130312e-05	0.0003541076487252125	21307.1010092068	0.0004842141475375778	17	0.0011508498583569404	0.0009442870632672333					
18	TrialState.COMPLETE	0.0004868980169971671	2020-01-03 18:48:00.707467	2020-01-03 19:12:02.235134	0.5774331595039677	18.94119819285781	150.0	250.0	200.0	0.05818525400952115	1000.0	1.067514100653187	0.0002655807365439094	0.0004868980169971671	0.000398371104815864	0.000398371104815864	21642.649389164308	0.0006514262596551624	0.000398371104815864	0.0013279036827195468	0.0006196883852691218	0.0009737960339943342	20534.41439447592	0.0010029809741076972	0.0002655807365439094	0.0004868980169971671	0.000398371104815864	0.000398371104815864	22750.884383852692	0.0006022406354745387	18	0.0004426345609065156	0.00047214353163361664					
19	TrialState.COMPLETE	0.0002655807365439094	2020-01-03 19:12:02.236195	2020-01-03 19:32:05.918716	0.9535768364090438	6.057713637355377	250.0	50.0	150.0	0.037039497428328835	900.0	1.0364060373049713	8.852691218130312e-05	0.0002655807365439094	0.0002213172804532578	0.0002213172804532578	21011.81181391643	0.0004468078407285228	8.852691218130312e-05	0.0002655807365439094	0.0002213172804532578	0.0002213172804532578	21010.511508498585	0.00044681339973966363	8.852691218130312e-05	0.0002655807365439094	0.0002213172804532578	0.0002213172804532578	21013.112119334277	0.000446802286910908	19	0.00017705382436260624	0.00023607176581680832					
20	TrialState.COMPLETE	0.008392351274787536	2020-01-03 19:32:05.919755	2020-01-03 20:13:15.171515	0.7461411769365294	3.892648499826505	350.0	350.0	130.0	0.03933615409814259	1000.0	0.9794233226096708	0.004957507082152974	0.008392351274787536	0.006232294617563739	0.007046742209631728	19856.149893767706	0.006322829708052249	0.004957507082152974	0.008392351274787536	0.006232294617563739	0.007046742209631728	19855.16037535411	0.006322834536914933	0.004957507082152974	0.008392351274787536	0.006232294617563739	0.007046742209631728	19857.139412181303	0.006322824887267761	20		0.009147780925401323	0.008675637393767706				
21	TrialState.COMPLETE	0.0006196883852691218	2020-01-03 20:13:15.172544	2020-01-03 20:38:20.306764	0.10528885185948443	27.366996078388645	50.0	450.0	170.0	0.0034176819145293877	800.0	0.9835092010234245	0.0001327903682719547	0.0006196883852691218	0.0002655807365439094	0.0005311614730878187	19939.006086225214	0.0005418162698923276	0.0001327903682719547	0.0006196883852691218	0.0002655807365439094	0.0005311614730878187	19928.36198654391	0.0005473402438806174	0.0001327903682719547	0.0006196883852691218	0.0002655807365439094	0.0005311614730878187	19949.650185906514	0.0005387774712024446	21	0.000708215297450425	0.0006491973559962229					
22	TrialState.COMPLETE	0.15225153446647782	2020-01-03 20:38:20.307793	2020-01-03 22:36:45.777608	0.2291642217470213	1.0554523252042607	450.0	150.0	60.0	0.010411882626946634	700.0	0.2994851976118911	0.007731350330500472	0.15225153446647782	0.08346612370160529	0.11237016052880075	6070.8809755665725	0.059843570461700205	0.007731350330500472	0.15225153446647782	0.08346612370160529	0.11237016052880075	6070.87885092068	0.05984357169160632	0.007731350330500472	0.15225153446647782	0.08346612370160529	0.11237016052880075	6070.883100212464	0.05984356923933201	22						0.15168201133144477	0.15199266031419006
23	TrialState.COMPLETE	0.0005754249291784702	2020-01-03 22:36:45.778464	2020-01-03 23:02:26.609678	0.9562762728423919	10.088360723729899	450.0	150.0	110.0	0.011427532953703294	800.0	1.0544043518849018	4.426345609065156e-05	0.0005754249291784702	8.852691218130312e-05	0.0001327903682719547	21376.78295414306	0.0004978561045270281	4.426345609065156e-05	0.0005754249291784702	8.852691218130312e-05	0.0001327903682719547	21375.16337641643	0.0004978723854335114	4.426345609065156e-05	0.0005754249291784702	8.852691218130312e-05	0.0001327903682719547	21378.402531869688	0.0004978398950016902	23	0.0009737960339943342	0.000708215297450425					
24	TrialState.COMPLETE	0.0010623229461756375	2020-01-03 23:02:26.611459	2020-01-03 23:29:18.680128	0.432035151688966	29.529398729770552	150.0	350.0	200.0	0.003553527607554136	800.0	1.0683355442227414	0.00017705382436260624	0.0010623229461756375	0.000708215297450425	0.000796742209631728	21659.062477868272	0.0007735518273963533	0.00017705382436260624	0.0011508498583569404	0.000708215297450425	0.000796742209631728	21601.75588703966	0.0007961729752744781	0.00017705382436260624	0.0010623229461756375	0.000708215297450425	0.000796742209631728	21716.369068696884	0.0007659452312906484	24	0.0019475920679886685	0.0013574126534466478					
25	TrialState.COMPLETE	0.0013721671388101982	2020-01-03 23:29:18.681229	2020-01-03 23:55:03.375381	0.7297568146152046	24.21420951793464	450.0	50.0	160.0	0.005856347830404353	900.0	0.978080780609783	0.00017705382436260624	0.0013721671388101982	0.0004868980169971671	0.0007524787535410764	19829.224769830027	0.0009230338134053819	0.00017705382436260624	0.0013721671388101982	0.0004868980169971671	0.0007524787535410764	19613.160853399433	0.0009316429809060277	0.00017705382436260624	0.0013721671388101982	0.0004868980169971671	0.0007524787535410764	20045.288686260625	0.0009190635454296726	25	0.0025672804532577906	0.0017705382436260624					
26	TrialState.COMPLETE	0.12048512747875353	2020-01-03 23:55:03.376218	2020-01-04 00:19:44.035172	0.1943556675776429	3.577486787009942	450.0	450.0	30.0	0.003328392408979708	600.0	0.3183536333620561	0.02554001416430595	0.12048512747875353	0.07223796033994334	0.09122698300283286	6453.56126062323	0.0599388329309203	0.02554001416430595	0.12048512747875353	0.07223796033994334	0.09122698300283286	6453.557675283286	0.05993883358915799	0.02554001416430595	0.12048512747875353	0.07223796033994334	0.09122698300283286	6453.564845963173	0.05993883227379899	26	0.12269830028328611	0.12122285174693107					
27	TrialState.COMPLETE	0.0006639518413597734	2020-01-04 00:19:44.036028	2020-01-04 00:38:59.453070	0.19426169489242592	16.55444026800937	50.0	350.0	100.0	0.0037675935666168603	700.0	1.0262481751002175	0.0001327903682719547	0.0006639518413597734	0.0003541076487252125	0.0005311614730878187	20805.89582595609	0.0005185492748193217	0.0001327903682719547	0.0008852691218130312	0.0004426345609065156	0.0006196883852691218	20763.25088526912	0.0005764449720430336	0.0001327903682719547	0.0006639518413597734	0.0003541076487252125	0.0005311614730878187	20848.54076664306	0.0005130242771150465	27	0.0006196883852691218	0.0006491973559962229					
28	TrialState.COMPLETE	0.001106586402266289	2020-01-04 00:38:59.454228	2020-01-04 01:01:09.590698	0.7847051123600742	11.421291509181705	350.0	250.0	40.0	0.08983572873805297	500.0	0.9905509293560656	4.426345609065156e-05	0.001106586402266289	0.00017705382436260624	0.0003541076487252125	20082.075358533995	0.0006438162413252534	4.426345609065156e-05	0.0015049575070821529	0.0004426345609065156	0.0006196883852691218	19827.654700779036	0.0007775003921488014	4.426345609065156e-05	0.001106586402266289	0.00017705382436260624	0.0003541076487252125	20336.49601628895	0.0006421155145652955	28	0.0011508498583569404	0.0011213408876298394					
29	TrialState.COMPLETE	0.001106586402266289	2020-01-04 01:01:09.591561	2020-01-04 01:26:07.362358	0.9184256916079615	13.26255595848862	350.0	150.0	160.0	0.08203984690418317	600.0	0.9767016361803482	0.0002655807365439094	0.001106586402266289	0.0003541076487252125	0.0005311614730878187	19800.945710871103	0.0006841506527734242	0.0002655807365439094	0.0017705382436260624	0.0006196883852691218	0.0008410056657223796	18650.591890934844	0.000972725677352471	0.0002655807365439094	0.001106586402266289	0.0003541076487252125	0.0005311614730878187	20951.299530807366	0.0006665529022303966	29	0.0013279036827195468	0.0011803588290840415					
30	TrialState.COMPLETE	0.00396600566572238	2020-01-04 01:26:07.363686	2020-01-04 01:52:21.028744	0.9525304073457362	7.765349977397832	50.0	250.0	80.0	0.0014962926249468909	700.0	1.0362188934648506	0.0008852691218130312	0.00396600566572238	0.0017705382436260624	0.002584985835694051	21008.26306657224	0.002243306709347127	0.0008852691218130312	0.00396600566572238	0.0017705382436260624	0.002584985835694051	21008.151699716713	0.0022433078001651598	0.0008852691218130312	0.00396600566572238	0.0017705382436260624	0.002584985835694051	21008.37443342776	0.00224330561946283	30		0.0040132200188857416	0.00398371104815864				
31	TrialState.COMPLETE	0.0037623937677053825	2020-01-04 01:52:21.029845	2020-01-04 02:14:21.875054	0.12223887019288565	25.665062023119333	350.0	150.0	30.0	0.0026989319850153895	800.0	0.9812419632078417	0.000398371104815864	0.0037623937677053825	0.0016377478753541077	0.002080382436260623	19892.607604461755	0.0019672579520266516	0.000398371104815864	0.0037623937677053825	0.0016377478753541077	0.002080382436260623	19874.342200779036	0.001968291258350468	0.000398371104815864	0.0037623937677053825	0.0016377478753541077	0.002080382436260623	19910.873008144477	0.0019665156235873166	31	0.004514872521246459	0.0040132200188857416					
32	TrialState.COMPLETE	0.001903328611898017	2020-01-04 02:14:21.876146	2020-01-04 02:35:07.217793	0.37688702655610895	15.124112027023472	150.0	350.0	100.0	0.009156793731547382	1000.0	0.9832677536737252	0.0001327903682719547	0.001903328611898017	0.0006196883852691218	0.0010180594900849858	19934.2643634915	0.0012193638696065072	0.0001327903682719547	0.001903328611898017	0.0006196883852691218	0.0010180594900849858	19895.052496458924	0.0012213372654458323	0.0001327903682719547	0.001903328611898017	0.0006196883852691218	0.0010180594900849858	19973.47623052408	0.0012177161798360146	32	0.0011508498583569404	0.0016525023607176581					
33	TrialState.COMPLETE	0.0010623229461756375	2020-01-04 02:35:07.218934	2020-01-04 02:53:18.288784	0.3606031071459883	9.205884703119489	150.0	50.0	60.0	0.013547446500015325	1000.0	1.0813515201432926	0.0002655807365439094	0.0010623229461756375	0.0005754249291784702	0.0007524787535410764	21923.4393148017	0.0008508228728131203	0.0002655807365439094	0.0010623229461756375	0.0005754249291784702	0.0007524787535410764	21923.053912889518	0.0008508259963053399	0.0002655807365439094	0.0010623229461756375	0.0005754249291784702	0.0007524787535410764	21923.82471671388	0.0008508197546239719	33	0.00141643059490085	0.0011803588290840415					
34	TrialState.COMPLETE	0.000708215297450425	2020-01-04 02:53:18.289855	2020-01-04 03:16:26.438250	0.7941061747834545	23.34247841424132	250.0	350.0	100.0	0.010830401512285967	900.0	1.1129678587769762	0.0001327903682719547	0.000708215297450425	0.0002655807365439094	0.0003541076487252125	22564.76197326487	0.0006439359175147851	0.0001327903682719547	0.0008410056657223796	0.0002655807365439094	0.0004426345609065156	22514.500442634562	0.0006709333777722496	0.0001327903682719547	0.000708215297450425	0.0002655807365439094	0.0003541076487252125	22615.023503895183	0.0006334988875768838	34	0.0010623229461756375	0.0008262511803588291					
35	TrialState.COMPLETE	0.0042935552407932015	2020-01-04 03:16:26.439582	2020-01-04 03:36:22.838710	0.9149322727304082	29.742514395200804	250.0	150.0	80.0	0.0019048401483799664	600.0	0.9446368534746203	0.0007524787535410764	0.0042935552407932015	0.001593484419263456	0.0022574362606232294	19150.556812145893	0.0025841152686125997	0.0007524787535410764	0.0042935552407932015	0.001593484419263456	0.0022574362606232294	19129.097069759206	0.002585061499628456	0.0007524787535410764	0.0042935552407932015	0.001593484419263456	0.0022574362606232294	19172.016554532576	0.0025834387019590616	35	0.0048689801699716715	0.0044853635505193576					
36	TrialState.COMPLETE	0.0032312322946175635	2020-01-04 03:36:22.839570	2020-01-04 04:07:23.293567	0.659424828922891	12.733016952549187	350.0	450.0	140.0	0.001979690737991612	1000.0	0.8979096094158697	0.0003098441926345609	0.0032312322946175635	0.0013279036827195468	0.001903328611898017	18202.95456356232	0.0019253757096781123	0.0003098441926345609	0.0032312322946175635	0.00141643059490085	0.00199185552407932	18081.854107648724	0.001957652181852224	0.0003098441926345609	0.0031427053824362606	0.0013279036827195468	0.0018590651558073655	18324.05501947592	0.0019152260208230268	36	0.00398371104815864	0.0034820585457979226					
37	TrialState.COMPLETE	0.011053217320922704	2020-01-04 04:07:23.294681	2020-01-04 04:56:43.859770	0.3884399953058296	6.168472022523249	250.0	450.0	40.0	0.002370251920876613	600.0	0.854219054628072	0.002529340348037232	0.011053217320922704	0.0053369081343585595	0.006930392553622015	17318.46476628895	0.006309833828796239	0.002529340348037232	0.011053217320922704	0.0053369081343585595	0.006930392553622015	17318.454952448403	0.006309836160905465	0.002529340348037232	0.011053217320922704	0.0053369081343585595	0.006930392553622015	17318.474580129503	0.006309831510697398	37				0.009808781869688385	0.010534702549575071		
38	TrialState.COMPLETE	0.0012393767705382436	2020-01-04 04:56:43.860661	2020-01-04 05:18:22.054097	0.4026038006128462	14.067568417769468	350.0	50.0	40.0	0.02592281431940552	600.0	0.9692317372826759	0.00017705382436260624	0.0012393767705382436	0.0005311614730878187	0.0007524787535410764	19649.719834454674	0.0008313453858297994	0.0002655807365439094	0.0017705382436260624	0.000796742209631728	0.0011951133144475921	19112.587730169973	0.0011343109202724912	0.00017705382436260624	0.0012393767705382436	0.0005311614730878187	0.0007524787535410764	20186.851938739375	0.0008215526117913441	38	0.001593484419263456	0.0013574126534466478					
39	TrialState.COMPLETE	0.0030541784702549576	2020-01-04 05:18:22.055054	2020-01-04 05:44:05.876301	0.8214370681620278	9.694504561300088	250.0	450.0	120.0	0.002130612619033108	1000.0	1.043667205450267	0.0004868980169971671	0.0030541784702549576	0.0011508498583569404	0.0017262747875354107	21158.75283286119	0.0018029929437410046	0.0004868980169971671	0.0030541784702549576	0.0011508498583569404	0.0017262747875354107	21158.4945555949	0.0018029965852998334	0.0004868980169971671	0.0030541784702549576	0.0011508498583569404	0.0017262747875354107	21159.011110127478	0.0018029893056731056	39	0.003806657223796034	0.0033050047214353163					
40	TrialState.COMPLETE	0.0015049575070821529	2020-01-04 05:44:05.877454	2020-01-04 06:06:13.938005	0.9346755722534222	13.032911096999115	250.0	150.0	160.0	0.00778637266490644	500.0	0.982270485159024	0.0001327903682719547	0.0015049575070821529	0.0006639518413597734	0.0009737960339943342	19913.74448919972	0.000997291073918283	0.0001327903682719547	0.0015049575070821529	0.0006639518413597734	0.0009737960339943342	19813.395051345607	0.00100143527121436	0.0001327903682719547	0.0015049575070821529	0.0006639518413597734	0.0009737960339943342	20014.093927053826	0.0009945528543523258	40	0.0019475920679886685	0.0016525023607176581					
41	TrialState.COMPLETE	0.0005754249291784702	2020-01-04 06:06:13.938836	2020-01-04 06:25:56.199167	0.5696893443866881	8.644135138659614	250.0	250.0	60.0	0.06853707637675589	500.0	0.9996812013404656	8.852691218130312e-05	0.0005754249291784702	8.852691218130312e-05	0.0002213172804532578	20266.932985127478	0.000652425126461243	8.852691218130312e-05	0.0005754249291784702	8.852691218130312e-05	0.0002213172804532578	20257.736145538245	0.0006526155457737926	8.852691218130312e-05	0.0005754249291784702	8.852691218130312e-05	0.0002213172804532578	20276.129824716714	0.0006522366279523016	41	0.0006196883852691218	0.0005901794145420207					
42	TrialState.COMPLETE	0.0010623229461756375	2020-01-04 06:25:56.200027	2020-01-04 06:45:36.900805	0.35611863360903806	23.907269546000695	250.0	350.0	40.0	0.005358037528845315	1000.0	0.9885181917261427	8.852691218130312e-05	0.0010623229461756375	0.00017705382436260624	0.000398371104815864	20040.571242032576	0.0008167679925551253	8.852691218130312e-05	0.0010623229461756375	0.00017705382436260624	0.0004868980169971671	20012.148371104817	0.0008328698272854604	8.852691218130312e-05	0.0009737960339943342	0.00017705382436260624	0.000398371104815864	20068.99411296034	0.0008102840984281211	42	0.0012393767705382436	0.0011213408876298394					
43	TrialState.COMPLETE	0.0008852691218130312	2020-01-04 06:45:36.901799	2020-01-04 07:03:53.154564	0.4448169909934787	24.75164707690861	150.0	450.0	40.0	0.007250535552631362	700.0	1.0815864039876302	0.0	0.0008852691218130312	4.426345609065156e-05	0.0002655807365439094	21928.165678116147	0.00046156620761914476	0.0	0.0008852691218130312	8.852691218130312e-05	0.0002655807365439094	21898.769210339942	0.0004652142847435926	0.0	0.0008852691218130312	4.426345609065156e-05	0.0002655807365439094	21957.562145892352	0.00045856688538875985	43	0.0010623229461756375	0.0009442870632672333					
