number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
10	0.0997191011235955	2020-05-14 20:10:26.689091	2020-05-14 20:16:36.797030	128	9	512	1.0093619371276028	0.00046816479400749064	0.0997191011235955	0.026685393258426966	0.054307116104868915	48.65683520599251	0.04870311164085719	0.05149812734082397	0.12453183520599251	0.056179775280898875	0.07162921348314606	46.68867041198502	0.08678474980873191		3749763870.0	350.0	0.00046816479400749064	0.08192883895131087	0.013108614232209739	0.02949438202247191	50.625	0.03953373958308167	10		COMPLETE
11	0.10065543071161048	2020-05-14 20:16:36.809367	2020-05-14 20:18:57.562668	64	25	256	1.0206937595237437	0.0014044943820224719	0.10065543071161048	0.02902621722846442	0.052434456928838954	49.29494382022472	0.04798190753613917	0.03698501872659176	0.11282771535580524	0.04447565543071161	0.06132958801498127	47.93632958801498	0.07301016918800608		917486973.0	150.0	0.0014044943820224719	0.08661048689138577	0.0149812734082397	0.03885767790262172	50.653558052434455	0.041290051399056046	11		COMPLETE
12	0.0997191011235955	2020-05-14 20:18:57.575359	2020-05-14 20:22:24.942941	64	23	256	1.0150952309209589	0.0018726591760299626	0.0997191011235955	0.0299625468164794	0.0552434456928839	49.02902621722846	0.04971883254583388	0.039794007490636704	0.11891385767790262	0.04400749063670412	0.06554307116104868	47.68211610486891	0.07592534090741342		3656728668.0	200.0	0.0018726591760299626	0.08754681647940075	0.01544943820224719	0.04119850187265917	50.375936329588015	0.04241933455107419	12		COMPLETE
13	0.09737827715355805	2020-05-14 20:22:24.955496	2020-05-14 21:59:33.889692	256	68	512	1.0150783527555285	0.0009363295880149813	0.09737827715355805	0.02200374531835206	0.050093632958801496	49.000702247191015	0.046645344265258244	0.04962546816479401	0.13202247191011235	0.05337078651685393	0.06882022471910113	46.50421348314607	0.08528750220310606		997242030.0	250.0	0.0009363295880149813	0.07443820224719101	0.008426966292134831	0.024344569288389514	51.497191011235955	0.03752887154392499	13		COMPLETE
14	0.09831460674157304	2020-05-14 21:59:33.901784	2020-05-14 22:37:36.525991	256	50	128	1.011749820453237	0.0014044943820224719	0.09831460674157304	0.026217228464419477	0.05758426966292135	48.82162921348315	0.04757163070194712	0.060861423220973786	0.125	0.06367041198501873	0.0749063670411985	46.30524344569288	0.09373197349271264		2997197571.0	150.0	0.0014044943820224719	0.08146067415730338	0.007022471910112359	0.026685393258426966	51.33801498127341	0.03759513669188105	14		COMPLETE
15	0.09550561797752809	2020-05-14 22:37:36.538226	2020-05-14 22:51:13.872567	256	17	256	1.0040810836709282	0.0009363295880149813	0.09550561797752809	0.023408239700374533	0.05805243445692884	48.4124531835206	0.04690631462951081	0.05805243445692884	0.13108614232209737	0.06320224719101124	0.07443820224719101	45.91573033707865	0.09249796910835062		1031735164.0	150.0	0.0009363295880149813	0.07865168539325842	0.0046816479400749065	0.026217228464419477	50.909176029962545	0.037216311776441156	15		COMPLETE
16	0.0997191011235955	2020-05-14 22:51:13.885186	2020-05-14 23:45:20.640975	256	78	256	1.0080811900761648	0.00046816479400749064	0.0997191011235955	0.02247191011235955	0.05196629213483146	48.649578651685395	0.04587840595870336	0.05290262172284644	0.12593632958801498	0.05571161048689138	0.07209737827715355	46.19522471910113	0.0875277663307593		3952546669.0	150.0	0.00046816479400749064	0.07631086142322098	0.0056179775280898875	0.024812734082397005	51.103932584269664	0.03660099353587989	16		COMPLETE
17	0.09129213483146068	2020-05-14 23:45:20.653576	2020-05-15 00:02:37.518360	128	71	256	1.0178381344652299	0.0	0.09129213483146068	0.018726591760299626	0.04353932584269663	49.16128277153558	0.043466489604605536	0.03604868913857678	0.11470037453183521	0.04073033707865169	0.060393258426966294	47.15496254681648	0.0719795785992799		3896581917.0	200.0	0.0	0.07584269662921349	0.007022471910112359	0.023408239700374533	51.16760299625468	0.03623025271239284	17		COMPLETE
18	0.10065543071161048	2020-05-15 00:02:37.530884	2020-05-15 00:58:47.304631	256	82	512	0.9925977281854603	0.00046816479400749064	0.10065543071161048	0.023876404494382022	0.05711610486891386	47.88366104868914	0.04841083978863683	0.054775280898876406	0.13155430711610486	0.062265917602996254	0.0800561797752809	45.41807116104869	0.0915332956530553		1655059834.0	150.0	0.00046816479400749064	0.08146067415730338	0.010767790262172285	0.024812734082397005	50.34925093632959	0.038264664337301905	18		COMPLETE
19	0.10767790262172285	2020-05-15 00:58:47.317127	2020-05-15 01:07:25.246783	64	94	128	0.9992350614891293	0.0014044943820224719	0.10767790262172285	0.0351123595505618	0.054307116104868915	48.254681647940075	0.05184661252535456	0.04400749063670412	0.12406367041198502	0.04962546816479401	0.06741573033707865	46.94054307116105	0.08036781118800813		657093606.0	200.0	0.0014044943820224719	0.09691011235955056	0.020131086142322098	0.042134831460674156	49.568820224719104	0.04387649478941309	19		COMPLETE
20	0.08333333333333333	2020-05-15 01:07:25.264713	2020-05-15 01:18:24.005413	128	65	128	1.0252791537462005	0.0014044943820224719	0.08333333333333333	0.021067415730337078	0.04541198501872659	49.45552434456929	0.04403455670025075	0.04073033707865169	0.10065543071161048	0.04447565543071161	0.05664794007490637	47.477059925093634	0.07416763497151874		3540478777.0	150.0	0.0014044943820224719	0.07303370786516854	0.00749063670411985	0.023408239700374533	51.43398876404494	0.03676766465463536	20		COMPLETE
21	0.08380149812734082	2020-05-15 01:18:24.019299	2020-05-15 01:30:38.849254	128	74	128	1.013542561012247	0.0018726591760299626	0.08380149812734082	0.02247191011235955	0.04447565543071161	48.92088014981273	0.04521111207299969	0.04119850187265917	0.11282771535580524	0.04307116104868914	0.05664794007490637	46.94522471910113	0.07529806214357869		2618114082.0	150.0	0.0018726591760299626	0.06882022471910113	0.010299625468164793	0.026685393258426966	50.89653558052434	0.037703706925479044	21		COMPLETE
22	0.10440074906367042	2020-05-15 01:30:38.862043	2020-05-15 02:28:13.510339	256	84	512	1.005152133896019	0.00046816479400749064	0.10440074906367042	0.02247191011235955	0.05852059925093633	48.51357677902622	0.04668965705470594	0.05711610486891386	0.13295880149812733	0.06273408239700375	0.07771535580524344	46.05852059925093	0.09209357872919528		2976284377.0	150.0	0.00046816479400749064	0.08567415730337079	0.006086142322097378	0.026685393258426966	50.9686329588015	0.03717733237728078	22		COMPLETE
23	0.09176029962546817	2020-05-15 02:28:13.523201	2020-05-15 03:39:33.109971	256	97	512	1.0209251722584265	0.00046816479400749064	0.09176029962546817	0.02153558052434457	0.05337078651685393	49.23712546816479	0.045873697226125214	0.05102996254681648	0.12125468164794008	0.054307116104868915	0.06694756554307116	46.81039325842696	0.08508052158759628		937360567.0	150.0	0.00046816479400749064	0.07631086142322098	0.007958801498127341	0.024812734082397005	51.66385767790262	0.03690623861016574	23		COMPLETE
24	0.1104868913857678	2020-05-15 03:39:33.122515	2020-05-15 03:41:17.077029	128	6	512	0.985320945881649	0.0014044943820224719	0.1104868913857678	0.026685393258426966	0.05805243445692884	47.54798689138577	0.05036450763518705	0.05337078651685393	0.1352996254681648	0.060861423220973786	0.07865168539325842	45.55711610486891	0.08992221399245756		2170043538.0	150.0	0.0014044943820224719	0.09082397003745318	0.013108614232209739	0.032303370786516857	49.53885767790262	0.041147982016274925	24		COMPLETE
25	0.10440074906367042	2020-05-15 03:41:17.092843	2020-05-15 03:57:05.136134	128	95	512	0.9991409251578013	0.0014044943820224719	0.10440074906367042	0.018258426966292134	0.05290262172284644	48.23384831460674	0.04747453781814064	0.0449438202247191	0.12921348314606743	0.04868913857677903	0.07069288389513109	46.23174157303371	0.08164943695743093		926656600.0	150.0	0.0014044943820224719	0.08614232209737828	0.008426966292134831	0.026685393258426966	50.235955056179776	0.03943888779108649	25		COMPLETE
26	0.08941947565543071	2020-05-15 03:57:05.154365	2020-05-15 04:08:25.856671	128	75	512	1.0068384688495822	0.0014044943820224719	0.08941947565543071	0.028089887640449437	0.05102996254681648	48.59573970037453	0.047744231845335515	0.04588014981273408	0.11657303370786516	0.052434456928838954	0.06928838951310862	46.59503745318352	0.0818717870774591		3500509943.0	150.0	0.0014044943820224719	0.07397003745318352	0.012172284644194757	0.03277153558052434	50.596441947565545	0.0393220404830789	26		COMPLETE
27	0.10252808988764045	2020-05-15 04:08:25.869776	2020-05-15 04:15:29.064147	128	35	128	0.9991548294899113	0.00046816479400749064	0.10252808988764045	0.026217228464419477	0.05805243445692884	48.1563670411985	0.04887627292576727	0.052434456928838954	0.1254681647940075	0.056179775280898875	0.07724719101123595	46.11142322097378	0.08799215964355969		383335917.0	150.0	0.00046816479400749064	0.08380149812734082	0.010299625468164793	0.032303370786516857	50.201310861423224	0.03953318757930987	27		COMPLETE
28	0.10252808988764045	2020-05-15 04:15:29.080277	2020-05-15 04:58:56.400334	256	40	128	1.0016561854693495	0.00046816479400749064	0.10252808988764045	0.023408239700374533	0.054307116104868915	48.35112359550562	0.04696911877405612	0.05571161048689138	0.12734082397003746	0.0599250936329588	0.0749063670411985	45.879681647940075	0.09070764452107422		1577899436.0	200.0	0.00046816479400749064	0.07911985018726592	0.006086142322097378	0.026685393258426966	50.822565543071164	0.037282994209143945	28		COMPLETE
29	0.10955056179775281	2020-05-15 04:58:56.412317	2020-05-15 05:43:13.072553	256	28	256	0.9792115163870769	0.00046816479400749064	0.10955056179775281	0.02902621722846442	0.062265917602996254	47.301029962546814	0.05014221223695518	0.060861423220973786	0.1352996254681648	0.06554307116104868	0.07911985018726592	44.80196629213483	0.09650208490272748		893191528.0	250.0	0.00046816479400749064	0.08614232209737828	0.009363295880149813	0.03277153558052434	49.8000936329588	0.039630972407856874	29		COMPLETE
30	0.09925093632958802	2020-05-15 05:43:13.084729	2020-05-15 05:52:19.019832	128	60	256	0.995510120861309	0.0014044943820224719	0.09925093632958802	0.0299625468164794	0.05196629213483146	48.075842696629216	0.04831257026127888	0.046348314606741575	0.125	0.052434456928838954	0.06554307116104868	46.116573033707866	0.08238561396730462		3509202704.0	150.0	0.0014044943820224719	0.08239700374531835	0.009831460674157303	0.03464419475655431	50.03511235955056	0.03990061485185209	30		COMPLETE
31	0.10018726591760299	2020-05-15 05:52:19.032577	2020-05-15 05:55:52.613592	128	21	512	1.0093949454930726	0.00046816479400749064	0.10018726591760299	0.026217228464419477	0.05664794007490637	48.71371722846442	0.04756811840505953	0.05149812734082397	0.12687265917602997	0.05945692883895131	0.07443820224719101	46.715823970037455	0.08710969860663366		2036564337.0	150.0	0.00046816479400749064	0.0800561797752809	0.00749063670411985	0.032303370786516857	50.71161048689139	0.038535727112694734	31		COMPLETE
32	0.09644194756554307	2020-05-15 05:55:52.625972	2020-05-15 06:00:29.124510	64	54	128	1.030845364569669	0.0009363295880149813	0.09644194756554307	0.02762172284644195	0.04915730337078652	49.754681647940075	0.0470538680866617	0.03464419475655431	0.11329588014981273	0.042134831460674156	0.06367041198501873	48.362827715355806	0.07113747520639425		4140878357.0	150.0	0.0009363295880149813	0.08661048689138577	0.01544943820224719	0.03885767790262172	51.14653558052434	0.04052806101194561	32		COMPLETE
33	0.09316479400749064	2020-05-15 06:00:29.136941	2020-05-15 06:03:45.454630	64	55	256	1.024656664864387	0.0028089887640449437	0.09316479400749064	0.023408239700374533	0.047752808988764044	49.5126404494382	0.04631811963702195	0.02949438202247191	0.11142322097378277	0.03885767790262172	0.05852059925093633	48.22097378277154	0.06697509727721057		2166218877.0	150.0	0.0028089887640449437	0.07958801498127341	0.012172284644194757	0.033707865168539325	50.804307116104866	0.04071068530577929	33		COMPLETE
34	0.10346441947565543	2020-05-15 06:03:45.467072	2020-05-15 06:10:06.717931	256	5	512	0.9949632285429646	0.0	0.10346441947565543	0.020131086142322098	0.05149812734082397	47.95716292134831	0.04659637101043243	0.0552434456928839	0.1306179775280899	0.060861423220973786	0.07677902621722846	45.46910112359551	0.09109075959211618		230517503.0	200.0	0.0	0.07677902621722846	0.003745318352059925	0.02200374531835206	50.44522471910113	0.03679129461596559	34		COMPLETE
35	0.09644194756554307	2020-05-15 06:10:06.734091	2020-05-15 07:40:58.806648	256	91	512	1.015496330190108	0.0	0.09644194756554307	0.019194756554307114	0.047752808988764044	49.00163857677903	0.044147635621709556	0.04728464419475655	0.12593632958801498	0.05149812734082397	0.06694756554307116	46.559925093632955	0.08255312711049295		2182937974.0	200.0	0.0	0.07677902621722846	0.0056179775280898875	0.02247191011235955	51.4433520599251	0.035498396698841056	35		COMPLETE
36	0.10112359550561797	2020-05-15 07:40:58.818884	2020-05-15 07:56:30.470811	256	21	512	0.9915585140994146	0.0014044943820224719	0.10112359550561797	0.024812734082397005	0.05898876404494382	47.85252808988764	0.04819404684544421	0.05664794007490637	0.12827715355805244	0.0650749063670412	0.07724719101123595	45.375	0.09219806379337028		2098857990.0	150.0	0.0014044943820224719	0.08146067415730338	0.008426966292134831	0.027153558052434457	50.33005617977528	0.03838661063227427	36		COMPLETE
37	0.11376404494382023	2020-05-15 07:56:30.483246	2020-05-15 07:58:25.695128	64	13	512	0.9931559013926567	0.0009363295880149813	0.11376404494382023	0.032303370786516857	0.05945692883895131	47.97237827715356	0.05251292818740063	0.0449438202247191	0.13155430711610486	0.05664794007490637	0.07256554307116105	46.655430711610485	0.08337378657887809		3093674126.0	200.0	0.0009363295880149813	0.10159176029962547	0.018258426966292134	0.03885767790262172	49.28932584269663	0.0445377077516745	37		COMPLETE
38	0.10065543071161048	2020-05-15 07:58:25.713428	2020-05-15 08:02:53.042049	64	20	256	1.0095999419945554	0.00046816479400749064	0.10065543071161048	0.025749063670411985	0.052434456928838954	48.745318352059925	0.047109934035800265	0.03604868913857678	0.11750936329588015	0.04400749063670412	0.0650749063670412	47.43445692883895	0.0734626007266196		438034950.0	250.0	0.00046816479400749064	0.08895131086142322	0.011704119850187267	0.0351123595505618	50.056179775280896	0.040346131434084116	38		COMPLETE
39	0.10299625468164794	2020-05-15 08:02:53.057789	2020-05-15 08:06:31.618630	64	10	128	1.000959344153303	0.0028089887640449437	0.10299625468164794	0.024344569288389514	0.04962546816479401	48.344803370786515	0.04903282085881485	0.03698501872659176	0.11844569288389513	0.0449438202247191	0.06132958801498127	47.04447565543071	0.07391521141317735		3540268638.0	150.0	0.0028089887640449437	0.08895131086142322	0.01544943820224719	0.03323970037453183	49.64513108614232	0.04255683101372609	39		COMPLETE
40	0.10346441947565543	2020-05-15 08:06:31.630755	2020-05-15 08:15:49.684346	128	59	512	0.9920247303294053	0.0	0.10346441947565543	0.025280898876404494	0.052434456928838954	47.87617041198502	0.04799437989185607	0.048220973782771535	0.1301498127340824	0.054775280898876406	0.07116104868913857	45.86750936329588	0.08528021737422746		1462737936.0	150.0	0.0	0.08333333333333333	0.009363295880149813	0.02902621722846442	49.88483146067416	0.039051547206217854	40		COMPLETE
41	0.10065543071161048	2020-05-15 08:15:49.696611	2020-05-15 08:34:40.096166	128	78	128	1.0031607930220607	0.0009363295880149813	0.10065543071161048	0.020131086142322098	0.046348314606741575	48.37453183520599	0.045514146580421605	0.040262172284644196	0.12687265917602997	0.04588014981273408	0.06367041198501873	46.390449438202246	0.07757232872872284		3953106314.0	200.0	0.0009363295880149813	0.08146067415730338	0.005149812734082397	0.024812734082397005	50.35861423220974	0.037883699215397755	41		COMPLETE
42	0.10955056179775281	2020-05-15 08:34:40.108754	2020-05-15 08:39:12.377859	128	12	128	0.9704035584943906	0.0	0.10955056179775281	0.02949438202247191	0.05664794007490637	46.809691011235955	0.05004060184394474	0.04915730337078652	0.1399812734082397	0.05711610486891386	0.07958801498127341	44.78651685393258	0.08846197341282573		3638092434.0	150.0	0.0	0.08895131086142322	0.010767790262172285	0.03417602996254682	48.83286516853933	0.04073202650716782	42		COMPLETE
43	0.10861423220973783	2020-05-15 08:39:12.390356	2020-05-15 08:42:41.703268	64	24	256	1.0000024635731923	0.0018726591760299626	0.10861423220973783	0.03277153558052434	0.06273408239700375	48.31975655430712	0.051712328569499436	0.0449438202247191	0.12406367041198502	0.054775280898876406	0.07397003745318352	46.984082397003746	0.08215842354271703		2360638321.0	200.0	0.0018726591760299626	0.09831460674157304	0.01638576779026217	0.04588014981273408	49.655430711610485	0.0439938947542819	43		COMPLETE
44	0.09878277153558053	2020-05-15 08:42:41.716921	2020-05-15 08:51:10.945563	128	55	256	1.00784124221133	0.0	0.09878277153558053	0.026685393258426966	0.056179775280898875	48.64302434456929	0.047131916029164375	0.04681647940074907	0.12359550561797752	0.05149812734082397	0.0702247191011236	46.64559925093633	0.08260142577860036		1812018670.0	150.0	0.0	0.08426966292134831	0.009363295880149813	0.033707865168539325	50.640449438202246	0.0384825401681299	44		COMPLETE
45	0.10252808988764045	2020-05-15 08:51:10.961713	2020-05-15 09:01:45.812136	128	45	256	1.0047775075416872	0.0014044943820224719	0.10252808988764045	0.02153558052434457	0.05383895131086142	48.49040262172284	0.0470557857135229	0.04868913857677903	0.12312734082397003	0.05571161048689138	0.07116104868913857	46.475187265917604	0.08457711063329836		3937662261.0	200.0	0.0014044943820224719	0.08426966292134831	0.008895131086142321	0.025280898876404494	50.50561797752809	0.03861571136527185	45		COMPLETE
46	0.10627340823970037	2020-05-15 09:01:45.825574	2020-05-15 09:41:23.542797	128	97	512	1.0048230314785997	0.0	0.10627340823970037	0.02247191011235955	0.05290262172284644	48.524578651685395	0.046335213112429635	0.048220973782771535	0.125	0.054775280898876406	0.07256554307116105	46.54822097378277	0.08408041215167004		3222818958.0	300.0	0.0	0.08614232209737828	0.005149812734082397	0.027153558052434457	50.500936329588015	0.037756160850945526	46		COMPLETE
47	0.09597378277153558	2020-05-15 09:41:23.555173	2020-05-15 10:07:36.215547	128	62	128	1.0054015404787193	0.0009363295880149813	0.09597378277153558	0.024344569288389514	0.047752808988764044	48.52223782771536	0.04746191054405837	0.04400749063670412	0.12078651685393259	0.050093632958801496	0.06741573033707865	46.53698501872659	0.08011409627549153		744583902.0	300.0	0.0009363295880149813	0.075374531835206	0.010767790262172285	0.02949438202247191	50.50749063670412	0.039344146793760554	47		COMPLETE
48	0.09644194756554307	2020-05-15 10:07:36.229101	2020-05-15 10:10:15.620817	64	14	512	1.025624033588609	0.0032771535580524347	0.09644194756554307	0.026685393258426966	0.047752808988764044	49.4939138576779	0.04896549062735144	0.03323970037453183	0.11189138576779026	0.04073033707865169	0.05945692883895131	48.16385767790262	0.07016943073487378		3200426621.0	250.0	0.0032771535580524347	0.08707865168539326	0.019194756554307114	0.0351123595505618	50.823970037453186	0.04272908294725511	48		COMPLETE
49	0.09878277153558053	2020-05-15 10:10:15.632805	2020-05-15 10:15:14.805019	64	100	256	1.021912065370371	0.0028089887640449437	0.09878277153558053	0.03089887640449438	0.05337078651685393	49.3185861423221	0.04925155432046984	0.03838951310861423	0.10767790262172285	0.05056179775280899	0.062265917602996254	48.05196629213483	0.07461851055415511		2092739601.0	150.0	0.0028089887640449437	0.08895131086142322	0.020131086142322098	0.03604868913857678	50.585205992509366	0.04265682714284496	49		COMPLETE
50	0.10065543071161048	2020-05-15 10:15:14.818568	2020-05-15 10:40:05.185488	256	33	512	1.0102312125820205	0.0	0.10065543071161048	0.024812734082397005	0.054307116104868915	48.77247191011236	0.046378513898980685	0.05056179775280899	0.12687265917602997	0.05711610486891386	0.07209737827715355	46.30383895131086	0.08673683349647741		3323384137.0	150.0	0.0	0.07584269662921349	0.00749063670411985	0.02855805243445693	51.24110486891386	0.03704857306410619	50		COMPLETE
51	0.09878277153558053	2020-05-15 10:40:05.197512	2020-05-15 10:58:55.203764	128	63	256	0.9943168586807165	0.0009363295880149813	0.09878277153558053	0.02949438202247191	0.05664794007490637	47.98033707865169	0.049082955393177044	0.052434456928838954	0.125	0.05711610486891386	0.075374531835206	45.987827715355806	0.08802713346089996		3673972153.0	250.0	0.0009363295880149813	0.08380149812734082	0.011704119850187267	0.03464419475655431	49.97284644194757	0.039961312161979755	51		COMPLETE
52	0.0945692883895131	2020-05-15 10:58:55.224303	2020-05-15 11:02:03.867035	64	12	512	1.0137668054128826	0.0014044943820224719	0.0945692883895131	0.024812734082397005	0.05056179775280899	48.927434456928836	0.04638700969332317	0.03417602996254682	0.1104868913857678	0.04307116104868914	0.06273408239700375	47.57677902621723	0.07091344360557521		3137540019.0	300.0	0.0014044943820224719	0.08052434456928839	0.013108614232209739	0.031835205992509365	50.27808988764045	0.0400110804080167	52		COMPLETE
53	0.10205992509363296	2020-05-15 11:02:03.879658	2020-05-15 11:05:06.033747	64	13	256	1.0207999162942742	0.003745318352059925	0.10205992509363296	0.033707865168539325	0.05571161048689138	49.206694756554306	0.051009953592715436	0.040262172284644196	0.12312734082397003	0.04868913857677903	0.0650749063670412	47.857677902621724	0.07697941522594495		1317950716.0	200.0	0.003745318352059925	0.08941947565543071	0.018726591760299626	0.04119850187265917	50.55571161048689	0.0440175103356995	53		COMPLETE
54	0.10159176029962547	2020-05-15 11:05:06.046218	2020-05-15 11:07:51.659416	128	9	256	1.0149245285952275	0.0	0.10159176029962547	0.023876404494382022	0.05196629213483146	49.03464419475655	0.04591948334291093	0.04915730337078652	0.12078651685393259	0.054775280898876406	0.0702247191011236	47.015449438202246	0.08448490921691962		1001795233.0	150.0	0.0	0.08380149812734082	0.007022471910112359	0.025749063670411985	51.05383895131086	0.03723426359136631	54		COMPLETE
