number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
55	0.09737827715355805	2020-05-15 11:07:51.670081	2020-05-15 11:09:30.909392	64	25	512	0.9939435925744544	0.0014044943820224719	0.09737827715355805	0.035580524344569285	0.054307116104868915	47.97846441947566	0.05028298422291812	0.041666666666666664	0.11329588014981273	0.04868913857677903	0.06273408239700375	46.61376404494382	0.07766364614882691		2308248924.0	150.0	0.0014044943820224719	0.08941947565543071	0.017322097378277154	0.04307116104868914	49.34316479400749	0.04282512346547823	55		COMPLETE
56	0.11142322097378277	2020-05-15 11:09:30.921965	2020-05-15 11:21:10.697320	128	72	256	0.986212924917225	0.0	0.11142322097378277	0.025749063670411985	0.06179775280898876	47.572799625468164	0.049376231393852874	0.05196629213483146	0.13810861423220974	0.05852059925093633	0.08052434456928839	45.5440074906367	0.08945068564220082		47900861.0	150.0	0.0	0.09597378277153558	0.010299625468164793	0.031835205992509365	49.60159176029963	0.040030243337014264	56		COMPLETE
57		2020-05-15 11:21:10.707900	2020-05-15 11:21:12.923222	128	27	512														"CUDA out of memory. Tried to allocate 3.27 GiB (GPU 0; 10.76 GiB total capacity; 3.53 GiB already allocated; 3.10 GiB free; 6.80 GiB reserved in total by PyTorch) (malloc at /pytorch/c10/cuda/CUDACachingAllocator.cpp:289)
frame #0: c10::Error::Error(c10::SourceLocation, std::string const&) + 0x46 (0x7f8fae3f0536 in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libc10.so)
frame #1: <unknown function> + 0x1cf1e (0x7f8fae639f1e in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libc10_cuda.so)
frame #2: <unknown function> + 0x1df9e (0x7f8fae63af9e in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libc10_cuda.so)
frame #3: THCStorage_resize + 0x96 (0x7f8faf8c1186 in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_cuda.so)
frame #4: at::native::(anonymous namespace)::resize_cuda_(at::Tensor&, c10::ArrayRef<long>, c10::optional<c10::MemoryFormat>) + 0x9aa (0x7f8fb10d7bfa in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_cuda.so)
frame #5: <unknown function> + 0x288cb93 (0x7f8fb10d8b93 in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_cuda.so)
frame #6: <unknown function> + 0xf21d92 (0x7f8faf76dd92 in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_cuda.so)
frame #7: <unknown function> + 0x1054e5f (0x7f8faf8a0e5f in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_cuda.so)
frame #8: at::native::bmm_cuda(at::Tensor const&, at::Tensor const&) + 0x9 (0x7f8fb0d111c9 in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_cuda.so)
frame #9: <unknown function> + 0xf755c8 (0x7f8faf7c15c8 in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_cuda.so)
frame #10: <unknown function> + 0x10c3ec0 (0x7f8febd98ec0 in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_cpu.so)
frame #11: <unknown function> + 0x2b27d3c (0x7f8fed7fcd3c in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_cpu.so)
frame #12: <unknown function> + 0x10c3ec0 (0x7f8febd98ec0 in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_cpu.so)
frame #13: at::Tensor c10::Dispatcher::callUnboxed<at::Tensor, at::Tensor const&, at::Tensor const&>(c10::OperatorHandle const&, at::Tensor const&, at::Tensor const&) const + 0xb3 (0x7f8ff9ed0ca3 in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_python.so)
frame #14: at::Tensor::bmm(at::Tensor const&) const + 0x4c (0x7f8fed5e3f7c in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_cpu.so)
frame #15: torch::autograd::generated::BmmBackward::apply(std::vector<at::Tensor, std::allocator<at::Tensor> >&&) + 0x137 (0x7f8fed57e1b7 in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_cpu.so)
frame #16: <unknown function> + 0x2d89c05 (0x7f8feda5ec05 in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_cpu.so)
frame #17: torch::autograd::Engine::evaluate_function(std::shared_ptr<torch::autograd::GraphTask>&, torch::autograd::Node*, torch::autograd::InputBuffer&) + 0x16f3 (0x7f8feda5bf03 in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_cpu.so)
frame #18: torch::autograd::Engine::thread_main(std::shared_ptr<torch::autograd::GraphTask> const&, bool) + 0x3d2 (0x7f8feda5cce2 in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_cpu.so)
frame #19: torch::autograd::Engine::thread_init(int) + 0x39 (0x7f8feda55359 in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_cpu.so)
frame #20: torch::autograd::python::PythonEngine::thread_init(int) + 0x38 (0x7f8ffa1944d8 in /data/sda-srv06/alim/virtual_envs/ablation_studies/lib/python3.6/site-packages/torch/lib/libtorch_python.so)
frame #21: <unknown function> + 0xbd6df (0x7f8ffb2656df in /usr/lib/x86_64-linux-gnu/libstdc++.so.6)
frame #22: <unknown function> + 0x76db (0x7f903d97e6db in /lib/x86_64-linux-gnu/libpthread.so.0)
frame #23: clone + 0x3f (0x7f903dcb788f in /lib/x86_64-linux-gnu/libc.so.6)
"									57	Setting status of trial#57 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
58	0.09878277153558053	2020-05-15 11:21:12.926036	2020-05-15 11:39:02.425332	128	73	128	1.0134217446017662	0.0	0.09878277153558053	0.02294007490636704	0.048220973782771535	48.86563670411985	0.04534847917539742	0.04681647940074907	0.12219101123595505	0.05149812734082397	0.06882022471910113	46.8876404494382	0.0815617168557736		343944327.0	200.0	0.0	0.0800561797752809	0.008426966292134831	0.025280898876404494	50.8436329588015	0.03688733741666001	58		COMPLETE
59	0.10580524344569288	2020-05-15 11:39:02.437845	2020-05-15 11:42:22.801300	64	41	512	1.0126200781590986	0.0009363295880149813	0.10580524344569288	0.027153558052434457	0.05290262172284644	48.829822097378276	0.04876886288967143	0.03885767790262172	0.1151685393258427	0.04868913857677903	0.06320224719101124	47.52247191011236	0.07598284511369272		1002733188.0	200.0	0.0009363295880149813	0.09222846441947566	0.017322097378277154	0.0351123595505618	50.137172284644194	0.041873471306143425	59		COMPLETE
60	0.10159176029962547	2020-05-15 11:42:22.815627	2020-05-15 11:45:42.777330	128	19	512	1.0055145197373567	0.0009363295880149813	0.10159176029962547	0.02153558052434457	0.052434456928838954	48.50351123595506	0.04706264996395328	0.04728464419475655	0.12406367041198502	0.052434456928838954	0.07397003745318352	46.48174157303371	0.08368240508826633		1812439166.0	150.0	0.0009363295880149813	0.09082397003745318	0.0056179775280898875	0.026685393258426966	50.5252808988764	0.03861180313406063	60		COMPLETE
61	0.11376404494382023	2020-05-15 11:45:42.789756	2020-05-15 13:18:35.136266	256	64	512	0.9922638561634158	0.00046816479400749064	0.11376404494382023	0.024812734082397005	0.062265917602996254	47.90379213483146	0.0497109829285695	0.06320224719101124	0.14279026217228463	0.06835205992509363	0.08848314606741572	45.42977528089887	0.09923661702474863		152975614.0	250.0	0.00046816479400749064	0.09176029962546817	0.007958801498127341	0.026217228464419477	50.377808988764045	0.038995065945606325	61		COMPLETE
62	0.09082397003745318	2020-05-15 13:18:35.148343	2020-05-15 13:20:20.719550	128	2	256	1.0155678844334006	0.0009363295880149813	0.09082397003745318	0.023408239700374533	0.050093632958801496	49.08988764044944	0.046275785546710836	0.04541198501872659	0.11797752808988764	0.05290262172284644	0.06601123595505617	47.0252808988764	0.08120569520076368		190295227.0	150.0	0.0009363295880149813	0.07771535580524344	0.010767790262172285	0.026217228464419477	51.15449438202247	0.03812705958018508	62		COMPLETE
63	0.10533707865168539	2020-05-15 13:20:20.731702	2020-05-15 14:27:23.067095	256	37	512	0.9915654781267521	0.0	0.10533707865168539	0.019194756554307114	0.05711610486891386	47.829822097378276	0.04754100327807738	0.056179775280898875	0.13342696629213482	0.06179775280898876	0.08192883895131087	45.35299625468165	0.09268684966646734		3409786822.0	300.0	0.0	0.0847378277153558	0.008426966292134831	0.02153558052434457	50.3066479400749	0.037481520677562385	63		COMPLETE
64	0.09644194756554307	2020-05-15 14:27:23.077702	2020-05-15 14:43:23.748579	256	22	512	1.0095463488774186	0.00046816479400749064	0.09644194756554307	0.02200374531835206	0.05852059925093633	48.65941011235955	0.046583498037316665	0.054307116104868915	0.12312734082397003	0.060861423220973786	0.07303370786516854	46.188202247191015	0.08900214594333866		580174430.0	150.0	0.00046816479400749064	0.07397003745318352	0.008895131086142321	0.024812734082397005	51.13061797752809	0.03706775021228509	64		COMPLETE
65	0.09550561797752809	2020-05-15 14:43:23.760873	2020-05-15 14:45:15.591230	64	33	512	1.0144737415941787	0.003745318352059925	0.09550561797752809	0.030430711610486893	0.05149812734082397	48.96722846441948	0.04946625461152146	0.03838951310861423	0.10814606741573034	0.04588014981273408	0.06179775280898876	47.66385767790262	0.07356645000696455		3238070938.0	150.0	0.003745318352059925	0.08895131086142322	0.016853932584269662	0.03698501872659176	50.27059925093633	0.04316022123683248	65		COMPLETE
66	0.09550561797752809	2020-05-15 14:45:15.603414	2020-05-15 14:48:55.147412	128	3	256	0.9951039817182465	0.0	0.09550561797752809	0.026217228464419477	0.054307116104868915	47.96746254681648	0.04756261887824422	0.04728464419475655	0.12827715355805244	0.05290262172284644	0.06928838951310862	45.896067415730336	0.08347287130268181		1884342702.0	250.0	0.0	0.07958801498127341	0.010767790262172285	0.030430711610486893	50.03885767790262	0.03862311269759551	66		COMPLETE
67	0.10674157303370786	2020-05-15 14:48:55.159921	2020-05-15 15:45:45.488463	256	83	512	1.0138396125675742	0.0009363295880149813	0.10674157303370786	0.02247191011235955	0.05290262172284644	48.949438202247194	0.04707307743931651	0.05571161048689138	0.13295880149812733	0.062265917602996254	0.07865168539325842	46.49063670411985	0.09108614316838909		4104329185.0	150.0	0.0009363295880149813	0.08099250936329588	0.008426966292134831	0.025280898876404494	51.40823970037453	0.03755691774809758	67		COMPLETE
68	0.09878277153558053	2020-05-15 15:45:45.501906	2020-05-15 18:08:25.535031	256	84	512	1.0205012625048446	0.0	0.09878277153558053	0.019194756554307114	0.054307116104868915	49.22073970037453	0.04533856812998921	0.056179775280898875	0.12734082397003746	0.060393258426966294	0.075374531835206	46.79494382022472	0.08988920790675312		3084683507.0	300.0	0.0	0.07724719101123595	0.0056179775280898875	0.020599250936329586	51.64653558052434	0.03584148174454477	68		COMPLETE
