number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.037889518413597736	2019-12-27 23:09:52.886216	2019-12-27 23:22:05.690963	350.0	1	1.0	0.019509538128652228	800.0	1.0780075460771317	0.000708215297450425	0.037889518413597736	0.02988668555240793	0.03328611898016997	21854.924628186967	0.01659932637602245	0.000708215297450425	0.037889518413597736	0.02988668555240793	0.03328611898016997	21854.91373937677	0.016599326645471542	0.000708215297450425	0.037889518413597736	0.02988668555240793	0.03328611898016997	21854.935516997168	0.016599326106899123	9		0.039423984891406985	0.038464943342776205														
10	TrialState.COMPLETE	0.06506728045325778	2019-12-27 23:22:05.691785	2019-12-27 23:28:03.115250	150.0	1	1.0	0.008049967209337813	1100.0	0.6534805845171145	0.000708215297450425	0.06506728045325778	0.033861543909348445	0.048778328611898014	13245.430218661473	0.023346067727800457	0.000708215297450425	0.06506728045325778	0.033861543909348445	0.048778328611898014	13245.425371813031	0.023346068408818792	0.000708215297450425	0.06506728045325778	0.033861543909348445	0.048778328611898014	13245.435065509915	0.023346067048237232	10	0.12075070821529744	0.08362842304060435															
11	TrialState.COMPLETE	0.24070467422096317	2019-12-27 23:28:03.116081	2019-12-27 23:35:53.737407	150.0	1	11.0	0.0016197961250806838	1100.0	0.17957618314842685	0.0034968130311614732	0.24070467422096317	0.1326575779036827	0.18081621813031162	3639.683095786119	0.08853992201959571	0.0034968130311614732	0.24070467422096317	0.1326575779036827	0.18081621813031162	3639.6814359065156	0.08853992634361231	0.0034968130311614732	0.24070467422096317	0.1326575779036827	0.18081621813031162	3639.6847556657226	0.0885399177328685	11	0.26646600566572237	0.24929178470254956															
12	TrialState.COMPLETE	0.014075779036827196	2019-12-27 23:35:53.738241	2019-12-27 23:43:28.261389	50.0	1	21.0	0.06169441232699402	1000.0	1.0683994193436261	0.000708215297450425	0.014075779036827196	0.010401912181303116	0.011774079320113314	21660.331931657223	0.0063678438312990545	0.000708215297450425	0.014075779036827196	0.010401912181303116	0.011774079320113314	21660.326974150143	0.006367843938590913	0.000708215297450425	0.014075779036827196	0.010401912181303116	0.011774079320113314	21660.336889164308	0.00636784372411838	12	0.013987252124645893	0.014046270066100094															
13	TrialState.COMPLETE	0.14788420679886685	2019-12-27 23:43:28.262201	2019-12-27 23:53:09.157470	450.0	2	1.0	0.005463804521394812	1800.0	0.16300007681529527	0.0028328611898017	0.14788420679886685	0.07272485835694051	0.10477160056657224	3304.1606099504247	0.05357644108995592	0.0028328611898017	0.14788420679886685	0.07272485835694051	0.10477160056657224	3304.1587287535413	0.053576441731213544	0.0028328611898017	0.14788420679886685	0.07272485835694051	0.10477160056657224	3304.1624911473086	0.05357644045042663	13	0.20263810198300283	0.16613550519357884															
14	TrialState.COMPLETE	0.03567634560906516	2019-12-27 23:53:09.158284	2019-12-28 00:02:44.421564	350.0	1	11.0	0.012074198226834521	1400.0	0.9783254058765952	0.000708215297450425	0.03567634560906516	0.022308781869688384	0.028328611898016998	19832.84965917139	0.01469472564346699	0.000708215297450425	0.03567634560906516	0.022308781869688384	0.028328611898016998	19832.836712110482	0.014694725934365856	0.000708215297450425	0.03567634560906516	0.022308781869688384	0.028328611898016998	19832.862606232295	0.014694725352788478	14	0.03665014164305949	0.03600094428706327															
15	TrialState.COMPLETE	0.026646600566572236	2019-12-28 00:02:44.422388	2019-12-28 00:10:29.207430	50.0	1	11.0	0.01560381851386834	2000.0	0.5500436680369497	0.000708215297450425	0.026646600566572236	0.01221671388101983	0.018103753541076486	11150.103996990085	0.010466736678700865	0.000708215297450425	0.026646600566572236	0.01221671388101983	0.018103753541076486	11150.10087641643	0.010466736941322868	0.000708215297450425	0.026646600566572236	0.01221671388101983	0.018103753541076486	11150.107117563739	0.010466736416670308	15	0.04337818696883853	0.032223796033994334															
16	TrialState.COMPLETE	0.02523016997167139	2019-12-28 00:10:29.208229	2019-12-28 00:20:41.445393	350.0	1	51.0	0.009907196087959688	500.0	0.8575685852012535	0.000708215297450425	0.02523016997167139	0.013234773371104815	0.017307011331444758	17383.789239553826	0.010470394625832359	0.000708215297450425	0.02523016997167139	0.013234773371104815	0.017307011331444758	17383.77806303116	0.010470394909203467	0.000708215297450425	0.02523016997167139	0.013234773371104815	0.017307011331444758	17383.800416076487	0.010470394342721064	16	0.029213881019830027	0.026558073654390935															
17	TrialState.COMPLETE	0.02328257790368272	2019-12-28 00:20:41.446205	2019-12-28 00:28:32.600776	150.0	1	31.0	0.028223324530037428	1800.0	1.063132497396256	0.000708215297450425	0.02328257790368272	0.018103753541076486	0.020626770538243626	21553.421609419263	0.010517557831006094	0.000708215297450425	0.02328257790368272	0.018103753541076486	0.020626770538243626	21553.41541253541	0.010517557896250284	0.000708215297450425	0.02328257790368272	0.018103753541076486	0.020626770538243626	21553.427806303116	0.010517557765782939	17	0.023725212464589234	0.023430122757318223															
18	TrialState.COMPLETE	0.06931657223796034	2019-12-28 00:28:32.601588	2019-12-28 00:36:35.090977	150.0	1	11.0	0.007790798404642242	1600.0	0.6451932021961198	0.0007524787535410764	0.06931657223796034	0.03678293201133145	0.05156692634560907	13077.260468307366	0.02496260132275347	0.0007524787535410764	0.06931657223796034	0.03678293201133145	0.05156692634560907	13077.256550991502	0.024962601536919	0.0007524787535410764	0.06931657223796034	0.03678293201133145	0.05156692634560907	13077.26438562323	0.024962601108835945	18	0.12677053824362605	0.08846789423984891															
19	TrialState.COMPLETE	0.035986189801699715	2019-12-28 00:36:35.091780	2019-12-28 00:45:35.132656	250.0	1	81.0	0.03632042218768532	1100.0	1.1069812782366557	0.000708215297450425	0.035986189801699715	0.029745042492917848	0.031913951841359776	22442.922959454674	0.01619552387413531	0.000708215297450425	0.035986189801699715	0.029745042492917848	0.031913951841359776	22442.91134029745	0.016195524086913656	0.000708215297450425	0.035986189801699715	0.029745042492917848	0.031913951841359776	22442.934578611897	0.016195523661474275	19	0.03921742209631728	0.037063267233238904															
20	TrialState.COMPLETE	0.025672804532577902	2019-12-28 00:45:35.133663	2019-12-28 00:53:29.925239	50.0	2	41.0	0.07269479141313435	1200.0	0.908224383809525	0.006683781869688385	0.025672804532577902	0.012659348441926345	0.017661118980169973	18411.843462287536	0.0133935859931429	0.006683781869688385	0.025672804532577902	0.012659348441926345	0.017661118980169973	18411.83277266289	0.013393586681037286	0.006683781869688385	0.025672804532577902	0.012659348441926345	0.017661118980169973	18411.854151912183	0.013393585306659279	20	0.026026912181303118	0.025790840415486307															
21	TrialState.COMPLETE	0.17293732294617564	2019-12-28 00:53:29.926227	2019-12-28 01:01:00.208276	50.0	1	21.0	0.006694191101180044	1400.0	0.1573988345633503	0.002921388101983003	0.17293732294617564	0.0882613314447592	0.12358356940509915	3189.9806790014163	0.06338743636029158	0.002921388101983003	0.17293732294617564	0.0882613314447592	0.12358356940509915	3189.979594546742	0.06338743877895742	0.002921388101983003	0.17293732294617564	0.0882613314447592	0.12358356940509915	3189.9817634560904	0.06338743395517547	21	0.20352337110481586	0.18313267233238906															
22	TrialState.COMPLETE	0.027939093484419263	2019-12-28 01:01:00.209082	2019-12-28 01:15:34.454791	350.0	2	11.0	0.015468330206384722	1200.0	0.8273335867713194	0.006480169971671388	0.027939093484419263	0.014553824362606233	0.020573654390934844	16772.08110835694	0.014177841671599963	0.006480169971671388	0.027939093484419263	0.014553824362606233	0.020573654390934844	16772.073725212464	0.014178044767156913	0.006480169971671388	0.027939093484419263	0.014553824362606233	0.020573654390934844	16772.088491501418	0.01417765299318457	22		0.028033522190745987	0.027974504249291786														
23	TrialState.COMPLETE	0.02164483002832861	2019-12-28 01:15:34.455597	2019-12-28 01:23:34.288126	150.0	1	31.0	0.021365283401516205	1500.0	1.0215444804853826	0.000708215297450425	0.02164483002832861	0.015979107648725212	0.0184578611898017	20709.455205382437	0.0097240349147572	0.000708215297450425	0.02164483002832861	0.015979107648725212	0.0184578611898017	20709.44745927762	0.009724035125111387	0.000708215297450425	0.02164483002832861	0.015979107648725212	0.0184578611898017	20709.46295148725	0.00972403470465783	23	0.024344900849858356	0.022544853635505194															
24	TrialState.COMPLETE	0.3556657223796034	2019-12-28 01:23:34.288909	2019-12-28 02:14:10.431990	150.0	1	61.0	0.001273236701369756	700.0	0.08734776192967483	0.008982530689329556	0.3556657223796034	0.18561142587346555	0.26058781869688386	1770.3776735127478	0.12774869856672166	0.008982530689329556	0.3556657223796034	0.18561142587346555	0.26058781869688386	1770.376983002833	0.12774869868723568	0.008982530689329556	0.3556657223796034	0.18561142587346555	0.26058781869688386	1770.378364022663	0.1277486984463879	24											0.354761385922859	0.3552458518818292					
25	TrialState.COMPLETE	0.020228399433427764	2019-12-28 02:14:10.433006	2019-12-28 02:21:59.058817	150.0	1	31.0	0.016376030649806944	500.0	0.9037920771839971	0.000708215297450425	0.020228399433427764	0.01137570821529745	0.015138101983002833	18321.216647485835	0.008579631728886171	0.000708215297450425	0.020228399433427764	0.01137570821529745	0.015138101983002833	18321.210428470255	0.008579631865369107	0.000708215297450425	0.020228399433427764	0.01137570821529745	0.015138101983002833	18321.222866501415	0.008579631592469886	25	0.024521954674220962	0.02165958451369216															
26	TrialState.COMPLETE	0.044351983002832863	2019-12-28 02:21:59.059826	2019-12-28 02:29:41.917504	50.0	1	71.0	0.015621690393641289	700.0	0.3487981888885642	0.0009737960339943342	0.044351983002832863	0.018811968838526913	0.02779745042492918	7070.675460339943	0.016597875684120123	0.0009737960339943342	0.044351983002832863	0.018811968838526913	0.02779745042492918	7070.6732471671385	0.016597925103311324	0.0009737960339943342	0.044351983002832863	0.018811968838526913	0.02779745042492918	7070.677673512748	0.016597827831238202	26	0.0568342776203966	0.04851274787535411															
27	TrialState.COMPLETE	0.14374241197895588	2019-12-28 02:29:41.918496	2019-12-28 02:53:32.788000	350.0	2	11.0	0.004739204283487141	1500.0	0.346186912914633	0.023269931201942533	0.14374241197895588	0.07087211655200323	0.09864427357345204	7016.638342270336	0.06332795122947342	0.023269931201942533	0.14374241197895588	0.07087211655200323	0.09864427357345204	7016.6351679481995	0.06332832960429281	0.023269931201942533	0.14374241197895588	0.07087211655200323	0.09864427357345204	7016.641516592473	0.06332761426258933	27				0.1426699716713881	0.14329556185080264												
28	TrialState.COMPLETE	0.049884915014164304	2019-12-28 02:53:32.788960	2019-12-28 03:18:16.043261	150.0	2	81.0	0.008132317816178092	1500.0	0.5345843087917965	0.012083923512747875	0.049884915014164304	0.024831798866855524	0.03372875354107649	10835.563584454674	0.025390131239723574	0.012083923512747875	0.049884915014164304	0.024831798866855524	0.03372875354107649	10835.550416076487	0.025390144348538726	0.012083923512747875	0.049884915014164304	0.024831798866855524	0.03372875354107649	10835.576752832862	0.02539011824578287	28					0.04886685552407932	0.04944860380412788											
29	TrialState.COMPLETE	0.04457330028328612	2019-12-28 03:18:16.044252	2019-12-28 03:29:21.372070	450.0	1	31.0	0.05787011542675017	1600.0	1.1095096965655988	0.000708215297450425	0.04457330028328612	0.03448123229461757	0.03961579320113314	22494.118515403683	0.01918503387288894	0.000708215297450425	0.04457330028328612	0.03448123229461757	0.03961579320113314	22494.108312677054	0.01918503406374442	0.000708215297450425	0.04457330028328612	0.03448123229461757	0.03961579320113314	22494.128718130312	0.019185033682132938	29	0.046653682719546744	0.045266761095373															
30	TrialState.COMPLETE	0.03597143531633617	2019-12-28 03:29:21.372909	2019-12-28 03:53:39.153062	450.0	2	71.0	0.00726169231971261	900.0	0.6093090467517102	0.009265816808309726	0.03597143531633617	0.018767705382436262	0.02499409820585458	12351.03933545798	0.019189160860493177	0.009265816808309726	0.03597143531633617	0.018767705382436262	0.02499409820585458	12351.022574362607	0.019189166997489408	0.009265816808309726	0.03597143531633617	0.018767705382436262	0.02499409820585458	12351.056096553351	0.019189154760294005	30			0.035986189801699715	0.03597733711048159													
31	TrialState.COMPLETE	0.33715707469807665	2019-12-28 03:53:39.153853	2019-12-28 04:56:44.554603	50.0	1	31.0	0.0028221285644937934	1700.0	0.08214076199524585	0.009309303712539138	0.33715707469807665	0.16804271656478306	0.24104480393618608	1664.8745573654392	0.11939275523189187	0.009309303712539138	0.33715707469807665	0.16804271656478306	0.24104480393618608	1664.8740588191442	0.11939275668632016	0.009309303712539138	0.33715707469807665	0.16804271656478306	0.24104480393618608	1664.875055911734	0.11939275380087015	31													0.33510039993334445	0.3361858671702864			
32	TrialState.COMPLETE	0.04865045640541391	2019-12-28 04:56:44.555643	2019-12-28 05:24:13.220782	50.0	2	71.0	0.004738146052149547	1400.0	0.5247129268739659	0.00910843563109852	0.04865045640541391	0.02043988039030532	0.029882751022977654	10634.719045089707	0.022376133990022723	0.00910843563109852	0.04865045640541391	0.02043988039030532	0.029882751022977654	10634.706641485678	0.02237619016733166	0.00910843563109852	0.04865045640541391	0.02043988039030532	0.029882751022977654	10634.731448693736	0.022376081089378025	32						0.048032173209227036	0.048379957507082155										
33	TrialState.COMPLETE	0.21683191690273843	2019-12-28 05:24:13.221793	2019-12-28 06:44:11.373218	450.0	2	81.0	0.0013698752677200703	1200.0	0.45902774019920334	0.018567044381491975	0.21683191690273843	0.09956326723323891	0.14867799811142587	9302.714595136922	0.08125445364624069	0.018578847969782816	0.21684372049102926	0.09956326723323891	0.14867799811142587	9302.70697592068	0.08125867688782146	0.018567044381491975	0.21683191690273843	0.09956326723323891	0.14867799811142587	9302.722214353164	0.08125221865669831	33											0.21603290477228154	0.2164609469850263					
34	TrialState.COMPLETE	0.01589058073654391	2019-12-28 06:44:11.374266	2019-12-28 06:50:05.506613	50.0	1	1.0	0.08963142910575268	700.0	1.0835058004054976	0.000708215297450425	0.01589058073654391	0.011597025495750708	0.013677407932011332	21966.513854461755	0.0071427853318678566	0.000708215297450425	0.01589058073654391	0.011597025495750708	0.013677407932011332	21966.508808427763	0.007142785355720102	0.000708215297450425	0.01589058073654391	0.011597025495750708	0.013677407932011332	21966.51890049575	0.007142785308018757	34	0.014606940509915014	0.015462700661000944															
35	TrialState.COMPLETE	0.02903682719546742	2019-12-28 06:50:05.507613	2019-12-28 07:01:16.503643	450.0	2	31.0	0.018866899538947296	800.0	0.8733658871212527	0.006860835694050991	0.02903682719546742	0.01451841359773371	0.018811968838526913	17705.20505046034	0.014471736354733599	0.006860835694050991	0.02903682719546742	0.01451841359773371	0.018811968838526913	17705.193519830027	0.014471753523562643	0.006860835694050991	0.02903682719546742	0.01451841359773371	0.018811968838526913	17705.21658109065	0.014471719641423015	35	0.029390934844192633	0.029154863078375826															
36	TrialState.COMPLETE	0.023689801699716715	2019-12-28 07:01:16.504618	2019-12-28 07:13:25.561162	50.0	2	71.0	0.042620224433645326	1000.0	0.887100182766539	0.004390934844192634	0.023689801699716715	0.010977337110481586	0.015970254957507084	17983.796494334278	0.01124829636177358	0.004390934844192634	0.023689801699716715	0.010977337110481586	0.015970254957507084	17983.78031161473	0.011248296682758528	0.004390934844192634	0.023689801699716715	0.010977337110481586	0.015970254957507084	17983.812677053826	0.011248296041050527	36		0.023548158640226628	0.023636685552407933														
37	TrialState.COMPLETE	0.06018059490084986	2019-12-28 07:13:25.562195	2019-12-28 07:45:15.542316	50.0	2	41.0	0.007996081799508383	1500.0	0.4741525931484672	0.01565155807365439	0.06018059490084986	0.03194050991501417	0.04231586402266289	9610.263385269121	0.03137732551695362	0.01565155807365439	0.06018059490084986	0.03194050991501417	0.04231586402266289	9610.257312322947	0.03137736406469744	0.01565155807365439	0.06018059490084986	0.03194050991501417	0.04231586402266289	9610.269458215298	0.03137728856777156	37							0.05880400141643059	0.0595687755744413									
38	TrialState.COMPLETE	0.06187047529115518	2019-12-28 07:45:15.543322	2019-12-28 08:23:26.137938	350.0	2	91.0	0.004829453680752079	2000.0	0.5099199737623558	0.012846238589864651	0.06187047529115518	0.029607333962858043	0.04107648725212465	10335.258459238275	0.03007629848539329	0.012846238589864651	0.06189014793830658	0.029607333962858043	0.04109615989927605	10335.24689172175	0.03008075904778532	0.012846238589864651	0.06187047529115518	0.029607333962858043	0.04107648725212465	10335.2700267548	0.030073219799630048	38						0.061640024281667344	0.06176965297450425										
39	TrialState.COMPLETE	0.1151292492917847	2019-12-28 08:23:26.138879	2019-12-28 08:34:33.645987	350.0	1	91.0	0.0032661251047510836	1500.0	0.5264593121279951	0.0007524787535410764	0.1151292492917847	0.062367209631728045	0.08618094900849858	10670.469059844192	0.04058150665500175	0.0007524787535410764	0.1151292492917847	0.062367209631728045	0.08618094900849858	10670.4651203966	0.040581508051870434	0.0007524787535410764	0.1151292492917847	0.062367209631728045	0.08618094900849858	10670.472999291786	0.04058150526458018	39	0.20370042492917848	0.1446529745042493															
40	TrialState.COMPLETE	0.040589589235127475	2019-12-28 08:34:33.647008	2019-12-28 08:43:49.812583	250.0	1	91.0	0.042024645213532254	2000.0	1.0938758356789302	0.000708215297450425	0.040589589235127475	0.033950070821529746	0.037181303116147306	22177.087730169973	0.018283199824360587	0.000708215297450425	0.040589589235127475	0.033950070821529746	0.037181303116147306	22177.075911827196	0.018283200135884463	0.000708215297450425	0.040589589235127475	0.033950070821529746	0.037181303116147306	22177.09954851275	0.018283199513122027	40	0.03921742209631728	0.040132200188857416															
41	TrialState.COMPLETE	0.025717067988668556	2019-12-28 08:43:49.813598	2019-12-28 08:55:16.433883	450.0	1	41.0	0.0076043482278868885	1400.0	0.7514843978482594	0.000708215297450425	0.025717067988668556	0.013721671388101982	0.018280807365439092	15232.444537889518	0.010998244473581076	0.000708215297450425	0.025717067988668556	0.013721671388101982	0.018280807365439092	15232.435596671388	0.010998244594926777	0.000708215297450425	0.025717067988668556	0.013721671388101982	0.018280807365439092	15232.45347910765	0.010998244352272972	41	0.032843484419263456	0.028092540132200187															
42	TrialState.COMPLETE	0.4253476693278393	2019-12-28 08:55:16.434919	2019-12-28 10:11:25.980715	50.0	1	71.0	0.0010121885818986207	1100.0	0.08401664927496197	0.030195724954931755	0.4253476693278393	0.24922740149369044	0.3331589621426732	1702.9694099278909	0.16861144071227718	0.030195724954931755	0.4253476693278393	0.24922740149369044	0.3331589621426732	1702.9687821916045	0.16861144095495853	0.030195724954931755	0.4253476693278393	0.24922740149369044	0.3331589621426732	1702.9700376641772	0.16861144047040205	42																0.4236898016997167	0.42455820855254284
43	TrialState.COMPLETE	0.1193342776203966	2019-12-28 10:11:25.981689	2019-12-28 10:22:13.528330	350.0	1	71.0	0.003159845709589044	1900.0	0.5194134068107079	0.0007524787535410764	0.1193342776203966	0.06639518413597734	0.09220077903682719	10527.918223264873	0.04255660215065105	0.0007524787535410764	0.1193342776203966	0.06639518413597734	0.09220077903682719	10527.913907577904	0.042556602308188134	0.0007524787535410764	0.1193342776203966	0.06639518413597734	0.09220077903682719	10527.922538951841	0.04255660199324243	43	0.20662181303116148	0.14843012275731823															
44	TrialState.COMPLETE	0.014385623229461757	2019-12-28 10:22:13.529375	2019-12-28 10:30:01.586745	50.0	1	91.0	0.02103226271517857	700.0	0.6848055062384937	0.000708215297450425	0.014385623229461757	0.006595254957507082	0.009605169971671388	13882.145139872522	0.006284810256028115	0.000708215297450425	0.014385623229461757	0.006595254957507082	0.009605169971671388	13882.141023371105	0.0062848106614906305	0.000708215297450425	0.014385623229461757	0.006595254957507082	0.009605169971671388	13882.149256373938	0.0062848098514386485	44	0.015492209631728045	0.014754485363550519															
45	TrialState.COMPLETE	0.021458923512747877	2019-12-28 10:30:01.587705	2019-12-28 10:42:05.104221	50.0	2	71.0	0.052060917677894836	500.0	0.9013420835115039	0.004674220963172804	0.021458923512747877	0.010056657223796034	0.013774787535410764	18272.56496104816	0.010699055790518528	0.004674220963172804	0.021458923512747877	0.010056657223796034	0.013774787535410764	18272.54932719547	0.010699057277974273	0.004674220963172804	0.021458923512747877	0.010056657223796034	0.013774787535410764	18272.58059490085	0.010699054310109231	45		0.019711992445703493	0.020803824362606232														
46	TrialState.COMPLETE	0.08589077746301542	2019-12-28 10:42:05.105228	2019-12-28 11:10:27.580021	150.0	2	51.0	0.004997953775727246	1400.0	0.4673729108988447	0.017311929493232608	0.08589077746301542	0.039128895184135974	0.05567359143846396	9472.588644948064	0.04031378363719232	0.017311929493232608	0.08589077746301542	0.039128895184135974	0.05567359143846396	9472.582979225685	0.04031396077135522	0.017311929493232608	0.08589077746301542	0.039128895184135974	0.05567359143846396	9472.594310670444	0.040313623414915026	46						0.0848846620801295	0.08545060198300283										
47	TrialState.COMPLETE	0.04439624645892351	2019-12-28 11:10:27.581007	2019-12-28 11:19:59.234847	350.0	1	11.0	0.07450314101023515	1200.0	1.0988370387107131	0.000708215297450425	0.04439624645892351	0.03558781869688385	0.03917315864022663	22277.679421919263	0.01950488952538951	0.000708215297450425	0.04439624645892351	0.03558781869688385	0.03917315864022663	22277.66882082153	0.019504889820431907	0.000708215297450425	0.04439624645892351	0.03558781869688385	0.03917315864022663	22277.690023016996	0.01950488923061144	47	0.044529036827195466	0.044440509915014165															
48	TrialState.COMPLETE	0.044706090651558075	2019-12-28 11:19:59.236468	2019-12-28 11:31:37.925248	450.0	1	51.0	0.032030756455315605	1600.0	1.1243509941768683	0.000708215297450425	0.044706090651558075	0.034791076487252125	0.039128895184135974	22794.986875885268	0.01929667181448268	0.000708215297450425	0.044706090651558075	0.034791076487252125	0.039128895184135974	22794.977425637393	0.019296672058367575	0.000708215297450425	0.044706090651558075	0.034791076487252125	0.039128895184135974	22794.996326133143	0.019296671570791422	48	0.046211048158640224	0.04520774315391879															
