number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.44662921348314605	2020-05-21 21:43:58.610991	2020-05-21 21:56:54.497556	7.631330399362544	128	256	2	44	0.001002054923188931	512	0.3285104518491175	0.08380149812734082	0.44662921348314605	0.19241573033707865	0.29119850187265917	15.82256554307116	0.19902168296949455	0.08380149812734082	0.44662921348314605	0.19241573033707865	0.29119850187265917	15.82256554307116	0.19902168296949455	3280293577	200	0.08380149812734082	0.44662921348314605	0.19241573033707865	0.29119850187265917	15.82256554307116	0.19902168296949455	0	COMPLETE
1	0.5594569288389513	2020-05-21 21:56:54.622693	2020-05-21 22:00:49.860098	3.8940849205345986	64	128	1	24	0.015867764274994034	512	0.2632240567614467	0.10299625468164794	0.5594569288389513	0.24906367041198502	0.3647003745318352	12.666666666666666	0.2394729928476913	0.10299625468164794	0.5594569288389513	0.24906367041198502	0.3647003745318352	12.666666666666666	0.2394729928476913	44193895	250	0.10299625468164794	0.5594569288389513	0.24906367041198502	0.3647003745318352	12.666666666666666	0.2394729928476913	1	COMPLETE
2	0.6891385767790262	2020-05-21 22:00:49.961587	2020-05-21 22:15:38.975738	2.4293639315207063	64	128	1	60	0.0017595463680161057	128	0.2013628849906198	0.15917602996254682	0.6891385767790262	0.33380149812734083	0.46863295880149813	9.616573033707866	0.310969963424502	0.15917602996254682	0.6891385767790262	0.33380149812734083	0.46863295880149813	9.616573033707866	0.310969963424502	2407582494	300	0.15917602996254682	0.6891385767790262	0.33380149812734083	0.46863295880149813	9.616573033707866	0.310969963424502	2	COMPLETE
3	0.3661048689138577	2020-05-21 22:15:39.091371	2020-05-21 23:16:11.402044	9.482393648733073	256	128	2	75	0.06406647287368078	128	0.42326212677780245	0.03745318352059925	0.3661048689138577	0.1104868913857678	0.1896067415730337	20.420177902621724	0.13600805873694358	0.03745318352059925	0.3661048689138577	0.1104868913857678	0.1896067415730337	20.41994382022472	0.13600827048040534	3380288531	400	0.03745318352059925	0.3661048689138577	0.1104868913857678	0.1896067415730337	20.420411985018728	0.13600785322123066	3	COMPLETE
4	0.40870786516853935	2020-05-21 23:16:11.544275	2020-05-21 23:22:44.259761	5.822383419910103	64	128	1	96	0.050036744010182356	256	0.36585969743685104	0.0650749063670412	0.40870786516853935	0.149812734082397	0.225187265917603	17.654026217228463	0.17090939354272341	0.0650749063670412	0.40870786516853935	0.149812734082397	0.225187265917603	17.654026217228463	0.17090939354272341	558096417	150	0.0650749063670412	0.40870786516853935	0.149812734082397	0.225187265917603	17.654026217228463	0.17090939354272341	4	COMPLETE
5	0.43258426966292135	2020-05-21 23:22:44.364439	2020-05-21 23:29:01.104142	6.42713375316349	256	64	2	56	0.014307198374806238	512	0.34059529344042	0.06741573033707865	0.43258426966292135	0.1601123595505618	0.2588951310861423	16.41994382022472	0.1795345809016565	0.06741573033707865	0.43258426966292135	0.1601123595505618	0.2588951310861423	16.41994382022472	0.1795345809016565	1804112313	150	0.06741573033707865	0.43258426966292135	0.1601123595505618	0.2588951310861423	16.41994382022472	0.1795345809016565	5	COMPLETE
6	0.41619850187265917	2020-05-21 23:29:01.173621	2020-05-21 23:34:13.349419	6.861968486081186	64	64	2	74	0.008370303083207324	256	0.3483384831761418	0.075374531835206	0.41619850187265917	0.17134831460674158	0.25234082397003743	16.790730337078653	0.18390215497282342	0.075374531835206	0.41619850187265917	0.17134831460674158	0.25234082397003743	16.790730337078653	0.18390215497282342	3207148601	200	0.075374531835206	0.41619850187265917	0.17134831460674158	0.25234082397003743	16.790730337078653	0.18390215497282342	6	COMPLETE
7	0.522003745318352	2020-05-21 23:34:13.451377	2020-05-21 23:42:47.515179	3.86774055943195	256	256	2	6	0.06293995471718271	512	0.2841225429097965	0.07771535580524344	0.522003745318352	0.20599250936329588	0.3211610486891386	13.658239700374532	0.20856241341047976	0.07771535580524344	0.522003745318352	0.20599250936329588	0.3211610486891386	13.658239700374532	0.20856241341047976	4112432199	300	0.07771535580524344	0.522003745318352	0.20599250936329588	0.3211610486891386	13.658239700374532	0.20856241341047976	7	COMPLETE
8	0.43352059925093633	2020-05-21 23:42:47.631420	2020-05-22 00:10:42.584535	5.543214951484153	256	256	2	71	0.008264382016691729	128	0.3379871904795941	0.07209737827715355	0.43352059925093633	0.19101123595505617	0.2794943820224719	16.272940074906366	0.18937402020243524	0.07209737827715355	0.43352059925093633	0.19101123595505617	0.2794943820224719	16.272940074906366	0.18937402020243524	695758376	150	0.07209737827715355	0.43352059925093633	0.19101123595505617	0.2794943820224719	16.272940074906366	0.18937402020243524	8	COMPLETE
9	0.44897003745318353	2020-05-22 00:10:42.679193	2020-05-22 00:13:51.109914	8.059807651252804	64	64	1	20	0.0011684913723276403	256	0.325516088116628	0.08333333333333333	0.44897003745318353	0.1952247191011236	0.28277153558052437	15.674157303370787	0.19947143743773996	0.08333333333333333	0.44897003745318353	0.1952247191011236	0.28277153558052437	15.674157303370787	0.19947143743773996	1676601370	200	0.08333333333333333	0.44897003745318353	0.1952247191011236	0.28277153558052437	15.674157303370787	0.19947143743773996	9	COMPLETE
10	0.4339887640449438	2020-05-22 00:13:51.237081	2020-05-22 00:29:02.712876	9.026248198957529	256	256	2	24	0.0032534577515264586	256	0.34243412658028055	0.07116104868913857	0.4339887640449438	0.1793071161048689	0.26779026217228463	16.500936329588015	0.18585554273412117	0.07116104868913857	0.4339887640449438	0.1793071161048689	0.26779026217228463	16.500936329588015	0.18585554273412117	1161359182	200	0.07116104868913857	0.4339887640449438	0.1793071161048689	0.26779026217228463	16.500936329588015	0.18585554273412117	10	COMPLETE
11	0.6961610486891385	2020-05-22 00:29:02.822807	2020-05-22 00:42:32.007456	2.190953347597643	256	64	2	73	0.0018343580147622233	256	0.20326471082475525	0.14747191011235955	0.6961610486891385	0.352059925093633	0.46441947565543074	9.69569288389513	0.30847713126531695	0.14747191011235955	0.6961610486891385	0.352059925093633	0.46441947565543074	9.69569288389513	0.30847713126531695	1464209650	200	0.14747191011235955	0.6961610486891385	0.352059925093633	0.46441947565543074	9.69569288389513	0.30847713126531695	11	COMPLETE
12	0.4452247191011236	2020-05-22 00:42:32.091086	2020-05-22 00:49:20.495457	9.60871678442681	64	128	2	82	0.01130397231537207	128	0.34391482302496973	0.07116104868913857	0.4452247191011236	0.18867041198501872	0.26591760299625467	16.586610486891384	0.18765733644751512	0.07116104868913857	0.4452247191011236	0.18867041198501872	0.26591760299625467	16.586610486891384	0.18765733644751512	2802855717	150	0.07116104868913857	0.4452247191011236	0.18867041198501872	0.26591760299625467	16.586610486891384	0.18765733644751512	12	COMPLETE
13	0.45271535580524347	2020-05-22 00:49:20.570138	2020-05-22 00:53:09.975676	4.582540299372486	256	64	2	28	0.03157165039044091	512	0.3281262372873291	0.07162921348314606	0.45271535580524347	0.18632958801498128	0.2799625468164794	15.80243445692884	0.19071997662057621	0.07162921348314606	0.45271535580524347	0.18632958801498128	0.2799625468164794	15.80243445692884	0.19071997662057621	3880873298	150	0.07162921348314606	0.45271535580524347	0.18632958801498128	0.2799625468164794	15.80243445692884	0.19071997662057621	13	COMPLETE
14	0.5861423220973783	2020-05-22 00:53:10.066878	2020-05-22 01:16:49.127376	3.3200238812188942	128	128	2	63	0.009916210032804813	256	0.24640025335454735	0.12172284644194757	0.5861423220973783	0.27574906367041196	0.3895131086142322	11.84129213483146	0.26167658686152395	0.12172284644194757	0.5861423220973783	0.27574906367041196	0.3895131086142322	11.84129213483146	0.26167658686152395	1951081014	350	0.12172284644194757	0.5861423220973783	0.27574906367041196	0.3895131086142322	11.84129213483146	0.26167658686152395	14	COMPLETE
15	0.399812734082397	2020-05-22 01:16:49.215424	2020-05-22 01:21:29.722267	9.305878930774835	128	64	1	72	0.08638036146088747	512	0.36199093202289456	0.05149812734082397	0.399812734082397	0.16198501872659177	0.23782771535580524	17.455992509363295	0.1645153391597996	0.05149812734082397	0.399812734082397	0.16198501872659177	0.23782771535580524	17.455992509363295	0.1645153391597996	1741927796	150	0.05149812734082397	0.399812734082397	0.16198501872659177	0.23782771535580524	17.455992509363295	0.1645153391597996	15	COMPLETE
16	0.5931647940074907	2020-05-22 01:21:29.801359	2020-05-22 01:37:28.518243	3.259021422607932	64	256	2	76	0.0910276133663219	512	0.24609948470421164	0.11797752808988764	0.5931647940074907	0.26732209737827717	0.3801498127340824	11.795880149812733	0.2558162635773384	0.11797752808988764	0.5931647940074907	0.26732209737827717	0.3801498127340824	11.795880149812733	0.2558162635773384	1192595943	250	0.11797752808988764	0.5931647940074907	0.26732209737827717	0.3801498127340824	11.795880149812733	0.2558162635773384	16	COMPLETE
