number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.033707865168539325	2020-04-09 20:04:24.341364	2020-04-09 20:06:23.294925	256	128	92	256	1.2691529181102215	0.0	0.033707865168539325	0.0046816479400749065	0.011235955056179775	61.304307116104866	0.02593853973125281	0.0	0.033707865168539325	0.0046816479400749065	0.011235955056179775	61.304307116104866	0.02593853973125281	1133254646	150.0	0.0	0.033707865168539325	0.0046816479400749065	0.011235955056179775	61.304307116104866	0.02593853973125281	0	COMPLETE
1	0.015917602996254682	2020-04-09 20:06:23.326696	2020-04-09 20:08:15.120578	256	256	47	256	1.4051915895253113	0.0	0.015917602996254682	0.0023408239700374533	0.004213483146067416	67.83029026217228	0.020181740333053966	0.0	0.015917602996254682	0.0023408239700374533	0.004213483146067416	67.83005617977528	0.02018192872934934	443109031	150.0	0.0	0.015917602996254682	0.0023408239700374533	0.004213483146067416	67.83052434456928	0.020181557169989015	1	COMPLETE
2	0.03838951310861423	2020-04-09 20:08:15.159670	2020-04-09 20:09:35.369434	256	256	48	512	1.2395349725460012	0.0	0.03838951310861423	0.006086142322097378	0.013108614232209739	59.798455056179776	0.02725114150803068	0.0	0.03838951310861423	0.006086142322097378	0.013108614232209739	59.79822097378277	0.02725117696700167	2055662472	150.0	0.0	0.03838951310861423	0.006086142322097378	0.013108614232209739	59.798689138576776	0.027251106481486164	2	COMPLETE
3	0.05337078651685393	2020-04-09 20:09:35.434027	2020-04-09 20:10:35.865585	64	64	82	512	1.1411564405955206	0.0	0.05337078651685393	0.012172284644194757	0.020131086142322098	55.12172284644195	0.033241808295822795	0.0	0.05337078651685393	0.012172284644194757	0.020131086142322098	55.12172284644195	0.033241808295822795	3757619182	150.0	0.0	0.05337078651685393	0.012172284644194757	0.020131086142322098	55.12172284644195	0.033241808295822795	3	COMPLETE
4	0.017322097378277154	2020-04-09 20:10:35.903645	2020-04-09 20:13:51.344065	64	256	73	128	1.3774124787272781	0.0	0.017322097378277154	0.0023408239700374533	0.006086142322097378	66.50561797752809	0.021192362346277006	0.0	0.017322097378277154	0.0023408239700374533	0.006086142322097378	66.50561797752809	0.021192362346277006	3115691560	150.0	0.0	0.017322097378277154	0.0023408239700374533	0.006086142322097378	66.50561797752809	0.021192362346277006	4	COMPLETE
5	0.05805243445692884	2020-04-09 20:13:51.370842	2020-04-09 20:14:54.904789	256	128	39	512	1.1559629564797889	0.0	0.05805243445692884	0.011235955056179775	0.024344569288389514	55.68352059925093	0.0331732574993209	0.0	0.05805243445692884	0.011235955056179775	0.024344569288389514	55.68352059925093	0.0331732574993209	2187303422	150.0	0.0	0.05805243445692884	0.011235955056179775	0.024344569288389514	55.68352059925093	0.0331732574993209	5	COMPLETE
6	0.039794007490636704	2020-04-09 20:14:54.931608	2020-04-09 20:16:38.906233	128	64	60	256	1.2323196168120407	0.0	0.039794007490636704	0.009831460674157303	0.01544943820224719	59.453183520599254	0.027825433572453904	0.0	0.039794007490636704	0.009831460674157303	0.01544943820224719	59.453183520599254	0.027825433572453904	3921510767	150.0	0.0	0.039794007490636704	0.009831460674157303	0.01544943820224719	59.453183520599254	0.027825433572453904	6	COMPLETE
7	0.07069288389513109	2020-04-09 20:16:38.927612	2020-04-09 20:17:36.179719	64	64	46	512	1.071583497554259	0.0	0.07069288389513109	0.011704119850187267	0.02902621722846442	51.70786516853933	0.036832017492694456	0.0	0.07069288389513109	0.011704119850187267	0.02902621722846442	51.70786516853933	0.036832017492694456	1362653063	150.0	0.0	0.07069288389513109	0.011704119850187267	0.02902621722846442	51.70786516853933	0.036832017492694456	7	COMPLETE
8	0.05571161048689138	2020-04-09 20:17:36.208306	2020-04-09 20:18:52.110649	256	128	69	512	1.1846534777868694	0.0	0.05571161048689138	0.009831460674157303	0.02153558052434457	57.162921348314605	0.031891630776510506	0.0	0.05571161048689138	0.009831460674157303	0.02153558052434457	57.162921348314605	0.031891630776510506	1165100922	150.0	0.0	0.05571161048689138	0.009831460674157303	0.02153558052434457	57.162921348314605	0.031891630776510506	8	COMPLETE
9	0.07724719101123595	2020-04-09 20:18:52.170168	2020-04-09 20:41:09.289012	256	256	37	128	0.8950583849255735	0.0	0.07724719101123595	0.009363295880149813	0.02247191011235955	42.77996254681648	0.042129724338007206	0.0	0.07724719101123595	0.009363295880149813	0.02247191011235955	42.77996254681648	0.042129724338007206	681646966	750.0	0.0	0.07724719101123595	0.009363295880149813	0.02247191011235955	42.77996254681648	0.042129724338007206	9	COMPLETE
