number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.3682031004091911	2020-01-03 20:39:50.910815	2020-01-03 21:25:25.695691	2.820409041809414	450.0	2	16.0	0.005530538711148601	1900.0	0.3553922893131948	0.000708215297450425	0.3682031004091911	0.23206838212149827	0.30701133144475923	7203.489829241423	0.1316932621154609	0.000708215297450425	0.3682031004091911	0.23206838212149827	0.30701133144475923	7203.484586480957	0.13169326754275895	0.000708215297450425	0.3682031004091911	0.23206838212149827	0.30701133144475923	7203.495072001889	0.1316932567984705	9						0.3666010092067989	0.3674491751374771													
10	TrialState.COMPLETE	0.3570323156017207	2020-01-03 21:25:25.696709	2020-01-03 22:18:41.890572	1.011581831112343	150.0	1	26.0	0.005732473149354813	1900.0	0.3449612857043188	0.000708215297450425	0.3570323156017207	0.22666824047843878	0.30076854474871473	6991.961739980065	0.12759323613576803	0.000708215297450425	0.3570323156017207	0.22666824047843878	0.30076854474871473	6991.957421834015	0.12759324333447897	0.000708215297450425	0.3570323156017207	0.22666824047843878	0.30076854474871473	6991.966058126115	0.12759322912017124	10															0.3553116147308782	0.3562050555676618				
11	TrialState.COMPLETE	0.35870335016627664	2020-01-03 22:18:41.891725	2020-01-03 23:05:21.194946	5.85581594223162	250.0	2	11.0	0.0039988401202867676	1100.0	0.36775786309336495	0.000708215297450425	0.35870335016627664	0.23214835570883113	0.3056179948269491	7454.183096748368	0.1295737810737214	0.000708215297450425	0.35870335016627664	0.23214835570883113	0.3056179948269491	7454.178493348934	0.12957378395890745	0.000708215297450425	0.35870335016627664	0.23214835570883113	0.3056179948269491	7454.1877001478015	0.12957377822967847	11											0.3571681505463375	0.35797064125676026								
12	TrialState.COMPLETE	0.3459378794010522	2020-01-03 23:05:21.196426	2020-01-03 23:48:07.498366	6.152082934803753	50.0	2	46.0	0.036010774532869654	1000.0	0.2749542089801339	0.000708215297450425	0.3459378794010522	0.2055847834884662	0.2800485633346823	5572.836984014569	0.12163091203851088	0.000708215297450425	0.3459378794010522	0.2055847834884662	0.2800485633346823	5572.834994266828	0.12163091331204608	0.000708215297450425	0.3459378794010522	0.2055847834884662	0.2800485633346823	5572.838973762309	0.12163091077375258	12																				
13	TrialState.COMPLETE	0.3330199277131972	2020-01-03 23:48:07.499618	2020-01-04 00:41:00.088172	1.2231027629915978	50.0	2	11.0	0.0364299346741725	1600.0	0.2788363057432309	0.000708215297450425	0.3330199277131972	0.19718911790563642	0.26753443391618636	5651.856992405002	0.11776523809371175	0.000708215297450425	0.3330199277131972	0.19718911790563642	0.26753443391618636	5651.854675442024	0.11776523927167754	0.000708215297450425	0.3330199277131972	0.19718911790563642	0.26753443391618636	5651.859309367979	0.11776523692983236	13																	0.33156279508970726	0.3323173816268717		
14	TrialState.COMPLETE	0.34698755564548767	2020-01-04 00:41:00.089537	2020-01-04 01:34:34.011202	8.406717692595418	50.0	2	31.0	0.02701098358141515	1800.0	0.27645115624709343	0.000708215297450425	0.34698755564548767	0.20918277013354916	0.28274863415621204	5603.282299676244	0.12278523384738772	0.000708215297450425	0.34698755564548767	0.20918277013354916	0.28274863415621204	5603.279605928774	0.1227852344558505	0.000708215297450425	0.34698755564548767	0.20918277013354916	0.28274863415621204	5603.284993423715	0.12278523324234725	14																0.3452277184571802	0.3461402266288952			
15	TrialState.COMPLETE	0.34014349057765736	2020-01-04 01:34:34.012286	2020-01-04 02:18:44.157836	5.109421285704159	50.0	2	21.0	0.049116295413524365	1100.0	0.27796031161998247	0.000708215297450425	0.34014349057765736	0.20171819189555365	0.27341729277004556	5633.992925545018	0.12007366908323845	0.000708215297450425	0.34014349057765736	0.20171819189555365	0.27341729277004556	5633.99026203966	0.12007367197038124	0.000708215297450425	0.34014349057765736	0.20171819189555365	0.27341729277004556	5633.995589050376	0.12007366625253163	15																				
16	TrialState.COMPLETE	0.30256889003347925	2020-01-04 02:18:44.159216	2020-01-04 02:39:35.490556	1.6152397088921315	50.0	1	36.0	0.010481605570388863	500.0	0.35481294386508266	0.000708215297450425	0.30256889003347925	0.1842164563481844	0.2482455575585887	7191.654801377801	0.10761378050807838	0.000708215297450425	0.30256889003347925	0.1842164563481844	0.2482455575585887	7191.65196046871	0.107613780869804	0.000708215297450425	0.30256889003347925	0.1842164563481844	0.2482455575585887	7191.657642286891	0.1076137801469433	16																				
17	TrialState.COMPLETE	0.3692162417374882	2020-01-04 02:39:35.491762	2020-01-04 03:23:10.606667	6.37683316715702	250.0	1	26.0	0.011900338098912546	1000.0	0.3253144969811556	0.000708215297450425	0.3692162417374882	0.23019526507486848	0.30658977472008636	6593.4106889923105	0.13100824412031079	0.000708215297450425	0.3692162417374882	0.23019526507486848	0.30658977472008636	6593.406583029812	0.13100824472776773	0.000708215297450425	0.3692162417374882	0.23019526507486848	0.30658977472008636	6593.414794954809	0.13100824351472654	17									0.3675451021321008	0.36842245042492916										
18	TrialState.COMPLETE	0.36275672804532577	2020-01-04 03:23:10.607712	2020-01-04 04:07:49.623192	3.6795161365778983	350.0	1	11.0	0.0067079278932235045	1800.0	0.34693633984160993	0.000708215297450425	0.36275672804532577	0.22911650141643058	0.3032400849858357	7032.242581444759	0.12991775012831658	0.000708215297450425	0.36275672804532577	0.22911650141643058	0.3032400849858357	7032.238057719546	0.12991775263216743	0.000708215297450425	0.36275672804532577	0.22911650141643058	0.3032400849858357	7032.247105169971	0.1299177476465212	18								0.36129800125904943	0.36206575219919485											
19	TrialState.COMPLETE	0.3446829374591414	2020-01-04 04:07:49.624347	2020-01-04 04:36:32.387393	2.272970480024791	250.0	1	41.0	0.003906922942964086	600.0	0.3873420331045728	0.000708215297450425	0.3446829374591414	0.23051045979516235	0.2982675964262366	7850.740016888211	0.1250316112432968	0.000708215297450425	0.3446829374591414	0.23051045979516235	0.2982675964262366	7850.735263674003	0.12503161709512192	0.000708215297450425	0.3446829374591414	0.23051045979516235	0.2982675964262366	7850.744770102418	0.12503160550578882	19																				
20	TrialState.COMPLETE	0.3641702077431539	2020-01-04 04:36:32.388602	2020-01-04 05:05:19.783797	8.158568872293174	450.0	2	16.0	0.04481086974259134	1100.0	0.337328469547031	0.000708215297450425	0.3641702077431539	0.2233976628895184	0.29823241265344663	6837.41100832153	0.12997427401610173	0.000708215297450425	0.3641702077431539	0.2233976628895184	0.29823241265344663	6837.406368035883	0.12997427461209185	0.000708215297450425	0.3641702077431539	0.2233976628895184	0.29823241265344663	6837.415648607177	0.12997427342146267	20	0.3625354107648725	0.36342711820757145																		
21	TrialState.COMPLETE	0.35483061850802644	2020-01-04 05:05:19.784917	2020-01-04 05:51:27.332254	7.247884092472653	150.0	1	11.0	0.06291197476063815	1800.0	0.3034472544087673	0.000708215297450425	0.35483061850802644	0.21208834985835695	0.2883173984891407	6150.470218071294	0.12542822985857574	0.000708215297450425	0.35483061850802644	0.21208834985835695	0.2883173984891407	6150.466684372049	0.12542823868051503	0.000708215297450425	0.35483061850802644	0.21208834985835695	0.2883173984891407	6150.473751770538	0.1254282212894595	21												0.3531740921967551	0.35403836679394013							
22	TrialState.COMPLETE	0.3439080837717523	2020-01-04 05:51:27.333691	2020-01-04 06:45:25.952006	3.450257765926483	50.0	2	26.0	0.03406579079461633	1500.0	0.2717821968193487	0.000708215297450425	0.3439080837717523	0.2047690712262242	0.2786953662484824	5508.777402240996	0.12161949859568603	0.000708215297450425	0.3439080837717523	0.2047690712262242	0.2786953662484824	5508.775160613112	0.12161949952987589	0.000708215297450425	0.3439080837717523	0.2047690712262242	0.2786953662484824	5508.779643868879	0.12161949766674997	22																0.34192498365657004	0.3429532577903683			
23	TrialState.COMPLETE	0.3638456090651558	2020-01-04 06:45:25.953065	2020-01-04 07:43:31.969315	8.963071044991006	450.0	1	26.0	0.0028345262465176036	1000.0	0.368714734641701	0.000708215297450425	0.3638456090651558	0.2383313098610549	0.31205314987184674	7473.1230060366925	0.13090362326391375	0.000708215297450425	0.3638456090651558	0.2383313098610549	0.31205314987184674	7473.118288816943	0.13090362429685767	0.000708215297450425	0.3638456090651558	0.2383313098610549	0.31205314987184674	7473.127723256442	0.13090362223738025	23																				
24	TrialState.COMPLETE	0.3643142809531745	2020-01-04 07:43:31.970387	2020-01-04 08:26:03.003721	1.3399390834113452	350.0	2	31.0	0.005790870523440496	800.0	0.3475071925651763	0.000708215297450425	0.3643142809531745	0.23146142309615064	0.3057094650891518	7043.544445717381	0.13072992436393366	0.000708215297450425	0.3643142809531745	0.23146142309615064	0.3057094650891518	7043.539222629562	0.1307299322405113	0.000708215297450425	0.3643142809531745	0.23146142309615064	0.3057094650891518	7043.549668805199	0.13072991670792938	24																				
25	TrialState.COMPLETE	0.3358963982193444	2020-01-04 08:26:03.005255	2020-01-04 09:11:16.638238	6.490799289874722	350.0	2	1.0	0.07197975430438645	1000.0	0.3393242793534233	0.000708215297450425	0.3358963982193444	0.20011297720221233	0.26764636449480644	6878.491240051261	0.11950461753700264	0.000708215297450425	0.3358963982193444	0.20011297720221233	0.26764636449480644	6878.487032915149	0.11950461885688367	0.000708215297450425	0.3358963982193444	0.20011297720221233	0.26764636449480644	6878.495447187373	0.11950461622347114	25																				
26	TrialState.COMPLETE	0.3752860100239704	2020-01-04 09:11:16.639411	2020-01-04 09:44:43.610425	1.665947450549022	450.0	2	36.0	0.017465004509874402	1600.0	0.3393198330660085	0.000708215297450425	0.3752860100239704	0.23721126607103943	0.3141207234691654	6877.359235399869	0.13380154983957274	0.000708215297450425	0.3752860100239704	0.23721126607103943	0.3141207234691654	6877.353658204402	0.13380155274617636	0.000708215297450425	0.3752860100239704	0.23721126607103943	0.3141207234691654	6877.364812595337	0.13380154696871802	26		0.37388938964718	0.37464589235127477																	
27	TrialState.COMPLETE	0.28610717658168083	2020-01-04 09:44:43.611637	2020-01-04 10:12:53.184691	2.723932070987042	50.0	1	21.0	0.002232653423759269	700.0	0.4355064993772538	0.000708215297450425	0.28610717658168083	0.1718130311614731	0.2310434372049103	8827.072733711047	0.10102446943944807	0.000708215297450425	0.28610717658168083	0.1718130311614731	0.2310434372049103	8827.07001888574	0.10102446964216796	0.000708215297450425	0.28610717658168083	0.1718130311614731	0.2310434372049103	8827.075448536356	0.10102446923710076	27																				
28	TrialState.COMPLETE	0.35422031934071596	2020-01-04 10:12:53.185466	2020-01-04 10:50:25.661221	8.312020047639725	150.0	2	1.0	0.005023756710182144	1900.0	0.38163628241619785	0.000708215297450425	0.35422031934071596	0.2313691089363894	0.3015065670873036	7735.989614183621	0.12916716339658776	0.000708215297450425	0.35422031934071596	0.2313691089363894	0.3015065670873036	7735.984548029874	0.12916717009486386	0.000708215297450425	0.35422031934071596	0.2313691089363894	0.3015065670873036	7735.994680337368	0.12916715689895078	28										0.35240793201133147	0.35335727775529474									
29	TrialState.COMPLETE	0.33447077002317793	2020-01-04 10:50:25.662674	2020-01-04 11:15:23.421138	5.514528956766518	350.0	1	16.0	0.0024251369538657217	500.0	0.42097945759578237	0.000708215297450425	0.33447077002317793	0.22545390162245688	0.29199394797836725	8532.534815220191	0.12154042649666648	0.000708215297450425	0.33447077002317793	0.22545390162245688	0.29199394797836725	8532.527990600052	0.12154042847079283	0.000708215297450425	0.33447077002317793	0.22545390162245688	0.29199394797836725	8532.54163984033	0.12154042453126454	29																				
30	TrialState.COMPLETE	0.3558315938571642	2020-01-04 11:15:23.422241	2020-01-04 12:02:41.599692	3.958840989549671	450.0	2	6.0	0.004129266647059205	1100.0	0.3768599326066221	0.000708215297450425	0.3558315938571642	0.22523110183390488	0.2984568361413449	7639.054625764127	0.12750872207434527	0.000708215297450425	0.3558315938571642	0.22524973907857462	0.2984568361413449	7639.049947815715	0.12750961219829265	0.000708215297450425	0.3558315938571642	0.22523110183390488	0.2984568361413449	7639.059303712539	0.12750805385823527	30							0.35418055324112646	0.3550519357884797												
31	TrialState.COMPLETE	0.33838021044111694	2020-01-04 12:02:41.600870	2020-01-04 13:16:11.575878	7.014347921579602	50.0	1	46.0	0.0010901288187467508	1700.0	0.43193683255248394	0.000708215297450425	0.33838021044111694	0.21898522865236747	0.289538648320518	8754.446092169163	0.1211017142313029	0.000708215297450425	0.33838021044111694	0.21898522865236747	0.289538648320518	8754.443438891138	0.12110174066202657	0.000708215297450425	0.33838021044111694	0.21898522865236747	0.289538648320518	8754.448745447187	0.12110168952034008	31																				
32	TrialState.COMPLETE	0.3628541076487252	2020-01-04 13:16:11.577040	2020-01-04 14:01:46.247421	9.902880076146658	350.0	2	11.0	0.007269369235004053	1300.0	0.3503941211347873	0.000708215297450425	0.3628541076487252	0.22778859773371105	0.3016111898016997	7102.374309490085	0.12938261051786829	0.000708215297450425	0.3628541076487252	0.22778859773371105	0.3016111898016997	7102.369661827195	0.12938261122159508	0.000708215297450425	0.3628541076487252	0.22778859773371105	0.3016111898016997	7102.378957152974	0.12938260981658006	32								0.36091438463959713	0.36193529148650666											
