number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					loss.adversarial_temperature	loss.margin	model.embedding_dim	model.relation_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.005420518087412987	2020-01-19 04:04:45.581999	2020-01-19 11:30:19.421657	0.12598965146124375	23.476332588705212	150.0	250.0	200.0	0.002029862110309081	800.0	1.489497500029028	0.00510669861919434	0.005420518087412987	0.005135227661759671	0.005220814789455666	10664.40980543193	0.005418185954394963	0.00510669861919434	0.005420518087412987	0.005135227661759671	0.005220814789455666	10664.408193541025	0.005418187326315671	2374635015	0.00510669861919434	0.005420518087412987	0.005135227661759671	0.005220814789455666	10664.411417322835	0.00541818459420377	0
1	TrialState.COMPLETE	0.005277872874586329	2020-01-19 11:30:19.422551	2020-01-19 17:37:18.963544	0.4256130798743607	21.18244211580654	150.0	150.0	110.0	0.0020267119173281085	800.0	1.4871635359682616	0.00510669861919434	0.005277872874586329	0.005163756704325003	0.005192285746890335	10669.869279926967	0.005402691307842084	0.00510669861919434	0.005277872874586329	0.005163756704325003	0.005192285746890335	10669.867910532923	0.005402691368781089	2114908398	0.00510669861919434	0.005277872874586329	0.005163756704325003	0.005192285746890335	10669.870649321008	0.005402691246941503	1
2	TrialState.COMPLETE	0.0055346342576743125	2020-01-19 17:37:18.964447	2020-01-19 22:58:24.222763	0.7106602770560353	15.342444733236094	450.0	350.0	90.0	0.005901480183934646	600.0	1.5808727049910007	0.00510669861919434	0.0055346342576743125	0.005277872874586329	0.005277872874586329	11320.19027444939	0.00540886155743675	0.00510669861919434	0.0055346342576743125	0.005277872874586329	0.005277872874586329	11320.185467305717	0.005408861662450585	3976489856	0.00510669861919434	0.0055346342576743125	0.005277872874586329	0.005277872874586329	11320.195081593061	0.005408861452488716	2
3	TrialState.COMPLETE	0.005991098938719616	2020-01-19 22:58:24.223655	2020-01-20 04:34:34.160225	0.7094925648267295	21.421522811243616	450.0	450.0	140.0	0.06109299936952423	500.0	1.616104104509603	0.00510669861919434	0.005991098938719616	0.005563163300239644	0.005762866598196964	11566.536203355015	0.005571801262790966	0.00510669861919434	0.005991098938719616	0.005563163300239644	0.005762866598196964	11566.4957777017	0.005571802026427998	3464332641	0.00510669861919434	0.005991098938719616	0.005563163300239644	0.005762866598196964	11566.57662900833	0.005571800500332298	3
