number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					loss.adversarial_temperature	loss.margin	model.c_max	model.c_min	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.1135455894100194	2020-01-22 20:57:12.054826	2020-01-23 01:36:06.242364	0.13264223253074808	25.42821230380861	5.59922678597943	0.014059158742136525	150.0	100.0	0.022947701321664953	1300.0	0.36433563344743997	0.04305032523108524	0.1135455894100194	0.07015291566815017	0.08561565673855985	2595.15514093347	0.06811196117194189	0.04305032523108524	0.1135455894100194	0.07015291566815017	0.08561565673855985	2595.1508045190003	0.06811198364144526	1330008295	0.04305032523108524	0.1135455894100194	0.07015291566815017	0.08561565673855985	2595.15947734794	0.06811193908898919	0
1	TrialState.COMPLETE	0.11074974323861692	2020-01-23 01:36:06.243259	2020-01-23 06:58:47.334582	0.5738310223535517	6.575805805879149	8.600259937273508	0.02249921782970749	350.0	40.0	0.0011232564467925559	1500.0	0.4726691509151099	0.07009585758301952	0.11074974323861692	0.0864715280155198	0.09437407280611662	3342.304647381034	0.08528139392194997	0.07009585758301952	0.11074974323861692	0.0864715280155198	0.09437407280611662	3342.301181102362	0.08528139465989147	2992806557	0.07009585758301952	0.11074974323861692	0.0864715280155198	0.09437407280611662	3342.3081136597057	0.08528139318632973	1
2	TrialState.COMPLETE	0.18638023507931073	2020-01-23 06:58:47.335506	2020-01-23 12:57:59.189030	0.3417877167701546	21.017621419898536	2.1766334896783865	0.09268514002434713	250.0	50.0	0.03376378623239313	1700.0	0.20714821754242868	0.06778500513522766	0.18638023507931073	0.11254707292023279	0.13984936665525505	1470.7958319068812	0.10814526059119228	0.06778500513522766	0.18640876412187607	0.11254707292023279	0.13984936665525505	1470.788514207463	0.10814577740834576	401560035	0.06778500513522766	0.18638023507931073	0.11254707292023279	0.13984936665525505	1470.8031496062993	0.1081447940366017	2
3	TrialState.COMPLETE	0.12067785005135227	2020-01-23 12:57:59.189945	2020-01-23 16:34:59.343608	0.5883604817850236	6.743927213104975	4.673634163862814	0.038073799054026275	350.0	70.0	0.0030681882608157725	900.0	0.4670279430348197	0.07788428620335501	0.12067785005135227	0.09483053748716193	0.10361748259728404	3302.7568469702155	0.09358325208428582	0.07788428620335501	0.12067785005135227	0.09483053748716193	0.10361748259728404	3302.7530240785118	0.09358325480438524	3434064102	0.07788428620335501	0.12067785005135227	0.09483053748716193	0.10361748259728404	3302.7606698619193	0.09358324937733378	3
4	TrialState.COMPLETE	0.15134657080908365	2020-01-23 16:34:59.344515	2020-01-23 23:01:31.539307	0.4916372253669213	5.401900129483724	8.431901108350463	0.04897833818169303	150.0	100.0	0.019171028024420885	1800.0	0.3927772376166619	0.06068127353646011	0.15134657080908365	0.10116398493666552	0.1208775533493096	2776.940146068698	0.09218292895319587	0.06068127353646011	0.15134657080908365	0.10116398493666552	0.1208775533493096	2776.932528814333	0.09218296095464659	3070221498	0.06068127353646011	0.15134657080908365	0.10116398493666552	0.1208775533493096	2776.947763323063	0.09218289747278723	4
