number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
0	0.10486891385767791	2020-05-14 19:41:32.943575	2020-05-14 20:03:54.855403	256	0.21249635606525358	0.22629164916823452	57	0.19043808231612708	43	0.012084309026955918	128	1.005479215544017	0.009363295880149813	0.10486891385767791	0.025280898876404494	0.052434456928838954	48.50327715355805	0.05213023448010331	0.009363295880149813	0.10486891385767791	0.025280898876404494	0.052434456928838954	48.50327715355805	0.05213023448010331		3400865147.0	150.0	0.009363295880149813	0.10486891385767791	0.025280898876404494	0.052434456928838954	48.50327715355805	0.05213023448010331	0		COMPLETE
1		2020-05-14 20:03:54.976439	2020-05-14 20:03:56.827301	256	0.3876878303425053	0.2689259829529001	61	0.0065899681344986916	60	0.026177574504858935	512														The current model can't be trained on this hardware with these parameters.									1	Setting status of trial#1 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
2	0.09691011235955056	2020-05-14 20:03:56.909078	2020-05-14 21:05:48.600918	256	0.05065227694636659	0.16960633556043309	51	0.05840974585279829	95	0.06607126591411594	128	1.0185088178148138	0.009363295880149813	0.09691011235955056	0.02855805243445693	0.04962546816479401	49.10065543071161	0.05099771624732864	0.009363295880149813	0.09691011235955056	0.02855805243445693	0.04962546816479401	49.10065543071161	0.05099771624732864		3192297631.0	200.0	0.009363295880149813	0.09691011235955056	0.02855805243445693	0.04962546816479401	49.10065543071161	0.05099771624732864	2		COMPLETE
3	0.14138576779026218	2020-05-14 21:05:48.699955	2020-05-14 21:26:42.618554	128	0.07036038468556904	0.3785504911905975	30	0.2942882853118313	79	0.011878280508494453	256	0.8627482867853765	0.013576779026217229	0.14138576779026218	0.05056179775280899	0.07209737827715355	41.59129213483146	0.06771846810307015	0.013576779026217229	0.14138576779026218	0.05056179775280899	0.07209737827715355	41.59129213483146	0.06771846810307015		396197305.0	200.0	0.013576779026217229	0.14138576779026218	0.05056179775280899	0.07209737827715355	41.59129213483146	0.06771846810307015	3		COMPLETE
4	0.12734082397003746	2020-05-14 21:26:42.821616	2020-05-14 21:32:31.650568	128	0.09474233699682039	0.46606910812326147	58	0.16461536635894897	12	0.050567233215573694	512	0.9557027864480943	0.0149812734082397	0.12734082397003746	0.04119850187265917	0.060393258426966294	46.0683520599251	0.06197273266991984	0.0149812734082397	0.12734082397003746	0.04119850187265917	0.060393258426966294	46.0683520599251	0.06197273266991984		394518877.0	200.0	0.0149812734082397	0.12734082397003746	0.04119850187265917	0.060393258426966294	46.0683520599251	0.06197273266991984	4		COMPLETE
5	0.11329588014981273	2020-05-14 21:32:31.764366	2020-05-14 21:58:01.099966	128	0.2589370769294479	0.17270697410994484	39	0.27476643585456867	76	0.021271242519082165	128	0.9847398250013213	0.010767790262172285	0.11329588014981273	0.03745318352059925	0.06694756554307116	47.51966292134831	0.05820678070135314	0.010767790262172285	0.11329588014981273	0.03745318352059925	0.06694756554307116	47.51966292134831	0.05820678070135314		3427996207.0	200.0	0.010767790262172285	0.11329588014981273	0.03745318352059925	0.06694756554307116	47.51966292134831	0.05820678070135314	5		COMPLETE
6		2020-05-14 21:58:01.251834	2020-05-14 21:58:03.300391	256	0.0014165333843101924	0.343544775305759	45	0.03108005719524387	88	0.017463140693198556	512														The current model can't be trained on this hardware with these parameters.									6	Setting status of trial#6 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
7	0.1952247191011236	2020-05-14 21:58:03.381643	2020-05-14 22:13:02.506414	64	0.04989232608188948	0.13043112852320715	26	0.08364621700084479	94	0.004761703466560188	128	0.7809882751711354	0.023408239700374533	0.1952247191011236	0.0599250936329588	0.10018726591760299	37.50140449438202	0.08543144177171656	0.023408239700374533	0.1952247191011236	0.0599250936329588	0.10018726591760299	37.50140449438202	0.08543144177171656		2407087050.0	200.0	0.023408239700374533	0.1952247191011236	0.0599250936329588	0.10018726591760299	37.50140449438202	0.08543144177171656	7		COMPLETE
8	0.7916666666666666	2020-05-14 22:13:02.626255	2020-05-14 22:14:28.296123	128	0.4785469237586747	0.10311413156091759	63	0.44018223973874343	1	0.02826265344463202	512	0.14271238817020637	0.1750936329588015	0.7916666666666666	0.41151685393258425	0.5664794007490637	6.90121722846442	0.3557573874067595	0.1750936329588015	0.7916666666666666	0.41151685393258425	0.5664794007490637	6.90121722846442	0.3557573874067595		4081260647.0	200.0	0.1750936329588015	0.7916666666666666	0.41151685393258425	0.5664794007490637	6.90121722846442	0.3557573874067595	8		COMPLETE
9	0.8309925093632958	2020-05-14 22:14:28.429439	2020-05-14 23:12:00.746059	256	0.2558912966829018	0.010531087242382609	45	0.006736446911265459	95	0.0012055261024944482	256	0.13002220125370118	0.19288389513108614	0.8309925093632958	0.4606741573033708	0.6123595505617978	6.286516853932584	0.38102132899447017	0.19288389513108614	0.8309925093632958	0.4606741573033708	0.6123595505617978	6.286516853932584	0.38102132899447017		3012938085.0	200.0	0.19288389513108614	0.8309925093632958	0.4606741573033708	0.6123595505617978	6.286516853932584	0.38102132899447017	9		COMPLETE
10	0.30337078651685395	2020-05-14 23:12:00.845080	2020-05-14 23:29:09.769044	64	0.18825586060681576	0.20600735001216502	27	0.4345141242107184	99	0.0032399936254294856	512	0.4979283207833893	0.017790262172284643	0.30337078651685395	0.07911985018726592	0.16245318352059926	23.91432584269663	0.10972991239922668	0.017790262172284643	0.30337078651685395	0.07911985018726592	0.16245318352059926	23.91432584269663	0.10972991239922668		1579367170.0	250.0	0.017790262172284643	0.30337078651685395	0.07911985018726592	0.16245318352059926	23.91432584269663	0.10972991239922668	10		COMPLETE
