number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0	2020-03-08 12:48:42.578043	2020-03-08 12:49:01.544941	256	2	0.0039050129819335807	128	0.04766822915994019	1.6450306504183494	0.0	0.0	0.0	0.0	79.38576779026218	0.012932283784995542	0.0	0.0	0.0	0.0	79.38576779026218	0.012932283784995542	4052266495	150	0.0	0.0	0.0	0.0	79.38576779026218	0.012932283784995542	0	COMPLETE
1	0.10252808988764045	2020-03-08 12:49:01.563088	2020-03-08 12:49:24.222592	64	1	0.001126874050458203	512	0.48002448560792593	1.0038210740312934	0.0	0.10252808988764045	0.025280898876404494	0.04541198501872659	48.44428838951311	0.04575919457419399	0.0	0.10252808988764045	0.025280898876404494	0.04541198501872659	48.44428838951311	0.04575919457419399	3070882010	200	0.0	0.10252808988764045	0.025280898876404494	0.04541198501872659	48.44428838951311	0.04575919457419399	1	COMPLETE
2	0.03745318352059925	2020-03-08 12:49:24.238401	2020-03-08 12:50:11.768417	64	2	0.08598221541261607	128	0.004300887085320657	1.2661655564297145	0.0	0.03745318352059925	0.00749063670411985	0.018726591760299626	61.00023408239701	0.02755704745260403	0.0	0.03745318352059925	0.00749063670411985	0.018726591760299626	61.0	0.027557100786483504	3590729232	300	0.0	0.03745318352059925	0.00749063670411985	0.018726591760299626	61.00046816479401	0.027556994914752612	2	COMPLETE
3	0.010299625468164793	2020-03-08 12:50:11.779196	2020-03-08 12:50:25.931578	256	1	0.002956503516879133	512	0.021092673322739872	1.4693397794926908	0.0	0.010299625468164793	0.00046816479400749064	0.0023408239700374533	70.8244382022472	0.01806446800774554	0.0	0.010299625468164793	0.00046816479400749064	0.0023408239700374533	70.8244382022472	0.01806446800774554	2751876625	150	0.0	0.010299625468164793	0.00046816479400749064	0.0023408239700374533	70.8244382022472	0.01806446800774554	3	COMPLETE
4	0.00046816479400749064	2020-03-08 12:50:25.942463	2020-03-08 12:50:40.012518	64	2	0.0279697869783084	512	0.00530779966991198	1.571724971574958	0.0	0.00046816479400749064	0.0	0.0	75.85182584269663	0.014368230475270156	0.0	0.00046816479400749064	0.0	0.0	75.85159176029963	0.014368335327407672	1011795261	150	0.0	0.00046816479400749064	0.0	0.0	75.85205992509363	0.01436812780755217	4	COMPLETE
5	0.09410112359550561	2020-03-08 12:50:40.023559	2020-03-08 12:50:54.178488	256	1	0.010461631289928568	512	0.5655951129255954	0.9985384475003775	0.0	0.09410112359550561	0.020131086142322098	0.03932584269662921	48.170411985018724	0.04449600747032412	0.0	0.09410112359550561	0.020131086142322098	0.03932584269662921	48.170411985018724	0.04449600747032412	383269427	150	0.0	0.09410112359550561	0.020131086142322098	0.03932584269662921	48.170411985018724	0.04449600747032412	5	COMPLETE
6	0.08099250936329588	2020-03-08 12:50:54.190601	2020-03-08 12:51:13.568729	64	1	0.05186834823888004	128	0.12859802048068147	1.0315325106005795	0.0	0.08099250936329588	0.017322097378277154	0.03464419475655431	49.70177902621723	0.04078313779731442	0.0	0.08099250936329588	0.017322097378277154	0.03464419475655431	49.70177902621723	0.04078313779731442	4151434109	150	0.0	0.08099250936329588	0.017322097378277154	0.03464419475655431	49.70177902621723	0.04078313779731442	6	COMPLETE
7	0.10767790262172285	2020-03-08 12:51:13.580738	2020-03-08 12:51:40.745920	64	2	0.019640456687212766	512	0.5267941562019056	0.9794349890735963	0.0	0.10767790262172285	0.024344569288389514	0.04681647940074907	47.24625468164794	0.047291738651240076	0.0	0.10767790262172285	0.024344569288389514	0.04681647940074907	47.24625468164794	0.047291738651240076	3774593882	250	0.0	0.10767790262172285	0.024344569288389514	0.04681647940074907	47.24625468164794	0.047291738651240076	7	COMPLETE
8	0.07911985018726592	2020-03-08 12:51:40.763949	2020-03-08 12:52:11.484791	128	1	0.036496493523551915	256	0.0011008573361367925	1.048843153346023	0.0	0.07911985018726592	0.01638576779026217	0.0351123595505618	50.48899812734082	0.03956063628336943	0.0	0.07911985018726592	0.01638576779026217	0.0351123595505618	50.48876404494382	0.039560689617248894	3564971479	250	0.0	0.07911985018726592	0.01638576779026217	0.0351123595505618	50.48923220973783	0.039560583745518005	8	COMPLETE
9	0.0	2020-03-08 12:52:11.496877	2020-03-08 12:52:30.965707	64	2	0.0027751912505802187	128	0.024367934264333122	1.6475291461422201	0.0	0.0	0.0	0.0	79.49204119850187	0.012902954106076177	0.0	0.0	0.0	0.0	79.49204119850187	0.012902954106076177	2859662517	150	0.0	0.0	0.0	0.0	79.49204119850187	0.012902954106076177	9	COMPLETE
10	0.08333333333333333	2020-03-08 12:52:30.978609	2020-03-08 12:52:51.849293	64	1	0.05758856988516024	128	0.13013420570107959	1.0199247287108462	0.0	0.08333333333333333	0.01638576779026217	0.03417602996254682	49.16994382022472	0.04092159860544825	0.0	0.08333333333333333	0.01638576779026217	0.03417602996254682	49.16994382022472	0.04092159860544825	1650236886	150	0.0	0.08333333333333333	0.01638576779026217	0.03417602996254682	49.16994382022472	0.04092159860544825	10	COMPLETE
11	0.03885767790262172	2020-03-08 12:52:51.861391	2020-03-08 12:53:05.875585	64	2	0.0015879931875561657	512	0.037942127421137097	1.2307724050239204	0.0	0.03885767790262172	0.008895131086142321	0.018258426966292134	59.33988764044944	0.02869535754601547	0.0	0.03885767790262172	0.008895131086142321	0.018258426966292134	59.33988764044944	0.02869535754601547	3393725645	150	0.0	0.03885767790262172	0.008895131086142321	0.018258426966292134	59.33988764044944	0.02869535754601547	11	COMPLETE
12	0.1203183520599251	2020-03-08 12:53:05.887867	2020-03-08 12:53:37.084212	128	2	0.012731125732050944	512	0.6710919621204013	0.9783508880866154	0.0	0.1203183520599251	0.03838951310861423	0.06928838951310862	47.200842696629216	0.0529444283970956	0.0	0.1203183520599251	0.03838951310861423	0.06928838951310862	47.200842696629216	0.0529444283970956	3236234980	250	0.0	0.1203183520599251	0.03838951310861423	0.06928838951310862	47.200842696629216	0.0529444283970956	12	COMPLETE
13	0.07397003745318352	2020-03-08 12:53:37.101728	2020-03-08 12:54:23.569739	64	1	0.04037978756507916	256	0.03165360450608656	1.0719464243204797	0.0	0.07397003745318352	0.011235955056179775	0.02949438202247191	51.633426966292134	0.03763832981481666	0.0	0.07397003745318352	0.011235955056179775	0.02949438202247191	51.633426966292134	0.03763832981481666	2285188864	350	0.0	0.07397003745318352	0.011235955056179775	0.02949438202247191	51.633426966292134	0.03763832981481666	13	COMPLETE
14	0.0009363295880149813	2020-03-08 12:54:23.580643	2020-03-08 12:54:37.604545	64	2	0.008893642932400733	512	0.016306785138805714	1.628469914797875	0.0	0.0009363295880149813	0.0	0.0	78.54541198501873	0.013273372688200401	0.0	0.0009363295880149813	0.0	0.0	78.54541198501873	0.013273372688200401	3019728999	150	0.0	0.0009363295880149813	0.0	0.0	78.54541198501873	0.013273372688200401	14	COMPLETE
15	0.0	2020-03-08 12:54:37.616585	2020-03-08 12:54:58.623098	256	2	0.0036685831166343628	128	0.004046159848223075	1.643173720659723	0.0	0.0	0.0	0.0	79.28651685393258	0.012984262481652036	0.0	0.0	0.0	0.0	79.28651685393258	0.012984262481652036	1369670470	150	0.0	0.0	0.0	0.0	79.28651685393258	0.012984262481652036	15	COMPLETE
16	0.0009363295880149813	2020-03-08 12:54:58.635080	2020-03-08 12:55:14.159940	64	2	0.014135835831189663	512	0.10524293225156826	1.6197765036922103	0.0	0.0009363295880149813	0.0	0.00046816479400749064	78.11985018726591	0.013507486156568138	0.0	0.0009363295880149813	0.0	0.00046816479400749064	78.11985018726591	0.013507486156568138	1328659299	150	0.0	0.0009363295880149813	0.0	0.00046816479400749064	78.11985018726591	0.013507486156568138	16	COMPLETE
17	0.01544943820224719	2020-03-08 12:55:14.171926	2020-03-08 12:55:34.693944	256	2	0.0367603999982085	128	0.17815773742845648	1.3425206852787304	0.0	0.01544943820224719	0.0009363295880149813	0.0018726591760299626	64.77574906367042	0.021003446858836938	0.0	0.01544943820224719	0.0009363295880149813	0.0018726591760299626	64.77574906367042	0.021003446858836938	2844209863	150	0.0	0.01544943820224719	0.0009363295880149813	0.0018726591760299626	64.77574906367042	0.021003446858836938	17	COMPLETE
18	0.0	2020-03-08 12:55:34.705048	2020-03-08 12:55:54.375720	128	2	0.007909787426898516	128	0.009046154221111671	1.6210898578111153	0.0	0.0	0.0	0.0	78.22612359550561	0.013311897543876062	0.0	0.0	0.0	0.0	78.22612359550561	0.013311897543876062	3898138769	150	0.0	0.0	0.0	0.0	78.22612359550561	0.013311897543876062	18	COMPLETE
19	0.08099250936329588	2020-03-08 12:55:54.387697	2020-03-08 12:56:15.789271	256	1	0.0010298948422173193	512	0.26565159024038076	1.1205098552957233	0.0	0.08099250936329588	0.020599250936329586	0.03838951310861423	54.04307116104869	0.03913440193500144	0.0	0.08099250936329588	0.020599250936329586	0.03838951310861423	54.04307116104869	0.03913440193500144	887854024	200	0.0	0.08099250936329588	0.020599250936329586	0.03838951310861423	54.04307116104869	0.03913440193500144	19	COMPLETE
20	0.00046816479400749064	2020-03-08 12:56:15.800289	2020-03-08 12:56:35.866145	256	1	0.0012036184705566581	128	0.006824641027171707	1.6205934046764163	0.0	0.00046816479400749064	0.0	0.0	78.17462546816479	0.013482509699262743	0.0	0.00046816479400749064	0.0	0.0	78.17462546816479	0.013482509699262743	166942267	150	0.0	0.00046816479400749064	0.0	0.0	78.17462546816479	0.013482509699262743	20	COMPLETE
21	0.06647940074906367	2020-03-08 12:56:35.876969	2020-03-08 12:57:23.733003	64	1	0.04441691920255533	512	0.020961969862190732	1.086283449097519	0.0	0.06647940074906367	0.013576779026217229	0.02949438202247191	52.28277153558052	0.03658249740489312	0.0	0.06647940074906367	0.013576779026217229	0.02949438202247191	52.28277153558052	0.03658249740489312	2856561875	400	0.0	0.06647940074906367	0.013576779026217229	0.02949438202247191	52.28277153558052	0.03658249740489312	21	COMPLETE
22	0.008895131086142321	2020-03-08 12:57:23.745250	2020-03-08 12:57:43.132384	64	2	0.04408412942586999	128	0.01791573115453107	1.409331234008046	0.0	0.008895131086142321	0.0	0.0018726591760299626	68.0435393258427	0.018351893684759243	0.0	0.008895131086142321	0.0	0.0018726591760299626	68.0435393258427	0.018351893684759243	2202995963	150	0.0	0.008895131086142321	0.0	0.0018726591760299626	68.0435393258427	0.018351893684759243	22	COMPLETE
23	0.07958801498127341	2020-03-08 12:57:43.144450	2020-03-08 12:58:32.800831	128	1	0.04549220889061384	512	0.21878229966435067	1.0415852848590397	0.0	0.07958801498127341	0.01451310861423221	0.03464419475655431	50.34550561797753	0.03946152425931748	0.0	0.07958801498127341	0.01451310861423221	0.03464419475655431	50.34550561797753	0.03946152425931748	2287456000	400	0.0	0.07958801498127341	0.01451310861423221	0.03464419475655431	50.34550561797753	0.03946152425931748	23	COMPLETE
24	0.0	2020-03-08 12:58:32.812906	2020-03-08 12:58:52.097542	256	1	0.00180181092496723	128	0.04373716680282169	1.6242751684946737	0.0	0.0	0.0	0.0	78.3684456928839	0.013317895245768124	0.0	0.0	0.0	0.0	78.3684456928839	0.013317895245768124	804817684	150	0.0	0.0	0.0	0.0	78.3684456928839	0.013317895245768124	24	COMPLETE
25	0.04260299625468165	2020-03-08 12:58:52.109579	2020-03-08 12:59:48.765392	64	1	0.021544024490754606	128	0.49057215118950004	1.2269783128011094	0.0	0.04260299625468165	0.006554307116104869	0.017790262172284643	59.15121722846442	0.0288542671945436	0.0	0.04260299625468165	0.006554307116104869	0.017790262172284643	59.15121722846442	0.0288542671945436	2430398205	350	0.0	0.04260299625468165	0.006554307116104869	0.017790262172284643	59.15121722846442	0.0288542671945436	25	COMPLETE
26	0.0056179775280898875	2020-03-08 12:59:48.777530	2020-03-08 13:00:02.561876	128	1	0.00509091046040696	512	0.021836253210394865	1.5438475813821293	0.0	0.0056179775280898875	0.0	0.0009363295880149813	74.47191011235955	0.015813076681886196	0.0	0.0056179775280898875	0.0	0.0009363295880149813	74.47191011235955	0.015813076681886196	2287841429	150	0.0	0.0056179775280898875	0.0	0.0009363295880149813	74.47191011235955	0.015813076681886196	26	COMPLETE
