number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.36207507082152973	2020-04-05 17:14:45.462813	2020-04-05 19:03:26.429667	7.4151484515384825	128	83	0.010467091205560683	128	0.36431367994963765	0.2611543909348442	0.36207507082152973	0.31728045325779036	0.33746458923512745	7385.332684135978	0.29689524227868697	0.2611543909348442	0.36207507082152973	0.31728045325779036	0.33746458923512745	7385.332507082153	0.29689524229816633	3357550552	400	0.2611543909348442	0.36207507082152973	0.31728045325779036	0.33746458923512745	7385.332861189801	0.2968952422592157	0	COMPLETE
1	0.351628895184136	2020-04-05 19:03:26.478101	2020-04-05 21:02:57.928890	8.142778952697963	128	78	0.004433383031177953	128	0.4194009084250734	0.2526558073654391	0.351628895184136	0.311614730878187	0.33055949008498586	8502.334985835694	0.2890778066361471	0.2526558073654391	0.351628895184136	0.311614730878187	0.33055949008498586	8502.33480878187	0.28907780663707056	3598532301	450	0.2526558073654391	0.351628895184136	0.311614730878187	0.33055949008498586	8502.335162889518	0.28907780663522376	1	COMPLETE
2	0.35286827195467424	2020-04-05 21:02:57.963867	2020-04-05 21:37:47.041401	5.7401692633494426	64	59	0.0016776730644082571	512	0.4873304381163686	0.2468130311614731	0.35286827195467424	0.31427053824362605	0.334985835694051	9878.864111189801	0.28565758697999655	0.2468130311614731	0.35286827195467424	0.31427053824362605	0.334985835694051	9878.863845609065	0.2856576007594472	1607948816	450	0.2468130311614731	0.35286827195467424	0.31427053824362605	0.334985835694051	9878.864376770538	0.28565757337027464	2	COMPLETE
3	0.32737252124645894	2020-04-05 21:37:47.075514	2020-04-05 23:52:34.104214	0.9649553529038435	128	58	0.0019078835573990167	256	0.48847107668840056	0.21565155807365438	0.32737252124645894	0.27956798866855526	0.30488668555240794	9902.15793201133	0.256256373878949	0.21565155807365438	0.32737252124645894	0.27956798866855526	0.30488668555240794	9902.157754957507	0.2562563738816778	3538848611	750	0.21565155807365438	0.32737252124645894	0.27956798866855526	0.30488668555240794	9902.158109065156	0.2562563738762205	3	COMPLETE
4	0.3640226628895184	2020-04-05 23:52:34.136281	2020-04-06 01:10:52.130765	1.9683592988604701	128	46	0.027415455744831126	128	0.35716229640088554	0.2415014164305949	0.3640226628895184	0.3148016997167139	0.33764164305949007	7240.429355524079	0.28666981980636946	0.2415014164305949	0.3640226628895184	0.3148016997167139	0.33764164305949007	7240.429355524079	0.28666981980636946	3914336035	400	0.2415014164305949	0.3640226628895184	0.3148016997167139	0.33764164305949007	7240.429355524079	0.28666981980636946	4	COMPLETE
5	0.36951133144475923	2020-04-06 01:10:52.180955	2020-04-06 05:56:48.370577	9.979527966736399	256	79	0.030544067866196366	256	0.3280787370917761	0.2646954674220963	0.36951133144475923	0.32276912181303113	0.3434844192634561	6650.281515580737	0.30220644059993135	0.2646954674220963	0.36951133144475923	0.32276912181303113	0.3434844192634561	6650.281161473088	0.3022064406005769	843722183	500	0.2646954674220963	0.36951133144475923	0.32276912181303113	0.3434844192634561	6650.281869688385	0.30220644059928575	5	COMPLETE
6	0.37021954674220964	2020-04-06 05:56:48.419435	2020-04-06 07:31:04.416969	7.867755958903726	128	51	0.018124598788202086	128	0.36352075276904194	0.25902974504249293	0.37021954674220964	0.3220609065155807	0.3443696883852691	7369.141023371105	0.2989010684338567	0.25902974504249293	0.37021954674220964	0.3220609065155807	0.3443696883852691	7369.140757790368	0.2989010684347187	2516488683	450	0.25902974504249293	0.37021954674220964	0.3220609065155807	0.3443696883852691	7369.1412889518415	0.2989010684329948	6	COMPLETE
7	0.363314447592068	2020-04-06 07:31:04.467740	2020-04-06 08:09:48.040021	2.2767871041205114	64	51	0.011201583601156017	256	0.3632180028782783	0.23194050991501416	0.363314447592068	0.29957507082152973	0.33109065155807366	7363.014075779037	0.27730671479392394	0.23194050991501416	0.363314447592068	0.29957507082152973	0.33109065155807366	7363.013987252125	0.2773067148151287	2692692238	400	0.23194050991501416	0.363314447592068	0.29957507082152973	0.33109065155807366	7363.014164305949	0.27730671477272967	7	COMPLETE
8	0.33179886685552407	2020-04-06 08:09:48.075882	2020-04-06 08:38:33.179410	2.459546676756821	64	11	0.006591824868195372	512	0.4415044906233919	0.19741501416430596	0.33179886685552407	0.2747875354107649	0.30046033994334276	8950.203877478754	0.24541035925434182	0.19741501416430596	0.33179886685552407	0.2747875354107649	0.30046033994334276	8950.203611898018	0.24541035926670418	2075699857	550	0.19741501416430596	0.33179886685552407	0.2747875354107649	0.30046033994334276	8950.20414305949	0.2454103592419839	8	COMPLETE
9	0.379957507082153	2020-04-06 08:38:33.214267	2020-04-06 09:30:23.021694	9.645012765948778	64	85	0.027444368453012007	512	0.3090485551908571	0.26292492917847027	0.379957507082153	0.3298512747875354	0.3526912181303116	6264.919617563739	0.3051694871740797	0.26292492917847027	0.379957507082153	0.3298512747875354	0.3526912181303116	6264.91926345609	0.30516949223802176	2005255734	550	0.26292492917847027	0.379957507082153	0.3298512747875354	0.3526912181303116	6264.919971671388	0.30516948214819484	9	COMPLETE
