number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.15471870364030582	2020-01-21 06:03:04.550842	2020-01-21 06:50:33.189170	7.898862121754209	450.0	2	41.0	0.04381936963229786	1800.0	0.25628976965509886	0.043495378295104414	0.15471870364030582	0.08231199360949447	0.11037315987675454	1810.423676252425	0.08009231901000698	0.04351820152915668	0.15474723268287116	0.08232911103503367	0.11040739472783294	1810.4090265890677	0.08010736368115458	0.043495378295104414	0.15471870364030582	0.08231199360949447	0.11037315987675454	1810.4383259157823	0.08008294758804599	9		0.1526493970862338	0.15394271368252882					
10	TrialState.COMPLETE	0.17309283350450758	2020-01-21 06:50:33.190102	2020-01-21 07:13:42.641469	6.0914004790453555	50.0	2	16.0	0.033567098354800026	1700.0	0.14302102652439047	0.04777188177564761	0.17309283350450758	0.08958832591578227	0.11963653999771767	1007.8140726634714	0.08946429825616431	0.04777188177564761	0.17309283350450758	0.08958832591578227	0.11963653999771767	1007.8134985164897	0.08946447451477019	0.04777188177564761	0.17309283350450758	0.08958832591578227	0.11963653999771767	1007.814646810453	0.0894641359822937	10	0.17620963140477006	0.1741317661379284						
11	TrialState.COMPLETE	0.1239800867282894	2020-01-21 07:13:42.642388	2020-01-21 07:40:10.988893	7.257636172819211	450.0	1	16.0	0.02835432623972958	900.0	0.33393671818160797	0.028079710144927536	0.1239800867282894	0.06802750199703297	0.08767688006390506	2359.351399349538	0.06485972636491077	0.028086842405568867	0.1239800867282894	0.06802750199703297	0.08767688006390506	2359.338197535091	0.06486213444792592	0.028079710144927536	0.1239800867282894	0.06802750199703297	0.08767688006390506	2359.364601163985	0.06485850755609483	11	0.13073433755563163	0.12623150367073682						
12	TrialState.COMPLETE	0.3623045760584275	2020-01-21 07:40:10.989779	2020-01-21 08:11:58.455453	2.9589370199111884	450.0	1	41.0	0.0013541011885520916	1600.0	0.04101477620512875	0.07678591806458976	0.3623045760584275	0.21269114458518773	0.2710045075887253	277.6439825116969	0.1750402447553228	0.07678591806458976	0.3623045760584275	0.21269114458518773	0.2710045075887253	277.64358667123133	0.1750402628266218	0.07678591806458976	0.3623045760584275	0.21269114458518773	0.2710045075887253	277.6443783521625	0.17504022714856926	12	0.3628323633458861	0.362480505154247						
13	TrialState.COMPLETE	0.19511012210430217	2020-01-21 08:11:58.456325	2020-01-21 08:37:37.637110	6.5184575926803525	150.0	2	46.0	0.026185729907760646	1700.0	0.15035703071171103	0.05723639164669634	0.19511012210430217	0.1056287800981399	0.1399706150861577	1060.5149206892618	0.10206086136543621	0.05723639164669634	0.1951172543649435	0.1056287800981399	0.1399706150861577	1060.5141147438092	0.10206095955853604	0.05723639164669634	0.19511012210430217	0.1056287800981399	0.1399706150861577	1060.5157266347142	0.1020607709639244	13	0.19790596827570467	0.19604207082810302						
14	TrialState.COMPLETE	0.15327228118224354	2020-01-21 08:37:37.637996	2020-01-21 09:03:03.265277	4.291884680435843	250.0	2	26.0	0.04164922499312906	1200.0	0.23149267478137198	0.04541823576400776	0.15327228118224354	0.08513066301494922	0.11107069496747689	1635.0308791224465	0.08226808470531717	0.04541823576400776	0.15330794248545018	0.08515919205751454	0.11109209174940089	1635.0254621704896	0.08227342147207876	0.04541823576400776	0.15327228118224354	0.08513066301494922	0.11107069496747689	1635.0362960744037	0.08226416590104857	14	0.16635284719844803	0.1576324698543117						
15	TrialState.COMPLETE	0.12984280497546502	2020-01-21 09:03:03.266166	2020-01-21 09:26:34.474283	2.1248749365648156	150.0	1	26.0	0.027770963450486498	1600.0	0.31568733925044734	0.03141760812507132	0.12984280497546502	0.06284948077142531	0.08365428506219331	2232.1889835102133	0.06647114519122332	0.03141760812507132	0.12984280497546502	0.06284948077142531	0.08365428506219331	2232.1590850736047	0.06647209098254968	0.03141760812507132	0.12984280497546502	0.06284948077142531	0.08365428506219331	2232.218881946822	0.06647025198923434	15	0.14051979915554033	0.13340180303549012						
16	TrialState.COMPLETE	0.2566543991783636	2020-01-21 09:26:34.475166	2020-01-21 09:49:43.571121	9.569287289377877	50.0	1	21.0	0.014054157797984369	1100.0	0.1024505068986171	0.08252738788086272	0.2566543991783636	0.15233082277758758	0.1922714823690517	717.6326814447107	0.14121362230471712	0.08256304918406938	0.2566615314390049	0.15238074860207693	0.19230001141161704	717.6202213853703	0.14123316093322824	0.08252738788086272	0.2566543991783636	0.15233082277758758	0.1922714823690517	717.6451415040511	0.1412013703364087	16	0.255548898778957	0.256285899045228						
17	TrialState.COMPLETE	0.17184468789227433	2020-01-21 09:49:43.572015	2020-01-21 10:12:44.879126	3.281467481576379	50.0	1	21.0	0.06663642823084683	1500.0	0.3330986240747613	0.047864601163984936	0.17184468789227433	0.08675681844117311	0.12223268287116285	2352.6529620278443	0.08801109068966642	0.047864601163984936	0.17188748145612234	0.08675681844117311	0.12223268287116285	2352.553549012895	0.08801652184234651	0.047864601163984936	0.17184468789227433	0.08675681844117311	0.12223268287116285	2352.7523750427936	0.08800614189961678	17	0.1724010042222983	0.17203012666894898						
18	TrialState.COMPLETE	0.36642702270911787	2020-01-21 10:12:44.880023	2020-01-21 11:59:25.952980	4.3102094094212	50.0	1	6.0	0.0010447009523898254	1300.0	0.0507292030648027	0.13598130396743885	0.36642702270911787	0.23200530640191716	0.2848553577541938	351.6743290920157	0.21283279379424053	0.13598130396743885	0.36642702270911787	0.23200530640191716	0.2848553577541938	351.6741579177603	0.21283288043546406	0.13598130396743885	0.36642702270911787	0.23200530640191716	0.2848553577541938	351.6745002662711	0.21283271783105992	18							0.36488645441059	0.3657267643916052
19	TrialState.COMPLETE	0.3424554946935981	2020-01-21 11:59:25.953856	2020-01-21 12:23:42.932219	3.3781192410147534	350.0	1	11.0	0.0014510240589931309	1800.0	0.04294525739684576	0.10535062193312793	0.3424554946935981	0.2059868195823348	0.2595928905625927	291.9459980885541	0.18573588828811805	0.10535062193312793	0.3424554946935981	0.2059868195823348	0.2595928905625927	291.94571636425883	0.18573592462875219	0.10535062193312793	0.3424554946935981	0.2059868195823348	0.2595928905625927	291.94627981284947	0.18573585386945923	19	0.3443883373273993	0.3430997755715318						
20	TrialState.COMPLETE	0.3222640648179847	2020-01-21 12:23:42.933103	2020-01-21 12:46:01.308436	7.618404929000697	150.0	1	11.0	0.0030230983816380433	1300.0	0.04714927572404792	0.11681929704439119	0.3222640648179847	0.2017930503252311	0.24853788656852677	326.3905447620678	0.18662726013725142	0.11681929704439119	0.3222640648179847	0.2017930503252311	0.24853788656852677	326.3901988474267	0.18662751244331016	0.11681929704439119	0.3222640648179847	0.2017930503252311	0.24853788656852677	326.39089067670886	0.1866270332314656	20	0.3237761040739473	0.3227680779033056						
21	TrialState.COMPLETE	0.1223667693712199	2020-01-21 12:46:01.309332	2020-01-21 13:23:46.106504	4.2288224237231855	250.0	1	31.0	0.06841879192470206	900.0	0.4851372803311098	0.028534748373844575	0.1223667693712199	0.06354558941001939	0.08627182471756248	3434.645965993381	0.06205871834713173	0.028797215565445625	0.12278329339267374	0.06385940887823804	0.08661987903685953	3416.10713796645	0.06228471259787985	0.028534748373844575	0.12227547643501084	0.0634428848567842	0.08622617824945795	3453.184794020313	0.06193164683423037	21		0.12615542622389592	0.1237875156909734					
22	TrialState.COMPLETE	0.1376882916809312	2020-01-21 13:23:46.107376	2020-01-21 13:50:16.475213	6.815639087088966	450.0	2	11.0	0.03751298655680834	700.0	0.29687165896320766	0.03939860778272281	0.1376882916809312	0.07595857583019514	0.09997289740956293	2098.994283493096	0.07319709951380231	0.039427136825288145	0.1376882916809312	0.07600850165468447	0.09999429419148693	2098.9814917836356	0.0732173360778548	0.03939860778272281	0.1376882916809312	0.07595857583019514	0.09997289740956293	2099.0070752025563	0.07318459467189897	22	0.14388622617824945	0.13975426984670394						
23	TrialState.COMPLETE	0.25065616797900264	2020-01-21 13:50:16.476085	2020-01-21 14:13:01.238655	2.3793656788019444	50.0	1	16.0	0.010718208646991162	800.0	0.06803643231011408	0.08356869793449732	0.25065616797900264	0.14366512609836815	0.18055317813534177	473.0457249229716	0.1394656962599211	0.08356869793449732	0.25065616797900264	0.14366512609836815	0.18055317813534177	473.0453540454182	0.13946581778917524	0.08356869793449732	0.25065616797900264	0.14366512609836815	0.18055317813534177	473.04609580052494	0.13946558439550719	23	0.25704667351363686	0.2527863364905474						
24	TrialState.COMPLETE	0.23247603560424512	2020-01-21 14:13:01.239580	2020-01-21 14:42:47.417374	6.567161329034389	450.0	2	31.0	0.0018499302222993422	900.0	0.07915709564237021	0.08063733881090951	0.23247603560424512	0.13995635056487504	0.1750256761383088	551.8845393986078	0.13270152423673612	0.08063733881090951	0.23247603560424512	0.13995635056487504	0.1750256761383088	551.8843575259614	0.13270158432963963	0.08063733881090951	0.23247603560424512	0.13995635056487504	0.1750256761383088	551.8847212712542	0.13270147014066494	24	0.23811765377153943	0.23435657499334323						
25	TrialState.COMPLETE	0.2073276845829054	2020-01-21 14:42:47.418215	2020-01-21 15:08:20.675924	0.6788441996741486	350.0	2	16.0	0.027028072934524427	1900.0	0.2113595213051677	0.06708604359237703	0.2073276845829054	0.11733281981056716	0.15095429647381034	1490.4157109437408	0.11314016908025153	0.06709317585301837	0.2073276845829054	0.1173399520712085	0.150968560995093	1490.4041281524592	0.113143733484987	0.06708604359237703	0.2073276845829054	0.11733281981056716	0.15095429647381034	1490.4272937350222	0.11313797482554978	25	0.20710658450302408	0.2072539845562783						
26	TrialState.COMPLETE	0.03960544334132147	2020-01-21 15:08:20.676869	2020-01-21 15:29:22.376240	6.625604881591054	350.0	1	1.0	0.04573336921616952	900.0	0.5800617919283835	0.003116797900262467	0.03960544334132147	0.010284719844802009	0.018829168093118794	4108.330163043478	0.017454248359887743	0.003116797900262467	0.03960544334132147	0.010298984366084674	0.018829168093118794	4108.311087812393	0.01745604228935023	0.003116797900262467	0.03960544334132147	0.010284719844802009	0.018829168093118794	4108.3492382745635	0.017452916494406168	26	0.040839324432272055	0.040016737038304995						
27	TrialState.COMPLETE	0.2194596599338126	2020-01-21 15:29:22.377187	2020-01-21 15:54:34.354367	8.97337510935472	350.0	2	16.0	0.00470719182683545	1800.0	0.09628902198453265	0.06978203811480087	0.2194596599338126	0.1259985164897866	0.16029755791395642	673.9226042736506	0.12013725179153065	0.06978203811480087	0.2194596599338126	0.1259985164897866	0.16029755791395642	673.9224295332649	0.12013725322208776	0.06978203811480087	0.2194596599338126	0.1259985164897866	0.16029755791395642	673.9227790140363	0.12013725037589039	27	0.22329681615884972	0.22073871200882497						
28	TrialState.COMPLETE	0.2038542736505763	2020-01-21 15:54:34.355254	2020-01-21 16:17:26.349470	8.694124029798653	50.0	2	11.0	0.012481884029267136	500.0	0.09696227771912551	0.062457206436152005	0.2038542736505763	0.11640562592719389	0.14819411160561452	679.1930203697364	0.11080566222115187	0.062457206436152005	0.2038542736505763	0.11640562592719389	0.14819411160561452	679.1928277986991	0.110805663334149	0.062457206436152005	0.2038542736505763	0.11640562592719389	0.14819411160561452	679.1932129407737	0.1108056611147203	28	0.2073490813648294	0.20501920955532732						
29	TrialState.COMPLETE	0.16220187150519227	2020-01-21 16:17:26.350363	2020-01-21 16:42:18.597791	9.375402833138113	50.0	2	46.0	0.061385494549640554	1100.0	0.1738538083440281	0.046923142759329	0.16220187150519227	0.0856013922172772	0.11337441515462741	1227.1229066815017	0.0854803416053551	0.04693740728061166	0.16220187150519227	0.0856013922172772	0.11337441515462741	1227.1215408535888	0.08548534849985598	0.046923142759329	0.16220187150519227	0.0856013922172772	0.11337441515462741	1227.1242725094146	0.08547775550128053	29	0.16566815017688005	0.16335729772908822						
30	TrialState.COMPLETE	0.166459831108068	2020-01-21 16:42:18.598693	2020-01-21 17:10:26.449340	9.681801707266047	450.0	1	26.0	0.025620955444922055	1300.0	0.3391290489900737	0.046944539541252994	0.166459831108068	0.08610778272281182	0.10901660390277303	2395.958262010727	0.0862969738024692	0.046944539541252994	0.166459831108068	0.08610778272281182	0.10901660390277303	2395.9042993267144	0.08629700101333548	0.046944539541252994	0.166459831108068	0.08610778272281182	0.10901660390277303	2396.0122246947394	0.08629694678144499	30	0.17361348853132488	0.16884438358248696						
31	TrialState.COMPLETE	0.1426594773479402	2020-01-21 17:10:26.450212	2020-01-21 17:34:27.927478	3.1521973935123686	250.0	2	21.0	0.07182055274864152	900.0	0.31391572530130124	0.04383487390163186	0.1426594773479402	0.0797885997945909	0.10332505991098939	2219.744561651261	0.07736246504265758	0.04387766746547986	0.1426594773479402	0.0797885997945909	0.10338925025676138	2219.7191672372473	0.07739104500271424	0.04383487390163186	0.1426594773479402	0.0797885997945909	0.10332505991098939	2219.7699560652745	0.07734448669268938	31	0.14681045304119594	0.1440431359123588						
32	TrialState.COMPLETE	0.26443569553805774	2020-01-21 17:34:27.928367	2020-01-21 17:57:48.372438	0.6634168778097806	150.0	2	21.0	0.006104819458128632	800.0	0.056854066562146845	0.08878238046331165	0.26443569553805774	0.15604673057172203	0.19549526417893415	394.8021082962456	0.14849534889574312	0.08878238046331165	0.26443569553805774	0.15604673057172203	0.19549526417893415	394.8019228574689	0.14849535270969574	0.08878238046331165	0.26443569553805774	0.15604673057172203	0.19549526417893415	394.80229373502226	0.14849534513934165	32	0.2706264977747347	0.26649929628361674						
33	TrialState.COMPLETE	0.14535547187036402	2020-01-21 17:57:48.373394	2020-01-21 18:19:31.607694	3.392374498179648	450.0	1	1.0	0.002695483576154465	1900.0	0.11678456979202259	0.027808684240556887	0.14535547187036402	0.061836699760356044	0.09461656966792195	817.1534933812621	0.06897275728826929	0.027808684240556887	0.14535547187036402	0.061836699760356044	0.09461656966792195	817.1524092776447	0.06897276935456984	0.027808684240556887	0.14535547187036402	0.061836699760356044	0.09461656966792195	817.1545774848796	0.06897274543206074	33	0.1607326258130777	0.1504811898512686						
34	TrialState.COMPLETE	0.19544533835444483	2020-01-21 18:19:31.608598	2020-01-21 18:45:51.646730	6.179223644604353	350.0	2	26.0	0.013930788697727781	500.0	0.14094837373807878	0.05476862946479516	0.19544533835444483	0.10506533150747462	0.14022024420860435	992.583340465594	0.10108163622838759	0.05476862946479516	0.19544533835444483	0.10507959602875727	0.14022024420860435	992.5828126783065	0.10108232587712007	0.05476862946479516	0.19544533835444483	0.10506533150747462	0.14022024420860435	992.5838682528814	0.10108111659960767	34	0.19769200045646468	0.19619422572178477						
35	TrialState.COMPLETE	0.13556287800981398	2020-01-21 18:45:51.647596	2020-01-21 19:05:31.339541	8.22404776355923	50.0	2	1.0	0.03020744018713086	1700.0	0.2549808891061063	0.04026161132032409	0.13556287800981398	0.07440374301038458	0.09711286089238845	1803.0292743638024	0.07327262206213002	0.04026161132032409	0.13556287800981398	0.07440374301038458	0.09711286089238845	1803.0270526646125	0.07327269584763349	0.04026161132032409	0.13556287800981398	0.07440374301038458	0.09711286089238845	1803.0314960629921	0.07327255260382937	35	0.14362946479516148	0.13825174027159648						
36	TrialState.COMPLETE	0.21610036517174483	2020-01-21 19:05:31.340421	2020-01-21 19:30:52.676374	8.157255876330707	150.0	2	36.0	0.013533316478055975	1500.0	0.11339045475015634	0.0692257217847769	0.21610036517174483	0.1266047586442999	0.1609251968503937	796.3382581593062	0.11872218804077934	0.0692257217847769	0.21610036517174483	0.1266047586442999	0.1609251968503937	796.3380263608353	0.11872218848963777	0.0692257217847769	0.21610036517174483	0.1266047586442999	0.1609251968503937	796.338489957777	0.11872218759319667	36	0.2198875955722926	0.21736277530526077						
37	TrialState.COMPLETE	0.24163385826771652	2020-01-21 19:30:52.677256	2020-01-21 19:57:09.721158	0.9026322008125055	350.0	1	26.0	0.0024051478000354236	1800.0	0.06599390515751008	0.03483396097226977	0.24163385826771652	0.11494351249572064	0.16058998060025106	452.45458176423597	0.10455990304337212	0.03483396097226977	0.24163385826771652	0.11494351249572064	0.16058998060025106	452.45362604131003	0.10456001987178233	0.03483396097226977	0.24163385826771652	0.11494351249572064	0.16058998060025106	452.4555374871619	0.104559800349151	37	0.25229658792650916	0.2451881014873141						
38	TrialState.COMPLETE	0.23260441629578912	2020-01-21 19:57:09.722050	2020-01-21 20:20:40.803407	6.392801441537442	50.0	2	26.0	0.0032915471245040288	1700.0	0.07553425808966388	0.07893986077827228	0.23260441629578912	0.13837298870249914	0.1735279014036289	525.4930995378295	0.131834068504443	0.07893986077827228	0.23260441629578912	0.13837298870249914	0.1735279014036289	525.4930032523108	0.1318340688338927	0.07893986077827228	0.23260441629578912	0.13837298870249914	0.1735279014036289	525.4931958233482	0.13183406817595542	38	0.2407993837726806	0.2353360721214196						
39	TrialState.COMPLETE	0.08232666568852806	2020-01-21 20:20:40.804290	2020-01-21 21:20:38.113498	2.455401557071488	350.0	1	11.0	0.02882682495285655	1900.0	0.4221187202670142	0.013620580036191128	0.08232666568852806	0.03397808969530983	0.05122185813729806	2986.871495003342	0.03729895886277729	0.013620580036191128	0.08232666568852806	0.03397808969530983	0.05122185813729806	2986.7902707813696	0.03729912269154152	0.013620580036191128	0.08232666568852806	0.03397808969530983	0.05122185813729806	2986.952719225314	0.0372987988862772	39				0.08262010726920005	0.08244893301380805			
40	TrialState.COMPLETE	0.2594930389136141	2020-01-21 21:20:38.114390	2020-01-21 21:44:32.623397	2.692235126407516	350.0	1	11.0	0.0027014751186925532	1000.0	0.05860958041003014	0.07169348396667807	0.2594930389136141	0.14113317357069496	0.1815944881889764	403.9980528928449	0.1341952760577245	0.07169348396667807	0.2594930389136141	0.14113317357069496	0.1815944881889764	403.997475179733	0.13419547578161883	0.07169348396667807	0.2594930389136141	0.14113317357069496	0.1815944881889764	403.99863060595686	0.13419509413937997	40	0.2779441971927422	0.2656434250066568						
41	TrialState.COMPLETE	0.24313876526303776	2020-01-21 21:44:32.624310	2020-01-21 22:09:09.503284	9.2775658984414	50.0	2	46.0	0.0020627568519606507	700.0	0.07412885490027574	0.08149321008786944	0.24313876526303776	0.14412872304005478	0.1817513979230857	515.1348104245121	0.13675927187763862	0.08149321008786944	0.24313876526303776	0.14412872304005478	0.1817513979230857	515.1346428163871	0.13675936680822234	0.08149321008786944	0.24313876526303776	0.14412872304005478	0.1817513979230857	515.1349780326373	0.13675919005181952	41	0.2529670204267945	0.24641485031762334						
42	TrialState.COMPLETE	0.229195195709232	2020-01-21 22:09:09.504138	2020-01-21 22:33:12.779299	8.068966637278267	50.0	2	36.0	0.003498263503265194	1800.0	0.07595793729633321	0.07698562136254708	0.229195195709232	0.13809483053748717	0.17214424283921032	528.4212277473468	0.13024150821944772	0.07698562136254708	0.229195195709232	0.13809483053748717	0.17214424283921032	528.4210886682642	0.1302415086295698	0.07698562136254708	0.229195195709232	0.13809483053748717	0.17214424283921032	528.4213668264293	0.13024150781113772	42	0.23846000228232342	0.23228346456692914						
43	TrialState.COMPLETE	0.20558741298642016	2020-01-21 22:33:12.780174	2020-01-21 22:56:18.984718	5.208085057684937	50.0	2	16.0	0.01369643715135858	900.0	0.099474781013269	0.0562949332420404	0.20558741298642016	0.11161987903685952	0.14689604016889193	696.7893272851763	0.10654608880674382	0.0562949332420404	0.2055945452470615	0.11161987903685952	0.14689604016889193	696.7891632431815	0.10654612653192555	0.0562949332420404	0.20558741298642016	0.11161987903685952	0.14689604016889193	696.789491327171	0.10654605423307677	43	0.2122132831222184	0.2077960363650196						
44	TrialState.COMPLETE	0.22718389820837612	2020-01-21 22:56:18.985615	2020-01-21 23:22:35.877985	9.626043860331874	350.0	2	26.0	0.0033373909988335415	600.0	0.08691389314437083	0.07282038114800868	0.22718389820837612	0.1326814447107155	0.16770084445965994	606.8695188576971	0.1252718367678352	0.07282038114800868	0.22719103046901745	0.1326814447107155	0.16770084445965994	606.8693369850508	0.12527187426685576	0.07282038114800868	0.22718389820837612	0.1326814447107155	0.16770084445965994	606.8697007303435	0.12527180241935673	44	0.23252596142873444	0.22896458594849556						
45	TrialState.COMPLETE	0.16792194453954126	2020-01-21 23:22:35.878866	2020-01-21 23:45:50.864558	7.553076435212418	250.0	2	6.0	0.01383675434370505	1700.0	0.15790390090161063	0.045646468104530415	0.16792194453954126	0.08629322149948648	0.11674084217733653	1113.094017459774	0.08615763163924547	0.045646468104530415	0.16792194453954126	0.08629322149948648	0.11674084217733653	1113.0935467305717	0.0861577153985476	0.045646468104530415	0.16792194453954126	0.08629322149948648	0.11674084217733653	1113.0944881889764	0.08615755420426986	45	0.17568184411731141	0.17050857773213132						
46	TrialState.COMPLETE	0.2262210430217962	2020-01-21 23:45:50.865445	2020-01-22 00:09:26.276751	3.7715308591722647	50.0	2	31.0	0.00538611392137287	1800.0	0.07988307781411713	0.07259214880748602	0.2262210430217962	0.13214652516261555	0.166716592491156	556.6475771710601	0.12510014450023887	0.07259214880748602	0.2262210430217962	0.13214652516261555	0.166716592491156	556.6474594887595	0.12510014497962	0.07259214880748602	0.2262210430217962	0.13214652516261555	0.166716592491156	556.6476948533607	0.1251001440225821	46	0.2337099166951957	0.2287173342462627						
47	TrialState.COMPLETE	0.2028985507246377	2020-01-22 00:09:26.277620	2020-01-22 00:40:50.801274	9.621733682139258	450.0	2	41.0	0.010394328840752268	1400.0	0.12708659253750942	0.06378380691543992	0.2028985507246377	0.11380948305374872	0.14621847540796531	894.0181551694625	0.11001726955599495	0.06378380691543992	0.2028985507246377	0.11380948305374872	0.14621847540796531	894.0178306516033	0.11001732641636353	0.06378380691543992	0.2028985507246377	0.11380948305374872	0.14621847540796531	894.0184796873217	0.1100172186166692	47	0.20757731370535204	0.2044581383848758						
