number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
21	0.0898876404494382	2020-05-24 04:52:24.783242	2020-05-24 05:02:22.545003	64	0.20764852928596264	300	86	128	1.0096899617728445	0.010299625468164793	0.0898876404494382	0.026685393258426966	0.04307116104868914	48.71348314606742	0.050077432579563666	0.010299625468164793	0.0898876404494382	0.026685393258426966	0.04307116104868914	48.71348314606742	0.050077432579563666	1364400823	200.0	0.010299625468164793	0.0898876404494382	0.026685393258426966	0.04307116104868914	48.71348314606742	0.050077432579563666	21	COMPLETE
22	0.10720973782771535	2020-05-24 05:02:22.560556	2020-05-24 05:04:30.584821	64	0.30363984449890613	50	60	512	0.9852492510478887	0.009831460674157303	0.10720973782771535	0.03323970037453183	0.054775280898876406	47.5184925093633	0.05458597638293573	0.009831460674157303	0.10720973782771535	0.03323970037453183	0.054775280898876406	47.51825842696629	0.05458629164542328	998758693	250.0	0.009831460674157303	0.10720973782771535	0.03323970037453183	0.054775280898876406	47.5187265917603	0.054585672379822744	22	COMPLETE
23	0.12874531835205993	2020-05-24 05:04:30.597030	2020-05-24 05:10:32.039635	128	0.17338666254340135	250	23	256	0.8835098191752179	0.012172284644194757	0.12874531835205993	0.040262172284644196	0.06882022471910113	42.47214419475655	0.06367156085614953	0.012172284644194757	0.12874531835205993	0.040262172284644196	0.06882022471910113	42.47191011235955	0.06367207931107091	409338433	250.0	0.012172284644194757	0.12874531835205993	0.040262172284644196	0.06882022471910113	42.47237827715356	0.06367106596736093	23	COMPLETE
24	0.14232209737827714	2020-05-24 05:10:32.051517	2020-05-24 06:15:59.504098	256	0.2673591068284079	250	63	256	0.8423210045798901	0.01638576779026217	0.14232209737827714	0.04447565543071161	0.07443820224719101	40.4625468164794	0.06906693936639696	0.01638576779026217	0.14232209737827714	0.04447565543071161	0.07443820224719101	40.4625468164794	0.06906693936639696	3548557366	500.0	0.01638576779026217	0.14232209737827714	0.04447565543071161	0.07443820224719101	40.4625468164794	0.06906693936639696	24	COMPLETE
25	0.12359550561797752	2020-05-24 06:15:59.515165	2020-05-24 06:31:59.432815	64	0.16562667524612346	300	66	128	0.9114784829777208	0.008426966292134831	0.12359550561797752	0.03604868913857678	0.06273408239700375	43.87874531835206	0.05839651295852735	0.008426966292134831	0.12359550561797752	0.03604868913857678	0.06273408239700375	43.87874531835206	0.05839651295852735	584609504	350.0	0.008426966292134831	0.12359550561797752	0.03604868913857678	0.06273408239700375	43.87874531835206	0.05839651295852735	25	COMPLETE
26	0.1399812734082397	2020-05-24 06:31:59.445855	2020-05-24 07:22:31.064546	128	0.3709479391582067	400	54	128	0.8612195486856855	0.012172284644194757	0.1399812734082397	0.03651685393258427	0.06647940074906367	41.401685393258425	0.06396331278350664	0.012172284644194757	0.1399812734082397	0.03651685393258427	0.06647940074906367	41.401685393258425	0.06396331278350664	3358680173	550.0	0.012172284644194757	0.1399812734082397	0.03651685393258427	0.06647940074906367	41.401685393258425	0.06396331278350664	26	COMPLETE
27	0.12125468164794008	2020-05-24 07:22:31.075672	2020-05-24 07:34:48.522677	64	0.3162624876999381	350	96	128	0.9378417364124572	0.014044943820224719	0.12125468164794008	0.0449438202247191	0.06554307116104868	45.2373595505618	0.06288537221298658	0.014044943820224719	0.12125468164794008	0.0449438202247191	0.06554307116104868	45.2373595505618	0.06288537221298658	2256429303	200.0	0.014044943820224719	0.12125468164794008	0.0449438202247191	0.06554307116104868	45.2373595505618	0.06288537221298658	27	COMPLETE
28	0.13389513108614232	2020-05-24 07:34:48.532706	2020-05-24 07:40:37.083151	128	0.2461217766514584	50	47	256	0.9015185579017488	0.011235955056179775	0.13389513108614232	0.03885767790262172	0.0650749063670412	43.41432584269663	0.0618419879854777	0.011235955056179775	0.13389513108614232	0.03885767790262172	0.0650749063670412	43.41432584269663	0.0618419879854777	1194404004	400.0	0.011235955056179775	0.13389513108614232	0.03885767790262172	0.0650749063670412	43.41432584269663	0.0618419879854777	28	COMPLETE
29	0.1601123595505618	2020-05-24 07:40:37.095205	2020-05-24 07:46:17.293219	256	0.4041610573361397	50	17	256	0.8112894478803396	0.020599250936329586	0.1601123595505618	0.05664794007490637	0.08848314606741572	38.94428838951311	0.07763812050372335	0.020599250936329586	0.1601123595505618	0.05664794007490637	0.08848314606741572	38.94428838951311	0.07763812050372335	3174692896	450.0	0.020599250936329586	0.1601123595505618	0.05664794007490637	0.08848314606741572	38.94428838951311	0.07763812050372335	29	COMPLETE
30	0.12968164794007492	2020-05-24 07:46:17.305089	2020-05-24 08:04:53.432623	128	0.3606355739482715	350	33	512	0.891937044920044	0.010299625468164793	0.12968164794007492	0.03604868913857678	0.06273408239700375	42.93211610486891	0.0612787809157838	0.010299625468164793	0.12968164794007492	0.03604868913857678	0.06273408239700375	42.93211610486891	0.0612787809157838	1917197278	400.0	0.010299625468164793	0.12968164794007492	0.03604868913857678	0.06273408239700375	42.93211610486891	0.0612787809157838	30	COMPLETE
31	0.13623595505617977	2020-05-24 08:04:53.443353	2020-05-24 08:44:24.326108	128	0.4442507521537472	450	49	256	0.8955990915746543	0.01451310861423221	0.13623595505617977	0.04260299625468165	0.07443820224719101	43.1690074906367	0.06625414757467342	0.01451310861423221	0.13623595505617977	0.04260299625468165	0.07443820224719101	43.1690074906367	0.06625414757467342	3066165004	450.0	0.01451310861423221	0.13623595505617977	0.04260299625468165	0.07443820224719101	43.1690074906367	0.06625414757467342	31	COMPLETE
32	0.2949438202247191	2020-05-24 08:44:24.335939	2020-05-24 09:55:06.930311	256	0.37384787830453503	400	19	256	0.5817556303362484	0.0351123595505618	0.2949438202247191	0.10814606741573034	0.17322097378277154	27.900280898876403	0.12246259443486048	0.0351123595505618	0.2949438202247191	0.10814606741573034	0.17322097378277154	27.900280898876403	0.12246259443486048	1922242248		0.0351123595505618	0.2949438202247191	0.10814606741573034	0.17322097378277154	27.900280898876403	0.12246259443486048	32	COMPLETE
33	0.8398876404494382	2020-05-24 09:55:06.940339	2020-05-24 10:06:11.414310	128	0.1272141529268155	250	4	256	0.13142621806257646	0.21067415730337077	0.8398876404494382	0.48220973782771537	0.6404494382022472	6.335205992509363	0.4010597852548241	0.21067415730337077	0.8398876404494382	0.48220973782771537	0.6404494382022472	6.335205992509363	0.4010597852548241	4127305358		0.21067415730337077	0.8398876404494382	0.48220973782771537	0.6404494382022472	6.335205992509363	0.4010597852548241	33	COMPLETE
34	0.09878277153558053	2020-05-24 10:06:11.424422	2020-05-24 10:15:05.751452	64	0.41247264735507716	450	87	512	0.9783564144797791	0.008426966292134831	0.09878277153558053	0.02902621722846442	0.04868913857677903	47.15777153558052	0.05174270441320664	0.008426966292134831	0.09878277153558053	0.02902621722846442	0.04868913857677903	47.15777153558052	0.05174270441320664	3381540515	150.0	0.008426966292134831	0.09878277153558053	0.02902621722846442	0.04868913857677903	47.15777153558052	0.05174270441320664	34	COMPLETE
35	0.12078651685393259	2020-05-24 10:15:05.762200	2020-05-24 11:00:41.259233	128	0.40403923772765826	400	84	512	0.936459108656063	0.012640449438202247	0.12078651685393259	0.03885767790262172	0.06647940074906367	45.17696629213483	0.06051153509584357	0.012640449438202247	0.12078651685393259	0.03885767790262172	0.06647940074906367	45.17696629213483	0.06051153509584357	96433009	350.0	0.012640449438202247	0.12078651685393259	0.03885767790262172	0.06647940074906367	45.17696629213483	0.06051153509584357	35	COMPLETE
36	0.10346441947565543	2020-05-24 11:00:41.270191	2020-05-24 11:18:54.288383	128	0.4516333953283247	450	90	128	0.9623134680727169	0.012640449438202247	0.10346441947565543	0.03277153558052434	0.04868913857677903	46.36142322097378	0.055667834416539844	0.012640449438202247	0.10346441947565543	0.03277153558052434	0.04868913857677903	46.36142322097378	0.055667834416539844	23083919	150.0	0.012640449438202247	0.10346441947565543	0.03277153558052434	0.04868913857677903	46.36142322097378	0.055667834416539844	36	COMPLETE
37	0.11797752808988764	2020-05-24 11:18:54.299455	2020-05-24 11:24:44.649372	128	0.15402657200338876	150	53	512	0.9443264774592726	0.010767790262172285	0.11797752808988764	0.04119850187265917	0.062265917602996254	45.51825842696629	0.059852913416252033	0.010767790262172285	0.11797752808988764	0.04119850187265917	0.062265917602996254	45.51825842696629	0.059852913416252033	3615311159	200.0	0.010767790262172285	0.11797752808988764	0.04119850187265917	0.062265917602996254	45.51825842696629	0.059852913416252033	37	COMPLETE
38	0.150749063670412	2020-05-24 11:24:44.659204	2020-05-24 11:45:49.525465	256	0.13693257494472297	400	29	256	0.817868449808925	0.02153558052434457	0.150749063670412	0.05664794007490637	0.09316479400749064	39.2813670411985	0.07798614920427993	0.02153558052434457	0.150749063670412	0.05664794007490637	0.09316479400749064	39.2813670411985	0.07798614920427993	2267908140	250.0	0.02153558052434457	0.150749063670412	0.05664794007490637	0.09316479400749064	39.2813670411985	0.07798614920427993	38	COMPLETE
39	0.1100187265917603	2020-05-24 11:45:49.537543	2020-05-24 12:00:14.829394	128	0.16821017772826147	300	70	512	0.9888108195065545	0.011704119850187267	0.1100187265917603	0.03651685393258427	0.05711610486891386	47.72308052434457	0.0572324619125472	0.011704119850187267	0.1100187265917603	0.03651685393258427	0.05711610486891386	47.72284644194757	0.05723256246340502	1825143174	200.0	0.011704119850187267	0.1100187265917603	0.03651685393258427	0.05711610486891386	47.723314606741575	0.05723236341374771	39	COMPLETE
40	0.10955056179775281	2020-05-24 12:00:14.841561	2020-05-24 12:15:00.319181	64	0.15678331448146623	250	93	128	0.9489243349691763	0.012640449438202247	0.10955056179775281	0.03698501872659176	0.06320224719101124	45.72425093632959	0.058769906429519396	0.012640449438202247	0.10955056179775281	0.03698501872659176	0.06320224719101124	45.72425093632959	0.058769906429519396	1166902555	300.0	0.012640449438202247	0.10955056179775281	0.03698501872659176	0.06320224719101124	45.72425093632959	0.058769906429519396	40	COMPLETE
41	0.15870786516853932	2020-05-24 12:15:00.331992	2020-05-24 13:45:02.037230	256	0.40192205842962225	500	33	256	0.7877372362309097	0.019662921348314606	0.15870786516853932	0.046348314606741575	0.07818352059925093	37.77153558052434	0.07554940498351705	0.019662921348314606	0.15870786516853932	0.046348314606741575	0.07818352059925093	37.77153558052434	0.07554940498351705	3301222756	650.0	0.019662921348314606	0.15870786516853932	0.046348314606741575	0.07818352059925093	37.77153558052434	0.07554940498351705	41	COMPLETE
42	0.1540262172284644	2020-05-24 13:45:02.049235	2020-05-24 14:06:59.689573	128	0.3973064374221814	300	27	256	0.8397904311678257	0.012640449438202247	0.1540262172284644	0.0449438202247191	0.07443820224719101	40.33192883895131	0.06817003140630934	0.012640449438202247	0.1540262172284644	0.0449438202247191	0.07443820224719101	40.33192883895131	0.06817003140630934	3797418918	600.0	0.012640449438202247	0.1540262172284644	0.0449438202247191	0.07443820224719101	40.33192883895131	0.06817003140630934	42	COMPLETE
43	0.13717228464419476	2020-05-24 14:06:59.701788	2020-05-24 14:15:25.863155	64	0.21839789936850426	150	49	128	0.8942913290850943	0.015917602996254682	0.13717228464419476	0.04400749063670412	0.06788389513108614	43.07724719101124	0.06646364271661992	0.015917602996254682	0.13717228464419476	0.04400749063670412	0.06788389513108614	43.07724719101124	0.06646364271661992	4209607375	350.0	0.015917602996254682	0.13717228464419476	0.04400749063670412	0.06788389513108614	43.07724719101124	0.06646364271661992	43	COMPLETE
44	0.09644194756554307	2020-05-24 14:15:25.874610	2020-05-24 14:21:09.060363	64	0.3716371454648506	250	66	512	1.0016241020345118	0.00749063670411985	0.09644194756554307	0.026685393258426966	0.05102996254681648	48.29564606741573	0.050647795569124326	0.00749063670411985	0.09644194756554307	0.026685393258426966	0.05102996254681648	48.295411985018724	0.050647926707722085	4085743272	200.0	0.00749063670411985	0.09644194756554307	0.026685393258426966	0.05102996254681648	48.29588014981273	0.050647667480261394	44	COMPLETE
45	0.14653558052434457	2020-05-24 14:21:09.072545	2020-05-24 15:02:57.232649	256	0.14838103191486543	100	89	512	0.8813738285569118	0.018258426966292134	0.14653558052434457	0.052434456928838954	0.08192883895131087	42.41432584269663	0.07225443078940959	0.018258426966292134	0.14653558052434457	0.052434456928838954	0.08192883895131087	42.41432584269663	0.07225443078940959	4067103121	550.0	0.018258426966292134	0.14653558052434457	0.052434456928838954	0.08192883895131087	42.41432584269663	0.07225443078940959	45	COMPLETE
46	0.16245318352059926	2020-05-24 15:02:57.244479	2020-05-24 15:41:52.870572	128	0.34648584771241564	350	42	128	0.8049367867237522	0.016853932584269662	0.16245318352059926	0.047752808988764044	0.07818352059925093	38.701310861423224	0.07409804081729578	0.016853932584269662	0.16245318352059926	0.047752808988764044	0.07818352059925093	38.701310861423224	0.07409804081729578	2500617444	600.0	0.016853932584269662	0.16245318352059926	0.047752808988764044	0.07818352059925093	38.701310861423224	0.07409804081729578	46	COMPLETE
47	0.1306179775280899	2020-05-24 15:41:52.880590	2020-05-24 15:54:49.900229	64	0.3842714634809171	450	24	512	0.9129681298945252	0.0149812734082397	0.1306179775280899	0.03838951310861423	0.0650749063670412	43.9433520599251	0.06358327844628425	0.0149812734082397	0.1306179775280899	0.03838951310861423	0.0650749063670412	43.9433520599251	0.06358327844628425	2891318318	550.0	0.0149812734082397	0.1306179775280899	0.03838951310861423	0.0650749063670412	43.9433520599251	0.06358327844628425	47	COMPLETE
48	0.12827715355805244	2020-05-24 15:54:49.912302	2020-05-24 16:04:38.754965	128	0.20231738128280907	100	67	512	0.9344180191584518	0.011704119850187267	0.12827715355805244	0.040262172284644196	0.06788389513108614	45.030430711610485	0.06241950447432016	0.011704119850187267	0.12827715355805244	0.040262172284644196	0.06788389513108614	45.030430711610485	0.06241950447432016	2475280933	350.0	0.011704119850187267	0.12827715355805244	0.040262172284644196	0.06788389513108614	45.030430711610485	0.06241950447432016	48	COMPLETE
49	0.14325842696629212	2020-05-24 16:04:38.767147	2020-05-24 16:42:28.625228	256	0.19195023645647835	500	49	128	0.8323339704155559	0.010767790262172285	0.14325842696629212	0.037921348314606744	0.07069288389513109	40.0060861423221	0.06515787801941726	0.010767790262172285	0.14325842696629212	0.037921348314606744	0.07069288389513109	40.0060861423221	0.06515787801941726	2094191357	200.0	0.010767790262172285	0.14325842696629212	0.037921348314606744	0.07069288389513109	40.0060861423221	0.06515787801941726	49	COMPLETE
50	0.1254681647940075	2020-05-24 16:42:28.636633	2020-05-24 17:07:03.896941	128	0.4410839044881467	350	76	128	0.9197657578528862	0.010767790262172285	0.1254681647940075	0.037921348314606744	0.06788389513108614	44.25	0.0601990810514024	0.010767790262172285	0.1254681647940075	0.037921348314606744	0.06788389513108614	44.25	0.0601990810514024	466107848	250.0	0.010767790262172285	0.1254681647940075	0.037921348314606744	0.06788389513108614	44.25	0.0601990810514024	50	COMPLETE
51	0.8342696629213483	2020-05-24 17:07:03.913682	2020-05-24 17:17:49.484702	256	0.4152652008831218	450	2	128	0.1326498182565462	0.21254681647940074	0.8342696629213483	0.46863295880149813	0.6240636704119851	6.387640449438202	0.3969320449023593	0.21254681647940074	0.8342696629213483	0.46863295880149813	0.6240636704119851	6.387640449438202	0.3969320449023593	1614171520	600.0	0.21254681647940074	0.8342696629213483	0.46863295880149813	0.6240636704119851	6.387640449438202	0.3969320449023593	51	COMPLETE
52	0.822565543071161	2020-05-24 17:17:49.501743	2020-05-24 17:39:41.181154	256	0.404062903724998	100	12	128	0.1456035970010854	0.1802434456928839	0.822565543071161	0.42837078651685395	0.5875468164794008	6.9995318352059925	0.3665333179934289	0.1802434456928839	0.822565543071161	0.42837078651685395	0.5875468164794008	6.9995318352059925	0.3665333179934289	3190319486		0.1802434456928839	0.822565543071161	0.42837078651685395	0.5875468164794008	6.9995318352059925	0.3665333179934289	52	COMPLETE
