number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	601	651	1101	1151
0	TrialState.COMPLETE	0.5509206798866856	2020-01-06 10:51:36.657070	2020-01-06 17:28:32.028024	0.7507142606967848	11.29894229430273	350.0	100.0	0.01294887301220003	2000.0	0.08314967445505136	0.37543201133144477	0.5509206798866856	0.4679603399433428	0.5014235127478753	1685.016147308782	0.438407073017303	0.37543201133144477	0.5509206798866856	0.4679603399433428	0.5014235127478753	1685.015545325779	0.43840707311492066	0.37543201133144477	0.5509206798866856	0.4679603399433428	0.5014235127478753	1685.0167492917847	0.4384070729199062	0			0.5495288828673482	0.5502537771482531
1	TrialState.COMPLETE	0.4969704123386843	2020-01-06 17:28:32.028898	2020-01-06 21:21:53.258637	0.34917716937235044	22.930623097915678	150.0	30.0	0.002089238077628138	1300.0	0.23747392843672313	0.398580946385479	0.4969704123386843	0.4502019725107544	0.4693696883852691	4813.013059358934	0.4341370999683126	0.398580946385479	0.4969704123386843	0.4502019725107544	0.4693696883852691	4813.009508446124	0.4341371851025953	0.398580946385479	0.4969704123386843	0.4502019725107544	0.4693696883852691	4813.016610271745	0.43413702685072236	1				
2	TrialState.COMPLETE	0.4854086818863523	2020-01-06 21:21:53.259604	2020-01-06 23:55:06.947899	0.44989505416558095	20.80957426371125	150.0	70.0	0.06055662904236589	800.0	0.11698027183094488	0.27131936343942675	0.4854086818863523	0.39096608898516916	0.433802699550075	2370.7873323196136	0.34844441241406876	0.27131936343942675	0.4854086818863523	0.39096608898516916	0.433802699550075	2370.786598066989	0.3484444127330276	0.27131936343942675	0.4854086818863523	0.39096608898516916	0.433802699550075	2370.7880665722378	0.348444412096112	2				
3	TrialState.COMPLETE	0.5078186968838527	2020-01-06 23:55:06.948735	2020-01-07 05:20:32.677670	0.4764108748705753	21.134482249748295	350.0	30.0	0.0010827247889311155	1200.0	0.22818817254117135	0.40361898016997166	0.5078186968838527	0.4568484419263456	0.4776770538243626	4624.761671388102	0.4408711872167657	0.40361898016997166	0.5078186968838527	0.4568484419263456	0.4776770538243626	4624.75842776204	0.4408711908476234	0.40361898016997166	0.5078186968838527	0.4568484419263456	0.4776770538243626	4624.764915014164	0.4408711836371149	3				
4	TrialState.COMPLETE	0.4535797064125676	2020-01-07 05:20:32.678648	2020-01-07 06:54:40.070859	0.5948959226823695	25.112613757766546	150.0	60.0	0.001878155459811917	500.0	0.3423435459255178	0.3743722637136235	0.4535797064125676	0.41699394797836725	0.43241372650012877	6939.390806077775	0.40300922090967084	0.3743722637136235	0.4535797064125676	0.41699394797836725	0.43241372650012877	6939.385719804275	0.4030092220752593	0.3743722637136235	0.4535797064125676	0.41699394797836725	0.43241372650012877	6939.395892351275	0.40300921974793696	4				
5	TrialState.COMPLETE	0.4088644948064212	2020-01-07 06:54:40.071695	2020-01-07 08:59:50.145620	0.6575807664897387	1.3109293586739366	150.0	70.0	0.0014495027216870817	1900.0	0.09880220571042686	0.1951487252124646	0.4088644948064212	0.30164069877242683	0.3473087818696884	2002.613550519358	0.26884370003744945	0.1951487252124646	0.4088644948064212	0.30164069877242683	0.3473087818696884	2002.6129013220018	0.26884371178659194	0.1951487252124646	0.4088644948064212	0.30164069877242683	0.3473087818696884	2002.614199716714	0.2688436886786762	5	0.4073191327086511	0.40814700526102793		
6	TrialState.COMPLETE	0.5453565710062815	2020-01-07 08:59:50.146459	2020-01-07 18:13:44.466059	0.6093815751513355	16.673088183436555	450.0	70.0	0.008348537136648014	1100.0	0.12200933047994823	0.40620766104200023	0.5453565710062815	0.4748506589481463	0.5049113191279714	2472.219773832984	0.4551466970561245	0.40620766104200023	0.5453565710062815	0.4748506589481463	0.5049113191279714	2472.2186075871414	0.45514669784986994	0.40620766104200023	0.5453565710062815	0.4748506589481463	0.5049113191279714	2472.2209400788274	0.4551466962668111	6				
