number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.09878277153558053	2020-03-12 13:41:30.449218	2020-03-12 13:42:04.600271	256	256	0.005232057626995663	128	0.5929980388366212	0.9709914768470472	0.0	0.09878277153558053	0.031835205992509365	0.05383895131086142	46.77364232209738	0.049208695653506516	0.0	0.09878277153558053	0.031835205992509365	0.05383895131086142	46.77340823970037	0.0492089207327344	105292834	150	0.0	0.09878277153558053	0.031835205992509365	0.05383895131086142	46.77387640449438	0.04920847739486129	0	COMPLETE
1	0.3801498127340824	2020-03-12 13:42:04.616178	2020-03-12 13:42:40.239664	256	64	0.010683894412428408	256	0.11880236974558431	0.5066897049415438	0.003745318352059925	0.3801498127340824	0.12687265917602997	0.225187265917603	24.62687265917603	0.12451715609868431	0.003745318352059925	0.3801498127340824	0.12687265917602997	0.225187265917603	24.62687265917603	0.12451715609868431	3130575661	200	0.003745318352059925	0.3801498127340824	0.12687265917602997	0.225187265917603	24.62687265917603	0.12451715609868431	1	COMPLETE
2	0.3544007490636704	2020-03-12 13:42:40.257386	2020-03-12 13:43:46.118264	256	64	0.012530934670122175	128	0.1833013865884229	0.5299927819440009	0.0009363295880149813	0.3544007490636704	0.11329588014981273	0.20692883895131087	25.744850187265918	0.11497379534624032	0.0009363295880149813	0.3544007490636704	0.11329588014981273	0.20692883895131087	25.744850187265918	0.11497379534624032	4063261248	250	0.0009363295880149813	0.3544007490636704	0.11329588014981273	0.20692883895131087	25.744850187265918	0.11497379534624032	2	COMPLETE
3	0.28558052434456926	2020-03-12 13:43:46.130283	2020-03-12 13:44:37.881354	128	256	0.0069035796434006634	128	0.14827709661176194	0.6039357612882689	0.0	0.28558052434456926	0.08895131086142322	0.1549625468164794	29.029026217228463	0.09772546189341036	0.0	0.28558052434456926	0.08895131086142322	0.1549625468164794	29.029026217228463	0.09772546189341036	940793905	200	0.0	0.28558052434456926	0.08895131086142322	0.1549625468164794	29.029026217228463	0.09772546189341036	3	COMPLETE
4	0.0950374531835206	2020-03-12 13:44:37.893418	2020-03-12 13:45:25.587854	256	64	0.002203129183810632	128	0.5294427021667414	0.9821703192962801	0.0	0.0950374531835206	0.026217228464419477	0.050093632958801496	47.25561797752809	0.046475888703252366	0.0	0.0950374531835206	0.026217228464419477	0.050093632958801496	47.25561797752809	0.046475888703252366	787090779	200	0.0	0.0950374531835206	0.026217228464419477	0.050093632958801496	47.25561797752809	0.046475888703252366	4	COMPLETE
5	0.21348314606741572	2020-03-12 13:45:25.599684	2020-03-12 13:45:59.716985	64	256	0.008187396418722091	256	0.029807137288022718	0.652078463262547	0.00046816479400749064	0.21348314606741572	0.05383895131086142	0.10299625468164794	31.01685393258427	0.07790666367343059	0.00046816479400749064	0.21348314606741572	0.05383895131086142	0.10299625468164794	31.01685393258427	0.07790666367343059	418117328	200	0.00046816479400749064	0.21348314606741572	0.05383895131086142	0.10299625468164794	31.01685393258427	0.07790666367343059	5	COMPLETE
6	0.23548689138576778	2020-03-12 13:45:59.728694	2020-03-12 13:46:28.111444	64	256	0.03977939462910892	512	0.1338579132130103	0.6536356619287157	0.0	0.23548689138576778	0.06694756554307116	0.12125468164794008	31.484082397003746	0.08257476887241594	0.0	0.23548689138576778	0.06694756554307116	0.12125468164794008	31.484082397003746	0.08257476887241594	2426741948	200	0.0	0.23548689138576778	0.06694756554307116	0.12125468164794008	31.484082397003746	0.08257476887241594	6	COMPLETE
7	0.33848314606741575	2020-03-12 13:46:28.122979	2020-03-12 13:46:53.949183	256	128	0.016729316464115577	512	0.007160822006664527	0.5217793821601358	0.020131086142322098	0.33848314606741575	0.12125468164794008	0.19382022471910113	25.07443820224719	0.1244448453715549	0.020131086142322098	0.33848314606741575	0.12125468164794008	0.19382022471910113	25.07443820224719	0.1244448453715549	1077329747	200	0.020131086142322098	0.33848314606741575	0.12125468164794008	0.19382022471910113	25.07443820224719	0.1244448453715549	7	COMPLETE
8	0.09410112359550561	2020-03-12 13:46:53.961177	2020-03-12 13:47:17.108575	256	128	0.0017682516047751577	256	0.5431853166530628	0.985416386187537	0.0	0.09410112359550561	0.02200374531835206	0.0449438202247191	47.47097378277154	0.04546053595043344	0.0	0.09410112359550561	0.02200374531835206	0.0449438202247191	47.47097378277154	0.04546053595043344	658443571	150	0.0	0.09410112359550561	0.02200374531835206	0.0449438202247191	47.47097378277154	0.04546053595043344	8	COMPLETE
9	0.33380149812734083	2020-03-12 13:47:17.120444	2020-03-12 13:48:16.819644	64	256	0.0015461439416182836	256	0.003999221358016672	0.5475231722129809	0.003745318352059925	0.33380149812734083	0.11891385767790262	0.1900749063670412	26.11189138576779	0.1134280130731067	0.003745318352059925	0.33380149812734083	0.11891385767790262	0.1900749063670412	26.11189138576779	0.1134280130731067	272555096	300	0.003745318352059925	0.33380149812734083	0.11891385767790262	0.1900749063670412	26.11189138576779	0.1134280130731067	9	COMPLETE
