searcher	dataset	create_inverse_triples	model	loss	regularizer	optimizer	training_loop	negative_sampler	model_bytes	replicate	training_time	evaluation_time	hits@10
random	kinships	False	distmult	bceaftersigmoid	no	adam	lcwa		132096	2	58.720441579818726	0.0974724292755127	0.8505586592178771
random	kinships	False	distmult	bceaftersigmoid	no	adam	lcwa		132096	3	58.22061371803284	0.09779953956604004	0.8603351955307262
random	kinships	False	distmult	bceaftersigmoid	no	adam	owa	basic	33024	0	61.33820176124573	0.44651079177856445	0.8570763500931099
random	kinships	False	distmult	bceaftersigmoid	no	adam	owa	basic	33024	1	60.693474531173706	1.8869373798370361	0.8524208566108007
random	kinships	False	distmult	bceaftersigmoid	no	adam	owa	basic	33024	2	60.258572816848755	0.08239269256591797	0.8566108007448789
random	kinships	False	distmult	bceaftersigmoid	no	adam	owa	basic	33024	3	64.89737105369568	0.15814971923828125	0.861266294227188
random	kinships	False	distmult	crossentropy	no	adadelta	lcwa		66048	0	71.25683736801147	0.08509993553161621	0.7821229050279329
random	kinships	False	distmult	crossentropy	no	adadelta	lcwa		66048	1	71.21259117126465	0.08526134490966797	0.840782122905028
random	kinships	False	distmult	crossentropy	no	adadelta	lcwa		66048	2	97.7191379070282	0.09120368957519531	0.8268156424581006
random	kinships	False	distmult	crossentropy	no	adadelta	lcwa		66048	3	97.70783257484436	0.09108543395996094	0.7960893854748603
random	kinships	False	distmult	crossentropy	no	adam	lcwa		132096	0	34.143131494522095	0.10721588134765625	0.8854748603351955
random	kinships	False	distmult	crossentropy	no	adam	lcwa		132096	1	34.218263149261475	0.10874366760253906	0.8836126629422719
random	kinships	False	distmult	crossentropy	no	adam	lcwa		132096	2	34.22743368148804	0.09775447845458984	0.8864059590316573
random	kinships	False	distmult	crossentropy	no	adam	lcwa		132096	3	33.548240423202515	0.12285017967224121	0.8794227188081937
random	kinships	False	distmult	marginranking	no	adadelta	owa	basic	33024	0	225.1447639465332	0.08396315574645996	0.8431098696461825
random	kinships	False	distmult	marginranking	no	adadelta	owa	basic	33024	1	225.34985995292664	0.08478450775146484	0.8663873370577281
random	kinships	False	distmult	marginranking	no	adadelta	owa	basic	33024	2	225.2175030708313	0.08494734764099121	0.8384543761638734
random	kinships	False	distmult	marginranking	no	adadelta	owa	basic	33024	3	224.34368634223938	0.08475232124328613	0.8589385474860335
random	kinships	False	distmult	marginranking	no	adam	owa	basic	33024	0	40.03079342842102	1.8566668033599854	0.8556797020484171
random	kinships	False	distmult	marginranking	no	adam	owa	basic	33024	1	41.31300354003906	1.387852430343628	0.861266294227188
random	kinships	False	distmult	marginranking	no	adam	owa	basic	33024	2	41.50662970542908	1.1313936710357666	0.8477653631284916
random	kinships	False	distmult	marginranking	no	adam	owa	basic	33024	3	41.73054885864258	0.9014596939086914	0.8584729981378026
random	kinships	False	distmult	nssa	no	adadelta	owa	basic	66048	0	259.2303111553192	0.08838438987731934	0.5707635009310987
random	kinships	False	distmult	nssa	no	adadelta	owa	basic	66048	1	253.51277351379395	0.09843611717224121	0.6857541899441341
random	kinships	False	distmult	nssa	no	adadelta	owa	basic	66048	2	262.2961757183075	0.09506869316101074	0.5754189944134078
random	kinships	False	distmult	nssa	no	adadelta	owa	basic	66048	3	253.1993191242218	0.0889580249786377	0.5684357541899442
random	kinships	False	distmult	nssa	no	adam	owa	basic	132096	0	74.74632835388184	0.11102414131164551	0.8491620111731844
random	kinships	False	distmult	nssa	no	adam	owa	basic	132096	1	77.3302972316742	0.10822820663452148	0.8556797020484171
random	kinships	False	distmult	nssa	no	adam	owa	basic	132096	2	79.35526776313782	0.11600971221923828	0.8589385474860335
random	kinships	False	distmult	nssa	no	adam	owa	basic	132096	3	78.91638994216919	2.0074102878570557	0.8631284916201117
random	kinships	False	distmult	softplus	no	adadelta	lcwa		132096	0	24.2456214427948	0.10182571411132812	0.12290502793296089
random	kinships	False	distmult	softplus	no	adadelta	lcwa		132096	1	23.95125126838684	0.11847162246704102	0.09683426443202979
random	kinships	False	distmult	softplus	no	adadelta	lcwa		132096	2	24.04026436805725	0.10224246978759766	0.10754189944134078
random	kinships	False	distmult	softplus	no	adadelta	lcwa		132096	3	24.13151454925537	0.10554003715515137	0.1042830540037244
random	kinships	False	distmult	softplus	no	adadelta	owa	basic	132096	0	103.59214639663696	0.09769749641418457	0.5642458100558659
random	kinships	False	distmult	softplus	no	adadelta	owa	basic	132096	1	103.15203952789307	0.09979891777038574	0.212756052141527
random	kinships	False	distmult	softplus	no	adadelta	owa	basic	132096	2	103.1125602722168	0.10270333290100098	0.5642458100558659
random	kinships	False	distmult	softplus	no	adadelta	owa	basic	132096	3	103.46584486961365	0.10255050659179688	0.5586592178770949
random	kinships	False	distmult	softplus	no	adam	lcwa		66048	0	80.96348023414612	0.08654356002807617	0.8528864059590316
random	kinships	False	distmult	softplus	no	adam	lcwa		66048	1	79.79049754142761	0.08470320701599121	0.8472998137802608
random	kinships	False	distmult	softplus	no	adam	lcwa		66048	2	79.5688591003418	0.08782577514648438	0.845903165735568
random	kinships	False	distmult	softplus	no	adam	lcwa		66048	3	80.81701040267944	0.08521842956542969	0.840782122905028
random	kinships	False	distmult	softplus	no	adam	owa	basic	132096	0	58.210259199142456	0.0917975902557373	0.861731843575419
random	kinships	False	distmult	softplus	no	adam	owa	basic	132096	1	64.22994828224182	0.7025623321533203	0.8584729981378026
random	kinships	False	distmult	softplus	no	adam	owa	basic	132096	2	64.01984882354736	1.7523391246795654	0.8640595903165735
random	kinships	False	distmult	softplus	no	adam	owa	basic	132096	3	67.84844946861267	1.7483351230621338	0.8538175046554934
random	kinships	False	ermlp	bceaftersigmoid	no	adadelta	lcwa		920580	0	72.530686378479	0.17046785354614258	0.7262569832402235
random	kinships	False	ermlp	bceaftersigmoid	no	adadelta	lcwa		920580	1	70.39439082145691	0.13956832885742188	0.723463687150838
random	kinships	False	ermlp	bceaftersigmoid	no	adadelta	lcwa		920580	2	66.29221844673157	0.12639355659484863	0.7248603351955307
random	kinships	False	ermlp	bceaftersigmoid	no	adadelta	lcwa		920580	3	58.518954277038574	0.1287224292755127	0.7378957169459963
random	kinships	False	ermlp	bceaftersigmoid	no	adadelta	owa	basic	920580	0	138.04910802841187	0.12659931182861328	0.8840782122905028
random	kinships	False	ermlp	bceaftersigmoid	no	adadelta	owa	basic	920580	1	138.14862060546875	0.12042593955993652	0.8752327746741154
random	kinships	False	ermlp	bceaftersigmoid	no	adadelta	owa	basic	920580	2	137.18630576133728	0.12606406211853027	0.8845437616387337
random	kinships	False	ermlp	bceaftersigmoid	no	adadelta	owa	basic	920580	3	139.09756207466125	0.12966513633728027	0.8798882681564246
random	kinships	False	ermlp	bceaftersigmoid	no	adam	lcwa		82692	0	53.26726579666138	0.09014296531677246	0.8929236499068901
random	kinships	False	ermlp	bceaftersigmoid	no	adam	lcwa		82692	1	53.2676260471344	0.09770631790161133	0.904562383612663
random	kinships	False	ermlp	bceaftersigmoid	no	adam	lcwa		82692	2	58.81463885307312	0.09779787063598633	0.9138733705772812
random	kinships	False	ermlp	bceaftersigmoid	no	adam	lcwa		82692	3	60.84304976463318	0.09681200981140137	0.9003724394785847
random	kinships	False	ermlp	bceaftersigmoid	no	adam	owa	basic	82692	0	59.34639811515808	0.09346747398376465	0.9152700186219739
random	kinships	False	ermlp	bceaftersigmoid	no	adam	owa	basic	82692	1	59.25589656829834	0.09272551536560059	0.9250465549348231
random	kinships	False	ermlp	bceaftersigmoid	no	adam	owa	basic	82692	2	59.049092531204224	0.0924530029296875	0.9110800744878957
random	kinships	False	ermlp	bceaftersigmoid	no	adam	owa	basic	82692	3	59.32795572280884	0.09307742118835449	0.9241154562383612
random	kinships	False	ermlp	crossentropy	no	adadelta	lcwa		920580	0	57.763288736343384	0.18409466743469238	0.5512104283054003
random	kinships	False	ermlp	crossentropy	no	adadelta	lcwa		920580	1	58.12327313423157	0.19742870330810547	0.569366852886406
random	kinships	False	ermlp	crossentropy	no	adadelta	lcwa		920580	2	59.19872975349426	0.19025945663452148	0.5796089385474861
random	kinships	False	ermlp	crossentropy	no	adadelta	lcwa		920580	3	51.11958622932434	0.1499190330505371	0.5884543761638734
random	kinships	False	ermlp	crossentropy	no	adam	lcwa		920580	0	80.0388834476471	0.133713960647583	0.7136871508379888
random	kinships	False	ermlp	crossentropy	no	adam	lcwa		920580	1	100.87051510810852	0.26680970191955566	0.7332402234636871
random	kinships	False	ermlp	crossentropy	no	adam	lcwa		920580	2	106.28165555000305	0.27144598960876465	0.6769087523277467
random	kinships	False	ermlp	crossentropy	no	adam	lcwa		920580	3	108.14516353607178	0.2973184585571289	0.6848230912476723
random	kinships	False	ermlp	marginranking	no	adadelta	owa	basic	82692	0	135.58741331100464	0.09891343116760254	0.8896648044692738
random	kinships	False	ermlp	marginranking	no	adadelta	owa	basic	82692	1	137.20077872276306	0.10569071769714355	0.8794227188081937
random	kinships	False	ermlp	marginranking	no	adadelta	owa	basic	82692	2	133.29087495803833	0.13875150680541992	0.898975791433892
random	kinships	False	ermlp	marginranking	no	adadelta	owa	basic	82692	3	127.11076784133911	0.09651875495910645	0.8896648044692738
random	kinships	False	ermlp	marginranking	no	adam	owa	basic	82692	0	190.00581550598145	0.09146666526794434	0.9399441340782123
random	kinships	False	ermlp	marginranking	no	adam	owa	basic	82692	1	180.66797137260437	0.09202456474304199	0.9399441340782123
random	kinships	False	ermlp	marginranking	no	adam	owa	basic	82692	2	198.28929924964905	0.1002037525177002	0.9199255121042831
random	kinships	False	ermlp	marginranking	no	adam	owa	basic	82692	3	216.5730140209198	0.09341073036193848	0.9227188081936686
random	kinships	False	ermlp	nssa	no	adadelta	owa	basic	82692	0	316.8218722343445	0.0881643295288086	0.9199255121042831
random	kinships	False	ermlp	nssa	no	adadelta	owa	basic	82692	1	315.8318157196045	0.09919404983520508	0.898975791433892
random	kinships	False	ermlp	nssa	no	adadelta	owa	basic	82692	2	322.6751892566681	0.09428286552429199	0.9008379888268156
random	kinships	False	ermlp	nssa	no	adadelta	owa	basic	82692	3	321.6319000720978	0.09303498268127441	0.8966480446927374
random	kinships	False	ermlp	nssa	no	adam	owa	basic	82692	0	31.851916551589966	0.08850717544555664	0.9450651769087524
random	kinships	False	ermlp	nssa	no	adam	owa	basic	82692	1	38.98555612564087	0.09821820259094238	0.946927374301676
random	kinships	False	ermlp	nssa	no	adam	owa	basic	82692	2	38.988520860672	0.09869861602783203	0.9445996275605214
random	kinships	False	ermlp	nssa	no	adam	owa	basic	82692	3	39.06337833404541	0.0982365608215332	0.9404096834264432
random	kinships	False	ermlp	softplus	no	adadelta	lcwa		82692	0	130.55083775520325	0.08096122741699219	0.6564245810055865
random	kinships	False	ermlp	softplus	no	adadelta	lcwa		82692	1	131.15200185775757	0.0908501148223877	0.6941340782122905
random	kinships	False	ermlp	softplus	no	adadelta	lcwa		82692	2	130.25809121131897	0.08879208564758301	0.6419925512104283
random	kinships	False	ermlp	softplus	no	adadelta	lcwa		82692	3	128.2959132194519	0.09671854972839355	0.6536312849162011
random	kinships	False	ermlp	softplus	no	adadelta	owa	basic	82692	0	242.82850098609924	0.09647941589355469	0.8715083798882681
random	kinships	False	ermlp	softplus	no	adadelta	owa	basic	82692	1	240.15402698516846	0.09062695503234863	0.9152700186219739
random	kinships	False	ermlp	softplus	no	adadelta	owa	basic	82692	2	243.11076712608337	0.09752774238586426	0.8994413407821229
random	kinships	False	ermlp	softplus	no	adadelta	owa	basic	82692	3	243.55041027069092	0.09259700775146484	0.9115456238361266
random	kinships	False	ermlp	softplus	no	adam	lcwa		82692	0	26.349421501159668	0.10097241401672363	0.8836126629422719
random	kinships	False	ermlp	softplus	no	adam	lcwa		82692	1	28.957419872283936	0.09986543655395508	0.9134078212290503
random	kinships	False	ermlp	softplus	no	adam	lcwa		82692	2	28.754237413406372	0.10061860084533691	0.8905959031657356
random	kinships	False	ermlp	softplus	no	adam	lcwa		82692	3	26.47758936882019	0.10608673095703125	0.883147113594041
random	kinships	False	ermlp	softplus	no	adam	owa	basic	82692	0	53.54121518135071	0.10035061836242676	0.9441340782122905
random	kinships	False	ermlp	softplus	no	adam	owa	basic	82692	1	54.25125765800476	0.10170674324035645	0.9492551210428305
random	kinships	False	ermlp	softplus	no	adam	owa	basic	82692	2	50.842803955078125	0.09832453727722168	0.9529795158286778
random	kinships	False	ermlp	softplus	no	adam	owa	basic	82692	3	50.72369980812073	0.1000986099243164	0.9399441340782123
random	kinships	False	hole	bceaftersigmoid	no	adadelta	lcwa		132096	0	121.94327425956726	0.11766576766967773	0.861731843575419
random	kinships	False	hole	bceaftersigmoid	no	adadelta	lcwa		132096	1	108.57291221618652	0.11696672439575195	0.8603351955307262
random	kinships	False	hole	bceaftersigmoid	no	adadelta	lcwa		132096	2	108.03159618377686	0.1177825927734375	0.8729050279329609
random	kinships	False	hole	bceaftersigmoid	no	adadelta	lcwa		132096	3	107.43629121780396	0.1200401782989502	0.8584729981378026
random	kinships	False	hole	bceaftersigmoid	no	adadelta	owa	basic	33024	0	324.9786579608917	0.22445392608642578	0.8729050279329609
random	kinships	False	hole	bceaftersigmoid	no	adadelta	owa	basic	33024	1	325.1919894218445	1.0093083381652832	0.8566108007448789
random	kinships	False	hole	bceaftersigmoid	no	adadelta	owa	basic	33024	2	325.19385385513306	0.8526582717895508	0.8645251396648045
random	kinships	False	hole	bceaftersigmoid	no	adadelta	owa	basic	33024	3	325.6137490272522	0.5064141750335693	0.861266294227188
random	kinships	False	hole	bceaftersigmoid	no	adam	lcwa		66048	0	51.92515540122986	0.1064755916595459	0.8640595903165735
random	kinships	False	hole	bceaftersigmoid	no	adam	lcwa		66048	1	51.74202108383179	0.10575270652770996	0.8677839851024208
random	kinships	False	hole	bceaftersigmoid	no	adam	lcwa		66048	2	51.76800894737244	0.1054227352142334	0.8719739292364991
random	kinships	False	hole	bceaftersigmoid	no	adam	lcwa		66048	3	51.78975462913513	0.10528898239135742	0.8687150837988827
random	kinships	False	hole	bceaftersigmoid	no	adam	owa	basic	33024	0	41.11061501502991	0.09654903411865234	0.8659217877094972
random	kinships	False	hole	bceaftersigmoid	no	adam	owa	basic	33024	1	41.24805188179016	0.09898638725280762	0.8566108007448789
random	kinships	False	hole	bceaftersigmoid	no	adam	owa	basic	33024	2	41.39662194252014	0.09747958183288574	0.8594040968342644
random	kinships	False	hole	bceaftersigmoid	no	adam	owa	basic	33024	3	41.33947253227234	0.09804630279541016	0.8552141527001862
random	kinships	False	hole	crossentropy	no	adadelta	lcwa		66048	0	42.1787965297699	0.12262272834777832	0.8896648044692738
random	kinships	False	hole	crossentropy	no	adadelta	lcwa		66048	1	42.32167339324951	0.14610910415649414	0.8836126629422719
random	kinships	False	hole	crossentropy	no	adadelta	lcwa		66048	2	42.154080629348755	0.12129974365234375	0.8747672253258846
random	kinships	False	hole	crossentropy	no	adadelta	lcwa		66048	3	42.367236614227295	0.12222528457641602	0.8780260707635009
random	kinships	False	hole	crossentropy	no	adam	lcwa		33024	0	22.108357191085815	0.10197830200195312	0.8589385474860335
random	kinships	False	hole	crossentropy	no	adam	lcwa		33024	1	21.07385540008545	0.09917974472045898	0.8566108007448789
random	kinships	False	hole	crossentropy	no	adam	lcwa		33024	2	21.513769388198853	0.09980130195617676	0.8491620111731844
random	kinships	False	hole	crossentropy	no	adam	lcwa		33024	3	19.774142026901245	0.09915947914123535	0.861266294227188
random	kinships	False	hole	marginranking	no	adadelta	owa	basic	33024	0	234.79865908622742	0.11712431907653809	0.8626629422718808
random	kinships	False	hole	marginranking	no	adadelta	owa	basic	33024	1	234.08084344863892	0.11519956588745117	0.8547486033519553
random	kinships	False	hole	marginranking	no	adadelta	owa	basic	33024	2	236.80504059791565	0.11907315254211426	0.8603351955307262
random	kinships	False	hole	marginranking	no	adadelta	owa	basic	33024	3	238.97152376174927	0.11896443367004395	0.8659217877094972
random	kinships	False	hole	marginranking	no	adam	owa	basic	33024	0	203.259033203125	0.09897565841674805	0.8514897579143389
random	kinships	False	hole	marginranking	no	adam	owa	basic	33024	1	203.38992834091187	0.09677577018737793	0.8580074487895717
random	kinships	False	hole	marginranking	no	adam	owa	basic	33024	2	203.1676037311554	0.0973975658416748	0.8561452513966481
random	kinships	False	hole	marginranking	no	adam	owa	basic	33024	3	203.16388154029846	0.09717631340026855	0.8575418994413407
random	kinships	False	hole	nssa	no	adadelta	owa	basic	132096	0	152.36029314994812	0.12476849555969238	0.8691806331471136
random	kinships	False	hole	nssa	no	adadelta	owa	basic	132096	1	153.52497959136963	0.1262035369873047	0.8570763500931099
random	kinships	False	hole	nssa	no	adadelta	owa	basic	132096	2	153.44613814353943	0.12366318702697754	0.8528864059590316
random	kinships	False	hole	nssa	no	adadelta	owa	basic	132096	3	153.20493245124817	0.12871193885803223	0.8491620111731844
random	kinships	False	hole	nssa	no	adam	owa	basic	66048	0	105.5693826675415	0.10776376724243164	0.8682495344506518
random	kinships	False	hole	nssa	no	adam	owa	basic	66048	1	105.57347846031189	0.10704255104064941	0.8533519553072626
random	kinships	False	hole	nssa	no	adam	owa	basic	66048	2	107.57136654853821	0.11113119125366211	0.8570763500931099
random	kinships	False	hole	nssa	no	adam	owa	basic	66048	3	108.05196022987366	0.1112675666809082	0.8552141527001862
random	kinships	False	hole	softplus	no	adadelta	lcwa		66048	0	122.0399923324585	0.11302661895751953	0.8393854748603352
random	kinships	False	hole	softplus	no	adadelta	lcwa		66048	1	125.87193703651428	0.11763501167297363	0.8631284916201117
random	kinships	False	hole	softplus	no	adadelta	lcwa		66048	2	153.43278098106384	0.11700677871704102	0.8580074487895717
random	kinships	False	hole	softplus	no	adadelta	lcwa		66048	3	135.09301662445068	0.11268138885498047	0.8519553072625698
random	kinships	False	hole	softplus	no	adadelta	owa	basic	66048	0	274.24557399749756	0.11847567558288574	0.8608007448789572
random	kinships	False	hole	softplus	no	adadelta	owa	basic	66048	1	273.25918984413147	0.11766171455383301	0.8533519553072626
random	kinships	False	hole	softplus	no	adadelta	owa	basic	66048	2	273.27303171157837	0.1079411506652832	0.8635940409683427
random	kinships	False	hole	softplus	no	adadelta	owa	basic	66048	3	273.13466811180115	0.118896484375	0.8482309124767226
random	kinships	False	hole	softplus	no	adam	lcwa		33024	0	87.4377691745758	0.09658122062683105	0.8798882681564246
random	kinships	False	hole	softplus	no	adam	lcwa		33024	1	88.50098538398743	0.10309410095214844	0.8649906890130353
random	kinships	False	hole	softplus	no	adam	lcwa		33024	2	88.89964365959167	0.09489727020263672	0.8756983240223464
random	kinships	False	hole	softplus	no	adam	lcwa		33024	3	88.51061677932739	0.09592294692993164	0.8752327746741154
random	kinships	False	hole	softplus	no	adam	owa	basic	33024	0	97.22636938095093	0.10303497314453125	0.8566108007448789
random	kinships	False	hole	softplus	no	adam	owa	basic	33024	1	97.01154828071594	0.1024625301361084	0.8533519553072626
random	kinships	False	hole	softplus	no	adam	owa	basic	33024	2	96.6033046245575	0.10303640365600586	0.8556797020484171
random	kinships	False	hole	softplus	no	adam	owa	basic	33024	3	96.97322535514832	0.10744404792785645	0.8608007448789572
random	kinships	False	kg2e	bceaftersigmoid	no	adadelta	lcwa		132096	0	15.184744834899902	0.132124662399292	0.09450651769087523
random	kinships	False	kg2e	bceaftersigmoid	no	adadelta	lcwa		132096	1	15.967820405960083	0.12982845306396484	0.10567970204841713
random	kinships	False	kg2e	bceaftersigmoid	no	adadelta	lcwa		132096	2	15.109607934951782	0.14751243591308594	0.10009310986964619
random	kinships	False	kg2e	bceaftersigmoid	no	adadelta	lcwa		132096	3	15.409599304199219	0.16271138191223145	0.10195530726256984
random	kinships	False	kg2e	bceaftersigmoid	no	adadelta	owa	basic	264192	0	109.5682327747345	0.15876412391662598	0.11452513966480447
random	kinships	False	kg2e	bceaftersigmoid	no	adadelta	owa	basic	264192	1	109.46462535858154	0.1562814712524414	0.10567970204841713
random	kinships	False	kg2e	bceaftersigmoid	no	adadelta	owa	basic	264192	2	109.33265924453735	0.15575265884399414	0.10986964618249534
random	kinships	False	kg2e	bceaftersigmoid	no	adadelta	owa	basic	264192	3	109.33189082145691	0.15863442420959473	0.11126629422718808
random	kinships	False	kg2e	bceaftersigmoid	no	adam	lcwa		132096	0	14.502872228622437	0.12046575546264648	0.11405959031657356
random	kinships	False	kg2e	bceaftersigmoid	no	adam	lcwa		132096	1	14.694976568222046	0.13305950164794922	0.10614525139664804
random	kinships	False	kg2e	bceaftersigmoid	no	adam	lcwa		132096	2	15.232118844985962	0.1276097297668457	0.10521415270018622
random	kinships	False	kg2e	bceaftersigmoid	no	adam	lcwa		132096	3	14.55104923248291	0.13092255592346191	0.10148975791433892
random	kinships	False	kg2e	bceaftersigmoid	no	adam	owa	basic	132096	0	85.45116877555847	0.13396906852722168	0.1084729981378026
random	kinships	False	kg2e	bceaftersigmoid	no	adam	owa	basic	132096	1	80.40385913848877	0.13385248184204102	0.10661080074487896
random	kinships	False	kg2e	bceaftersigmoid	no	adam	owa	basic	132096	2	80.30930948257446	0.1859111785888672	0.10893854748603352
random	kinships	False	kg2e	bceaftersigmoid	no	adam	owa	basic	132096	3	80.35762333869934	0.1355593204498291	0.10521415270018622
random	kinships	False	kg2e	crossentropy	no	adadelta	lcwa		264192	0	80.15486288070679	0.16089630126953125	0.659683426443203
random	kinships	False	kg2e	crossentropy	no	adadelta	lcwa		264192	1	80.56644535064697	0.15795564651489258	0.6843575418994413
random	kinships	False	kg2e	crossentropy	no	adadelta	lcwa		264192	2	78.66351318359375	0.15128707885742188	0.6578212290502793
random	kinships	False	kg2e	crossentropy	no	adadelta	lcwa		264192	3	79.2392578125	0.15038108825683594	0.6815642458100558
random	kinships	False	kg2e	crossentropy	no	adam	lcwa		132096	0	31.48434829711914	0.13596868515014648	0.1610800744878957
random	kinships	False	kg2e	crossentropy	no	adam	lcwa		132096	1	31.156050443649292	0.12775659561157227	0.16620111731843576
random	kinships	False	kg2e	crossentropy	no	adam	lcwa		132096	2	29.921117544174194	0.12641263008117676	0.17737430167597765
random	kinships	False	kg2e	crossentropy	no	adam	lcwa		132096	3	29.98277497291565	0.1264476776123047	0.164804469273743
random	kinships	False	kg2e	marginranking	no	adadelta	owa	basic	66048	0	645.2701499462128	0.09557509422302246	0.9036312849162011
random	kinships	False	kg2e	marginranking	no	adadelta	owa	basic	66048	1	645.6694536209106	0.10548663139343262	0.9064245810055865
random	kinships	False	kg2e	marginranking	no	adadelta	owa	basic	66048	2	642.4263248443604	0.10773468017578125	0.9050279329608939
random	kinships	False	kg2e	marginranking	no	adadelta	owa	basic	66048	3	638.1851575374603	0.1094057559967041	0.9082867783985102
random	kinships	False	kg2e	marginranking	no	adam	owa	basic	66048	0	795.6007661819458	0.11351704597473145	0.8817504655493482
random	kinships	False	kg2e	marginranking	no	adam	owa	basic	66048	1	805.7086124420166	0.11504960060119629	0.8891992551210428
random	kinships	False	kg2e	marginranking	no	adam	owa	basic	66048	2	806.1029231548309	0.11463165283203125	0.8803538175046555
random	kinships	False	kg2e	marginranking	no	adam	owa	basic	66048	3	804.538167476654	0.11432266235351562	0.8822160148975792
random	kinships	False	kg2e	nssa	no	adadelta	owa	basic	132096	0	465.65239667892456	0.12302303314208984	0.8910614525139665
random	kinships	False	kg2e	nssa	no	adadelta	owa	basic	132096	1	475.18737292289734	0.12306499481201172	0.8868715083798883
random	kinships	False	kg2e	nssa	no	adadelta	owa	basic	132096	2	468.272100687027	0.1235353946685791	0.8966480446927374
random	kinships	False	kg2e	nssa	no	adadelta	owa	basic	132096	3	463.7304799556732	0.12385082244873047	0.8850093109869647
random	kinships	False	kg2e	nssa	no	adam	owa	basic	66048	0	189.07492566108704	0.11273431777954102	0.1601489757914339
random	kinships	False	kg2e	nssa	no	adam	owa	basic	66048	1	188.65174388885498	0.11149239540100098	0.15828677839851024
random	kinships	False	kg2e	nssa	no	adam	owa	basic	66048	2	186.7442033290863	0.11277556419372559	0.17597765363128492
random	kinships	False	kg2e	nssa	no	adam	owa	basic	66048	3	187.93690729141235	0.11470651626586914	0.17830540037243947
random	kinships	False	kg2e	softplus	no	adadelta	lcwa		66048	0	137.39786672592163	0.10361576080322266	0.2537243947858473
random	kinships	False	kg2e	softplus	no	adadelta	lcwa		66048	1	135.42535257339478	0.1627519130706787	0.2686219739292365
random	kinships	False	kg2e	softplus	no	adadelta	lcwa		66048	2	135.6052851676941	0.11157608032226562	0.2541899441340782
random	kinships	False	kg2e	softplus	no	adadelta	lcwa		66048	3	136.33849954605103	0.09715795516967773	0.25465549348230915
random	kinships	False	kg2e	softplus	no	adadelta	owa	basic	264192	0	675.0107071399689	0.1480114459991455	0.5153631284916201
random	kinships	False	kg2e	softplus	no	adadelta	owa	basic	264192	1	672.5435132980347	0.15083670616149902	0.5088454376163873
random	kinships	False	kg2e	softplus	no	adadelta	owa	basic	264192	2	662.0449459552765	0.14843297004699707	0.5135009310986964
random	kinships	False	kg2e	softplus	no	adadelta	owa	basic	264192	3	673.3878982067108	0.15296101570129395	0.7788640595903166
random	kinships	False	kg2e	softplus	no	adam	lcwa		264192	0	34.1897976398468	0.15085124969482422	0.13500931098696461
random	kinships	False	kg2e	softplus	no	adam	lcwa		264192	1	36.71446228027344	0.15248727798461914	0.14757914338919925
random	kinships	False	kg2e	softplus	no	adam	lcwa		264192	2	34.741288900375366	0.1475813388824463	0.13175046554934824
random	kinships	False	kg2e	softplus	no	adam	lcwa		264192	3	34.404069662094116	0.14822888374328613	0.16573556797020483
random	kinships	False	kg2e	softplus	no	adam	owa	basic	264192	0	65.51663970947266	0.16498112678527832	0.12849162011173185
random	kinships	False	kg2e	softplus	no	adam	owa	basic	264192	1	74.21422863006592	0.16612625122070312	0.13687150837988826
random	kinships	False	kg2e	softplus	no	adam	owa	basic	264192	2	65.7909185886383	0.16577649116516113	0.15409683426443202
random	kinships	False	kg2e	softplus	no	adam	owa	basic	264192	3	70.89451813697815	0.16750550270080566	0.1336126629422719
random	kinships	False	ntn	bceaftersigmoid	no	adadelta	lcwa		6710048	0	38.53756403923035	0.8522162437438965	0.10940409683426443
random	kinships	False	ntn	bceaftersigmoid	no	adadelta	lcwa		6710048	1	38.070244550704956	0.7510814666748047	0.10567970204841713
random	kinships	False	ntn	bceaftersigmoid	no	adadelta	lcwa		6710048	2	39.835862159729004	0.758202075958252	0.08891992551210429
random	kinships	False	ntn	bceaftersigmoid	no	adadelta	lcwa		6710048	3	38.915372371673584	0.7218053340911865	0.1084729981378026
random	kinships	False	ntn	bceaftersigmoid	no	adadelta	owa	basic	6710048	0	262.35284519195557	0.9497044086456299	0.10288640595903166
random	kinships	False	ntn	bceaftersigmoid	no	adadelta	owa	basic	6710048	1	263.990442276001	0.8037960529327393	0.07867783985102421
random	kinships	False	ntn	bceaftersigmoid	no	adadelta	owa	basic	6710048	2	263.2869737148285	0.806704044342041	0.09962756052141528
random	kinships	False	ntn	bceaftersigmoid	no	adadelta	owa	basic	6710048	3	262.5853359699249	0.7855017185211182	0.09171322160148976
random	kinships	False	ntn	bceaftersigmoid	no	adam	lcwa		1717024	0	87.22253108024597	0.787409782409668	0.835195530726257
random	kinships	False	ntn	bceaftersigmoid	no	adam	owa	basic	1717024	0	410.20866417884827	0.7682919502258301	0.7914338919925512
random	kinships	False	ntn	bceaftersigmoid	no	adam	owa	basic	1717024	1	408.9616289138794	0.7941591739654541	0.8100558659217877
random	kinships	False	ntn	bceaftersigmoid	no	adam	owa	basic	1717024	2	411.3733742237091	0.8062429428100586	0.8393854748603352
random	kinships	False	ntn	bceaftersigmoid	no	adam	owa	basic	1717024	3	413.2415759563446	0.8212099075317383	0.8696461824953445
random	kinships	False	ntn	crossentropy	no	adadelta	lcwa		1717024	0	31.720876693725586	0.6929001808166504	0.1196461824953445
