number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3267790262172285	2020-04-03 20:29:00.263625	2020-04-03 20:33:47.133568	256	128	2	55	0.012233073576043384	512	0.58313575497661	0.0018726591760299626	0.3267790262172285	0.075374531835206	0.1601123595505618	27.935393258426966	0.09665650041155223	0.0018726591760299626	0.3267790262172285	0.075374531835206	0.1601123595505618	27.935393258426966	0.09665650041155223	2778044847	200	0.0018726591760299626	0.3267790262172285	0.075374531835206	0.1601123595505618	27.935393258426966	0.09665650041155223	0	COMPLETE
1	0.5271535580524345	2020-04-03 20:33:47.165891	2020-04-03 20:36:22.210629	256	256	1	16	0.008721193613859675	512	0.2993772168798993	0.02902621722846442	0.5271535580524345	0.16432584269662923	0.2893258426966292	14.277621722846442	0.1687054519829011	0.02902621722846442	0.5271535580524345	0.16432584269662923	0.2893258426966292	14.277621722846442	0.1687054519829011	3281013909	200	0.02902621722846442	0.5271535580524345	0.16432584269662923	0.2893258426966292	14.277621722846442	0.1687054519829011	1	COMPLETE
2	0.28792134831460675	2020-04-03 20:36:22.242287	2020-04-03 20:39:54.638279	256	64	1	90	0.07963904327455246	256	0.6755878638357538	0.0	0.28792134831460675	0.08707865168539326	0.16338951310861424	32.40449438202247	0.09476666566356548	0.0	0.28792134831460675	0.08707865168539326	0.16338951310861424	32.40449438202247	0.09476666566356548	1059913977	200	0.0	0.28792134831460675	0.08707865168539326	0.16338951310861424	32.40449438202247	0.09476666566356548	2	COMPLETE
3	0.34363295880149813	2020-04-03 20:39:54.664962	2020-04-03 20:43:33.543936	128	128	1	66	0.035439960708220794	128	0.5229456927923813	0.0	0.34363295880149813	0.0852059925093633	0.17368913857677903	25.1123595505618	0.10327030185842466	0.0	0.34363295880149813	0.0852059925093633	0.17368913857677903	25.1123595505618	0.10327030185842466	4040784703	200	0.0	0.34363295880149813	0.0852059925093633	0.17368913857677903	25.1123595505618	0.10327030185842466	3	COMPLETE
4	0.3408239700374532	2020-04-03 20:43:33.571314	2020-04-03 20:46:20.709711	256	64	1	61	0.03263960864969163	256	0.5555233832924846	0.0009363295880149813	0.3408239700374532	0.08614232209737828	0.17649812734082396	26.629213483146067	0.10297388354261663	0.0009363295880149813	0.3408239700374532	0.08614232209737828	0.17649812734082396	26.629213483146067	0.10297388354261663	1328303138	200	0.0009363295880149813	0.3408239700374532	0.08614232209737828	0.17649812734082396	26.629213483146067	0.10297388354261663	4	COMPLETE
5	0.5215355805243446	2020-04-03 20:46:20.736874	2020-04-03 20:47:39.124197	64	128	2	27	0.0010762688728927917	512	0.30343332871173817	0.0	0.5215355805243446	0.12734082397003746	0.2696629213483146	14.47003745318352	0.1434070791087484	0.0	0.5215355805243446	0.12734082397003746	0.2696629213483146	14.47003745318352	0.1434070791087484	173468216	250	0.0	0.5215355805243446	0.12734082397003746	0.2696629213483146	14.47003745318352	0.1434070791087484	5	COMPLETE
6	0.28651685393258425	2020-04-03 20:47:39.150559	2020-04-03 20:51:28.753834	128	64	2	86	0.013854967830900134	256	0.8095260033199096	0.0009363295880149813	0.28651685393258425	0.0749063670411985	0.15589887640449437	38.75	0.08549517345498983	0.0009363295880149813	0.28651685393258425	0.0749063670411985	0.15589887640449437	38.75	0.08549517345498983	1558471545	300	0.0009363295880149813	0.28651685393258425	0.0749063670411985	0.15589887640449437	38.75	0.08549517345498983	6	COMPLETE
7	0.2794943820224719	2020-04-03 20:51:28.781724	2020-04-03 21:05:19.304412	256	256	2	96	0.00208826916433944	128	0.876864726506941	0.0018726591760299626	0.2794943820224719	0.07631086142322098	0.149812734082397	41.92954119850187	0.08483881086697179	0.0018726591760299626	0.2794943820224719	0.07631086142322098	0.149812734082397	41.929307116104866	0.08483896281919313	58683195	200	0.0018726591760299626	0.2794943820224719	0.07631086142322098	0.149812734082397	41.92977528089887	0.08483866271355596	7	COMPLETE
8	0.31179775280898875	2020-04-03 21:05:19.330577	2020-04-03 21:08:46.347721	128	128	1	67	0.029765110766720174	512	0.6406487116105296	0.0023408239700374533	0.31179775280898875	0.07209737827715355	0.15121722846441948	30.70505617977528	0.09328680654627515	0.0023408239700374533	0.31179775280898875	0.07209737827715355	0.15121722846441948	30.70505617977528	0.09328680654627515	3654918108	250	0.0023408239700374533	0.31179775280898875	0.07209737827715355	0.15121722846441948	30.70505617977528	0.09328680654627515	8	COMPLETE
9	0.40262172284644193	2020-04-03 21:08:46.375128	2020-04-03 21:11:46.180298	64	256	2	43	0.002526020177387997	128	0.4176210170395477	0.0014044943820224719	0.40262172284644193	0.08895131086142322	0.199438202247191	19.984082397003746	0.11467051250953655	0.0014044943820224719	0.40262172284644193	0.08895131086142322	0.199438202247191	19.984082397003746	0.11467051250953655	1503762145	200	0.0014044943820224719	0.40262172284644193	0.08895131086142322	0.199438202247191	19.984082397003746	0.11467051250953655	9	COMPLETE
