number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.849250936329588	2021-03-31 09:55:57.653599	2021-03-31 10:04:06.615995	0.6643224386237925	18.42220462753174	256	39	0.036493255162233305	128	0.1265340344212977	0.2640449438202247	0.849250936329588	0.5529026217228464	0.6825842696629213	6.122659176029963	0.4507977444511267	0.2640449438202247	0.849250936329588	0.5529026217228464	0.6825842696629213	6.122659176029963	0.4507977444511267	1067641340	151	0.2640449438202247	0.849250936329588	0.5529026217228464	0.6825842696629213	6.122659176029963	0.4507977444511267	0	COMPLETE
1	0.9456928838951311	2021-03-31 10:04:06.634175	2021-03-31 10:25:35.932792	0.15579718015698368	18.914330173209116	256	96	0.019727316355472466	512	0.08243811095642686	0.3506554307116105	0.9456928838951311	0.6970973782771536	0.8487827715355806	3.9854868913857677	0.5547638424610135	0.3506554307116105	0.9456928838951311	0.6970973782771536	0.8487827715355806	3.9854868913857677	0.5547638424610135	3907470709	401	0.3506554307116105	0.9456928838951311	0.6970973782771536	0.8487827715355806	3.9854868913857677	0.5547638424610135	1	COMPLETE
2	0.9185393258426966	2021-03-31 10:25:35.949461	2021-03-31 10:31:46.485506	0.6842883694714466	11.617412114614055	64	100	0.05875105411071688	256	0.09470431823789208	0.33941947565543074	0.9185393258426966	0.6582397003745318	0.7935393258426966	4.582397003745318	0.5302375062896416	0.33941947565543074	0.9185393258426966	0.6582397003745318	0.7935393258426966	4.582397003745318	0.5302375062896416	604602918	201	0.33941947565543074	0.9185393258426966	0.6582397003745318	0.7935393258426966	4.582397003745318	0.5302375062896416	2	COMPLETE
3	0.9372659176029963	2021-03-31 10:31:46.496751	2021-03-31 10:49:01.168367	0.8067544434722566	14.692654585402405	128	99	0.012722513300520818	128	0.08340157319753246	0.33380149812734083	0.9372659176029963	0.6741573033707865	0.8155430711610487	4.02621722846442	0.5383984767716359	0.33380149812734083	0.9372659176029963	0.6741573033707865	0.8155430711610487	4.02621722846442	0.5383984767716359	3078367189	301	0.33380149812734083	0.9372659176029963	0.6741573033707865	0.8155430711610487	4.02621722846442	0.5383984767716359	3	COMPLETE
4	0.9433520599250936	2021-03-31 10:49:01.179378	2021-03-31 10:59:47.588479	0.29389396016495917	2.5866213541802408	64	36	0.009469824548506554	128	0.0809032586856644	0.3464419475655431	0.9433520599250936	0.6999063670411985	0.8412921348314607	3.920880149812734	0.5514799602955691	0.3464419475655431	0.9433520599250936	0.6999063670411985	0.8412921348314607	3.920880149812734	0.5514799602955691	3887723725	251	0.3464419475655431	0.9433520599250936	0.6999063670411985	0.8412921348314607	3.920880149812734	0.5514799602955691	4	COMPLETE
5	0.923689138576779	2021-03-31 10:59:47.600061	2021-03-31 11:10:13.930955	0.7362812870495493	18.957975342110046	64	35	0.07687699461035906	256	0.08804405078968584	0.374063670411985	0.923689138576779	0.6900749063670412	0.8075842696629213	4.2565543071161045	0.5594607454383523	0.374063670411985	0.923689138576779	0.6900749063670412	0.8075842696629213	4.2565543071161045	0.5594607454383523	4201951528	451	0.374063670411985	0.923689138576779	0.6900749063670412	0.8075842696629213	4.2565543071161045	0.5594607454383523	5	COMPLETE
6	0.9452247191011236	2021-03-31 11:10:13.941839	2021-03-31 11:19:50.370678	0.32047459511020526	10.353413648927392	256	65	0.0014500426039077685	128	0.07716982993768172	0.42275280898876405	0.9452247191011236	0.7654494382022472	0.8745318352059925	3.735955056179775	0.6108845387712243	0.42275280898876405	0.9452247191011236	0.7654494382022472	0.8745318352059925	3.735955056179775	0.6108845387712243	1683461413	151	0.42275280898876405	0.9452247191011236	0.7654494382022472	0.8745318352059925	3.735955056179775	0.6108845387712243	6	COMPLETE
7	0.9508426966292135	2021-03-31 11:19:50.382082	2021-03-31 11:31:39.401187	0.8024533328314029	23.511347177260696	256	25	0.005239303624913985	128	0.07515012008514715	0.39279026217228463	0.9508426966292135	0.7560861423220974	0.8740636704119851	3.6329588014981273	0.5935294997636598	0.39279026217228463	0.9508426966292135	0.7560861423220974	0.8740636704119851	3.6329588014981273	0.5935294997636598	3811983903	251	0.39279026217228463	0.9508426966292135	0.7560861423220974	0.8740636704119851	3.6329588014981273	0.5935294997636598	7	COMPLETE
8	0.9405430711610487	2021-03-31 11:31:39.417553	2021-03-31 11:42:29.089762	0.23019341011657513	12.706440564580378	256	12	0.007672239643962911	128	0.08466163185278602	0.3553370786516854	0.9405430711610487	0.7294007490636704	0.8539325842696629	4.101591760299626	0.5621760551614045	0.3553370786516854	0.9405430711610487	0.7294007490636704	0.8539325842696629	4.101591760299626	0.5621760551614045	1921699554	251	0.3553370786516854	0.9405430711610487	0.7294007490636704	0.8539325842696629	4.101591760299626	0.5621760551614045	8	COMPLETE
9	0.952247191011236	2021-03-31 11:42:29.099406	2021-03-31 11:51:07.705694	0.8353752669623032	1.1875796630812332	256	37	0.0022380903800428105	256	0.07634055695395345	0.42837078651685395	0.952247191011236	0.7879213483146067	0.8843632958801498	3.7083333333333335	0.6208992467317089	0.42837078651685395	0.952247191011236	0.7879213483146067	0.8843632958801498	3.7083333333333335	0.6208992467317089	2527482309	251	0.42837078651685395	0.952247191011236	0.7879213483146067	0.8843632958801498	3.7083333333333335	0.6208992467317089	9	COMPLETE
10	0.9358614232209738	2021-03-31 11:51:07.721712	2021-03-31 12:02:33.759316	0.7431850346417134	20.731249754656247	128	89	0.012938577024518854	256	0.0862393672761162	0.33801498127340823	0.9358614232209738	0.6999063670411985	0.8389513108614233	4.169475655430712	0.5466156410531158	0.33801498127340823	0.9358614232209738	0.6999063670411985	0.8389513108614233	4.169475655430712	0.5466156410531158	1799902507	301	0.33801498127340823	0.9358614232209738	0.6999063670411985	0.8389513108614233	4.169475655430712	0.5466156410531158	10	COMPLETE
11	0.9068352059925093	2021-03-31 12:02:33.774019	2021-03-31 12:06:09.945258	0.6667340020666844	19.052585256161915	64	36	0.044008408645228335	512	0.09583732028917344	0.32865168539325845	0.9068352059925093	0.6699438202247191	0.7926029962546817	4.645599250936329	0.5270453242091516	0.32865168539325845	0.9068352059925093	0.6699438202247191	0.7926029962546817	4.645599250936329	0.5270453242091516	1619597354	251	0.32865168539325845	0.9068352059925093	0.6699438202247191	0.7926029962546817	4.645599250936329	0.5270453242091516	11	COMPLETE
12	0.8370786516853933	2021-03-31 12:06:09.956423	2021-03-31 12:11:28.979405	0.6122387473666386	1.1173256959995834	128	71	0.03200777308904799	128	0.13657560457182483	0.25795880149812733	0.8370786516853933	0.5407303370786517	0.6633895131086143	6.6072097378277155	0.4411298629033809	0.25795880149812733	0.8370786516853933	0.5407303370786517	0.6633895131086143	6.6072097378277155	0.4411298629033809	1973680820	101	0.25795880149812733	0.8370786516853933	0.5407303370786517	0.6633895131086143	6.6072097378277155	0.4411298629033809	12	COMPLETE
13	0.9068352059925093	2021-03-31 12:11:28.990631	2021-03-31 12:16:16.493270	0.66668704044481	19.70926159693385	256	11	0.018314950000035378	256	0.09894625936749946	0.31835205992509363	0.9068352059925093	0.6409176029962547	0.7654494382022472	4.77808988764045	0.512902190885152	0.31835205992509363	0.9068352059925093	0.6409176029962547	0.7654494382022472	4.77808988764045	0.512902190885152	1088619698	201	0.31835205992509363	0.9068352059925093	0.6409176029962547	0.7654494382022472	4.77808988764045	0.512902190885152	13	COMPLETE
14	0.9447565543071161	2021-03-31 12:16:16.502959	2021-03-31 12:20:49.358349	0.7890278228901968	28.59684083321952	256	26	0.0017369526282477715	256	0.0821671736581872	0.4058988764044944	0.9447565543071161	0.7588951310861424	0.8665730337078652	3.978932584269663	0.6009569648084552	0.4058988764044944	0.9447565543071161	0.7588951310861424	0.8665730337078652	3.978932584269663	0.6009569648084552	641957614	151	0.4058988764044944	0.9447565543071161	0.7588951310861424	0.8665730337078652	3.978932584269663	0.6009569648084552	14	COMPLETE
15	0.9400749063670412	2021-03-31 12:20:49.369750	2021-03-31 12:30:57.005940	0.7551003063357795	23.217386997423677	128	66	0.0157616983901022	256	0.08419017773208798	0.34597378277153557	0.9400749063670412	0.6849250936329588	0.8338014981273408	4.067415730337078	0.5450804610867532	0.34597378277153557	0.9400749063670412	0.6849250936329588	0.8338014981273408	4.067415730337078	0.5450804610867532	3420604042	301	0.34597378277153557	0.9400749063670412	0.6849250936329588	0.8338014981273408	4.067415730337078	0.5450804610867532	15	COMPLETE
16	0.829119850187266	2021-03-31 12:30:57.016935	2021-03-31 12:44:48.994362	0.43613030124188845	17.493244658578927	256	23	0.0643955436854619	128	0.14612084957823324	0.25280898876404495	0.829119850187266	0.5215355805243446	0.6619850187265918	7.1072097378277155	0.4325190961367039	0.25280898876404495	0.829119850187266	0.5215355805243446	0.6619850187265918	7.1072097378277155	0.4325190961367039	4098173450	301	0.25280898876404495	0.829119850187266	0.5215355805243446	0.6619850187265918	7.1072097378277155	0.4325190961367039	16	COMPLETE
17	0.954119850187266	2021-03-31 12:44:49.005636	2021-03-31 12:59:15.017617	0.4645388378737557	12.992121119822475	256	4	0.003974498320911952	128	0.07500384173579235	0.3796816479400749	0.954119850187266	0.7340823970037453	0.8637640449438202	3.6245318352059925	0.581012927901519	0.3796816479400749	0.954119850187266	0.7340823970037453	0.8637640449438202	3.6245318352059925	0.581012927901519	2643419678	351	0.3796816479400749	0.954119850187266	0.7340823970037453	0.8637640449438202	3.6245318352059925	0.581012927901519	17	COMPLETE
18	0.9414794007490637	2021-03-31 12:59:15.034319	2021-03-31 13:05:41.568632	0.852813646057741	28.123275489219303	128	11	0.0012158092356307612	128	0.07967835365993421	0.40636704119850187	0.9414794007490637	0.7406367041198502	0.8600187265917603	3.8590823970037453	0.5955536159821386	0.40636704119850187	0.9414794007490637	0.7406367041198502	0.8600187265917603	3.8590823970037453	0.5955536159821386	3809249199	151	0.40636704119850187	0.9414794007490637	0.7406367041198502	0.8600187265917603	3.8590823970037453	0.5955536159821386	18	COMPLETE
19	0.9602059925093633	2021-03-31 13:05:41.579848	2021-03-31 13:26:43.891199	0.42554065980038625	17.4324307283389	256	83	0.005858342200969722	128	0.07224636652492936	0.3782771535580524	0.9602059925093633	0.7457865168539326	0.8815543071161048	3.488295880149813	0.5858177967078403	0.3782771535580524	0.9602059925093633	0.7457865168539326	0.8815543071161048	3.488295880149813	0.5858177967078403	724530776	301	0.3782771535580524	0.9602059925093633	0.7457865168539326	0.8815543071161048	3.488295880149813	0.5858177967078403	19	COMPLETE
20	0.8586142322097379	2021-03-31 13:26:43.907741	2021-03-31 13:35:55.986116	0.42140964515516566	2.604444939670019	256	97	0.046636113382838476	256	0.12602855985781897	0.25936329588014984	0.8586142322097379	0.547752808988764	0.6830524344569289	6.104400749063671	0.44750821676682	0.25936329588014984	0.8586142322097379	0.547752808988764	0.6830524344569289	6.104400749063671	0.44750821676682	281113564	151	0.25936329588014984	0.8586142322097379	0.547752808988764	0.6830524344569289	6.104400749063671	0.44750821676682	20	COMPLETE
21	0.7322097378277154	2021-03-31 13:35:55.997753	2021-03-31 13:42:25.961200	0.937058445406691	23.646875048115778	64	43	0.09909316211506328	128	0.19063785358956467	0.1793071161048689	0.7322097378277154	0.39653558052434457	0.5323033707865169	9.260767790262172	0.3434698700896832	0.1793071161048689	0.7322097378277154	0.39653558052434457	0.5323033707865169	9.260767790262172	0.3434698700896832	733522073	151	0.1793071161048689	0.7322097378277154	0.39653558052434457	0.5323033707865169	9.260767790262172	0.3434698700896832	21	COMPLETE
22	0.9194756554307116	2021-03-31 13:42:25.973127	2021-03-31 13:46:56.498921	0.9656265515242227	14.938956149110991	64	94	0.004354054449458563	256	0.09271099641204075	0.36235955056179775	0.9194756554307116	0.6980337078651685	0.8103932584269663	4.478932584269663	0.5539025420198502	0.36235955056179775	0.9194756554307116	0.6980337078651685	0.8103932584269663	4.478932584269663	0.5539025420198502	2455719361	151	0.36235955056179775	0.9194756554307116	0.6980337078651685	0.8103932584269663	4.478932584269663	0.5539025420198502	22	COMPLETE
23	0.9349250936329588	2021-03-31 13:46:56.510294	2021-03-31 13:56:19.077309	0.14835443277088486	21.025525788585085	128	60	0.014596339119618966	512	0.0851775283039258	0.3595505617977528	0.9349250936329588	0.7055243445692884	0.8398876404494382	4.1315543071161045	0.5576145992143118	0.3595505617977528	0.9349250936329588	0.7055243445692884	0.8398876404494382	4.1315543071161045	0.5576145992143118	3332502875	401	0.3595505617977528	0.9349250936329588	0.7055243445692884	0.8398876404494382	4.1315543071161045	0.5576145992143118	23	COMPLETE
24	0.8267790262172284	2021-03-31 13:56:19.088386	2021-03-31 14:03:52.663596	0.5637904284438566	9.817269477237062	256	36	0.021987207224496243	128	0.1442573657041339	0.2705992509363296	0.8267790262172284	0.5407303370786517	0.6666666666666666	6.993913857677903	0.4458956034822363	0.2705992509363296	0.8267790262172284	0.5407303370786517	0.6666666666666666	6.993913857677903	0.4458956034822363	3446596733	151	0.2705992509363296	0.8267790262172284	0.5407303370786517	0.6666666666666666	6.993913857677903	0.4458956034822363	24	COMPLETE
25	0.9269662921348315	2021-03-31 14:03:52.675284	2021-03-31 14:07:34.850017	0.10021831911878054	29.181760879321402	128	25	0.002301558743563704	256	0.08585459890789335	0.3895131086142322	0.9269662921348315	0.7176966292134831	0.8370786516853933	4.1549625468164795	0.575778167173935	0.3895131086142322	0.9269662921348315	0.7176966292134831	0.8370786516853933	4.1549625468164795	0.575778167173935	1047654597	151	0.3895131086142322	0.9269662921348315	0.7176966292134831	0.8370786516853933	4.1549625468164795	0.575778167173935	25	COMPLETE
26	0.9204119850187266	2021-03-31 14:07:34.861236	2021-03-31 14:14:03.533727	0.11550687339633292	27.35139058412294	64	27	0.0040863865139796705	128	0.09479151230500767	0.32724719101123595	0.9204119850187266	0.6694756554307116	0.8010299625468165	4.586142322097379	0.5269365883290431	0.32724719101123595	0.9204119850187266	0.6694756554307116	0.8010299625468165	4.586142322097379	0.5269365883290431	2192372221	151	0.32724719101123595	0.9204119850187266	0.6694756554307116	0.8010299625468165	4.586142322097379	0.5269365883290431	26	COMPLETE
27	0.927434456928839	2021-03-31 14:14:03.544925	2021-03-31 14:21:47.864795	0.13587803115319408	14.175662826270546	128	90	0.0040247940793314415	256	0.09089626331136942	0.36142322097378277	0.927434456928839	0.7083333333333334	0.8314606741573034	4.405430711610487	0.5589896893190188	0.36142322097378277	0.927434456928839	0.7083333333333334	0.8314606741573034	4.405430711610487	0.5589896893190188	2055797588	201	0.36142322097378277	0.927434456928839	0.7083333333333334	0.8314606741573034	4.405430711610487	0.5589896893190188	27	COMPLETE
28	0.9372659176029963	2021-03-31 14:21:47.876066	2021-03-31 14:28:52.327908	0.5061813814662542	21.548019499141432	256	22	0.015066729230846804	256	0.08701610640702902	0.32303370786516855	0.9372659176029963	0.6760299625468165	0.8164794007490637	4.215355805243446	0.5304397691128656	0.32303370786516855	0.9372659176029963	0.6760299625468165	0.8164794007490637	4.215355805243446	0.5304397691128656	3958934233	251	0.32303370786516855	0.9372659176029963	0.6760299625468165	0.8164794007490637	4.215355805243446	0.5304397691128656	28	COMPLETE
