number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.11704119850187265	2020-04-08 19:49:00.842452	2020-04-08 19:49:50.192934	64	256	0.03987225734814041	0.9667474813087867	0.0149812734082397	0.11704119850187265	0.03464419475655431	0.056179775280898875	46.64466292134831	0.059201383975672935	0.0149812734082397	0.11704119850187265	0.03464419475655431	0.056179775280898875	46.64466292134831	0.059201383975672935	3954113332	350.0	0.0149812734082397	0.11704119850187265	0.03464419475655431	0.056179775280898875	46.64466292134831	0.059201383975672935	0	COMPLETE
1	0.08941947565543071	2020-04-08 19:49:50.225829	2020-04-08 19:50:12.673800	64	128	0.016796503190721575	1.0141905787067789	0.007958801498127341	0.08941947565543071	0.02247191011235955	0.03745318352059925	48.94662921348315	0.04786764711229005	0.007958801498127341	0.08941947565543071	0.02247191011235955	0.03745318352059925	48.94662921348315	0.04786764711229005	4194168592	150.0	0.007958801498127341	0.08941947565543071	0.02247191011235955	0.03745318352059925	48.94662921348315	0.04786764711229005	1	COMPLETE
2	0.10299625468164794	2020-04-08 19:50:12.708862	2020-04-08 19:50:27.177727	128	512	0.04469849223931036	1.0027683080943155	0.010767790262172285	0.10299625468164794	0.032303370786516857	0.05337078651685393	48.40870786516854	0.053933698003632326	0.010767790262172285	0.10299625468164794	0.032303370786516857	0.05337078651685393	48.40870786516854	0.053933698003632326	3936702560	150.0	0.010767790262172285	0.10299625468164794	0.032303370786516857	0.05337078651685393	48.40870786516854	0.053933698003632326	2	COMPLETE
3	0.11282771535580524	2020-04-08 19:50:27.199551	2020-04-08 19:50:46.720574	64	256	0.5392151300369106	0.9975621463209461	0.013108614232209739	0.11282771535580524	0.03604868913857678	0.05852059925093633	48.15402621722846	0.057659013531243614	0.013108614232209739	0.11282771535580524	0.03604868913857678	0.05852059925093633	48.15402621722846	0.057659013531243614	1647774624	150.0	0.013108614232209739	0.11282771535580524	0.03604868913857678	0.05852059925093633	48.15402621722846	0.057659013531243614	3	COMPLETE
4	0.11142322097378277	2020-04-08 19:50:46.747148	2020-04-08 19:51:17.093005	256	256	0.3296432448955352	0.9911563989273813	0.017790262172284643	0.11142322097378277	0.039794007490636704	0.0650749063670412	47.78698501872659	0.0617217325839346	0.017790262172284643	0.11142322097378277	0.039794007490636704	0.0650749063670412	47.78698501872659	0.0617217325839346	805295318	200.0	0.017790262172284643	0.11142322097378277	0.039794007490636704	0.0650749063670412	47.78698501872659	0.0617217325839346	4	COMPLETE
5	0.0945692883895131	2020-04-08 19:51:17.120497	2020-04-08 19:51:34.085842	128	256	0.0031535140690852363	1.0094861812586111	0.011235955056179775	0.0945692883895131	0.02855805243445693	0.048220973782771535	48.7312734082397	0.052056476649653335	0.011235955056179775	0.0945692883895131	0.02855805243445693	0.048220973782771535	48.7312734082397	0.052056476649653335	1529946548	150.0	0.011235955056179775	0.0945692883895131	0.02855805243445693	0.048220973782771535	48.7312734082397	0.052056476649653335	5	COMPLETE
6	0.10112359550561797	2020-04-08 19:51:34.107206	2020-04-08 19:52:17.759989	64	512	0.02281827963975063	0.9877547656825991	0.008426966292134831	0.10112359550561797	0.02855805243445693	0.04962546816479401	47.63670411985019	0.05123569779709758	0.008426966292134831	0.10112359550561797	0.02855805243445693	0.04962546816479401	47.63670411985019	0.05123569779709758	2955377052	300.0	0.008426966292134831	0.10112359550561797	0.02855805243445693	0.04962546816479401	47.63670411985019	0.05123569779709758	6	COMPLETE
7	0.10533707865168539	2020-04-08 19:52:17.813464	2020-04-08 19:53:24.801317	64	512	0.002937612247692925	1.0042756722563326	0.010767790262172285	0.10533707865168539	0.02762172284644195	0.05196629213483146	48.44054307116105	0.053131954480693785	0.010767790262172285	0.10533707865168539	0.02762172284644195	0.05196629213483146	48.44054307116105	0.053131954480693785	3887869033	500.0	0.010767790262172285	0.10533707865168539	0.02762172284644195	0.05196629213483146	48.44054307116105	0.053131954480693785	7	COMPLETE
8	0.10252808988764045	2020-04-08 19:53:24.826939	2020-04-08 19:53:42.421214	256	256	0.0013823447823096261	1.0115363311941634	0.012640449438202247	0.10252808988764045	0.031835205992509365	0.05102996254681648	48.77996254681648	0.05496528189374947	0.012640449438202247	0.10252808988764045	0.031835205992509365	0.05102996254681648	48.77996254681648	0.05496528189374947	2318340973	150.0	0.012640449438202247	0.10252808988764045	0.031835205992509365	0.05102996254681648	48.77996254681648	0.05496528189374947	8	COMPLETE
9	0.10767790262172285	2020-04-08 19:53:42.447540	2020-04-08 19:54:02.639734	128	256	0.021967798993419236	0.9980665548331338	0.010767790262172285	0.10767790262172285	0.033707865168539325	0.056179775280898875	48.16947565543071	0.0553678249629582	0.010767790262172285	0.10767790262172285	0.033707865168539325	0.056179775280898875	48.16947565543071	0.0553678249629582	3865967032	150.0	0.010767790262172285	0.10767790262172285	0.033707865168539325	0.056179775280898875	48.16947565543071	0.0553678249629582	9	COMPLETE
