number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0	2020-05-12 12:12:24.622610	2020-05-12 12:14:54.016432	256	2	29	128	1.649313018479374	0.0	0.0	0.0	0.0	79.59925093632958	0.012880712968530892	0.0	0.0	0.0	0.0	79.59925093632958	0.012880712968530892	3720954215	150	0.0	0.0	0.0	0.0	79.59925093632958	0.012880712968530892	0	COMPLETE
1	0.0032771535580524347	2020-05-12 12:14:54.034921	2020-05-12 12:16:15.691525	256	2	39	256	1.4971917594681854	0.0	0.0032771535580524347	0.0	0.0	72.2382958801498	0.0159568034297886	0.0	0.0032771535580524347	0.0	0.0	72.2382958801498	0.0159568034297886	1202116517	150	0.0	0.0032771535580524347	0.0	0.0	72.2382958801498	0.0159568034297886	1	COMPLETE
2	0.0009363295880149813	2020-05-12 12:16:15.710482	2020-05-12 12:19:03.616866	128	2	50	128	1.5301084659700648	0.0	0.0009363295880149813	0.0	0.00046816479400749064	73.81507490636704	0.015199089954632998	0.0	0.0009363295880149813	0.0	0.00046816479400749064	73.81507490636704	0.015199089954632998	2382397826	150	0.0	0.0009363295880149813	0.0	0.00046816479400749064	73.81507490636704	0.015199089954632998	2	COMPLETE
3	0.0	2020-05-12 12:19:03.629656	2020-05-12 12:21:30.747034	256	2	7	128	1.6483725811937329	0.0	0.0	0.0	0.0	79.54541198501873	0.012903062732279744	0.0	0.0	0.0	0.0	79.54541198501873	0.012903062732279744	374784826	150	0.0	0.0	0.0	0.0	79.54541198501873	0.012903062732279744	3	COMPLETE
4	0.006554307116104869	2020-05-12 12:21:30.759633	2020-05-12 12:23:59.497624	64	2	37	128	1.4592406939338431	0.0	0.006554307116104869	0.0	0.0018726591760299626	70.41807116104869	0.01726510631934323	0.0	0.006554307116104869	0.0	0.0018726591760299626	70.41807116104869	0.01726510631934323	3139840623	150	0.0	0.006554307116104869	0.0	0.0018726591760299626	70.41807116104869	0.01726510631934323	4	COMPLETE
5	0.0	2020-05-12 12:23:59.515959	2020-05-12 12:24:49.881056	128	1	76	512	1.6521381989735342	0.0	0.0	0.0	0.0	79.7382958801498	0.012841827104845889	0.0	0.0	0.0	0.0	79.7382958801498	0.012841827104845889	1720346864	150	0.0	0.0	0.0	0.0	79.7382958801498	0.012841827104845889	5	COMPLETE
6	0.0	2020-05-12 12:24:49.893063	2020-05-12 12:27:16.196672	128	2	10	128	1.6501911827799087	0.0	0.0	0.0	0.0	79.63529962546816	0.01287211616897495	0.0	0.0	0.0	0.0	79.63529962546816	0.01287211616897495	1160168727	150	0.0	0.0	0.0	0.0	79.63529962546816	0.01287211616897495	6	COMPLETE
7	0.0	2020-05-12 12:27:16.209367	2020-05-12 12:29:46.591750	128	2	25	128	1.6392997693312301	0.0	0.0	0.0	0.0	79.11516853932584	0.013039319530064033	0.0	0.0	0.0	0.0	79.11516853932584	0.013039319530064033	190012140	150	0.0	0.0	0.0	0.0	79.11516853932584	0.013039319530064033	7	COMPLETE
8	0.0	2020-05-12 12:29:46.604321	2020-05-12 12:31:17.902817	256	1	99	256	1.6414861961473686	0.0	0.0	0.0	0.0	79.21910112359551	0.012969079051597629	0.0	0.0	0.0	0.0	79.21910112359551	0.012969079051597629	1219062105	150	0.0	0.0	0.0	0.0	79.21910112359551	0.012969079051597629	8	COMPLETE
9	0.00046816479400749064	2020-05-12 12:31:17.915295	2020-05-12 12:34:12.456162	128	1	56	128	1.5813618662282267	0.0	0.00046816479400749064	0.0	0.0	76.31741573033707	0.01405999557558637	0.0	0.00046816479400749064	0.0	0.0	76.31741573033707	0.01405999557558637	4077123541	150	0.0	0.00046816479400749064	0.0	0.0	76.31741573033707	0.01405999557558637	9	COMPLETE
10	0.010299625468164793	2020-05-12 12:34:12.468631	2020-05-12 12:37:01.946003	256	1	62	128	1.4448073583581809	0.0	0.010299625468164793	0.0018726591760299626	0.004213483146067416	69.73970037453184	0.018823308810664935	0.0	0.010299625468164793	0.0018726591760299626	0.004213483146067416	69.73970037453184	0.018823308810664935	1467765810	150	0.0	0.010299625468164793	0.0018726591760299626	0.004213483146067416	69.73970037453184	0.018823308810664935	10	COMPLETE
11	0.0046816479400749065	2020-05-12 12:37:01.971594	2020-05-12 12:38:23.246778	128	2	27	256	1.4633960155595778	0.0	0.0046816479400749065	0.0	0.0009363295880149813	70.62593632958801	0.016772502491357227	0.0	0.0046816479400749065	0.0	0.0009363295880149813	70.62593632958801	0.016772502491357227	1874018505	150	0.0	0.0046816479400749065	0.0	0.0009363295880149813	70.62593632958801	0.016772502491357227	11	COMPLETE
12	0.0	2020-05-12 12:38:23.259200	2020-05-12 12:39:17.128831	64	1	97	512	1.6391899299699715	0.0	0.0	0.0	0.0	79.10955056179775	0.012990692123517186	0.0	0.0	0.0	0.0	79.10955056179775	0.012990692123517186	3413907069	150	0.0	0.0	0.0	0.0	79.10955056179775	0.012990692123517186	12	COMPLETE
13	0.07724719101123595	2020-05-12 12:39:17.141331	2020-05-12 12:40:10.246433	128	2	82	512	1.0907090956324272	0.0	0.07724719101123595	0.014044943820224719	0.030430711610486893	52.70411985018727	0.03743796270496045	0.0	0.07724719101123595	0.014044943820224719	0.030430711610486893	52.70411985018727	0.03743796270496045	3825026088	150	0.0	0.07724719101123595	0.014044943820224719	0.030430711610486893	52.70411985018727	0.03743796270496045	13	COMPLETE
14	0.03698501872659176	2020-05-12 12:40:10.264425	2020-05-12 12:41:34.970504	64	2	48	256	1.2354054791723772	0.0	0.03698501872659176	0.004213483146067416	0.009831460674157303	59.56928838951311	0.026541275145936495	0.0	0.03698501872659176	0.004213483146067416	0.009831460674157303	59.56928838951311	0.026541275145936495	1129903982	150	0.0	0.03698501872659176	0.004213483146067416	0.009831460674157303	59.56928838951311	0.026541275145936495	14	COMPLETE
15	0.019662921348314606	2020-05-12 12:41:34.983124	2020-05-12 12:42:56.320404	128	2	42	256	1.3486073413246384	0.0	0.019662921348314606	0.00749063670411985	0.011235955056179775	65.07818352059925	0.023222731856841216	0.0	0.019662921348314606	0.00749063670411985	0.011235955056179775	65.07818352059925	0.023222731856841216	1273942801	150	0.0	0.019662921348314606	0.00749063670411985	0.011235955056179775	65.07818352059925	0.023222731856841216	15	COMPLETE
16	0.0023408239700374533	2020-05-12 12:42:56.332997	2020-05-12 12:44:22.479946	256	2	31	256	1.5589546165498818	0.0	0.0023408239700374533	0.0009363295880149813	0.0014044943820224719	75.19616104868913	0.015014237802766143	0.0	0.0023408239700374533	0.0009363295880149813	0.0014044943820224719	75.19616104868913	0.015014237802766143	1932584431	150	0.0	0.0023408239700374533	0.0009363295880149813	0.0014044943820224719	75.19616104868913	0.015014237802766143	16	COMPLETE
17	0.00749063670411985	2020-05-12 12:44:22.492640	2020-05-12 12:45:41.340786	256	2	47	256	1.4228005914457058	0.0	0.00749063670411985	0.00046816479400749064	0.0009363295880149813	68.67602996254682	0.01825749167891662	0.0	0.00749063670411985	0.00046816479400749064	0.0009363295880149813	68.67602996254682	0.01825749167891662	3099876757	150	0.0	0.00749063670411985	0.00046816479400749064	0.0009363295880149813	68.67602996254682	0.01825749167891662	17	COMPLETE
18	0.0009363295880149813	2020-05-12 12:45:41.352926	2020-05-12 12:46:27.944400	256	2	2	512	1.60839716821895	0.0	0.0009363295880149813	0.00046816479400749064	0.00046816479400749064	77.64044943820225	0.013755945291921748	0.0	0.0009363295880149813	0.00046816479400749064	0.00046816479400749064	77.64044943820225	0.013755945291921748	799256626	150	0.0	0.0009363295880149813	0.00046816479400749064	0.00046816479400749064	77.64044943820225	0.013755945291921748	18	COMPLETE
19	0.0	2020-05-12 12:46:27.957785	2020-05-12 12:47:52.383656	256	2	20	256	1.6312756994355484	0.0	0.0	0.0	0.0	78.7317415730337	0.013144354876092217	0.0	0.0	0.0	0.0	78.7317415730337	0.013144354876092217	3267125121	150	0.0	0.0	0.0	0.0	78.7317415730337	0.013144354876092217	19	COMPLETE
20	0.005149812734082397	2020-05-12 12:47:52.396281	2020-05-12 12:48:37.804953	256	1	25	512	1.5414374253681202	0.0	0.005149812734082397	0.0	0.00046816479400749064	74.35908239700375	0.015474236094864043	0.0	0.005149812734082397	0.0	0.00046816479400749064	74.35908239700375	0.015474236094864043	3317067000	150	0.0	0.005149812734082397	0.0	0.00046816479400749064	74.35908239700375	0.015474236094864043	20	COMPLETE
21	0.0	2020-05-12 12:48:37.817495	2020-05-12 12:50:13.408275	256	1	70	256	1.6294101595543744	0.0	0.0	0.0	0.0	78.64232209737828	0.013194202285844912	0.0	0.0	0.0	0.0	78.64232209737828	0.013194202285844912	4215031637	150	0.0	0.0	0.0	0.0	78.64232209737828	0.013194202285844912	21	COMPLETE
22	0.0	2020-05-12 12:50:13.420879	2020-05-12 12:51:34.840997	64	1	36	256	1.6474597749582838	0.0	0.0	0.0	0.0	79.50140449438203	0.01289815718867977	0.0	0.0	0.0	0.0	79.50140449438203	0.01289815718867977	1201314557	150	0.0	0.0	0.0	0.0	79.50140449438203	0.01289815718867977	22	COMPLETE
23	0.0	2020-05-12 12:51:34.853385	2020-05-12 12:52:20.199701	128	1	32	512	1.650340520068724	0.0	0.0	0.0	0.0	79.63436329588015	0.012900466930930679	0.0	0.0	0.0	0.0	79.63436329588015	0.012900466930930679	967155487	150	0.0	0.0	0.0	0.0	79.63436329588015	0.012900466930930679	23	COMPLETE
24	0.011704119850187267	2020-05-12 12:52:20.211881	2020-05-12 12:54:50.503439	64	2	45	128	1.4077842189068819	0.0	0.011704119850187267	0.0	0.0018726591760299626	67.95131086142322	0.018621780492752735	0.0	0.011704119850187267	0.0	0.0018726591760299626	67.95131086142322	0.018621780492752735	2399800385	150	0.0	0.011704119850187267	0.0	0.0018726591760299626	67.95131086142322	0.018621780492752735	24	COMPLETE
25	0.0009363295880149813	2020-05-12 12:54:50.515678	2020-05-12 12:56:10.527211	128	1	26	256	1.5816567441943878	0.0	0.0009363295880149813	0.0	0.0	76.32958801498127	0.01399237338708572	0.0	0.0009363295880149813	0.0	0.0	76.32958801498127	0.01399237338708572	1632902855	150	0.0	0.0009363295880149813	0.0	0.0	76.32958801498127	0.01399237338708572	25	COMPLETE
26	0.0	2020-05-12 12:56:10.539412	2020-05-12 12:59:02.682299	64	1	81	128	1.6491740966836612	0.0	0.0	0.0	0.0	79.58661048689139	0.012878964993463882	0.0	0.0	0.0	0.0	79.58661048689139	0.012878964993463882	2029560424	150	0.0	0.0	0.0	0.0	79.58661048689139	0.012878964993463882	26	COMPLETE
27	0.00046816479400749064	2020-05-12 12:59:02.693242	2020-05-12 13:01:57.659975	256	2	66	128	1.5471105611349425	0.0	0.00046816479400749064	0.0	0.0	74.66994382022472	0.014633179522158151	0.0	0.00046816479400749064	0.0	0.0	74.66994382022472	0.014633179522158151	2979843697	150	0.0	0.00046816479400749064	0.0	0.0	74.66994382022472	0.014633179522158151	27	COMPLETE
28	0.0	2020-05-12 13:01:57.672098	2020-05-12 13:02:44.813089	256	1	46	512	1.6275218779479297	0.0	0.0	0.0	0.0	78.53932584269663	0.013343683732821939	0.0	0.0	0.0	0.0	78.53932584269663	0.013343683732821939	1335460922	150	0.0	0.0	0.0	0.0	78.53932584269663	0.013343683732821939	28	COMPLETE
29	0.0028089887640449437	2020-05-12 13:02:44.825460	2020-05-12 13:05:42.979170	128	2	61	128	1.4635224651217404	0.0	0.0028089887640449437	0.0	0.0	70.62265917602996	0.016623982570209077	0.0	0.0028089887640449437	0.0	0.0	70.62265917602996	0.016623982570209077	741206441	150	0.0	0.0028089887640449437	0.0	0.0	70.62265917602996	0.016623982570209077	29	COMPLETE
30	0.0023408239700374533	2020-05-12 13:05:42.991700	2020-05-12 13:07:04.447065	256	1	39	256	1.5215373129587384	0.0	0.0023408239700374533	0.0	0.0018726591760299626	73.42696629213484	0.015734664848717574	0.0	0.0023408239700374533	0.0	0.0018726591760299626	73.42696629213484	0.015734664848717574	2811104660	150	0.0	0.0023408239700374533	0.0	0.0018726591760299626	73.42696629213484	0.015734664848717574	30	COMPLETE
31	0.04447565543071161	2020-05-12 13:07:04.459606	2020-05-12 13:08:38.319438	64	2	76	256	1.1881821260906142	0.0	0.04447565543071161	0.011235955056179775	0.017322097378277154	57.29447565543071	0.031065258973469383	0.0	0.04447565543071161	0.011235955056179775	0.017322097378277154	57.29447565543071	0.031065258973469383	494761545	150	0.0	0.04447565543071161	0.011235955056179775	0.017322097378277154	57.29447565543071	0.031065258973469383	31	COMPLETE
32	0.028089887640449437	2020-05-12 13:08:38.331876	2020-05-12 13:10:03.097335	64	2	45	256	1.2618030869098527	0.0	0.028089887640449437	0.0014044943820224719	0.006554307116104869	60.85533707865169	0.024335054195623013	0.0	0.028089887640449437	0.0014044943820224719	0.006554307116104869	60.85533707865169	0.024335054195623013	2206502828	150	0.0	0.028089887640449437	0.0014044943820224719	0.006554307116104869	60.85533707865169	0.024335054195623013	32	COMPLETE
33	0.0	2020-05-12 13:10:03.109438	2020-05-12 13:12:40.222693	256	2	45	128	1.6205271503675296	0.0	0.0	0.0	0.0	78.21441947565543	0.01325073907195713	0.0	0.0	0.0	0.0	78.21441947565543	0.01325073907195713	556461506	150	0.0	0.0	0.0	0.0	78.21441947565543	0.01325073907195713	33	COMPLETE
34	0.0009363295880149813	2020-05-12 13:12:40.234069	2020-05-12 13:13:22.957457	64	1	6	512	1.5757268034479814	0.0	0.0009363295880149813	0.0	0.0	76.03838951310861	0.01433839607298016	0.0	0.0009363295880149813	0.0	0.0	76.03838951310861	0.01433839607298016	2349511474	150	0.0	0.0009363295880149813	0.0	0.0	76.03838951310861	0.01433839607298016	34	COMPLETE
35	0.00046816479400749064	2020-05-12 13:13:22.969562	2020-05-12 13:14:57.496858	256	1	56	256	1.58438148919479	0.0	0.00046816479400749064	0.0	0.0	76.49531835205993	0.014014249855920622	0.0	0.00046816479400749064	0.0	0.0	76.49531835205993	0.014014249855920622	2846539267	150	0.0	0.00046816479400749064	0.0	0.0	76.49531835205993	0.014014249855920622	35	COMPLETE
36	0.041666666666666664	2020-05-12 13:14:57.508994	2020-05-12 13:15:53.064603	256	2	65	512	1.1904780785762443	0.0	0.041666666666666664	0.0046816479400749065	0.01451310861423221	57.499063670411985	0.028522101636502855	0.0	0.041666666666666664	0.0046816479400749065	0.01451310861423221	57.499063670411985	0.028522101636502855	2960800211	150	0.0	0.041666666666666664	0.0046816479400749065	0.01451310861423221	57.499063670411985	0.028522101636502855	36	COMPLETE
37	0.0	2020-05-12 13:15:53.079245	2020-05-12 13:16:45.882113	64	1	61	512	1.658036463437009	0.0	0.0	0.0	0.0	79.99906367041199	0.012793813669225253	0.0	0.0	0.0	0.0	79.99906367041199	0.012793813669225253	781234230	150	0.0	0.0	0.0	0.0	79.99906367041199	0.012793813669225253	37	COMPLETE
38	0.0	2020-05-12 13:16:45.894230	2020-05-12 13:18:07.981237	64	1	23	256	1.634378469182869	0.0	0.0	0.0	0.0	78.87921348314607	0.01307178782618146	0.0	0.0	0.0	0.0	78.87921348314607	0.01307178782618146	2349416836	150	0.0	0.0	0.0	0.0	78.87921348314607	0.01307178782618146	38	COMPLETE
39	0.0032771535580524347	2020-05-12 13:18:07.993951	2020-05-12 13:18:54.680692	256	1	24	512	1.5124748659700378	0.0	0.0032771535580524347	0.00046816479400749064	0.00046816479400749064	72.99578651685393	0.016065457459021687	0.0	0.0032771535580524347	0.00046816479400749064	0.00046816479400749064	72.99578651685393	0.016065457459021687	243337402	150	0.0	0.0032771535580524347	0.00046816479400749064	0.00046816479400749064	72.99578651685393	0.016065457459021687	39	COMPLETE
40	0.005149812734082397	2020-05-12 13:18:54.693483	2020-05-12 13:21:52.412587	256	1	76	128	1.4652482596721346	0.0	0.005149812734082397	0.0014044943820224719	0.0014044943820224719	70.70458801498127	0.017227295231821642	0.0	0.005149812734082397	0.0014044943820224719	0.0014044943820224719	70.70458801498127	0.017227295231821642	3846363119	150	0.0	0.005149812734082397	0.0014044943820224719	0.0014044943820224719	70.70458801498127	0.017227295231821642	40	COMPLETE
41	0.06928838951310862	2020-05-12 13:21:52.425747	2020-05-12 13:22:46.972989	64	2	64	512	1.079930394603644	0.0	0.06928838951310862	0.01638576779026217	0.03651685393258427	52.083333333333336	0.037789411078225615	0.0	0.06928838951310862	0.01638576779026217	0.03651685393258427	52.083333333333336	0.037789411078225615	1098309715	150	0.0	0.06928838951310862	0.01638576779026217	0.03651685393258427	52.083333333333336	0.037789411078225615	41	COMPLETE
42	0.04119850187265917	2020-05-12 13:22:46.985406	2020-05-12 13:23:35.829437	128	2	36	512	1.2551652091286714	0.0	0.04119850187265917	0.0032771535580524347	0.013576779026217229	60.554307116104866	0.02704678065647081	0.0	0.04119850187265917	0.0032771535580524347	0.013576779026217229	60.554307116104866	0.02704678065647081	1892485983	150	0.0	0.04119850187265917	0.0032771535580524347	0.013576779026217229	60.554307116104866	0.02704678065647081	42	COMPLETE
