number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.0004868980169971671	2019-12-28 21:59:14.633230	2019-12-28 22:07:32.435904	50.0	2	81.0	0.0074866806070688656	1600.0	1.0087319529483274	0.00017705382436260624	0.0004868980169971671	0.0003098441926345609	0.0003541076487252125	20450.61568254249	0.00047035218275194086	0.00017705382436260624	0.0004868980169971671	0.0003098441926345609	0.0003541076487252125	20450.60202726629	0.00047035277624148255	0.00017705382436260624	0.0004868980169971671	0.0003098441926345609	0.0003541076487252125	20450.629337818697	0.0004703515904673974	9	0.0006196883852691218	0.0005311614730878187		
10	TrialState.COMPLETE	0.000708215297450425	2019-12-28 22:07:32.436717	2019-12-28 22:19:45.446196	450.0	2	31.0	0.0026195828538207386	700.0	1.0057492127764485	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20389.540788774786	0.0008748085978633117	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20389.50677230878	0.0008748095599007872	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20389.574805240794	0.0008748076374849925	10	0.000708215297450425	0.000708215297450425		
11	TrialState.COMPLETE	0.0003541076487252125	2019-12-28 22:19:45.450211	2019-12-28 22:28:02.695086	50.0	2	81.0	0.0019788014926277113	1700.0	1.002465834744014	0.0002213172804532578	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20323.027332684134	0.0004933782982621635	0.0002213172804532578	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20323.016466005665	0.0004933784123724235	0.0002213172804532578	0.0003541076487252125	0.0003541076487252125	0.0003541076487252125	20323.038199362607	0.0004933781842017492	11	0.0005311614730878187	0.00041312559017941453		
12	TrialState.COMPLETE	0.004072237960339943	2019-12-28 22:28:02.696102	2019-12-28 22:41:46.006676	250.0	1	51.0	0.024637568425996823	1100.0	0.938199904880782	0.000708215297450425	0.004072237960339943	0.0033994334277620396	0.0036827195467422098	19019.866749291785	0.00242163768545699	0.000708215297450425	0.004072237960339943	0.0033994334277620396	0.0036827195467422098	19019.85007082153	0.0024216378692845284	0.000708215297450425	0.004072237960339943	0.0033994334277620396	0.0036827195467422098	19019.88342776204	0.0024216375016912306	12		0.0030099150141643057	0.003673866855524079	
13	TrialState.COMPLETE	0.02727990847679233	2019-12-28 22:41:46.007696	2019-12-28 23:57:40.998670	450.0	1	61.0	0.053510392729552526	600.0	0.7248751298980473	0.000708215297450425	0.02727990847679233	0.01175365003268686	0.015703312268468075	14694.453843429941	0.01136092054552745	0.000708215297450425	0.02727990847679233	0.01175365003268686	0.015703312268468075	14694.439502070169	0.011360922942331562	0.000708215297450425	0.02727990847679233	0.01175365003268686	0.015703312268468075	14694.468184789714	0.01136091817087514	13				
14	TrialState.COMPLETE	0.0009737960339943342	2019-12-28 23:57:40.999579	2019-12-29 00:10:40.047883	450.0	1	61.0	0.0025102865626840574	1000.0	0.9675612630773821	0.000708215297450425	0.0009737960339943342	0.0009737960339943342	0.0009737960339943342	19615.563650849857	0.0010378298487728364	0.000708215297450425	0.0009737960339943342	0.0009737960339943342	0.0009737960339943342	19615.546919263455	0.0010378304240533753	0.000708215297450425	0.0009737960339943342	0.0009737960339943342	0.0009737960339943342	19615.58038243626	0.0010378292746359321	14	0.0008852691218130312	0.0009442870632672333		
15	TrialState.COMPLETE	0.24119390189354406	2019-12-29 00:10:40.048941	2019-12-29 01:30:20.330907	250.0	1	21.0	0.09598517026762715	900.0	0.5126995885024902	0.000708215297450425	0.24119390189354406	0.1643711793648427	0.20732070970627703	10391.617512486953	0.0921516043192266	0.000708215297450425	0.24119390189354406	0.1643711793648427	0.20732070970627703	10391.607378485165	0.09215160581804636	0.000708215297450425	0.24119390189354406	0.1643711793648427	0.20732070970627703	10391.627646488743	0.09215160282981673	15				
16	TrialState.COMPLETE	0.001106586402266289	2019-12-29 01:30:20.331933	2019-12-29 01:39:57.917521	250.0	1	81.0	0.00718603945335488	500.0	1.0057999464866134	0.000708215297450425	0.001106586402266289	0.000796742209631728	0.0010180594900849858	20390.792492917848	0.00104077381862653	0.000708215297450425	0.001106586402266289	0.000796742209631728	0.0010180594900849858	20390.775230169973	0.0010407741014010457	0.000708215297450425	0.001106586402266289	0.000796742209631728	0.0010180594900849858	20390.809755665723	0.001040773536084397	16	0.000796742209631728	0.0010033050047214354		
17	TrialState.COMPLETE	0.002921388101983003	2019-12-29 01:39:57.918524	2019-12-29 01:48:00.172875	150.0	1	31.0	0.03172566942129523	1000.0	0.9577797806446352	0.000708215297450425	0.002921388101983003	0.002611543909348442	0.002700070821529745	19417.37296388102	0.001873226213179064	0.000708215297450425	0.002921388101983003	0.002611543909348442	0.002700070821529745	19417.363889872522	0.0018732264009467905	0.000708215297450425	0.002921388101983003	0.002611543909348442	0.002700070821529745	19417.382037889518	0.001873226025557947	17	0.0017705382436260624	0.0025377714825306893		
18	TrialState.COMPLETE	0.001106586402266289	2019-12-29 01:48:00.173847	2019-12-29 02:01:27.199101	450.0	2	71.0	0.014623280769931354	700.0	1.0098967010880562	0.0005754249291784702	0.001106586402266289	0.000708215297450425	0.0008852691218130312	20474.15115970255	0.000898073798432756	0.0005754249291784702	0.001106586402266289	0.000708215297450425	0.0008852691218130312	20474.100743626062	0.0008980744392987855	0.0005754249291784702	0.001106586402266289	0.000708215297450425	0.0008852691218130312	20474.201575779036	0.0008980731578968099	18	0.0009737960339943342	0.0010623229461756375		
19	TrialState.COMPLETE	0.003895184135977337	2019-12-29 02:01:27.200107	2019-12-29 02:13:27.509538	150.0	1	41.0	0.0576652197915199	800.0	0.9409201951705963	0.000708215297450425	0.003895184135977337	0.0031161473087818695	0.0035056657223796034	19075.12763810198	0.002322948023314855	0.000708215297450425	0.003895184135977337	0.0031161473087818695	0.0035056657223796034	19075.118661473087	0.002322948676514426	0.000708215297450425	0.003895184135977337	0.0031161473087818695	0.0035056657223796034	19075.13661473088	0.0023229473719181028	19		0.0027148253068932956	0.0034525495750708213	
20	TrialState.COMPLETE	0.0005754249291784702	2019-12-29 02:13:27.510377	2019-12-29 02:21:46.868262	150.0	2	31.0	0.03984493857344107	1700.0	0.9977709565930357	0.0003098441926345609	0.0005754249291784702	0.0005754249291784702	0.0005754249291784702	20228.313584454674	0.0006071444092089558	0.0003098441926345609	0.0005754249291784702	0.0005754249291784702	0.0005754249291784702	20228.29222733711	0.0006071446798029296	0.0003098441926345609	0.0005754249291784702	0.0005754249291784702	0.0005754249291784702	20228.334941572237	0.0006071441387387478	20	0.0006196883852691218	0.0005901794145420207		
21	TrialState.COMPLETE	0.0009295325779036828	2019-12-29 02:21:46.869126	2019-12-29 02:30:07.961092	150.0	2	41.0	0.0010848720379281547	600.0	1.0027294776783071	0.000708215297450425	0.0009295325779036828	0.000708215297450425	0.0008852691218130312	20328.65830825071	0.000934851295485388	0.000708215297450425	0.0009295325779036828	0.000708215297450425	0.0008852691218130312	20328.640005311616	0.0009348514903042793	0.000708215297450425	0.0009295325779036828	0.000708215297450425	0.0008852691218130312	20328.676611189803	0.0009348511007370815	21	0.0009737960339943342	0.0009442870632672333		
22	TrialState.COMPLETE	0.0041784702549575075	2019-12-29 02:30:07.962117	2019-12-29 02:47:38.018350	450.0	1	11.0	0.001951286740826702	700.0	0.9552199609788153	0.000708215297450425	0.0041784702549575075	0.0033994334277620396	0.0036473087818696885	19365.10692280453	0.0024259287662688287	0.000708215297450425	0.0041784702549575075	0.0033994334277620396	0.0036473087818696885	19365.089943342777	0.0024259290632319326	0.000708215297450425	0.0041784702549575075	0.0033994334277620396	0.0036473087818696885	19365.12390226629	0.002425928469513762	22		0.003068932955618508	0.0037623937677053825	
23	TrialState.COMPLETE	0.0008852691218130312	2019-12-29 02:47:38.019159	2019-12-29 02:57:13.336268	250.0	1	91.0	0.008107910748429382	600.0	1.0067472748057715	0.000708215297450425	0.0008852691218130312	0.000796742209631728	0.000796742209631728	20410.089633498585	0.0009950194755820542	0.000708215297450425	0.0008852691218130312	0.000796742209631728	0.000796742209631728	20410.073433073656	0.0009950201862996188	0.000708215297450425	0.0008852691218130312	0.000796742209631728	0.000796742209631728	20410.105833923513	0.000995018766234831	23	0.000708215297450425	0.0008262511803588291		
24	TrialState.COMPLETE	0.0009295325779036828	2019-12-29 02:57:13.337067	2019-12-29 03:06:21.071692	250.0	2	11.0	0.013514642581329419	1800.0	0.9755669954209665	0.000708215297450425	0.0009295325779036828	0.0008852691218130312	0.0008852691218130312	19778.004027974504	0.0009866087788945534	0.000708215297450425	0.0009295325779036828	0.0008852691218130312	0.0008852691218130312	19777.9771157932	0.0009866091553113706	0.000708215297450425	0.0009295325779036828	0.0008852691218130312	0.0008852691218130312	19778.030940155808	0.0009866084026504715	24	0.0009737960339943342	0.0009442870632672333		
25	TrialState.COMPLETE	0.001106586402266289	2019-12-29 03:06:21.072677	2019-12-29 03:15:34.176274	250.0	2	31.0	0.002211273451156785	2000.0	0.9938306610393008	0.000708215297450425	0.001106586402266289	0.000796742209631728	0.0008410056657223796	20147.84350655099	0.0009883856676047684	0.000708215297450425	0.001106586402266289	0.000796742209631728	0.0008410056657223796	20147.816837818697	0.0009883863654561878	0.000708215297450425	0.001106586402266289	0.000796742209631728	0.0008410056657223796	20147.870175283286	0.0009883849706241233	25	0.0011508498583569404	0.0011213408876298394		
26	TrialState.COMPLETE	0.000796742209631728	2019-12-29 03:15:34.177265	2019-12-29 03:23:24.256066	50.0	2	71.0	0.0014957782017810436	1700.0	1.0103505692435337	0.0003098441926345609	0.000796742209631728	0.0004868980169971671	0.0007524787535410764	20483.336535056656	0.0006636713351659037	0.0003098441926345609	0.000796742209631728	0.0004868980169971671	0.0007524787535410764	20483.326487252125	0.0006636714401872988	0.0003098441926345609	0.000796742209631728	0.0004868980169971671	0.0007524787535410764	20483.34658286119	0.0006636712301726374	26	0.0008852691218130312	0.0008262511803588291		
27	TrialState.COMPLETE	0.002124645892351275	2019-12-29 03:23:24.257037	2019-12-29 03:35:15.329046	450.0	1	21.0	0.0017988761310116445	1300.0	0.9860463894670267	0.000708215297450425	0.002124645892351275	0.0016820113314447592	0.0018148016997167138	19990.01746193343	0.0014717151482835803	0.000708215297450425	0.002124645892351275	0.0016820113314447592	0.0018148016997167138	19989.999557365438	0.001471719319949212	0.000708215297450425	0.002124645892351275	0.0016820113314447592	0.0018148016997167138	19990.035366501415	0.0014717110246044037	27	0.0008852691218130312	0.0017115203021718602		
28	TrialState.COMPLETE	0.002301699716713881	2019-12-29 03:35:15.330039	2019-12-29 03:47:00.528460	350.0	1	91.0	0.012579508467378053	1500.0	0.9879625813008269	0.000708215297450425	0.002301699716713881	0.0015049575070821529	0.0017705382436260624	20029.230656869688	0.0014648924440402366	0.000708215297450425	0.002301699716713881	0.0015049575070821529	0.0017705382436260624	20029.213394121813	0.0014648927543207	0.000708215297450425	0.002301699716713881	0.0015049575070821529	0.0017705382436260624	20029.247919617563	0.0014648921340471872	28	0.0012393767705382436	0.0019475920679886685		
29	TrialState.COMPLETE	0.0007524787535410764	2019-12-29 03:47:00.529246	2019-12-29 03:55:03.071542	150.0	2	71.0	0.01771271273351915	800.0	1.013872381323332	0.0003098441926345609	0.0007524787535410764	0.0005754249291784702	0.000708215297450425	20554.491213703965	0.0006701423128274933	0.0003098441926345609	0.0007524787535410764	0.0005754249291784702	0.000708215297450425	20554.46277443343	0.0006701426322595107	0.0003098441926345609	0.0007524787535410764	0.0005754249291784702	0.000708215297450425	20554.519652974504	0.0006701419935569268	29	0.000796742209631728	0.000767233238904627		
30	TrialState.COMPLETE	0.06013928234183192	2019-12-29 03:55:03.072515	2019-12-29 05:04:28.565234	350.0	1	11.0	0.021601540105224706	700.0	0.6235325365880448	0.000708215297450425	0.06013928234183192	0.029969310670443814	0.04059254013220019	12638.903971907459	0.02687729866657734	0.000708215297450425	0.06013928234183192	0.029969310670443814	0.04059254013220019	12638.89088762984	0.026877301671951067	0.000708215297450425	0.06013928234183192	0.029969310670443814	0.04059254013220019	12638.91705618508	0.02687729568341618	30				
31	TrialState.COMPLETE	0.0018590651558073655	2019-12-29 05:04:28.566231	2019-12-29 05:13:20.731121	250.0	1	11.0	0.002233126398755056	1600.0	0.9677226469664464	0.000708215297450425	0.0018590651558073655	0.0011508498583569404	0.0013279036827195468	19618.633808427763	0.0013112623370397272	0.000708215297450425	0.0018590651558073655	0.0011508498583569404	0.0013279036827195468	19618.616324362607	0.0013112674555345808	0.000708215297450425	0.0018590651558073655	0.0011508498583569404	0.0013279036827195468	19618.65129249292	0.0013112572655460644	31	0.0008852691218130312	0.001534466477809254		
32	TrialState.COMPLETE	0.2417610953729934	2019-12-29 05:13:20.731919	2019-12-29 05:55:00.676286	150.0	1	1.0	0.017580141632670635	700.0	0.5260304155076927	0.000708215297450425	0.2417610953729934	0.16312559017941455	0.20631491973559962	10662.184372049103	0.09067195730284316	0.000708215297450425	0.2417610953729934	0.16312559017941455	0.20631491973559962	10662.17838762984	0.09067196588964894	0.000708215297450425	0.2417610953729934	0.16312559017941455	0.20631491973559962	10662.190356468367	0.09067194894885412	32				
33	TrialState.COMPLETE	0.03331335803007191	2019-12-29 05:55:00.677077	2019-12-29 06:47:50.103606	250.0	1	41.0	0.06790749641427501	600.0	0.7079015580852938	0.000708215297450425	0.03331335803007191	0.014327740248420135	0.02120560034865984	14349.687322946176	0.01290276158777703	0.000708215297450425	0.03331335803007191	0.014327740248420135	0.02120560034865984	14349.674180104597	0.012902764384931193	0.000708215297450425	0.03331335803007191	0.014327740248420135	0.02120560034865984	14349.700465787753	0.012902758824475814	33				
34	TrialState.COMPLETE	0.16926851477134763	2019-12-29 06:47:50.104668	2019-12-29 08:34:23.779210	150.0	2	1.0	0.06089552736915221	1700.0	0.5480345790097968	0.0011837312828814246	0.16926851477134763	0.10355625252934035	0.138112100364225	11108.36591713881	0.061580571489839246	0.0011837312828814246	0.16926851477134763	0.10356131121003642	0.138112100364225	11108.356950627276	0.06158083353777147	0.0011837312828814246	0.16926851477134763	0.10355625252934035	0.138112100364225	11108.374883650344	0.061580371016685724	34				
35	TrialState.COMPLETE	0.0008852691218130312	2019-12-29 08:34:23.780216	2019-12-29 08:47:06.618109	450.0	1	51.0	0.0015652695505218618	600.0	0.9819123818088502	0.000708215297450425	0.0008852691218130312	0.000796742209631728	0.0008410056657223796	19906.51347822238	0.0009660762657895067	0.000708215297450425	0.0008852691218130312	0.000796742209631728	0.0008410056657223796	19906.496326133143	0.0009660780414763497	0.000708215297450425	0.0008852691218130312	0.000796742209631728	0.0008410056657223796	19906.530630311616	0.0009660744999061985	35	0.0008852691218130312	0.0008852691218130312		
36	TrialState.COMPLETE	0.000398371104815864	2019-12-29 08:47:06.618965	2019-12-29 08:55:22.996733	50.0	2	81.0	0.006429803039434443	500.0	0.9970976528085982	0.0002213172804532578	0.000398371104815864	0.0003098441926345609	0.0003541076487252125	20214.303824362607	0.00048645073280223576	0.0002213172804532578	0.000398371104815864	0.0003098441926345609	0.0003541076487252125	20214.291519121813	0.00048645091811826667	0.0002213172804532578	0.000398371104815864	0.0003098441926345609	0.0003541076487252125	20214.316129603398	0.0004864505475777213	36	0.0006196883852691218	0.00047214353163361664		
37	TrialState.COMPLETE	0.0007524787535410764	2019-12-29 08:55:22.997516	2019-12-29 09:04:52.152157	250.0	1	71.0	0.0016112811677816922	600.0	0.9866468355962674	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.0007524787535410764	20002.543997875353	0.0009545838491712443	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.0007524787535410764	20002.52549575071	0.0009545842373497923	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.0007524787535410764	20002.5625	0.0009545834612853689	37	0.000796742209631728	0.000767233238904627		
38	TrialState.COMPLETE	0.000708215297450425	2019-12-29 09:04:52.153174	2019-12-29 09:13:15.929253	150.0	2	41.0	0.006178074311816269	1300.0	1.000264616147598	0.0005754249291784702	0.000708215297450425	0.0005754249291784702	0.000708215297450425	20279.09421476629	0.0007959525472208945	0.0005754249291784702	0.000708215297450425	0.0005754249291784702	0.000708215297450425	20279.07179532578	0.0007959530149324855	0.0005754249291784702	0.000708215297450425	0.0005754249291784702	0.000708215297450425	20279.1166342068	0.0007959520799245751	38	0.000708215297450425	0.000708215297450425		
39	TrialState.COMPLETE	0.0003541076487252125	2019-12-29 09:13:15.930892	2019-12-29 09:21:25.697520	50.0	2	21.0	0.012917092138328774	1200.0	0.9957485979490217	0.0001327903682719547	0.0003541076487252125	0.00017705382436260624	0.0002655807365439094	20187.21454497167	0.000395051815000275	0.0001327903682719547	0.0003541076487252125	0.00017705382436260624	0.0002655807365439094	20187.201398725214	0.00039505200710992665	0.0001327903682719547	0.0003541076487252125	0.00017705382436260624	0.0002655807365439094	20187.22769121813	0.00039505162299408785	39	0.0005311614730878187	0.00041312559017941453		
40	TrialState.COMPLETE	0.0010180594900849858	2019-12-29 09:21:25.698528	2019-12-29 09:30:51.535689	250.0	2	21.0	0.0011149411977628317	600.0	1.0191263153729306	0.000708215297450425	0.0010180594900849858	0.0009295325779036828	0.0009737960339943342	20661.050261154393	0.0010359025557116837	0.000708215297450425	0.0010180594900849858	0.0009295325779036828	0.0009737960339943342	20661.02695644476	0.0010359028874288533	0.000708215297450425	0.0010180594900849858	0.0009295325779036828	0.0009737960339943342	20661.073565864022	0.0010359022242049545	40	0.0011508498583569404	0.0010623229461756375		
41	TrialState.COMPLETE	0.004320113314447592	2019-12-29 09:30:51.536498	2019-12-29 09:48:23.217267	350.0	1	91.0	0.034169797822073404	1200.0	0.9466798108849869	0.000708215297450425	0.004320113314447592	0.0035410764872521247	0.003930594900849858	19191.914589235126	0.0025041233371197514	0.000708215297450425	0.004320113314447592	0.0035410764872521247	0.003930594900849858	19191.895998583568	0.0025041237282821967	0.000708215297450425	0.004320113314447592	0.0035410764872521247	0.003930594900849858	19191.933179886684	0.002504122946226829	41		0.0033050047214353163	0.003939447592067989	
42	TrialState.COMPLETE	0.0009737960339943342	2019-12-29 09:48:23.218314	2019-12-29 09:57:47.743205	250.0	2	21.0	0.0033465128045361697	1800.0	1.0035073758030066	0.000708215297450425	0.0009737960339943342	0.000796742209631728	0.000796742209631728	20344.520051345607	0.000985156084387699	0.000708215297450425	0.0009737960339943342	0.000796742209631728	0.000796742209631728	20344.494732648724	0.0009851563686190004	0.000708215297450425	0.0009737960339943342	0.000796742209631728	0.000796742209631728	20344.54537004249	0.0009851558003150878	42	0.0008852691218130312	0.0009442870632672333		
43	TrialState.COMPLETE	0.000708215297450425	2019-12-29 09:57:47.744198	2019-12-29 10:07:36.484134	250.0	2	81.0	0.05701888764368728	1300.0	1.0059641861846695	0.0005754249291784702	0.000708215297450425	0.000708215297450425	0.000708215297450425	20394.208657932013	0.0008306140972949092	0.0005754249291784702	0.000708215297450425	0.000708215297450425	0.000708215297450425	20394.16213703966	0.0008306152909156176	0.0005754249291784702	0.000708215297450425	0.000708215297450425	0.000708215297450425	20394.25517882436	0.000830612904862358	43	0.000708215297450425	0.000708215297450425		
44	TrialState.COMPLETE	0.0006196883852691218	2019-12-29 10:07:36.484999	2019-12-29 10:15:47.084978	50.0	2	31.0	0.0434043563164033	1600.0	1.0029675582430062	0.0002655807365439094	0.0006196883852691218	0.0004426345609065156	0.0004426345609065156	20333.6778726983	0.0005859042793901467	0.0002655807365439094	0.0006196883852691218	0.0004426345609065156	0.0004426345609065156	20333.66496990085	0.0005859048580257047	0.0002655807365439094	0.0006196883852691218	0.0004426345609065156	0.0004426345609065156	20333.69077549575	0.0005859037019030555	44	0.0008852691218130312	0.000708215297450425		
45	TrialState.COMPLETE	0.0009737960339943342	2019-12-29 10:15:47.085960	2019-12-29 10:25:12.400450	250.0	2	31.0	0.005797182804529144	1700.0	1.0001133183305573	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	20275.65162446884	0.0009335180524674448	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	20275.625132790366	0.0009335184711264167	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	20275.678116147308	0.0009335176340001997	45	0.0008852691218130312	0.0009442870632672333		
46	TrialState.COMPLETE	0.0003541076487252125	2019-12-29 10:25:12.401455	2019-12-29 10:33:23.964545	50.0	2	21.0	0.04110706694825835	2000.0	0.9953470141339299	0.00017705382436260624	0.0003541076487252125	0.0003098441926345609	0.0003541076487252125	20178.909680417848	0.0005154897149627181	0.00017705382436260624	0.0003541076487252125	0.0003098441926345609	0.0003541076487252125	20178.896556303116	0.0005154898897438642	0.00017705382436260624	0.0003541076487252125	0.0003098441926345609	0.0003541076487252125	20178.922804532576	0.0005154895402982903	46	0.0005311614730878187	0.00041312559017941453		
47	TrialState.COMPLETE	0.0005311614730878187	2019-12-29 10:33:23.965516	2019-12-29 10:41:50.957961	150.0	2	81.0	0.019182179073759655	2000.0	1.0157268937281383	0.0003098441926345609	0.0005311614730878187	0.0004426345609065156	0.0004426345609065156	20592.150650672804	0.0005641633788859661	0.0003098441926345609	0.0005311614730878187	0.0004426345609065156	0.0004426345609065156	20592.119378541076	0.0005641638295326949	0.0003098441926345609	0.0005311614730878187	0.0004426345609065156	0.0004426345609065156	20592.18192280453	0.0005641629284752549	47	0.000708215297450425	0.0005901794145420207		
