number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
20	0.15683520599250936	2020-05-15 00:49:49.277616	2020-05-15 01:05:07.487523	7.87456710903627	64	0.3087028336984186	0.14230554559611985	33	0.2166401964005371	75	0.005625219517918435	128	0.773297429826871	0.017790262172284643	0.15683520599250936	0.05102996254681648	0.08192883895131087	37.15823970037453	0.07555802931074963	0.017790262172284643	0.15683520599250936	0.05102996254681648	0.08192883895131087	37.15823970037453	0.07555802931074963		4234085817.0	200.0	0.017790262172284643	0.15683520599250936	0.05102996254681648	0.08192883895131087	37.15823970037453	0.07555802931074963	20		COMPLETE
21	0.0847378277153558	2020-05-15 01:05:07.587038	2020-05-15 01:30:35.669888	1.92679664154582	128	0.34949654718552436	0.21616841365649292	24	0.47702923962651045	98	0.09971202202736137	128	1.04389313322035	0.007022471910112359	0.0847378277153558	0.0299625468164794	0.05102996254681648	50.38483146067416	0.0497193782697289	0.007022471910112359	0.0847378277153558	0.0299625468164794	0.05102996254681648	50.38483146067416	0.0497193782697289		492688277.0	200.0	0.007022471910112359	0.0847378277153558	0.0299625468164794	0.05102996254681648	50.38483146067416	0.0497193782697289	21		COMPLETE
22	0.11797752808988764	2020-05-15 01:30:35.847742	2020-05-15 01:43:23.639810	0.8926014591438969	128	0.04656881743529723	0.12283001476474975	49	0.28870659729176423	54	0.042594858284089945	512	0.9372898355817024	0.019662921348314606	0.11797752808988764	0.0449438202247191	0.05898876404494382	45.29119850187266	0.0645144302474445	0.019662921348314606	0.11797752808988764	0.0449438202247191	0.05898876404494382	45.29119850187266	0.0645144302474445		3244675.0	150.0	0.019662921348314606	0.11797752808988764	0.0449438202247191	0.05898876404494382	45.29119850187266	0.0645144302474445	22		COMPLETE
23	0.1896067415730337	2020-05-15 01:43:23.770935	2020-05-15 02:02:07.838793	9.800457067152477	64	0.4096420116774731	0.13568916591987906	63	0.16421181904844484	92	0.017181215503328212	512	0.7411504147621395	0.018726591760299626	0.1896067415730337	0.062265917602996254	0.0945692883895131	35.614700374531836	0.08260281149121537	0.018726591760299626	0.1896067415730337	0.062265917602996254	0.0945692883895131	35.614700374531836	0.08260281149121537		2111221793.0	200.0	0.018726591760299626	0.1896067415730337	0.062265917602996254	0.0945692883895131	35.614700374531836	0.08260281149121537	23		COMPLETE
24	0.36891385767790263	2020-05-15 02:02:07.955400	2020-05-15 02:20:18.268163	5.412052267425868	256	0.21585378116117604	0.04631106139285046	21	0.002560282738361619	72	0.01253976346805593	128	0.45411725443428597	0.039794007490636704	0.36891385767790263	0.13155430711610486	0.199438202247191	21.94007490636704	0.1420825748944952	0.039794007490636704	0.36891385767790263	0.13155430711610486	0.199438202247191	21.94007490636704	0.1420825748944952		1110741701.0	150.0	0.039794007490636704	0.36891385767790263	0.13155430711610486	0.199438202247191	21.94007490636704	0.1420825748944952	24		COMPLETE
25	0.08895131086142322	2020-05-15 02:20:18.376935	2020-05-15 02:49:19.941437	1.9002983936790057	256	0.11766530232437439	0.4644615634815685	47	0.287180366774998	67	0.09727777692356535	128	1.047380641632982	0.006554307116104869	0.08895131086142322	0.02247191011235955	0.04260299625468165	50.53323970037453	0.04732678205641521	0.006554307116104869	0.08895131086142322	0.02247191011235955	0.04260299625468165	50.53323970037453	0.04732678205641521		2551089373.0	150.0	0.006554307116104869	0.08895131086142322	0.02247191011235955	0.04260299625468165	50.53323970037453	0.04732678205641521	25		COMPLETE
26	0.45646067415730335	2020-05-15 02:49:20.045057	2020-05-15 02:54:41.870258	9.71196709138166	64	0.3643668959831524	0.19085961242563665	57	0.1280579326643303	15	0.0014457039817025387	128	0.35729604689421807	0.06694756554307116	0.45646067415730335	0.18071161048689138	0.2696629213483146	17.195224719101123	0.18601472345298325	0.06694756554307116	0.45646067415730335	0.18071161048689138	0.2696629213483146	17.195224719101123	0.18601472345298325		3716033847.0	200.0	0.06694756554307116	0.45646067415730335	0.18071161048689138	0.2696629213483146	17.195224719101123	0.18601472345298325	26		COMPLETE
27	0.12172284644194757	2020-05-15 02:54:41.979994	2020-05-15 03:02:57.368671	5.226426866978243	128	0.4213780196652429	0.4478255312587009	42	0.1633492322613524	33	0.02013287109857652	256	1.0043617055632788	0.008895131086142321	0.12172284644194757	0.03885767790262172	0.05945692883895131	48.52996254681648	0.05701398715497879	0.008895131086142321	0.12172284644194757	0.03885767790262172	0.05945692883895131	48.52996254681648	0.05701398715497879		1131985197.0	150.0	0.008895131086142321	0.12172284644194757	0.03885767790262172	0.05945692883895131	48.52996254681648	0.05701398715497879	27		COMPLETE
28	0.10908239700374532	2020-05-15 03:02:57.473422	2020-05-15 03:42:14.689533	1.8093464192149966	256	0.14489096682141367	0.38610695161814446	47	0.05792052108517587	94	0.02492995511866533	128	1.0088179428043185	0.007958801498127341	0.10908239700374532	0.035580524344569285	0.05383895131086142	48.67134831460674	0.05300283405883812	0.007958801498127341	0.10908239700374532	0.035580524344569285	0.05383895131086142	48.67134831460674	0.05300283405883812		1399289031.0	150.0	0.007958801498127341	0.10908239700374532	0.035580524344569285	0.05383895131086142	48.67134831460674	0.05300283405883812	28		COMPLETE
29	0.49953183520599254	2020-05-15 03:42:14.806609	2020-05-15 03:59:37.849051	1.9179285299403857	128	0.3580654519338394	0.13718490661489496	25	0.19217776503771383	72	0.006592533589320798	512	0.34774874480291224	0.10112359550561797	0.49953183520599254	0.2308052434456929	0.32631086142322097	16.75749063670412	0.22283861376564204	0.10112359550561797	0.49953183520599254	0.2308052434456929	0.32631086142322097	16.75749063670412	0.22283861376564204		1836216225.0	200.0	0.10112359550561797	0.49953183520599254	0.2308052434456929	0.32631086142322097	16.75749063670412	0.22283861376564204	29		COMPLETE
30	0.17462546816479402	2020-05-15 03:59:37.975106	2020-05-15 04:06:10.154630	2.986732350264766	64	0.05701174053851055	0.1334244645771508	22	0.022277195895645474	46	0.08528833733062531	512	0.7556498460959964	0.019194756554307114	0.17462546816479402	0.06179775280898876	0.09129213483146068	36.50187265917603	0.08111830782537253	0.019194756554307114	0.17462546816479402	0.06179775280898876	0.09129213483146068	36.50187265917603	0.08111830782537253		2430819157.0	200.0	0.019194756554307114	0.17462546816479402	0.06179775280898876	0.09129213483146068	36.50187265917603	0.08111830782537253	30		COMPLETE
31	0.11189138576779026	2020-05-15 04:06:10.301292	2020-05-15 04:11:46.470638	1.947715760700131	64	0.3938062274319211	0.40455890760020835	21	0.1662532933562108	26	0.00902069773252961	128	1.0094023069675508	0.011704119850187267	0.11189138576779026	0.03089887640449438	0.05571161048689138	48.66432584269663	0.054783259203772326	0.011704119850187267	0.11189138576779026	0.03089887640449438	0.05571161048689138	48.66432584269663	0.054783259203772326		54592169.0	200.0	0.011704119850187267	0.11189138576779026	0.03089887640449438	0.05571161048689138	48.66432584269663	0.054783259203772326	31		COMPLETE
32	0.13389513108614232	2020-05-15 04:11:46.582779	2020-05-15 04:18:13.242634	1.9389826866609534	64	0.2720551235108359	0.07253040896648649	17	0.3320016652160391	66	0.015214514070669895	256	0.8765019305235242	0.017790262172284643	0.13389513108614232	0.039794007490636704	0.06179775280898876	42.191947565543074	0.06694006734349964	0.017790262172284643	0.13389513108614232	0.039794007490636704	0.06179775280898876	42.191947565543074	0.06694006734349964		2569501655.0	150.0	0.017790262172284643	0.13389513108614232	0.039794007490636704	0.06179775280898876	42.191947565543074	0.06694006734349964	32		COMPLETE
33	0.15543071161048688	2020-05-15 04:18:13.378772	2020-05-15 04:33:22.171357	1.019583595224016	128	0.4264607909536619	0.13178479878484717	35	0.44796757550349137	47	0.03388561188628809	256	0.8449605690160146	0.017322097378277154	0.15543071161048688	0.041666666666666664	0.07865168539325842	40.534176029962545	0.07100716234316337	0.017322097378277154	0.15543071161048688	0.041666666666666664	0.07865168539325842	40.534176029962545	0.07100716234316337		2795228753.0	200.0	0.017322097378277154	0.15543071161048688	0.041666666666666664	0.07865168539325842	40.534176029962545	0.07100716234316337	33		COMPLETE
34		2020-05-15 04:33:22.277010	2020-05-15 04:33:24.810150	1.158994123106735	256	0.43449267317395224	0.06615671069149365	57	0.4266041844518923	90	0.006640846532114071	256														The current model can't be trained on this hardware with these parameters.									34	Setting status of trial#34 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
35	0.11095505617977527	2020-05-15 04:33:24.891615	2020-05-15 04:53:01.314334	8.300630599859964	256	0.32716663318481715	0.2409317653707057	16	0.2413594889061142	91	0.024557058647831156	128	0.9886142917872103	0.011704119850187267	0.11095505617977527	0.033707865168539325	0.056179775280898875	47.75514981273408	0.05614141133111135	0.011704119850187267	0.11095505617977527	0.033707865168539325	0.056179775280898875	47.75514981273408	0.05614141133111135		4059824835.0	150.0	0.011704119850187267	0.11095505617977527	0.033707865168539325	0.056179775280898875	47.75514981273408	0.05614141133111135	35		COMPLETE
36	0.09925093632958802	2020-05-15 04:53:01.417956	2020-05-15 05:26:42.590979	4.056513730714499	128	0.4052237494530169	0.25370723736936485	53	0.43464007686280853	93	0.045615078656890254	256	0.9784296368107492	0.011235955056179775	0.09925093632958802	0.035580524344569285	0.05711610486891386	47.1750936329588	0.05502618189175776	0.011235955056179775	0.09925093632958802	0.035580524344569285	0.05711610486891386	47.1750936329588	0.05502618189175776		3575792137.0	200.0	0.011235955056179775	0.09925093632958802	0.035580524344569285	0.05711610486891386	47.1750936329588	0.05502618189175776	36		COMPLETE
37	0.2640449438202247	2020-05-15 05:26:42.690652	2020-05-15 06:16:11.720297	6.920746286456565	256	0.4941138357847678	0.12154489052752238	62	0.4679323065012222	64	0.011494709921331918	256	0.5955875326228792	0.028089887640449437	0.2640449438202247	0.0852059925093633	0.14185393258426968	28.741573033707866	0.10801312094399192	0.028089887640449437	0.2640449438202247	0.0852059925093633	0.14185393258426968	28.741573033707866	0.10801312094399192		3147330878.0	200.0	0.028089887640449437	0.2640449438202247	0.0852059925093633	0.14185393258426968	28.741573033707866	0.10801312094399192	37		COMPLETE
38	0.4803370786516854	2020-05-15 06:16:11.839494	2020-05-15 06:19:53.186104	8.612186432940845	128	0.34492698434456015	0.49972078800868824	31	0.1552742495147441	9	0.00680872513843957	256	0.37080234447354626	0.08707865168539326	0.4803370786516854	0.21582397003745318	0.30102996254681647	17.998595505617978	0.20764906007424036	0.08707865168539326	0.4803370786516854	0.21582397003745318	0.30102996254681647	17.998595505617978	0.20764906007424036		3597645540.0	200.0	0.08707865168539326	0.4803370786516854	0.21582397003745318	0.30102996254681647	17.998595505617978	0.20764906007424036	38		COMPLETE
39	0.8974719101123596	2020-05-15 06:19:53.311444	2020-05-15 06:23:19.151480	7.577270839212372	256	0.08668852647085973	0.38943087747333	21	0.4849316727780137	2	0.0036256146525023712	128	0.10590342218004	0.2649812734082397	0.8974719101123596	0.5632022471910112	0.7359550561797753	5.098314606741573	0.4610602128345166	0.2649812734082397	0.8974719101123596	0.5632022471910112	0.7359550561797753	5.098314606741573	0.4610602128345166		1611134179.0	200.0	0.2649812734082397	0.8974719101123596	0.5632022471910112	0.7359550561797753	5.098314606741573	0.4610602128345166	39		COMPLETE
40	0.10767790262172285	2020-05-15 06:23:19.268879	2020-05-15 08:08:06.535262	4.61778373137819	256	0.15707505224604407	0.4900848185875981	57	0.05454131621204339	86	0.017113144874143175	128	0.9784183961300926	0.010299625468164793	0.10767790262172285	0.03417602996254682	0.05805243445692884	47.26825842696629	0.055753750456896047	0.010299625468164793	0.10767790262172285	0.03417602996254682	0.05805243445692884	47.26825842696629	0.055753750456896047		1774464450.0	300.0	0.010299625468164793	0.10767790262172285	0.03417602996254682	0.05805243445692884	47.26825842696629	0.055753750456896047	40		COMPLETE
41	0.24344569288389514	2020-05-15 08:08:06.649416	2020-05-15 08:13:29.485774	0.5083499298147345	256	0.2553704604273934	0.33291218005969847	29	0.44224062163458133	9	0.0016757606838728183	256	0.6855360153645682	0.03089887640449438	0.24344569288389514	0.08239700374531835	0.12968164794007492	33.02621722846442	0.10332042401363357	0.03089887640449438	0.24344569288389514	0.08239700374531835	0.12968164794007492	33.02621722846442	0.10332042401363357		3528886599.0	200.0	0.03089887640449438	0.24344569288389514	0.08239700374531835	0.12968164794007492	33.02621722846442	0.10332042401363357	41		COMPLETE
42	0.8670411985018727	2020-05-15 08:13:29.691109	2020-05-15 08:29:41.987846	9.064501009318258	64	0.4156667009698053	0.08606654243001544	43	0.09644352772146259	94	0.0011581463246408941	512	0.11272019961646546	0.21395131086142322	0.8670411985018727	0.5121722846441947	0.6779026217228464	5.456460674157303	0.416528575361568	0.21395131086142322	0.8670411985018727	0.5121722846441947	0.6779026217228464	5.456460674157303	0.416528575361568		116305946.0	200.0	0.21395131086142322	0.8670411985018727	0.5121722846441947	0.6779026217228464	5.456460674157303	0.416528575361568	42		COMPLETE
43	0.3993445692883895	2020-05-15 08:29:42.098301	2020-05-15 09:11:18.059838	1.5980578819285187	256	0.28530711435216793	0.2724468330631937	51	0.10968096588664089	62	0.0034801479050824776	256	0.422074475779969	0.05571161048689138	0.3993445692883895	0.1540262172284644	0.22846441947565543	20.339887640449437	0.16234233304986861	0.05571161048689138	0.3993445692883895	0.1540262172284644	0.22846441947565543	20.339887640449437	0.16234233304986861		3671612742.0	200.0	0.05571161048689138	0.3993445692883895	0.1540262172284644	0.22846441947565543	20.339887640449437	0.16234233304986861	43		COMPLETE
44	0.8937265917602997	2020-05-15 09:11:18.174023	2020-05-15 09:23:00.774507	5.256723960549923	64	0.480385571429258	0.49110987292449754	45	0.36295622669458233	35	0.003034508177516688	512	0.09858278990531347	0.301498127340824	0.8937265917602997	0.5936329588014981	0.7453183520599251	4.773876404494382	0.49094565878076524	0.301498127340824	0.8937265917602997	0.5936329588014981	0.7453183520599251	4.773876404494382	0.49094565878076524		3391266828.0	300.0	0.301498127340824	0.8937265917602997	0.5936329588014981	0.7453183520599251	4.773876404494382	0.49094565878076524	44		COMPLETE
