Replicate	Epoch	Loss
0	0	0.0017211900373500693
0	1	0.0016550973813444342
0	2	0.001530071314264042
0	3	0.0013700638425432903
0	4	0.0011760264929707252
0	5	0.0009883177597698836
0	6	0.0008278526053117465
0	7	0.0006977824274054351
0	8	0.00059186786819356
0	9	0.0005041467758045098
0	10	0.0004329889052661577
0	11	0.0003742885753850655
0	12	0.00032430604343649134
0	13	0.00028357445195708686
0	14	0.0002512690147650638
0	15	0.00022317021215912517
0	16	0.0001986058034199615
0	17	0.00017790778652602263
0	18	0.00016019671365472763
0	19	0.0001447862186504933
0	20	0.00013414215601477889
0	21	0.00012360708196827516
0	22	0.00011454615722076264
0	23	0.00010616158680239601
0	24	9.964989367868555e-05
0	25	9.21397895628454e-05
0	26	8.675083731662894e-05
0	27	8.260021539165036e-05
0	28	7.800403097955396e-05
0	29	7.345953918683883e-05
0	30	6.993351113393009e-05
0	31	6.799591684910646e-05
0	32	6.417324523797283e-05
0	33	6.246455482908177e-05
0	34	5.884251130462444e-05
0	35	5.7785663914239845e-05
0	36	5.597318029474108e-05
0	37	5.298066606816178e-05
0	38	5.26393616961317e-05
0	39	4.9594653593030195e-05
0	40	4.908541356544605e-05
0	41	4.691751174488442e-05
0	42	4.587100468111221e-05
0	43	4.490895524894564e-05
0	44	4.266815072970035e-05
0	45	4.331893636170643e-05
0	46	4.258565346435174e-05
0	47	4.1506646990721325e-05
0	48	4.00291155290539e-05
0	49	4.0473039317682936e-05
0	50	3.944880823363024e-05
0	51	3.761151123193064e-05
0	52	3.832305222663762e-05
0	53	3.674211111765993e-05
0	54	3.608937166518994e-05
0	55	3.6051315136507165e-05
0	56	3.430447920980731e-05
0	57	3.503445586383727e-05
0	58	3.477434352244068e-05
0	59	3.4691970277611014e-05
0	60	3.448435719098711e-05
0	61	3.2699849846223837e-05
0	62	3.468491210402026e-05
0	63	3.296631685523179e-05
0	64	3.268264253985866e-05
0	65	3.278404567473905e-05
0	66	3.1285262259053195e-05
0	67	3.130418572658216e-05
0	68	3.0016646719294252e-05
0	69	3.086150880950504e-05
0	70	3.1980065842983174e-05
0	71	3.0266725495371537e-05
0	72	3.0387299778160414e-05
0	73	3.0255696155643566e-05
0	74	2.9065273632551283e-05
0	75	2.901833023835624e-05
0	76	2.9189891824740533e-05
0	77	2.891856706093163e-05
0	78	2.920563154476264e-05
0	79	2.8118840253925477e-05
0	80	2.857154579601314e-05
0	81	2.9462537599009716e-05
0	82	2.7555801257171364e-05
0	83	2.6500504615545876e-05
0	84	2.7182031444396977e-05
0	85	2.7860810424169214e-05
0	86	2.701909331941853e-05
0	87	2.718892581781127e-05
0	88	2.686319097359993e-05
0	89	2.7349398758319643e-05
0	90	2.560903975310101e-05
0	91	2.6342641196625732e-05
0	92	2.611333582532017e-05
0	93	2.565772986353057e-05
0	94	2.5898100564327832e-05
0	95	2.5298849343274596e-05
0	96	2.4534951791827345e-05
0	97	2.5668933322458095e-05
0	98	2.5893441542953897e-05
0	99	2.5445626865192843e-05
0	100	2.4284056395550122e-05
0	101	2.509810788238073e-05
0	102	2.5157960251533558e-05
0	103	2.4194862299717252e-05
0	104	2.4154772472961827e-05
0	105	2.307359152251506e-05
0	106	2.3423232481220157e-05
0	107	2.4024495691312506e-05
0	108	2.3597535977487058e-05
0	109	2.3314307464618192e-05
0	110	2.2024818092535153e-05
0	111	2.4002574275913446e-05
0	112	2.410316859018261e-05
0	113	2.3330992649498798e-05
0	114	2.355689180299618e-05
0	115	2.375913814252974e-05
0	116	2.3303119329045096e-05
0	117	2.302346086332786e-05
0	118	2.242338029282256e-05
0	119	2.3479899651000042e-05
0	120	2.248332917133745e-05
0	121	2.289045776919017e-05
0	122	2.248327265179548e-05
0	123	2.2165896749771945e-05
0	124	2.2352854390125464e-05
0	125	2.2018848209045175e-05
0	126	2.1012012662401538e-05
0	127	2.196433507741783e-05
0	128	2.2269957373696555e-05
0	129	2.2047353632762746e-05
0	130	2.0661260202549327e-05
0	131	2.2100532108982475e-05
0	132	2.1462609294046388e-05
0	133	2.124544570007548e-05
0	134	2.0624246609133983e-05
0	135	2.089378160403251e-05
0	136	2.0596967636021e-05
0	137	2.0571902623755534e-05
0	138	2.0255404477393868e-05
0	139	2.0847341016457896e-05
0	140	2.035552934738941e-05
0	141	2.0865926335050758e-05
0	142	1.996202706744571e-05
0	143	2.094752703440017e-05
0	144	2.071304772928167e-05
0	145	2.024331153295175e-05
0	146	2.048296420985505e-05
0	147	1.9866444307443538e-05
0	148	2.0371088682541296e-05
0	149	2.0240645579092093e-05
0	150	1.9808294346603177e-05
0	151	1.9666705795230804e-05
0	152	1.92847458911807e-05
0	153	1.922844014853619e-05
0	154	2.0222527667652926e-05
0	155	1.93908391545183e-05
0	156	1.897810592526853e-05
0	157	1.907103313634046e-05
0	158	1.9256630630289678e-05
0	159	1.9318685364575592e-05
0	160	1.914919648249553e-05
0	161	1.950963928849829e-05
0	162	1.887604126040145e-05
0	163	1.8974975056889666e-05
0	164	1.880396745538297e-05
0	165	1.8692289677045585e-05
0	166	1.8468869028620024e-05
0	167	1.9385249824260693e-05
0	168	1.9053930862761698e-05
0	169	1.8987677082203875e-05
0	170	1.8042869874667612e-05
0	171	1.837173697304977e-05
0	172	1.8478778295183203e-05
0	173	1.8637010996535088e-05
0	174	1.7385492857278945e-05
0	175	1.777270957314912e-05
0	176	1.879483358576258e-05
0	177	1.8302952692652268e-05
0	178	1.7959995572223428e-05
0	179	1.803631432940396e-05
0	180	1.811567166359704e-05
0	181	1.9106418732380526e-05
0	182	1.7685545445707167e-05
0	183	1.766617879623049e-05
0	184	1.7705060139795583e-05
0	185	1.867594868413224e-05
0	186	1.7510967900435978e-05
0	187	1.732554406037873e-05
0	188	1.810409590904365e-05
0	189	1.8059655984950358e-05
0	190	1.7757879968162095e-05
0	191	1.8031759371047492e-05
0	192	1.7911821851901226e-05
0	193	1.8001407944231736e-05
0	194	1.7853470565733684e-05
0	195	1.777230375609997e-05
0	196	1.869759132748338e-05
0	197	1.871487085876729e-05
0	198	1.7896047828223362e-05
0	199	1.8114803897823506e-05
0	200	1.8208022555752543e-05
0	201	1.780848260675757e-05
0	202	1.813523496751953e-05
0	203	1.7630612791371803e-05
0	204	1.810892871067365e-05
0	205	1.700554927733227e-05
0	206	1.848022428827762e-05
0	207	1.7760415055108243e-05
0	208	1.810991284141085e-05
0	209	1.797218547462944e-05
0	210	1.796813459992252e-05
0	211	1.8370769157014645e-05
0	212	1.834725876880828e-05
0	213	1.8392572735398275e-05
0	214	1.8504695043052085e-05
