number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	model.relation_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301	351
0	TrialState.COMPLETE	0.0028328611898017	2020-01-07 16:13:03.758595	2020-01-07 16:26:47.913132	350.0	350.0	1.0	0.0016762191563728772	500.0	0.9673687275690969	0.000708215297450425	0.0028328611898017	0.0024344900849858357	0.002611543909348442	19611.41510269122	0.0018673695855577228	0.000708215297450425	0.0028328611898017	0.0024344900849858357	0.002611543909348442	19611.397441572237	0.001867369812599926	0.000708215297450425	0.0028328611898017	0.0024344900849858357	0.002611543909348442	19611.432763810197	0.0018673693586210862	0	0.00141643059490085	0.002360717658168083					
1	TrialState.COMPLETE	0.000708215297450425	2020-01-07 16:26:47.914222	2020-01-07 16:41:08.225322	150.0	350.0	81.0	0.01824543269434579	1000.0	1.0090421529814229	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20456.898835871103	0.0008679890864759858	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20456.884383852692	0.0008679892707711396	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20456.913287889518	0.0008679889022718025	1	0.000708215297450425	0.000708215297450425					
2	TrialState.COMPLETE	0.0009295325779036828	2020-01-07 16:41:08.226339	2020-01-07 16:51:45.449620	50.0	150.0	51.0	0.017932339156119626	800.0	0.9994967045533367	0.000708215297450425	0.0009295325779036828	0.000708215297450425	0.000796742209631728	20263.360570113313	0.0009426325280521972	0.000708215297450425	0.0009295325779036828	0.000708215297450425	0.000796742209631728	20263.352558427763	0.0009426326660602663	0.000708215297450425	0.0009295325779036828	0.000708215297450425	0.000796742209631728	20263.368581798866	0.000942632390145069	2	0.0009737960339943342	0.0009442870632672333					
3	TrialState.COMPLETE	0.0009737960339943342	2020-01-07 16:51:45.450694	2020-01-07 17:06:45.253838	250.0	250.0	81.0	0.016199594151472593	500.0	1.0058079439984449	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	20390.710804709634	0.0009359829955862612	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	20390.69250177054	0.0009359835833439685	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	20390.729107648724	0.0009359824088806237	3	0.0008852691218130312	0.0009442870632672333					
4	TrialState.COMPLETE	0.0008852691218130312	2020-01-07 17:06:45.255589	2020-01-07 17:19:56.392927	250.0	250.0	41.0	0.003755644671001289	500.0	1.002499196952569	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20323.933781869688	0.0009265167234480334	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20323.91620927762	0.0009265199960434076	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20323.951354461755	0.0009265134843195166	4	0.0008852691218130312	0.0008852691218130312					
5	TrialState.COMPLETE	0.0012393767705382436	2020-01-07 17:19:56.393965	2020-01-07 17:31:58.776806	150.0	150.0	71.0	0.001098890364276381	1000.0	0.9890372494990428	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0012393767705382436	20051.207816926344	0.0010843227419871366	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0012393767705382436	20051.194670679888	0.0010843229352715082	0.000708215297450425	0.0012393767705382436	0.0010623229461756375	0.0012393767705382436	20051.220963172804	0.001084322548870328	5	0.0012393767705382436	0.0012393767705382436					
6	TrialState.COMPLETE	0.000708215297450425	2020-01-07 17:31:58.777829	2020-01-07 17:43:36.309567	150.0	150.0	61.0	0.04688304014378955	800.0	1.0052002176138888	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20378.717776203965	0.000931366645696869	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20378.7049398017	0.000931366854633897	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20378.730612606232	0.0009313664368896216	6	0.000708215297450425	0.000708215297450425					
7	TrialState.COMPLETE	0.0009737960339943342	2020-01-07 17:43:36.310585	2020-01-07 17:54:03.929419	50.0	450.0	1.0	0.0062784904197459215	800.0	0.9794710077090918	0.000708215297450425	0.0009737960339943342	0.000796742209631728	0.000796742209631728	19857.0786782932	0.0009610621609357548	0.000708215297450425	0.0009737960339943342	0.000796742209631728	0.000796742209631728	19857.072105169973	0.0009610622710064492	0.000708215297450425	0.0009737960339943342	0.000796742209631728	0.000796742209631728	19857.08525141643	0.0009610620509167327	7	0.0008852691218130312	0.0009442870632672333					
8	TrialState.COMPLETE	0.0011951133144475921	2020-01-07 17:54:03.930436	2020-01-07 18:07:42.472621	50.0	450.0	61.0	0.011769131632814664	700.0	0.999913642489187	0.000708215297450425	0.0011951133144475921	0.0008852691218130312	0.0010623229461756375	20271.592532754956	0.0010147559655616898	0.000708215297450425	0.0011951133144475921	0.0008852691218130312	0.0010623229461756375	20271.583967776205	0.0010147560355523054	0.000708215297450425	0.0011951133144475921	0.0008852691218130312	0.0010623229461756375	20271.60109773371	0.0010147558955878996	8	0.0011508498583569404	0.0011803588290840415					
9	TrialState.COMPLETE	0.0008852691218130312	2020-01-07 18:07:42.473481	2020-01-07 18:18:39.477188	50.0	50.0	91.0	0.01525711912757428	1000.0	1.0107205722016703	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20490.881661650143	0.0009510344419805656	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20490.874690155808	0.0009510346079893222	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20490.888633144477	0.0009510342761484055	9	0.0008852691218130312	0.0008852691218130312					
10	TrialState.COMPLETE	0.000708215297450425	2020-01-07 18:18:39.478195	2020-01-07 18:33:11.384584	250.0	450.0	41.0	0.002044735791456039	900.0	1.0225714469683735	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20730.86831621813	0.0009529295818775346	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20730.850566572237	0.0009529302061244375	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20730.886065864022	0.0009529289588143308	10	0.000708215297450425	0.000708215297450425					
11	TrialState.COMPLETE	0.0010623229461756375	2020-01-07 18:33:11.385601	2020-01-07 18:45:18.597990	50.0	450.0	41.0	0.017159116751005662	1000.0	0.9807514329773508	0.000708215297450425	0.0010623229461756375	0.000796742209631728	0.000796742209631728	19883.30132347734	0.0010357675723815917	0.000708215297450425	0.0010623229461756375	0.000796742209631728	0.000796742209631728	19883.29191749292	0.001035767773501465	0.000708215297450425	0.0010623229461756375	0.000796742209631728	0.000796742209631728	19883.310729461755	0.0010357673714676714	11	0.0010623229461756375	0.0010623229461756375					
12	TrialState.COMPLETE	0.000398371104815864	2020-01-07 18:45:18.599010	2020-01-07 18:57:55.883905	250.0	50.0	11.0	0.026530123391424906	800.0	0.9886176012443604	0.00017705382436260624	0.000398371104815864	0.0002655807365439094	0.0003098441926345609	20042.670679886687	0.00042092752779258343	0.00017705382436260624	0.000398371104815864	0.0002655807365439094	0.0003098441926345609	20042.66337641643	0.00042092767119236116	0.00017705382436260624	0.000398371104815864	0.0002655807365439094	0.0003098441926345609	20042.67798335694	0.0004209273844978066	12	0.0004426345609065156	0.00041312559017941453					
13	TrialState.COMPLETE	0.000708215297450425	2020-01-07 18:57:55.884881	2020-01-07 19:15:16.321678	450.0	150.0	61.0	0.02847748788819438	800.0	1.0465146281098214	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	21216.576398725214	0.0009120641492639641	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	21216.56728045326	0.0009120643894047889	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	21216.585516997166	0.0009120639093476493	13	0.000708215297450425	0.000708215297450425					
14	TrialState.COMPLETE	0.000708215297450425	2020-01-07 19:15:16.322735	2020-01-07 19:26:36.215967	150.0	50.0	61.0	0.007559664585021397	700.0	1.0111553536981848	0.0003098441926345609	0.000708215297450425	0.0004426345609065156	0.0005754249291784702	20499.478753541076	0.0006357689169118297	0.0003098441926345609	0.000708215297450425	0.0004426345609065156	0.0005754249291784702	20499.472512393768	0.0006357690015349652	0.0003098441926345609	0.000708215297450425	0.0004426345609065156	0.0005754249291784702	20499.484994688384	0.0006357688323172811	14	0.000708215297450425	0.000708215297450425					
15	TrialState.COMPLETE	0.0008852691218130312	2020-01-07 19:26:36.216756	2020-01-07 19:37:29.122569	50.0	50.0	31.0	0.006661122017664627	600.0	0.9894610963811331	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20059.469989376772	0.0009726676121807949	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20059.463925283286	0.0009726677990211757	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	20059.476053470255	0.0009726674255497531	15	0.0008852691218130312	0.0008852691218130312					
16	TrialState.COMPLETE	0.0004868980169971671	2020-01-07 19:37:29.123608	2020-01-07 19:49:00.066431	150.0	50.0	21.0	0.0225323871610708	900.0	0.9971661142875761	0.0003541076487252125	0.0004868980169971671	0.0004868980169971671	0.0004868980169971671	20215.466957330027	0.0006070986865846443	0.0003541076487252125	0.0004868980169971671	0.0004868980169971671	0.0004868980169971671	20215.462021954674	0.0006070987817229344	0.0003541076487252125	0.0004868980169971671	0.0004868980169971671	0.0004868980169971671	20215.471892705384	0.0006070985914975905	16	0.0004426345609065156	0.00047214353163361664					
