number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.9466292134831461	2020-03-17 15:47:48.374389	2020-03-17 15:48:45.637740	64	1	0.007480315561547319	128	0.005025862459453613	0.07721324893733145	0.40308988764044945	0.9466292134831461	0.7205056179775281	0.8497191011235955	3.7102059925093633	0.5886169368872737	0.40308988764044945	0.9466292134831461	0.7205056179775281	0.8497191011235955	3.7102059925093633	0.5886169368872737	2893472809	250	0.40308988764044945	0.9466292134831461	0.7205056179775281	0.8497191011235955	3.7102059925093633	0.5886169368872737	0	COMPLETE
1	0.9573970037453183	2020-03-17 15:48:45.718059	2020-03-17 15:54:02.698178	256	2	0.007469096334534122	256	0.00843188787402316	0.07018469224687429	0.4386704119850187	0.9573970037453183	0.7743445692883895	0.8824906367041199	3.3801498127340825	0.6271400238805307	0.4386704119850187	0.9573970037453183	0.7743445692883895	0.8824906367041199	3.3801498127340825	0.6271400238805307	3483950807	300	0.4386704119850187	0.9573970037453183	0.7743445692883895	0.8824906367041199	3.3801498127340825	0.6271400238805307	1	COMPLETE
2	0.9508426966292135	2020-03-17 15:54:02.769228	2020-03-17 15:55:08.483983	128	2	0.011993351818398394	512	0.08287871089135138	0.0705202111567995	0.44756554307116103	0.9508426966292135	0.7743445692883895	0.875	3.4021535580524342	0.6295134242457667	0.44756554307116103	0.9508426966292135	0.7743445692883895	0.875	3.4021535580524342	0.6295134242457667	2001040797	200	0.44756554307116103	0.9508426966292135	0.7743445692883895	0.875	3.4021535580524342	0.6295134242457667	2	COMPLETE
3	0.8202247191011236	2020-03-17 15:55:08.545252	2020-03-17 16:02:25.457512	256	1	0.014626254560681964	512	0.6114497675133898	0.17016262534660487	0.3403558052434457	0.8202247191011236	0.5880149812734082	0.697565543071161	8.3061797752809	0.49888240047631716	0.3403558052434457	0.8202247191011236	0.5880149812734082	0.697565543071161	8.3061797752809	0.49888240047631716	1436823600	400	0.3403558052434457	0.8202247191011236	0.5880149812734082	0.697565543071161	8.3061797752809	0.49888240047631716	3	COMPLETE
4	0.9545880149812734	2020-03-17 16:02:25.520942	2020-03-17 16:03:39.573790	128	1	0.0015154335776456618	128	0.019220694376825866	0.07165742592191958	0.45739700374531833	0.9545880149812734	0.7837078651685393	0.8867041198501873	3.4489700374531833	0.6354130786774901	0.45739700374531833	0.9545880149812734	0.7837078651685393	0.8867041198501873	3.4489700374531833	0.6354130786774901	130126430	200	0.45739700374531833	0.9545880149812734	0.7837078651685393	0.8867041198501873	3.4489700374531833	0.6354130786774901	4	COMPLETE
5	0.6615168539325843	2020-03-17 16:03:39.633420	2020-03-17 16:04:23.446186	64	1	0.005213830286369717	128	0.8332849771547818	0.30887225658235173	0.2705992509363296	0.6615168539325843	0.47331460674157305	0.5529026217228464	15.11938202247191	0.4046323965731841	0.2705992509363296	0.6615168539325843	0.47331460674157305	0.5529026217228464	15.11938202247191	0.4046323965731841	1471095109	200	0.2705992509363296	0.6615168539325843	0.47331460674157305	0.5529026217228464	15.11938202247191	0.4046323965731841	5	COMPLETE
6	0.9166666666666666	2020-03-17 16:04:23.510297	2020-03-17 16:05:18.732202	64	1	0.016229143383120665	256	0.006799067175941686	0.09291151862448493	0.36704119850187267	0.9166666666666666	0.6713483146067416	0.8033707865168539	4.48314606741573	0.5495770903392011	0.36704119850187267	0.9166666666666666	0.6713483146067416	0.8033707865168539	4.48314606741573	0.5495770903392011	773428505	300	0.36704119850187267	0.9166666666666666	0.6713483146067416	0.8033707865168539	4.48314606741573	0.5495770903392011	6	COMPLETE
7	0.9489700374531835	2020-03-17 16:05:18.797363	2020-03-17 16:06:30.542499	128	2	0.0028682895867792866	128	0.025800814943841798	0.06928049123929708	0.4541198501872659	0.9489700374531835	0.7841760299625468	0.8792134831460674	3.3394194756554305	0.6358716391231256	0.4541198501872659	0.9489700374531835	0.7841760299625468	0.8792134831460674	3.3394194756554305	0.6358716391231256	3567396352	200	0.4541198501872659	0.9489700374531835	0.7841760299625468	0.8792134831460674	3.3394194756554305	0.6358716391231256	7	COMPLETE
8	0.9644194756554307	2020-03-17 16:06:30.610879	2020-03-17 16:07:09.717030	64	2	0.0021575009753477463	128	0.0020582433837775765	0.06544000167514752	0.4747191011235955	0.9644194756554307	0.8061797752808989	0.9026217228464419	3.153558052434457	0.6549691382353735	0.4747191011235955	0.9644194756554307	0.8061797752808989	0.9026217228464419	3.153558052434457	0.6549691382353735	4218642405	200	0.4747191011235955	0.9644194756554307	0.8061797752808989	0.9026217228464419	3.153558052434457	0.6549691382353735	8	COMPLETE
9	0.9527153558052435	2020-03-17 16:07:09.793592	2020-03-17 16:07:44.755687	64	2	0.00454257885442763	256	0.00883440388940477	0.07286464380648001	0.46722846441947563	0.9527153558052435	0.7869850187265918	0.8820224719101124	3.50187265917603	0.6448401373057475	0.46722846441947563	0.9527153558052435	0.7869850187265918	0.8820224719101124	3.50187265917603	0.6448401373057475	3360138279	200	0.46722846441947563	0.9527153558052435	0.7869850187265918	0.8820224719101124	3.50187265917603	0.6448401373057475	9	COMPLETE
10	0.9559925093632958	2020-03-17 16:07:44.822745	2020-03-17 16:10:56.710197	256	2	0.0035561065023687194	512	0.008897793014316934	0.06868624805441398	0.46769662921348315	0.9559925093632958	0.800561797752809	0.8927902621722846	3.3136704119850187	0.6478948764483075	0.46769662921348315	0.9559925093632958	0.800561797752809	0.8927902621722846	3.3136704119850187	0.6478948764483075	3859484336	200	0.46769662921348315	0.9559925093632958	0.800561797752809	0.8927902621722846	3.3136704119850187	0.6478948764483075	10	COMPLETE
11	0.9559925093632958	2020-03-17 16:10:56.765516	2020-03-17 16:11:31.139421	64	2	0.021322849896110378	512	0.03540765915278387	0.07142117180013924	0.45224719101123595	0.9559925093632958	0.7729400749063671	0.8834269662921348	3.4489700374531833	0.6326713574513682	0.45224719101123595	0.9559925093632958	0.7729400749063671	0.8834269662921348	3.4489700374531833	0.6326713574513682	1636379011	200	0.45224719101123595	0.9559925093632958	0.7729400749063671	0.8834269662921348	3.4489700374531833	0.6326713574513682	11	COMPLETE
12	0.7088014981273408	2020-03-17 16:11:31.200452	2020-03-17 16:15:44.844322	256	1	0.005943301050327266	128	0.0732979939467077	0.2218468692284496	0.2303370786516854	0.7088014981273408	0.42602996254681647	0.5369850187265918	10.772003745318353	0.3784144655701294	0.2303370786516854	0.7088014981273408	0.42602996254681647	0.5369850187265918	10.772003745318353	0.3784144655701294	2284509295	250	0.2303370786516854	0.7088014981273408	0.42602996254681647	0.5369850187265918	10.772003745318353	0.3784144655701294	12	COMPLETE
13	0.9527153558052435	2020-03-17 16:15:44.905326	2020-03-17 16:21:00.545534	256	1	0.0020106256634465766	128	0.04675281604836577	0.07355255718615032	0.4344569288389513	0.9527153558052435	0.7621722846441947	0.8679775280898876	3.5571161048689137	0.618882359654816	0.4344569288389513	0.9527153558052435	0.7621722846441947	0.8679775280898876	3.5571161048689137	0.618882359654816	154530412	300	0.4344569288389513	0.9527153558052435	0.7621722846441947	0.8679775280898876	3.5571161048689137	0.618882359654816	13	COMPLETE
14	0.5	2020-03-17 16:21:00.605497	2020-03-17 16:22:14.896923	128	1	0.06389179067341383	128	0.005588319104044377	0.3753536967769935	0.12734082397003746	0.5	0.2546816479400749	0.3506554307116105	18.052902621722847	0.24588131512924039	0.12734082397003746	0.5	0.2546816479400749	0.3506554307116105	18.052902621722847	0.24588131512924039	3960495868	200	0.12734082397003746	0.5	0.2546816479400749	0.3506554307116105	18.052902621722847	0.24588131512924039	14	COMPLETE
