number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
10	0.0	2020-04-05 03:56:06.148252	2020-04-05 04:08:41.042271	128	0.38745074649382005	150	73	0.05637987055659637	128	1.0	0.0	0.0	0.0	0.0	48.25561797752809	0.020781557360677383	1.0	1.0	1.0	1.0	1.0	1.0	2097810508	150	0.0	0.0	0.0	0.0	95.51123595505618	0.010500206678825732	10	COMPLETE
11	0.9517790262172284	2020-04-05 04:08:41.078230	2020-04-05 04:45:24.708611	64	0.14495941660051723	400	15	0.0024491510875898153	512	0.07557096591564628	0.39747191011235955	0.9517790262172284	0.7354868913857678	0.8628277153558053	3.637172284644195	0.5904433242818283	0.39747191011235955	0.9517790262172284	0.7354868913857678	0.8628277153558053	3.637172284644195	0.5904433242818283	1866684039	550	0.39747191011235955	0.9517790262172284	0.7354868913857678	0.8628277153558053	3.637172284644195	0.5904433242818283	11	COMPLETE
12	0.9527153558052435	2020-04-05 04:45:24.792408	2020-04-05 05:39:36.818923	64	0.23108905570158195	500	62	0.003984964902872177	512	0.0720455971823775	0.4204119850187266	0.9527153558052435	0.7443820224719101	0.8618913857677902	3.4611423220973783	0.6057138159382094	0.4204119850187266	0.9527153558052435	0.7443820224719101	0.8618913857677902	3.4611423220973783	0.6057138159382094	3109954582	400	0.4204119850187266	0.9527153558052435	0.7443820224719101	0.8618913857677902	3.4611423220973783	0.6057138159382094	12	COMPLETE
13	0.9311797752808989	2020-04-05 05:39:36.871210	2020-04-05 05:43:48.171652	128	0.329785133360218	50	14	0.017922381006842257	512	0.08405888030804302	0.40262172284644193	0.9311797752808989	0.7102059925093633	0.8216292134831461	4.037921348314606	0.5831676337130609	0.40262172284644193	0.9311797752808989	0.7102059925093633	0.8216292134831461	4.037921348314606	0.5831676337130609	895484197	200	0.40262172284644193	0.9311797752808989	0.7102059925093633	0.8216292134831461	4.037921348314606	0.5831676337130609	13	COMPLETE
14	0.8258426966292135	2020-04-05 05:43:48.208123	2020-04-05 05:58:18.164767	128	0.229185547080305	100	84	0.049440250344110294	512	0.14442513412133223	0.30196629213483145	0.8258426966292135	0.5337078651685393	0.6521535580524345	6.964887640449438	0.46353469770139993	0.30196629213483145	0.8258426966292135	0.5337078651685393	0.6521535580524345	6.964887640449438	0.46353469770139993	2746089482	200	0.30196629213483145	0.8258426966292135	0.5337078651685393	0.6521535580524345	6.964887640449438	0.46353469770139993	14	COMPLETE
15	0.9049625468164794	2020-04-05 05:58:18.204010	2020-04-05 08:11:52.350937	256	0.24706004070822085	500	71	0.043276763004475215	128	0.09348432705319079	0.352059925093633	0.9049625468164794	0.6352996254681648	0.7617041198501873	4.485955056179775	0.5327568637510133	0.35674157303370785	0.9049625468164794	0.6352996254681648	0.7617041198501873	4.480805243445693	0.5349884492691156	2475621845	200	0.352059925093633	0.9049625468164794	0.6338951310861424	0.7617041198501873	4.491104868913857	0.5318829561355326	15	COMPLETE
16	0.8820224719101124	2020-04-05 08:11:52.389409	2020-04-05 08:30:32.475219	128	0.1299954107036135	150	75	0.03120309733376143	256	0.11711903294367011	0.301498127340824	0.8820224719101124	0.6132958801498127	0.7551498127340824	5.625936329588015	0.49505632873474564	0.301498127340824	0.8820224719101124	0.6132958801498127	0.7551498127340824	5.625936329588015	0.49505632873474564	1408597997	200	0.301498127340824	0.8820224719101124	0.6132958801498127	0.7551498127340824	5.625936329588015	0.49505632873474564	16	COMPLETE
17	0.7457865168539326	2020-04-05 08:30:32.512825	2020-04-05 09:06:19.614606	256	0.1648170359022971	400	5	0.0976544224014088	256	0.2199103399363001	0.027153558052434457	0.7457865168539326	0.24110486891385768	0.44709737827715357	10.65753745318352	0.23098280086456366	0.674625468164794	0.8000936329588015	0.7284644194756554	0.7537453183520599	7.634831460674158	0.7191931613480446	2308537968	350	0.027153558052434457	0.5318352059925093	0.14653558052434457	0.26732209737827717	13.680243445692884	0.16596018214983643	17	COMPLETE
18	0.9559925093632958	2020-04-05 09:06:19.653674	2020-04-05 09:18:29.325672	64	0.17107149450837117	350	18	0.005388226401531017	512	0.0705834412136314	0.42837078651685395	0.9559925093632958	0.7654494382022472	0.8778089887640449	3.401685393258427	0.6151898066779498	0.42837078651685395	0.9559925093632958	0.7654494382022472	0.8778089887640449	3.401685393258427	0.6151898066779498	743136486	350	0.42837078651685395	0.9559925093632958	0.7654494382022472	0.8778089887640449	3.401685393258427	0.6151898066779498	18	COMPLETE
19	0.9161985018726592	2020-04-05 09:18:29.381044	2020-04-05 10:28:46.637795	128	0.35250061767928126	400	89	0.00859104106272352	512	0.09355962548704909	0.325374531835206	0.9161985018726592	0.6427902621722846	0.7790262172284644	4.509831460674158	0.5195728980249995	0.325374531835206	0.9161985018726592	0.6427902621722846	0.7790262172284644	4.509831460674158	0.5195728980249995	2620038516	250	0.325374531835206	0.9161985018726592	0.6427902621722846	0.7790262172284644	4.509831460674158	0.5195728980249995	19	COMPLETE
20	0.9012172284644194	2020-04-05 10:28:46.677598	2020-04-05 11:13:59.744143	256	0.17516775521720024	500	16	0.0021354153030787096	256	0.100081891245261	0.2991573033707865	0.9012172284644194	0.6058052434456929	0.7560861423220974	4.814138576779026	0.4928014726239763	0.2991573033707865	0.9012172284644194	0.6058052434456929	0.7560861423220974	4.814138576779026	0.4928014726239763	2803474863	250	0.2991573033707865	0.9012172284644194	0.6058052434456929	0.7560861423220974	4.814138576779026	0.4928014726239763	20	COMPLETE
21	0.9382022471910112	2020-04-05 11:13:59.782661	2020-04-05 11:30:56.907539	64	0.2948776186264473	100	70	0.007647332643600397	256	0.08049371878246774	0.41198501872659177	0.9382022471910112	0.7275280898876404	0.8258426966292135	3.872191011235955	0.5921764438787599	0.41198501872659177	0.9382022471910112	0.7275280898876404	0.8258426966292135	3.872191011235955	0.5921764438787599	2871825610	250	0.41198501872659177	0.9382022471910112	0.7275280898876404	0.8258426966292135	3.872191011235955	0.5921764438787599	21	COMPLETE
22	0.9442883895131086	2020-04-05 11:30:56.945711	2020-04-05 11:33:16.344450	64	0.24993513348913324	100	4	0.008531466982359882	256	0.08057716541334094	0.39325842696629215	0.9442883895131086	0.724250936329588	0.8408239700374532	3.8764044943820224	0.5813468413731072	0.39325842696629215	0.9442883895131086	0.724250936329588	0.8408239700374532	3.8764044943820224	0.5813468413731072	320592410	200	0.39325842696629215	0.9442883895131086	0.724250936329588	0.8408239700374532	3.8764044943820224	0.5813468413731072	22	COMPLETE
23	0.8469101123595506	2020-04-05 11:33:16.385471	2020-04-05 12:05:13.294145	256	0.34269006210179564	100	81	0.016207951312194244	256	0.1325609950455122	0.272940074906367	0.8469101123595506	0.5571161048689138	0.704119850187266	6.409176029962547	0.4568593526072233	0.272940074906367	0.8469101123595506	0.5571161048689138	0.704119850187266	6.409176029962547	0.4568593526072233	273725885	200	0.272940074906367	0.8469101123595506	0.5571161048689138	0.704119850187266	6.409176029962547	0.4568593526072233	23	COMPLETE
24	0.9307116104868914	2020-04-05 12:05:13.334788	2020-04-05 12:31:24.047264	64	0.1678836946148881	350	28	0.00475845718123829	128	0.0855154208254683	0.40262172284644193	0.9307116104868914	0.7172284644194756	0.8333333333333334	4.110955056179775	0.5865944226810668	0.40262172284644193	0.9307116104868914	0.7172284644194756	0.8333333333333334	4.110955056179775	0.5865944226810668	882054814	250	0.40262172284644193	0.9307116104868914	0.7172284644194756	0.8333333333333334	4.110955056179775	0.5865944226810668	24	COMPLETE
25	0.9508426966292135	2020-04-05 12:31:24.087454	2020-04-05 13:19:30.118687	64	0.2790084991363871	350	35	0.0021990936771698094	128	0.06942602429863358	0.41385767790262173	0.9508426966292135	0.7467228464419475	0.8684456928838952	3.338951310861423	0.6063752927913175	0.41385767790262173	0.9508426966292135	0.7467228464419475	0.8684456928838952	3.338951310861423	0.6063752927913175	3586849812	350	0.41385767790262173	0.9508426966292135	0.7467228464419475	0.8684456928838952	3.338951310861423	0.6063752927913175	25	COMPLETE
26	0.9260299625468165	2020-04-05 13:19:30.156642	2020-04-05 14:39:51.467175	128	0.29509675994702156	350	90	0.00453155466624195	256	0.08891761351868593	0.375	0.9260299625468165	0.6638576779026217	0.8108614232209738	4.2799625468164795	0.5554117842413098	0.375	0.9260299625468165	0.6638576779026217	0.8108614232209738	4.2799625468164795	0.5554117842413098	4043836406	300	0.375	0.9260299625468165	0.6638576779026217	0.8108614232209738	4.2799625468164795	0.5554117842413098	26	COMPLETE
27	0.7921348314606742	2020-04-05 14:39:51.505601	2020-04-05 16:09:47.315669	64	0.3142743431243768	500	81	0.06653092628273655	128	0.19965549625459822	0.16666666666666666	0.7921348314606742	0.40402621722846443	0.550561797752809	9.68375468164794	0.35074876923047504	0.49391385767790263	0.824438202247191	0.6680711610486891	0.7443820224719101	7.938670411985019	0.6070751472118844	3048963448	500	0.16666666666666666	0.6530898876404494	0.3647003745318352	0.47659176029962547	11.428838951310862	0.3204695840890375	27	COMPLETE
28	0.9508426966292135	2020-04-05 16:09:47.354603	2020-04-05 16:57:38.877431	64	0.36624545514066287	350	49	0.0014598801757685525	256	0.07356040329194527	0.40402621722846443	0.9508426966292135	0.7504681647940075	0.8642322097378277	3.5327715355805243	0.598262843525832	0.40402621722846443	0.9508426966292135	0.7504681647940075	0.8642322097378277	3.5327715355805243	0.598262843525832	2643968070	550	0.40402621722846443	0.9508426966292135	0.7504681647940075	0.8642322097378277	3.5327715355805243	0.598262843525832	28	COMPLETE
