number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.0	2020-01-13 03:07:29.176628	2020-01-13 03:17:00.759893	50.0	31.0	0.013470487102159999	1200.0	0.9868403321922155	0.0	0.0	0.0	0.0	20006.33131196884	0.00013474616531580316	0.034791076487252125	0.034791076487252125	0.034791076487252125	0.034791076487252125	19551.37827549575	0.03488355448397221	0.0	0.0	0.0	0.0	20461.284348441928	0.00010619897007881528	0	0.0	0.0
1	TrialState.COMPLETE	0.0	2020-01-13 03:17:00.760727	2020-01-13 03:49:17.018140	150.0	21.0	0.0014756621823315095	1700.0	1.0159969035286731	0.0	0.0	0.0	0.0	20597.661561614732	0.00011999337620547385	0.052053824362606235	0.052053824362606235	0.052053824362606235	0.052053824362606235	19696.327859419263	0.05213464374506894	0.0	0.0	0.0	0.0	21498.995263810197	8.890818831310398e-05	1	0.0	0.0
2	TrialState.COMPLETE	0.0	2020-01-13 03:49:17.019071	2020-01-13 11:31:10.823857	350.0	71.0	0.06994102977744987	2000.0	0.9930863787458679	0.0	0.0	0.0	0.0	20133.03260003541	0.00012192726116680833	0.058781869688385266	0.058781869688385266	0.058781869688385266	0.058781869688385266	19041.158684490085	0.05886587093468214	0.0	0.0	0.0	0.0	21224.906515580737	8.860194164032777e-05	2	0.0	0.0
3	TrialState.COMPLETE	0.0	2020-01-13 11:31:10.824690	2020-01-13 11:42:00.258995	50.0	41.0	0.014755471220131038	700.0	1.0054007694657372	0.0	0.0	0.0	0.0	20382.695246104817	0.00013612739803329075	0.035056657223796035	0.035056657223796035	0.035056657223796035	0.035056657223796035	19916.124247521246	0.035147943475158684	0.0	0.0	0.0	0.0	20849.266244688384	0.00010664180579395013	3	0.0	0.0
4	TrialState.COMPLETE	0.0	2020-01-13 11:42:00.260161	2020-01-13 14:21:07.897458	450.0	1.0	0.005266189820869381	1700.0	0.9918045267880242	0.0	0.0	0.0	0.0	20107.0012615085	0.0001216373311526877	0.06373937677053824	0.06373937677053824	0.06373937677053824	0.06373937677053824	18955.261951133143	0.06382135522868644	0.0	0.0	0.0	0.0	21258.740571883853	8.736029319931506e-05	4	0.0	0.0
5	TrialState.COMPLETE	0.0	2020-01-13 14:21:07.898928	2020-01-13 18:35:06.470655	450.0	11.0	0.001669857585554212	600.0	1.0073618295990991	0.0	0.0	0.0	0.0	20422.655873760625	0.00011772577106709952	0.05736543909348442	0.05736543909348442	0.05736543909348442	0.05736543909348442	19287.38664128895	0.057449562367695196	0.0	0.0	0.0	0.0	21557.925106232295	8.566925751282513e-05	5	0.0	0.0
6	TrialState.COMPLETE	0.0	2020-01-13 18:35:06.471560	2020-01-13 18:44:31.158623	50.0	31.0	0.00856033614973098	2000.0	1.0070111697266622	0.0	0.0	0.0	0.0	20415.308494157223	0.00013300742253084395	0.03302053824362606	0.03302053824362606	0.03302053824362606	0.03302053824362606	19935.38425106232	0.033112175828710684	0.0	0.0	0.0	0.0	20895.232737252125	0.00010507440379722881	6	0.0	0.0
7	TrialState.COMPLETE	0.0	2020-01-13 18:44:31.159532	2020-01-13 18:56:28.115891	50.0	51.0	0.03940715026928607	1400.0	1.0021973340528874	0.0	0.0	0.0	0.0	20317.670879072237	0.00013574516133780574	0.03319759206798867	0.03319759206798867	0.03319759206798867	0.03319759206798867	19854.305639164308	0.03328985168780438	0.0	0.0	0.0	0.0	20781.03611898017	0.00010679550845410572	7	0.0	0.0
8	TrialState.COMPLETE	0.0	2020-01-13 18:56:28.116780	2020-01-14 07:15:16.727175	450.0	61.0	0.0018012945963219108	1900.0	1.029791570577748	0.0	0.0	0.0	0.0	20877.30851628895	0.00011544433404992509	0.05524079320113314	0.05524079320113314	0.05524079320113314	0.05524079320113314	19741.63385269122	0.055322663412741814	0.0	0.0	0.0	0.0	22012.983179886687	8.421408807036189e-05	8	0.0	0.0
