number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	model.relation_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	401	451
0	TrialState.COMPLETE	0.0008852691218130312	2020-01-08 12:56:30.089860	2020-01-08 14:43:10.453256	100.0	150.0	1	91.0	0.002593734944564472	900.0	0.9842457787499267	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	19954.176788243625	0.0009728944917404438	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	19954.165633852692	0.0009728947105710309	0.000708215297450425	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	19954.187942634562	0.0009728942730558165	0	0.0008852691218130312	0.0008852691218130312		
1	TrialState.COMPLETE	0.0008852691218130312	2020-01-08 14:43:10.454007	2020-01-08 17:29:15.253226	200.0	200.0	2	61.0	0.002458032618313336	900.0	0.9988032556467047	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20248.98676522663	0.0009492410522058724	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20248.97224681303	0.0009492411740393845	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20249.001283640227	0.0009492409303981227	1	0.0008852691218130312	0.0008852691218130312		
2	TrialState.COMPLETE	0.0009737960339943342	2020-01-08 17:29:15.254314	2020-01-08 18:27:40.863844	50.0	100.0	1	81.0	0.021160425189439235	700.0	1.0059473550223157	0.000708215297450425	0.0009737960339943342	0.0008852691218130312	0.0008852691218130312	20393.89142174221	0.0010176890797590809	0.000708215297450425	0.0009737960339943342	0.0008852691218130312	0.0008852691218130312	20393.882657577902	0.0010176892018769394	0.000708215297450425	0.0009737960339943342	0.0008852691218130312	0.0008852691218130312	20393.900185906514	0.0010176889576984775	2	0.0010623229461756375	0.0010033050047214354		
3	TrialState.COMPLETE	0.000796742209631728	2020-01-08 18:27:40.864731	2020-01-08 20:40:18.797245	200.0	100.0	1	91.0	0.006309009914402319	500.0	1.0015951036335116	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	20305.69181568697	0.0009024078021995195	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	20305.680904745044	0.0009024079140313463	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	20305.702726628897	0.00090240769040612	3	0.0008852691218130312	0.0008262511803588291		
4	TrialState.COMPLETE	0.0011508498583569404	2020-01-08 20:40:18.797991	2020-01-08 23:48:22.429596	200.0	200.0	2	71.0	0.005454188771680409	1000.0	0.9928015907112175	0.000708215297450425	0.0011508498583569404	0.000796742209631728	0.0009295325779036828	20127.548756196884	0.0010355812773048644	0.000708215297450425	0.0011508498583569404	0.000796742209631728	0.0009295325779036828	20127.535145184134	0.0010355813913619952	0.000708215297450425	0.0011508498583569404	0.000796742209631728	0.0009295325779036828	20127.562367209634	0.0010355811632788204	4	0.0012393767705382436	0.0011803588290840415		
5	TrialState.COMPLETE	0.002124645892351275	2020-01-08 23:48:22.430401	2020-01-09 00:28:30.394073	150.0	50.0	2	1.0	0.011215440532972848	800.0	0.951096849848047	0.000708215297450425	0.002124645892351275	0.0011951133144475921	0.0014606940509915014	19281.283219723795	0.0013894852704268309	0.000708215297450425	0.002124645892351275	0.0011951133144475921	0.0014606940509915014	19281.276336756375	0.001389485378588872	0.000708215297450425	0.002124645892351275	0.0011951133144475921	0.0014606940509915014	19281.29010269122	0.0013894851623154874	5	0.00141643059490085	0.0018885741265344666		
6	TrialState.COMPLETE	0.000796742209631728	2020-01-09 00:28:30.394853	2020-01-09 02:30:09.148074	200.0	200.0	2	41.0	0.0016082581087630322	700.0	0.9881050093637365	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	20032.256639518415	0.0009345557776865165	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	20032.24411296034	0.0009345559129949826	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	20032.269166076487	0.000934555642430162	6	0.000708215297450425	0.000767233238904627		
7	TrialState.COMPLETE	0.001106586402266289	2020-01-09 02:30:09.149070	2020-01-09 03:46:36.991895	150.0	50.0	1	91.0	0.001382932669104832	700.0	0.991797072234015	0.000708215297450425	0.001106586402266289	0.0008852691218130312	0.0010623229461756375	20107.261729815866	0.0010721151620713921	0.000708215297450425	0.001106586402266289	0.0008852691218130312	0.0010623229461756375	20107.254426345607	0.0010721152934821201	0.000708215297450425	0.001106586402266289	0.0008852691218130312	0.0010623229461756375	20107.26903328612	0.0010721150307330602	7	0.0011508498583569404	0.0011213408876298394		
8	TrialState.COMPLETE	0.000708215297450425	2020-01-09 03:46:36.992795	2020-01-09 05:18:14.751699	100.0	150.0	1	71.0	0.0013978818828939608	900.0	1.0106275640213498	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20489.01412004249	0.0009112243511855988	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20489.00336402266	0.0009112246992957632	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20489.02487606232	0.0009112240034781993	8	0.000708215297450425	0.000708215297450425		
