number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0005311614730878187	2020-04-16 13:12:26.323746	2020-04-17 02:02:06.110544	256	256	0.0011217734681831064	512	0.001076745682109876	0.589758020067606	0.0	0.0005311614730878187	0.00017705382436260624	0.0003541076487252125	11953.109684844192	0.0008937368513415919	0.0	0.0005311614730878187	0.00017705382436260624	0.0003541076487252125	11953.099504249292	0.0008937375154231452	1831314139	150	0.0	0.0005311614730878187	0.00017705382436260624	0.0003541076487252125	11953.119865439094	0.0008937361880712284	0	COMPLETE
1	0.0010623229461756375	2020-04-17 02:02:06.156828	2020-04-17 08:33:49.549717	128	128	0.0013806546504724901	128	0.6818330136620889	0.6138247484217825	0.0	0.0010623229461756375	0.00017705382436260624	0.0003541076487252125	12441.061083569404	0.0008600856737511402	0.0	0.0010623229461756375	0.00017705382436260624	0.0003541076487252125	12441.055063739377	0.0008600857347409592	1591314123	150	0.0	0.0010623229461756375	0.00017705382436260624	0.0003541076487252125	12441.067103399433	0.0008600856127729746	1	COMPLETE
2	0.0008852691218130312	2020-04-17 08:33:49.595659	2020-04-17 15:06:53.600833	256	128	0.02655170709020887	128	0.2960648328432187	0.8904557024886213	0.0005311614730878187	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	18051.876327903683	0.0011070524664924496	0.0005311614730878187	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	18051.86455382436	0.001107052667721288	2176551462	150	0.0005311614730878187	0.0008852691218130312	0.0008852691218130312	0.0008852691218130312	18051.888101983004	0.001107052265390865	2	COMPLETE
