number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_model.scoring_fct_norm	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.31179775280898875	2020-05-18 00:10:05.369297	2020-05-18 00:12:30.692229	256	256	1	256	0.007396934079595456	0.5391494550808483	0.0032771535580524347	0.31179775280898875	0.10346441947565543	0.16573033707865167	25.99063670411985	0.10601973928155206	0.0032771535580524347	0.31179775280898875	0.10346441947565543	0.16573033707865167	25.99063670411985	0.10601973928155206	3556927118		0.0032771535580524347	0.31179775280898875	0.10346441947565543	0.16573033707865167	25.99063670411985	0.10601973928155206	0	COMPLETE
1	0.3993445692883895	2020-05-18 00:12:30.710683	2020-05-18 00:14:52.470910	256	128	1	256	0.031072922651067002	0.39614821831200425	0.011235955056179775	0.3993445692883895	0.11282771535580524	0.19616104868913858	19.08895131086142	0.12820800384830597	0.011235955056179775	0.3993445692883895	0.11282771535580524	0.19616104868913858	19.08895131086142	0.12820800384830597	10105054		0.011235955056179775	0.3993445692883895	0.11282771535580524	0.19616104868913858	19.08895131086142	0.12820800384830597	1	COMPLETE
2	0.28885767790262173	2020-05-18 00:14:52.488795	2020-05-18 00:18:32.293544	128	128	2	128	0.39966243183707584	0.5598792471497386	0.0	0.28885767790262173	0.07397003745318352	0.14559925093632958	26.98174157303371	0.09291234527145001	0.0	0.28885767790262173	0.07397003745318352	0.14559925093632958	26.98174157303371	0.09291234527145001	3057188153		0.0	0.28885767790262173	0.07397003745318352	0.14559925093632958	26.98174157303371	0.09291234527145001	2	COMPLETE
3	0.19803370786516855	2020-05-18 00:18:32.305434	2020-05-18 00:20:29.297836	256	256	1	512	0.391884558648283	0.7820843702046137	0.0	0.19803370786516855	0.05711610486891386	0.09784644194756555	37.640449438202246	0.07080074945438224	0.0	0.19803370786516855	0.05711610486891386	0.09784644194756555	37.640449438202246	0.07080074945438224	4290032988		0.0	0.19803370786516855	0.05711610486891386	0.09784644194756555	37.640449438202246	0.07080074945438224	3	COMPLETE
4	0.42181647940074907	2020-05-18 00:20:29.309822	2020-05-18 00:22:46.250484	128	64	1	256	0.009856335542529704	0.37615196112445676	0.03323970037453183	0.42181647940074907	0.1404494382022472	0.21863295880149813	18.14887640449438	0.15104480850007543	0.03323970037453183	0.42181647940074907	0.1404494382022472	0.21863295880149813	18.14887640449438	0.15104480850007543	40011870		0.03323970037453183	0.42181647940074907	0.1404494382022472	0.21863295880149813	18.14887640449438	0.15104480850007543	4	COMPLETE
5	0.31086142322097376	2020-05-18 00:22:46.269266	2020-05-18 00:25:04.512361	64	64	1	256	0.040194044265785205	0.516498725829046	0.007958801498127341	0.31086142322097376	0.09737827715355805	0.16666666666666666	24.90870786516854	0.10936019992208189	0.007958801498127341	0.31086142322097376	0.09737827715355805	0.16666666666666666	24.90870786516854	0.10936019992208189	1814531786		0.007958801498127341	0.31086142322097376	0.09737827715355805	0.16666666666666666	24.90870786516854	0.10936019992208189	5	COMPLETE
6	0.27153558052434457	2020-05-18 00:25:04.524484	2020-05-18 00:28:45.942042	64	128	2	128	0.04946612740308325	0.6116337700152232	0.0018726591760299626	0.27153558052434457	0.08099250936329588	0.14372659176029962	29.48923220973783	0.0924195485605231	0.0018726591760299626	0.27153558052434457	0.08099250936329588	0.14372659176029962	29.48923220973783	0.0924195485605231	1602370523		0.0018726591760299626	0.27153558052434457	0.08099250936329588	0.14372659176029962	29.48923220973783	0.0924195485605231	6	COMPLETE
7	0.16526217228464418	2020-05-18 00:28:45.952606	2020-05-18 00:30:44.786002	64	256	2	128	0.22826318779632965	0.8614089443829706	0.0	0.16526217228464418	0.0449438202247191	0.08567415730337079	41.473314606741575	0.06297154627714692	0.0	0.16526217228464418	0.0449438202247191	0.08567415730337079	41.473314606741575	0.06297154627714692	3972081963	600.0	0.0	0.16526217228464418	0.0449438202247191	0.08567415730337079	41.473314606741575	0.06297154627714692	7	COMPLETE
8	0.21254681647940074	2020-05-18 00:30:44.798653	2020-05-18 00:34:20.225504	64	256	2	128	0.0014336822806885925	0.7701290784550182	0.0009363295880149813	0.21254681647940074	0.07303370786516854	0.1203183520599251	37.07022471910113	0.07881707293092795	0.0009363295880149813	0.21254681647940074	0.07303370786516854	0.1203183520599251	37.07022471910113	0.07881707293092795	1037894028		0.0009363295880149813	0.21254681647940074	0.07303370786516854	0.1203183520599251	37.07022471910113	0.07881707293092795	8	COMPLETE
9	0.08614232209737828	2020-05-18 00:34:20.237607	2020-05-18 00:34:44.405153	64	128	2	128	0.9616552134042204	1.0393603244004597	0.0	0.08614232209737828	0.01638576779026217	0.03698501872659176	50.18539325842696	0.04105771146637927	0.0	0.08614232209737828	0.01638576779026217	0.03698501872659176	50.18539325842696	0.04105771146637927	2498355675	150.0	0.0	0.08614232209737828	0.01638576779026217	0.03698501872659176	50.18539325842696	0.04105771146637927	9	COMPLETE
