number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs
					model.embedding_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	random_seed	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number
0	TrialState.COMPLETE	0.04430560310395983	2020-01-22 06:44:53.472385	2020-01-22 08:58:27.428538	250.0	2	31.0	0.006771513782336583	1300.0	0.15298996058061812	0.005135227661759671	0.04430560310395983	0.013750998516489787	0.0234508729887025	1064.8536317471185	0.022028013938001658	0.005135227661759671	0.04430560310395983	0.013750998516489787	0.0234508729887025	1064.853303663129	0.022028014322320533	239490076	0.005135227661759671	0.04430560310395983	0.013750998516489787	0.0234508729887025	1064.853959831108	0.022028013554802942	0
1	TrialState.COMPLETE	0.02313705352048385	2020-01-22 08:58:27.429349	2020-01-22 09:59:53.911839	350.0	1	11.0	0.04684738464783363	600.0	0.5902560888028051	0.005135227661759671	0.02313705352048385	0.010356042451215337	0.015291566815017688	4193.865186009358	0.012195664111108907	0.005135227661759671	0.02313705352048385	0.010356042451215337	0.015291566815017688	4193.864201757389	0.012195664836555046	2545815756	0.005135227661759671	0.02313705352048385	0.010356042451215337	0.015291566815017688	4193.866170261326	0.012195663387192997	1
2	TrialState.COMPLETE	0.03180988246034463	2020-01-22 09:59:53.912600	2020-01-22 10:51:17.365576	250.0	2	21.0	0.013685138431481975	500.0	0.2405157634158763	0.005135227661759671	0.03180988246034463	0.010955152345087298	0.017117425539198903	1688.371162843775	0.017041798007135615	0.005135227661759671	0.03180988246034463	0.010955152345087298	0.017117425539198903	1688.3706778500514	0.017041802800394665	2052872100	0.005135227661759671	0.03180988246034463	0.010955152345087298	0.017117425539198903	1688.3716478374986	0.017041793276304378	2
3	TrialState.COMPLETE	0.05822777587584161	2020-01-22 10:51:17.366353	2020-01-22 13:20:39.655855	50.0	1	61.0	0.0011100761638774047	1500.0	0.13300705749444725	0.005135227661759671	0.05822777587584161	0.01760241926280954	0.03086842405568869	925.6079111035034	0.02655178135165682	0.005135227661759671	0.05822777587584161	0.01760241926280954	0.03086842405568869	925.6076115485564	0.026551782616461066	2030052828	0.005135227661759671	0.05822777587584161	0.01760241926280954	0.03086842405568869	925.6082106584503	0.026551780094010876	3
4	TrialState.COMPLETE	0.008615770854730115	2020-01-22 13:20:39.656614	2020-01-22 15:20:46.643540	50.0	1	81.0	0.09617153993070426	1200.0	0.6141664774718747	0.005135227661759671	0.008615770854730115	0.00587698276845829	0.006704325002852904	4366.247703412074	0.007474686566691312	0.005135227661759671	0.008615770854730115	0.00587698276845829	0.006704325002852904	4366.247061508616	0.007474686843882199	3296432812	0.005135227661759671	0.008615770854730115	0.00587698276845829	0.006704325002852904	4366.248345315531	0.007474686290029643	4
5	TrialState.COMPLETE	0.04587470044505306	2020-01-22 15:20:46.644355	2020-01-22 17:06:49.370878	450.0	2	81.0	0.007791600404938695	900.0	0.16550657960312634	0.005135227661759671	0.04587470044505306	0.01400775989957777	0.02407851192513979	1154.6214481342006	0.02242183420688394	0.005135227661759671	0.04587470044505306	0.01400775989957777	0.02407851192513979	1154.6210487276046	0.022421835981146016	787159750	0.005135227661759671	0.04587470044505306	0.01400775989957777	0.02407851192513979	1154.6218475407966	0.02242183244743305	5
6	TrialState.COMPLETE	0.008701357982426109	2020-01-22 17:06:49.371688	2020-01-22 19:54:46.714977	50.0	1	21.0	0.01652400313523603	1700.0	0.6140290056127873	0.005135227661759671	0.008701357982426109	0.00587698276845829	0.006732854045418236	4365.822934497318	0.007400107314071229	0.005135227661759671	0.008701357982426109	0.00587698276845829	0.006732854045418236	4365.822235535776	0.00740010750981231	774679430	0.005135227661759671	0.008701357982426109	0.00587698276845829	0.006732854045418236	4365.823633458861	0.007400107118528079	6
7	TrialState.COMPLETE	0.02139678192399863	2020-01-22 19:54:46.715761	2020-01-22 22:18:31.242576	350.0	1	21.0	0.0029382157513327604	1400.0	0.5905608808013731	0.005135227661759671	0.02139678192399863	0.010498687664041995	0.01437863745292708	4197.573419491042	0.011672062132821964	0.005135227661759671	0.02139678192399863	0.010498687664041995	0.01437863745292708	4197.5724352390735	0.01167206352187579	4369082	0.005135227661759671	0.02139678192399863	0.010498687664041995	0.01437863745292708	4197.57440374301	0.011672060749305125	7
8	TrialState.COMPLETE	0.02230971128608924	2020-01-22 22:18:31.243384	2020-01-23 01:13:10.876094	350.0	1	21.0	0.02533558521158654	1700.0	0.5824916995062684	0.005135227661759671	0.02230971128608924	0.010356042451215337	0.014720985963711058	4138.7499714709575	0.011974705470551558	0.005135227661759671	0.02230971128608924	0.010356042451215337	0.014720985963711058	4138.748915896383	0.011974705973897888	222579154	0.005135227661759671	0.02230971128608924	0.010356042451215337	0.014720985963711058	4138.751027045532	0.011974704968215984	8
