number	value	datetime_start	datetime_complete	params_model.dropout_0	params_model.dropout_1	params_model.dropout_2	params_model.embedding_dim	params_model.relation_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3218931872646354	2020-03-22 21:17:41.908112	2020-03-23 03:01:04.664338	0.49031918570129385	0.31507102133857834	0.21497248057630444	256	256	0.002627188860155492	512	0.0074496521171778995	0.3337861820116591	0.1557400433641447	0.3218931872646354	0.23105671573661987	0.27048385256190804	2333.129122446651	0.21103678054715244	0.1557400433641447	0.3218931872646354	0.23105671573661987	0.27048385256190804	2333.128951272395	0.21103678058554246	1608751744	350	0.1557400433641447	0.3218931872646354	0.23105671573661987	0.27048385256190804	2333.129293620906	0.21103678050880018	0	COMPLETE
1	0.3407223553577542	2020-03-23 03:01:04.722981	2020-03-23 03:59:38.167201	0.3437619346457589	0.22683742746395003	0.10494592635110177	64	64	0.0025777842722737084	128	0.004784733683297777	0.20160295476839651	0.15884970900376583	0.3407223553577542	0.24286773935866712	0.2839210316101792	1388.8167722241242	0.2202566621907692	0.15884970900376583	0.3407223553577542	0.24286773935866712	0.2839210316101792	1388.81661531439	0.22025666230324922	2819802971	350	0.15884970900376583	0.3407223553577542	0.24286773935866712	0.2839210316101792	1388.8169291338584	0.22025666207852632	1	COMPLETE
2	0.0032808398950131233	2020-03-23 03:59:38.213196	2020-03-23 04:58:26.816031	0.12962842630794022	0.44865618505468596	0.44469178852900343	256	64	0.029790288632668235	256	0.0019170815441749063	0.9793678741835793	0.0005705808513066301	0.0032808398950131233	0.0013979230857012438	0.001797329681615885	6996.153072577884	0.001762058875831496	0.0005705808513066301	0.0032808398950131233	0.0013979230857012438	0.001797329681615885	6996.15268743581	0.0017620589077236362	4189002879	150	0.0005705808513066301	0.0032808398950131233	0.0013979230857012438	0.001797329681615885	6996.153457719959	0.0017620588439536918	2	COMPLETE
3	0.33715622503708775	2020-03-23 04:58:26.855421	2020-03-23 07:37:35.015311	0.37724173820371737	0.4571229691619938	0.22786871752004548	128	256	0.003163421231854003	512	0.031751931425097364	0.2516063011478044	0.15961999315302977	0.33715622503708775	0.23764692456921147	0.27855757160789685	1754.8197963026362	0.21813109687133356	0.15961999315302977	0.33715622503708775	0.23764692456921147	0.27855757160789685	1754.8196679219445	0.21813109741577735	2788871828	400	0.15961999315302977	0.33715622503708775	0.23764692456921147	0.27855757160789685	1754.8199246833276	0.21813109633015682	3	COMPLETE
4	0.34237703982654344	2020-03-23 07:37:35.053869	2020-03-23 10:30:32.806238	0.3832992290120183	0.21400065304675409	0.20959573438531265	256	256	0.0010773276016603401	256	0.041264944467758274	0.27854382678669526	0.16061850964281638	0.34237703982654344	0.2430103845714938	0.2847769028871391	1943.048085701244	0.22129405998516435	0.16061850964281638	0.34237703982654344	0.2430103845714938	0.2847769028871391	1943.0478146753394	0.22129406001522542	2050821104	200	0.16061850964281638	0.34237703982654344	0.2430103845714938	0.2847769028871391	1943.0483567271483	0.2212940599551204	4	COMPLETE
5	0.30440488417208716	2020-03-23 10:30:32.855194	2020-03-23 14:20:32.970330	0.42538883483165435	0.43907560740104445	0.30276058720222937	256	256	0.0026430377381767077	256	0.07665867277718132	0.37548046765758236	0.1489501312335958	0.30440488417208716	0.21998744722127125	0.2550496405340637	2638.8197820381147	0.2005069545661628	0.1489501312335958	0.30440488417208716	0.21998744722127125	0.2550496405340637	2638.8195538057744	0.2005069546238077	2051952274	250	0.1489501312335958	0.30440488417208716	0.21998744722127125	0.2550496405340637	2638.8200102704554	0.20050695450860062	5	COMPLETE
6	0.0003138194682186466	2020-03-23 14:20:33.006158	2020-03-23 14:41:41.650768	0.21477495008744177	0.15610968008955597	0.2615742986889066	64	128	0.07419039706157618	128	0.0010589964085520487	1.031314561334174	2.8529042565331506e-05	0.0003138194682186466	5.705808513066301e-05	0.00017117425539198904	7366.093489672487	0.0005789543350381763	2.8529042565331506e-05	0.0003138194682186466	5.705808513066301e-05	0.00017117425539198904	7366.093004678763	0.0005789544226458457	2079660061	150	2.8529042565331506e-05	0.0003138194682186466	5.705808513066301e-05	0.00017117425539198904	7366.09397466621	0.0005789542475957682	6	COMPLETE
7	0.27912815245920347	2020-03-23 14:41:41.693999	2020-03-23 16:10:12.954266	0.1408306718492107	0.19892963343931347	0.38032263015968276	128	256	0.0030967250495968902	128	0.13432544075591904	0.37602301554223594	0.13417208718475407	0.27912815245920347	0.19762067785005136	0.2325116969074518	2651.868737875157	0.18260817699110624	0.13417208718475407	0.27912815245920347	0.19762067785005136	0.2325116969074518	2651.8684240556886	0.18260817700875218	854815847	250	0.13417208718475407	0.27912815245920347	0.19762067785005136	0.2325116969074518	2651.8690516946253	0.1826081769734663	7	COMPLETE
8	0.32448933013808057	2020-03-23 16:10:12.998569	2020-03-23 18:07:21.188162	0.3482332254964241	0.2928031971957148	0.25224313559521866	128	64	0.0021270420038575636	128	0.7315262974893103	0.23735320256787068	0.14056259271938834	0.32448933013808057	0.2200159762638366	0.26300924340979115	1650.6472811822434	0.20186255633850134	0.14056259271938834	0.32448933013808057	0.2200159762638366	0.26300924340979115	1650.6468389820839	0.20186255664256983	4205310799	450	0.14056259271938834	0.32448933013808057	0.2200159762638366	0.26300924340979115	1650.6477233824032	0.2018625560351677	8	COMPLETE
9	0.00048499372361063563	2020-03-23 18:07:21.237073	2020-03-23 18:30:08.171597	0.40701565632358955	0.20097248952695723	0.4541173351426637	64	256	0.029661751168856908	256	0.01663082723744935	0.9712009577461778	2.8529042565331506e-05	0.00048499372361063563	8.558712769599452e-05	0.00017117425539198904	6930.988531324889	0.0007126437954492346	2.8529042565331506e-05	0.00048499372361063563	8.558712769599452e-05	0.00017117425539198904	6930.988046331165	0.0007126438102002378	1247530402	150	2.8529042565331506e-05	0.00048499372361063563	8.558712769599452e-05	0.00017117425539198904	6930.989016318612	0.0007126437807030252	9	COMPLETE
10	0.0005135227661759672	2020-03-23 18:30:08.211859	2020-03-23 20:25:51.977307	0.28982264809668606	0.4821515986646054	0.18200065658283254	256	256	0.02084124189701152	512	0.04448311399701303	1.0055241122962557	5.705808513066301e-05	0.0005135227661759672	5.705808513066301e-05	0.00014264521282665753	7187.666310053634	0.0006475571038340676	5.705808513066301e-05	0.0005135227661759672	5.705808513066301e-05	0.00014264521282665753	7187.665525504964	0.0006475572315361834	4136321025	150	5.705808513066301e-05	0.0005135227661759672	5.705808513066301e-05	0.00014264521282665753	7187.667094602305	0.000647556976264309	10	COMPLETE
11	0.0012267488303092549	2020-03-23 20:25:52.014928	2020-03-23 21:24:31.184774	0.3195839192032679	0.44786789104422037	0.1802196248331324	256	64	0.06093966508420283	512	0.048948319140665164	1.0535059752289713	2.8529042565331506e-05	0.0012267488303092549	0.0008844003195252767	0.0009129293620906082	7531.379407737077	0.0009818404142554874	2.8529042565331506e-05	0.0012267488303092549	0.0008844003195252767	0.0009129293620906082	7531.378694511012	0.0009818404984549209	2149487984	150	2.8529042565331506e-05	0.0012267488303092549	0.0008844003195252767	0.0009129293620906082	7531.38012096314	0.0009818403301165596	11	COMPLETE
