number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.10955056179775281	2020-04-07 14:49:22.655165	2020-04-07 14:49:47.047852	6.193982558648862	0.031142810485135626	64	512	0.4164730241880885	0.9650862200921646	0.010767790262172285	0.10955056179775281	0.03277153558052434	0.05852059925093633	46.565074906367045	0.05647784704491484	0.010767790262172285	0.10955056179775281	0.03277153558052434	0.05852059925093633	46.565074906367045	0.05647784704491484	3380977268	200.0	0.010767790262172285	0.10955056179775281	0.03277153558052434	0.05852059925093633	46.565074906367045	0.05647784704491484	0	COMPLETE
1	0.2551498127340824	2020-04-07 14:49:47.076638	2020-04-07 14:52:59.480095	9.354632159380397	0.06992172423402264	64	256	0.0409457316771101	0.6170151774851738	0.0299625468164794	0.2551498127340824	0.09176029962546817	0.1446629213483146	29.471441947565545	0.10949845020740798	0.0299625468164794	0.2551498127340824	0.09176029962546817	0.1446629213483146	29.471441947565545	0.10949845020740798	763976571		0.0299625468164794	0.2551498127340824	0.09176029962546817	0.1446629213483146	29.471441947565545	0.10949845020740798	1	COMPLETE
2	0.24297752808988765	2020-04-07 14:52:59.511281	2020-04-07 14:56:15.377453	6.561474401331688	0.09144372975796052	128	256	0.006754866701840304	0.6314000225231777	0.03698501872659176	0.24297752808988765	0.09878277153558053	0.15121722846441948	30.14068352059925	0.11395671095640149	0.03698501872659176	0.24297752808988765	0.09878277153558053	0.15121722846441948	30.140449438202246	0.11395771776241011	809428178		0.03698501872659176	0.24297752808988765	0.09878277153558053	0.15121722846441948	30.140917602996254	0.11395576707576842	2	COMPLETE
3	0.27574906367041196	2020-04-07 14:56:15.399331	2020-04-07 15:00:46.146196	3.3288645180719607	0.03909254291576662	256	128	0.031249371735226315	0.6005474731556317	0.04119850187265917	0.27574906367041196	0.10580524344569288	0.16385767790262173	28.66807116104869	0.12262463166715465	0.04119850187265917	0.2762172284644195	0.10580524344569288	0.16385767790262173	28.666666666666668	0.12262794778579367	1870405307		0.04119850187265917	0.27574906367041196	0.10580524344569288	0.16385767790262173	28.669475655430713	0.12262155445602115	3	COMPLETE
4	0.17415730337078653	2020-04-07 15:00:46.172318	2020-04-07 15:03:07.667095	4.853340520513781	0.03280310017168448	256	512	0.032640526960068	0.8272818773095444	0.019662921348314606	0.17415730337078653	0.0650749063670412	0.09878277153558053	39.67134831460674	0.08108281361142589	0.019662921348314606	0.17415730337078653	0.0650749063670412	0.09878277153558053	39.67088014981273	0.0810829667256862	3275112412	800.0	0.019662921348314606	0.17415730337078653	0.0650749063670412	0.09878277153558053	39.671816479400746	0.08108266327379116	4	COMPLETE
5	0.4307116104868914	2020-04-07 15:03:07.725121	2020-04-07 15:07:44.079682	2.1410422707066568	0.08574408331484666	64	128	0.010452459658326764	0.4353823341483299	0.09082397003745318	0.4307116104868914	0.199438202247191	0.27668539325842695	20.566479400749063	0.19963842564947273	0.09082397003745318	0.4307116104868914	0.199438202247191	0.27668539325842695	20.566479400749063	0.19963842564947273	2735833084		0.09082397003745318	0.4307116104868914	0.199438202247191	0.27668539325842695	20.566479400749063	0.19963842564947273	5	COMPLETE
6	0.10627340823970037	2020-04-07 15:07:44.127383	2020-04-07 15:08:18.961642	2.9905106862836575	0.03630043895645244	128	512	0.043576187093848924	0.9740226275500342	0.009831460674157303	0.10627340823970037	0.030430711610486893	0.05664794007490637	46.982209737827716	0.05469760560087332	0.009831460674157303	0.10627340823970037	0.030430711610486893	0.05664794007490637	46.982209737827716	0.05469760560087332	2422527705	250.0	0.009831460674157303	0.10627340823970037	0.030430711610486893	0.05664794007490637	46.982209737827716	0.05469760560087332	6	COMPLETE
7	0.25702247191011235	2020-04-07 15:08:18.988176	2020-04-07 15:12:22.707312	4.71875250776519	0.0933266788135254	64	128	0.16656575697814305	0.6136919964760653	0.030430711610486893	0.25702247191011235	0.08848314606741572	0.13857677902621723	29.273642322097377	0.10900928756786434	0.030430711610486893	0.25702247191011235	0.08848314606741572	0.13857677902621723	29.273408239700373	0.10901062137069625	1425051377	950.0	0.030430711610486893	0.25702247191011235	0.08848314606741572	0.13857677902621723	29.27387640449438	0.10900804903666327	7	COMPLETE
8	0.1198501872659176	2020-04-07 15:12:22.743084	2020-04-07 15:12:51.414410	6.634650751030405	0.07424647952614696	256	512	0.004079214498600187	0.9538990912822943	0.010767790262172285	0.1198501872659176	0.03417602996254682	0.060393258426966294	46.00936329588015	0.05746510933242687	0.010767790262172285	0.1198501872659176	0.03417602996254682	0.060393258426966294	46.00936329588015	0.05746510933242687	2187691757	200.0	0.010767790262172285	0.1198501872659176	0.03417602996254682	0.060393258426966294	46.00936329588015	0.05746510933242687	8	COMPLETE
9	0.11235955056179775	2020-04-07 15:12:51.446235	2020-04-07 15:13:48.425542	9.422925676269001	0.044500079271363374	256	512	0.031788222528388546	0.9430922277678111	0.012640449438202247	0.11235955056179775	0.037921348314606744	0.05758426966292135	45.43235018726592	0.05778762519232356	0.012640449438202247	0.11235955056179775	0.037921348314606744	0.05758426966292135	45.43211610486891	0.05779362730506725	3800260927	350.0	0.012640449438202247	0.11235955056179775	0.037921348314606744	0.05758426966292135	45.43258426966292	0.057782480524257544	9	COMPLETE
