number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.4098796033994334	2020-04-26 20:34:21.971999	2020-04-26 21:11:25.791546	7.646019280809016	0.012611340365240893	256	68	0.004151864522023916	256	0.35780708162195024	0.19759206798866855	0.4098796033994334	0.3160410764872521	0.3597733711048159	7253.5016820113315	0.2731402715426175	0.19759206798866855	0.4098796033994334	0.3160410764872521	0.3597733711048159	7253.491147308782	0.2731404680221965	2268187600	200	0.19759206798866855	0.4098796033994334	0.3160410764872521	0.3597733711048159	7253.512216713881	0.2731400839756897	0	COMPLETE
1	0.44228045325779036	2020-04-26 21:11:25.836834	2020-04-26 22:29:34.124655	2.451511579771551	0.09943658424845277	64	58	0.00535632627151264	128	0.337006157504582	0.18696883852691218	0.44228045325779036	0.32666430594900847	0.3834985835694051	6831.523725212464	0.27614807534010205	0.18696883852691218	0.44228045325779036	0.32666430594900847	0.3834985835694051	6831.5189447592065	0.2761484562918874	283114551	250	0.18696883852691218	0.44228045325779036	0.32666430594900847	0.3834985835694051	6831.528505665722	0.2761477181860062	1	COMPLETE
2	0.41625354107648727	2020-04-26 22:29:34.171770	2020-04-26 23:30:01.891138	4.846631695850006	0.04219162782493412	128	97	0.016323553187346632	128	0.37678292170706496	0.1733356940509915	0.41625354107648727	0.3087818696883853	0.3578257790368272	7638.08117917847	0.2594234959564477	0.1733356940509915	0.41625354107648727	0.3087818696883853	0.3578257790368272	7638.075424929179	0.25942349717841584	3954905849	200	0.1733356940509915	0.41625354107648727	0.3087818696883853	0.3578257790368272	7638.086933427762	0.2594234947381133	2	COMPLETE
3	0.3553470254957507	2020-04-26 23:30:01.924396	2020-04-27 00:30:50.771954	9.776276605016335	0.030665246143727117	256	11	0.024020708313621204	128	0.3677862520525944	0.16997167138810199	0.3553470254957507	0.2756728045325779	0.3110835694050991	7455.756639518414	0.23556841585933688	0.16997167138810199	0.3553470254957507	0.27584985835694054	0.3110835694050991	7455.742563739377	0.23557689740006002	2040579608	200	0.16997167138810199	0.3553470254957507	0.2756728045325779	0.3110835694050991	7455.770715297451	0.23556204261857644	3	COMPLETE
4	0.40155807365439095	2020-04-27 00:30:50.808665	2020-04-27 01:30:51.682633	5.69885984603332	0.0212150047616489	128	55	0.010643465081059672	128	0.36947349386680606	0.18112606232294617	0.40155807365439095	0.30541784702549574	0.35339943342776203	7489.89651203966	0.25938390512485804	0.18112606232294617	0.40155807365439095	0.30541784702549574	0.35339943342776203	7489.89040368272	0.2593839076871348	2128031430	200	0.18112606232294617	0.40155807365439095	0.30541784702549574	0.35339943342776203	7489.9026203966005	0.259383902571164	4	COMPLETE
5	0.4544971671388102	2020-04-27 01:30:51.716047	2020-04-27 02:14:42.917365	6.124436731519602	0.028954293961240586	256	47	0.0012285965515417122	256	0.3232188826803011	0.21600566572237961	0.4544971671388102	0.34791076487252126	0.39624645892351273	6552.313650849858	0.29885408298757943	0.21600566572237961	0.4544971671388102	0.34791076487252126	0.39624645892351273	6552.300460339943	0.2988542631773141	3365786448	250	0.21600566572237961	0.4544971671388102	0.34791076487252126	0.39624645892351273	6552.326841359773	0.2988539105754825	5	COMPLETE
6	0.4121813031161473	2020-04-27 02:14:42.982352	2020-04-27 03:16:20.926188	4.7523401230124875	0.03073687307409789	256	44	0.004859156872336067	128	0.3627718288070762	0.1986543909348442	0.4121813031161473	0.31869688385269124	0.36827195467422097	7354.009826487252	0.27576551521220183	0.1986543909348442	0.4121813031161473	0.31869688385269124	0.36827195467422097	7353.998052407932	0.2757672234121978	351360588	200	0.1986543909348442	0.4121813031161473	0.31869688385269124	0.36827195467422097	7354.0216005665725	0.2757640180951281	6	COMPLETE
7	0.4369688385269122	2020-04-27 03:16:20.960635	2020-04-27 03:45:33.061353	7.054087982330647	0.023128974120791134	64	35	0.0034731513973266376	256	0.3413259595000962	0.20254957507082152	0.4369688385269122	0.3293201133144476	0.3813739376770538	6919.29992917847	0.2837070156544367	0.20254957507082152	0.4369688385269122	0.3293201133144476	0.3813739376770538	6919.296388101983	0.2837070232793731	981048314	200	0.20254957507082152	0.4369688385269122	0.3293201133144476	0.3813739376770538	6919.303470254958	0.2837070080988398	7	COMPLETE
8	0.44723796033994334	2020-04-27 03:45:33.095804	2020-04-27 04:13:51.094739	1.415489129861407	0.013604443880172613	128	19	0.001021914877946879	512	0.29316759207704396	0.22627478753541078	0.44723796033994334	0.34915014164305946	0.3973087818696884	5943.299132436261	0.30449748656543185	0.22627478753541078	0.44723796033994334	0.34915014164305946	0.3973087818696884	5943.292138810199	0.3044974882716165	553708378	300	0.22627478753541078	0.44723796033994334	0.34915014164305946	0.3973087818696884	5943.306126062323	0.30449748486276906	8	COMPLETE
9	0.3546388101983003	2020-04-27 04:13:51.130394	2020-04-27 04:47:48.815401	7.440004833190155	0.0573981874837721	128	33	0.07785257405667846	512	0.3756072736814479	0.15421388101983002	0.3546388101983003	0.2694759206798867	0.3123229461756374	7614.233533994335	0.22693298752166474	0.15421388101983002	0.3546388101983003	0.2694759206798867	0.3123229461756374	7614.226097733711	0.22693298827941855	4002320583	350	0.15421388101983002	0.3546388101983003	0.2694759206798867	0.3123229461756374	7614.240970254958	0.2269329867647075	9	COMPLETE
