number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
13	TrialState.COMPLETE	0.00017705382436260624	2020-01-08 18:18:56.614236	2020-01-08 18:34:00.088758	0.2495106476216135	15.55934925981621	50.0	70.0	0.014136435449052812	1300.0	0.9816163572565926	0.0	0.00017705382436260624	0.0	0.0	19900.45890138102	0.000265993032223028	0.0	0.00017705382436260624	0.0	0.0	19900.385401912183	0.0002659944648579727	0.0	0.00017705382436260624	0.0	0.0	19900.532400849857	0.0002659916012970929	13	0.0003541076487252125	0.00023607176581680832					
14	TrialState.COMPLETE	0.0003098441926345609	2020-01-08 18:34:00.089863	2020-01-08 18:52:05.165409	0.45013025815222973	24.466653731891476	350.0	30.0	0.0017491473429970233	1500.0	1.0314978699764512	0.0	0.0003098441926345609	4.426345609065156e-05	4.426345609065156e-05	20912.017484065156	0.00025245572780264547	0.0	0.0003098441926345609	4.426345609065156e-05	4.426345609065156e-05	20912.00579851275	0.00025245591307928943	0.0	0.0003098441926345609	4.426345609065156e-05	4.426345609065156e-05	20912.029169617563	0.00025245554262245273	14	0.0002655807365439094	0.0002950897072710104					
15	TrialState.COMPLETE	0.00017705382436260624	2020-01-08 18:52:05.167036	2020-01-08 19:11:38.426122	0.4173474891074801	9.666407431198733	450.0	10.0	0.0019806171697984115	800.0	1.052048379880574	0.0	0.00017705382436260624	4.426345609065156e-05	0.0001327903682719547	21328.84837553116	0.0002478672469312497	0.0	0.00017705382436260624	4.426345609065156e-05	0.0001327903682719547	21328.836889164308	0.0002478673910472166	0.0	0.00017705382436260624	4.426345609065156e-05	0.0001327903682719547	21328.859861898018	0.000247867102876044	15	0.00017705382436260624	0.00017705382436260624					
16	TrialState.COMPLETE	0.006601578308377176	2020-01-08 19:11:38.427824	2020-01-08 19:57:14.432431	0.19044342426167726	3.7737855697117757	350.0	90.0	0.007693796223602598	900.0	0.9496609522020015	0.0020993524888709026	0.006601578308377176	0.0036169566976932415	0.004982800485633347	19252.289141541885	0.0038204704575463973	0.0020993524888709026	0.006601578308377176	0.0036169566976932415	0.004982800485633347	19252.271575273167	0.0038204709700645698	0.0020993524888709026	0.006601578308377176	0.0036169566976932415	0.004982800485633347	19252.306707810603	0.003820469945787342	16				0.00541784702549575	0.006108356940509915		
17	TrialState.COMPLETE	0.0002655807365439094	2020-01-08 19:57:14.434097	2020-01-08 20:13:26.898011	0.5505724258372701	10.562421374281808	250.0	30.0	0.004015151173100867	600.0	1.0401499666534602	0.0	0.0002655807365439094	4.426345609065156e-05	0.0001327903682719547	21087.624468838527	0.00024657009410477724	0.0	0.0002655807365439094	4.426345609065156e-05	0.0001327903682719547	21087.600920679888	0.00024657032422987206	0.0	0.0002655807365439094	4.426345609065156e-05	0.0001327903682719547	21087.648016997166	0.00024656986405044575	17	0.0003541076487252125	0.0002950897072710104					
18	TrialState.COMPLETE	0.005901794145420208	2020-01-08 20:13:26.899756	2020-01-08 20:46:38.096076	0.9903137127765265	22.20616777786846	250.0	100.0	0.06390201816870388	1400.0	0.9210952789912695	0.0013574126534466478	0.005901794145420208	0.002891879131255902	0.004072237960339943	18672.79508970727	0.003113719964662811	0.0013574126534466478	0.005901794145420208	0.002891879131255902	0.004072237960339943	18672.72937322946	0.003113721854381783	0.0013574126534466478	0.005901794145420208	0.002891879131255902	0.004072237960339943	18672.86080618508	0.0031137180782843817	18			0.005046033994334277	0.0055594900849858355			
19	TrialState.COMPLETE	0.0003098441926345609	2020-01-08 20:46:38.097862	2020-01-08 21:01:45.079935	0.6507307467105132	15.910047535931188	50.0	90.0	0.006951419751050247	700.0	0.9909298196525202	0.0	0.0003098441926345609	0.0001327903682719547	0.00017705382436260624	20089.371414660058	0.0002963012284076256	0.0	0.0003098441926345609	0.0001327903682719547	0.00017705382436260624	20089.306435906514	0.00029630220041115585	0.0	0.0003098441926345609	0.0001327903682719547	0.00017705382436260624	20089.436393413598	0.0002963002569170625	19	0.0004426345609065156	0.0003541076487252125					
20	TrialState.COMPLETE	0.0020361189801699716	2020-01-08 21:01:45.081821	2020-01-08 21:16:41.992704	0.662908395982587	28.579217280339765	150.0	20.0	0.09108931495231594	1000.0	0.939925517381054	0.0004868980169971671	0.0020361189801699716	0.0011508498583569404	0.0015049575070821529	19054.90306303116	0.0012969241873745246	0.0004868980169971671	0.0020361189801699716	0.0011508498583569404	0.0015049575070821529	19054.833525141643	0.0012969262731981112	0.0004868980169971671	0.0020361189801699716	0.0011508498583569404	0.0015049575070821529	19054.97260092068	0.0012969221040609977	20	0.0010623229461756375	0.0017115203021718602					
21	TrialState.COMPLETE	0.002345963172804533	2020-01-08 21:16:41.993697	2020-01-08 21:32:25.873586	0.20847099000284147	11.577112417326244	150.0	80.0	0.017733801636328927	600.0	0.967698085190857	0.0006196883852691218	0.002345963172804533	0.001593484419263456	0.002080382436260623	19618.341758144477	0.0014164624856578677	0.0006196883852691218	0.002345963172804533	0.001593484419263456	0.002080382436260623	19618.276867917848	0.0014164706379319186	0.0006196883852691218	0.002345963172804533	0.001593484419263456	0.002080382436260623	19618.406648371103	0.0014164544039000067	21	0.0002655807365439094	0.0016525023607176581					
22	TrialState.COMPLETE	0.0005754249291784702	2020-01-08 21:32:25.874725	2020-01-08 21:47:18.021105	0.8673203469794951	8.087636460933965	50.0	20.0	0.01109801285300501	500.0	0.9764822166699809	4.426345609065156e-05	0.0005754249291784702	0.00017705382436260624	0.0003098441926345609	19796.692811614732	0.0004710463031714809	4.426345609065156e-05	0.0005754249291784702	0.00017705382436260624	0.0003098441926345609	19796.61344723796	0.00047104770534285096	4.426345609065156e-05	0.0005754249291784702	0.00017705382436260624	0.0003098441926345609	19796.7721759915	0.0004710449025268739	22	0.0002655807365439094	0.00047214353163361664					
23	TrialState.COMPLETE	0.0002655807365439094	2020-01-08 21:47:18.022634	2020-01-08 22:03:00.798467	0.1989165697607685	24.682938071080045	150.0	90.0	0.00741313641064952	1200.0	1.0327950549770195	4.426345609065156e-05	0.0002655807365439094	0.0001327903682719547	0.0002213172804532578	20938.504249291786	0.00028164089255370845	4.426345609065156e-05	0.0002655807365439094	0.0001327903682719547	0.0002213172804532578	20938.48707507082	0.0002816411408278318	4.426345609065156e-05	0.0002655807365439094	0.0001327903682719547	0.0002213172804532578	20938.52142351275	0.0002816406443976806	23	0.0003541076487252125	0.0002950897072710104					
24	TrialState.COMPLETE	0.0027443342776203965	2020-01-08 22:03:00.800100	2020-01-08 22:21:14.986695	0.14014047044147088	27.359840904514797	350.0	60.0	0.024393473333742973	1800.0	0.9877826351978527	0.0005754249291784702	0.0027443342776203965	0.0009737960339943342	0.0016377478753541077	20025.47076398725	0.0015704584593341801	0.0005754249291784702	0.0027443342776203965	0.0009737960339943342	0.0016377478753541077	20025.41257967422	0.0015704635772182981	0.0005754249291784702	0.0027443342776203965	0.0009737960339943342	0.0016377478753541077	20025.52894830028	0.001570453381955986	24	0.0003541076487252125	0.0019475920679886685					
25	TrialState.COMPLETE	4.426345609065156e-05	2020-01-08 22:21:14.988698	2020-01-08 22:36:46.521434	0.35976003800550405	28.39035247758513	150.0	90.0	0.00434374928365668	1000.0	1.025096357831967	0.0	4.426345609065156e-05	0.0	0.0	20782.278904036826	0.0002178918352707603	0.0	4.426345609065156e-05	0.0	0.0	20782.266156161473	0.00021789192180307344	0.0	4.426345609065156e-05	0.0	0.0	20782.291651912183	0.0002178917487542074	25	8.852691218130312e-05	5.901794145420208e-05					
26	TrialState.COMPLETE	0.007642823418319169	2020-01-08 22:36:46.523053	2020-01-08 23:12:53.016300	0.3154160177236317	11.02942127109528	350.0	70.0	0.09976648886128198	1500.0	0.9142496239535576	0.0020361189801699716	0.007642823418319169	0.003954202077431539	0.00510505193578848	18534.066409938623	0.004073688880321616	0.0020361189801699716	0.007642823418319169	0.003954202077431539	0.00510505193578848	18534.040309254015	0.004073691045858155	0.0020361189801699716	0.007642823418319169	0.003954202077431539	0.00510505193578848	18534.092510623228	0.004073686723662046	26			0.009339589235127479	0.008321529745042492			
27	TrialState.COMPLETE	0.001903328611898017	2020-01-08 23:12:53.017822	2020-01-08 23:29:31.129973	0.9427700851539794	5.727988946132659	250.0	60.0	0.007369465837589039	1500.0	0.9761809620681606	0.0	0.001903328611898017	0.0004426345609065156	0.0010180594900849858	19789.85652000708	0.0007543027053415243	0.0	0.001903328611898017	0.0004426345609065156	0.0010180594900849858	19789.824097025496	0.0007543034481533505	0.0	0.001903328611898017	0.0004426345609065156	0.0010180594900849858	19789.88894298867	0.0007543019636462269	27	0.0004426345609065156	0.00141643059490085					
28	TrialState.COMPLETE	0.0002213172804532578	2020-01-08 23:29:31.131047	2020-01-08 23:48:21.284255	0.9027002692904587	18.792811583099244	350.0	90.0	0.00473255802657868	1700.0	1.0474620713554927	4.426345609065156e-05	0.0002213172804532578	4.426345609065156e-05	0.0001327903682719547	21236.08877036119	0.00024989675928352006	4.426345609065156e-05	0.0002213172804532578	4.426345609065156e-05	0.0001327903682719547	21236.072724858357	0.00024989704752451645	4.426345609065156e-05	0.0002213172804532578	4.426345609065156e-05	0.0001327903682719547	21236.104815864022	0.00024989647126287746	28	0.0002655807365439094	0.00023607176581680832					
29	TrialState.COMPLETE	0.003718130311614731	2020-01-08 23:48:21.287855	2020-01-09 00:10:23.388177	0.4502588405216936	29.99485294806712	50.0	40.0	0.036065924944489354	1800.0	0.9503702651541986	0.0008144475920679886	0.003718130311614731	0.0016643059490084986	0.002195467422096317	19266.84513101983	0.0019122780472890205	0.0008144475920679886	0.003718130311614731	0.0016643059490084986	0.002195467422096317	19266.707754957508	0.0019122857438367725	0.0008144475920679886	0.003718130311614731	0.0016643059490084986	0.002195467422096317	19266.982507082153	0.0019122704072028706	29		0.0030099150141643057	0.0034525495750708213				
30	TrialState.COMPLETE	0.0002213172804532578	2020-01-09 00:10:23.389275	2020-01-09 00:26:27.131740	0.4723836389366899	17.94680819277939	250.0	10.0	0.0022237568811574056	800.0	1.0233763788413142	4.426345609065156e-05	0.0002213172804532578	8.852691218130312e-05	8.852691218130312e-05	20747.085295679888	0.00026715904205416136	4.426345609065156e-05	0.0002213172804532578	8.852691218130312e-05	8.852691218130312e-05	20747.070290368272	0.0002671591784640315	4.426345609065156e-05	0.0002213172804532578	8.852691218130312e-05	8.852691218130312e-05	20747.1003009915	0.00026715890568123317	30	0.0002655807365439094	0.00023607176581680832					
31	TrialState.COMPLETE	0.0015049575070821529	2020-01-09 00:26:27.132816	2020-01-09 00:40:53.428831	0.48823849681778864	11.924509570791644	50.0	10.0	0.022745917568522386	500.0	0.9629590994202217	0.00017705382436260624	0.0015049575070821529	0.0005754249291784702	0.0008852691218130312	19522.171565155808	0.0007811415200027776	0.00017705382436260624	0.0015049575070821529	0.0005754249291784702	0.0008852691218130312	19522.09614022663	0.0007811436149205386	0.00017705382436260624	0.0015049575070821529	0.0005754249291784702	0.0008852691218130312	19522.246990084986	0.0007811394285098926	31	0.0012393767705382436	0.00141643059490085					
32	TrialState.COMPLETE	0.0016377478753541077	2020-01-09 00:40:53.430044	2020-01-09 01:00:39.923766	0.869953060615286	6.678253282097037	450.0	60.0	0.004952976126983349	1500.0	0.9950087366977521	4.426345609065156e-05	0.0016377478753541077	0.0003098441926345609	0.0013279036827195468	20172.042847025496	0.0007095684619851754	4.426345609065156e-05	0.0016377478753541077	0.0003098441926345609	0.0013279036827195468	20172.015802053826	0.000709569094313433	4.426345609065156e-05	0.0016377478753541077	0.0003098441926345609	0.0013279036827195468	20172.069891997166	0.0007095678301792455	32	0.0006196883852691218	0.0012983947119924457					
33	TrialState.COMPLETE	0.010997009757632988	2020-01-09 01:00:39.924814	2020-01-09 02:05:14.186785	0.14168270891088938	20.109223408341794	350.0	100.0	0.02627983392124506	1600.0	0.9191405506025726	0.0033443500157381177	0.010997009757632988	0.006550991501416431	0.008360875039345295	18633.645371026127	0.006063899813858217	0.0033443500157381177	0.010997009757632988	0.006550991501416431	0.008360875039345295	18633.56464431854	0.006063902569051494	0.0033443500157381177	0.010997009757632988	0.006550991501416431	0.008360875039345295	18633.72609773371	0.006063897064355406	33						0.009940307567786322	0.010534702549575071
34	TrialState.COMPLETE	0.0007524787535410764	2020-01-09 02:05:14.187809	2020-01-09 02:20:28.532740	0.6453819899955374	5.6045009319135515	150.0	20.0	0.004399486627752028	1700.0	0.9915328214772764	0.0002655807365439094	0.0007524787535410764	0.0005754249291784702	0.0006639518413597734	20101.56973707507	0.0006922334738804062	0.0002655807365439094	0.0007524787535410764	0.0005754249291784702	0.0006639518413597734	20101.534348441928	0.0006922357026849964	0.0002655807365439094	0.0007524787535410764	0.0005754249291784702	0.0006639518413597734	20101.605125708214	0.0006922312532309792	34	0.0002655807365439094	0.0005901794145420207					
35	TrialState.COMPLETE	0.004573890462700661	2020-01-09 02:20:28.533864	2020-01-09 02:55:10.704478	0.6613192450191049	28.911686112519366	350.0	20.0	0.08067820602983872	600.0	0.9021453699183437	0.000737724268177526	0.004573890462700661	0.001593484419263456	0.0028328611898017	18288.682896600567	0.002323240084723573	0.000737724268177526	0.004573890462700661	0.001593484419263456	0.0028328611898017	18288.622816336167	0.00232324898911823	0.000737724268177526	0.004573890462700661	0.001593484419263456	0.0028328611898017	18288.742976864967	0.002323231292647417	35			0.004382082152974504	0.004497167138810198			
36	TrialState.COMPLETE	0.0005754249291784702	2020-01-09 02:55:10.705517	2020-01-09 03:09:47.721544	0.15498873758965798	9.13336785419756	50.0	90.0	0.0033750846617055332	1200.0	1.0193382598858283	0.00017705382436260624	0.0005754249291784702	0.0002655807365439094	0.0004868980169971671	20665.475500177054	0.0004562223833768059	0.00017705382436260624	0.0005754249291784702	0.0002655807365439094	0.0004868980169971671	20665.419086402268	0.00045622306468683435	0.00017705382436260624	0.0005754249291784702	0.0002655807365439094	0.0004868980169971671	20665.53191395184	0.0004562217023385516	36	0.0004426345609065156	0.0005311614730878187					
37	TrialState.COMPLETE	0.0003098441926345609	2020-01-09 03:09:47.722646	2020-01-09 03:24:57.827921	0.2564668594718128	8.135356972046324	150.0	30.0	0.004194560520051074	700.0	1.0122027869085775	0.0	0.0003098441926345609	4.426345609065156e-05	0.0001327903682719547	20520.916165014165	0.000239931070715326	0.0	0.0003098441926345609	4.426345609065156e-05	0.0001327903682719547	20520.850345254956	0.00023993177191936966	0.0	0.0003098441926345609	4.426345609065156e-05	0.0001327903682719547	20520.98198477337	0.00023993036976235153	37	0.0002655807365439094	0.0002950897072710104					
38	TrialState.COMPLETE	0.0003098441926345609	2020-01-09 03:24:57.829463	2020-01-09 03:40:31.770956	0.8625814323616339	20.758497858788058	150.0	80.0	0.002058748402157275	1600.0	1.0304887796396347	0.0001327903682719547	0.0003098441926345609	0.00017705382436260624	0.0002213172804532578	20891.664018236545	0.0003757895122647368	0.0001327903682719547	0.0003098441926345609	0.00017705382436260624	0.0002213172804532578	20891.654966359773	0.0003757896552743747	0.0001327903682719547	0.0003098441926345609	0.00017705382436260624	0.0002213172804532578	20891.673070113313	0.00037578936933816705	38	0.0004426345609065156	0.0003541076487252125					
39	TrialState.COMPLETE	0.0004868980169971671	2020-01-09 03:40:31.772019	2020-01-09 03:56:09.504253	0.2269653279427763	21.953290092796205	150.0	90.0	0.001302608956225492	1600.0	1.0350920492272258	4.426345609065156e-05	0.0004868980169971671	0.0002213172804532578	0.0002213172804532578	20984.92178647309	0.0003424514039528449	4.426345609065156e-05	0.0004868980169971671	0.0002213172804532578	0.0002213172804532578	20984.91257967422	0.0003424515446085705	4.426345609065156e-05	0.0004868980169971671	0.0002213172804532578	0.0002213172804532578	20984.930993271955	0.0003424512634339631	39	0.0006196883852691218	0.0005311614730878187					
40	TrialState.COMPLETE	0.0002213172804532578	2020-01-09 03:56:09.506199	2020-01-09 04:14:47.800705	0.35510099612157997	11.780112294978556	350.0	90.0	0.006760240800285643	1400.0	1.0147413516393842	8.852691218130312e-05	0.0002213172804532578	8.852691218130312e-05	0.0002213172804532578	20572.289593661473	0.0003328941132001379	8.852691218130312e-05	0.0002213172804532578	8.852691218130312e-05	0.0002213172804532578	20572.245617917848	0.00033289553679567626	8.852691218130312e-05	0.0002213172804532578	8.852691218130312e-05	0.0002213172804532578	20572.3335694051	0.0003328926913736951	40	8.852691218130312e-05	0.00017705382436260624					
41	TrialState.COMPLETE	0.0002655807365439094	2020-01-09 04:14:47.802494	2020-01-09 04:30:16.149710	0.8824963938485173	15.154086811085394	150.0	90.0	0.005023074437541186	600.0	1.0382348584001355	0.0	0.0002655807365439094	0.0	4.426345609065156e-05	21049.002987783286	0.00022234904616722542	0.0	0.0002655807365439094	0.0	4.426345609065156e-05	21048.98526026912	0.00022234938324348474	0.0	0.0002655807365439094	0.0	4.426345609065156e-05	21049.02071529745	0.00022234870936478233	41	0.00017705382436260624	0.00023607176581680832					
42	TrialState.COMPLETE	0.0003098441926345609	2020-01-09 04:30:16.150783	2020-01-09 04:46:02.487631	0.5365611716984571	24.640941980962875	150.0	90.0	0.0017367878491302117	1300.0	1.032977547396372	8.852691218130312e-05	0.0003098441926345609	0.0002655807365439094	0.0002655807365439094	20942.123450779036	0.00035393674187924744	8.852691218130312e-05	0.0003098441926345609	0.0002655807365439094	0.0002655807365439094	20942.112827549576	0.00035393684712730527	8.852691218130312e-05	0.0003098441926345609	0.0002655807365439094	0.0002655807365439094	20942.1340740085	0.000353936636657296	42	0.0002655807365439094	0.0002950897072710104					
43	TrialState.COMPLETE	0.0003098441926345609	2020-01-09 04:46:02.489105	2020-01-09 05:04:48.500940	0.19914805371557304	13.483019529691287	350.0	100.0	0.0028705046768493564	1200.0	1.044234616114831	0.0	0.0003098441926345609	4.426345609065156e-05	0.00017705382436260624	21170.278704851276	0.0002860183461809597	0.0	0.0003098441926345609	4.426345609065156e-05	0.00017705382436260624	21170.266244688384	0.00028601856570152195	0.0	0.0003098441926345609	4.426345609065156e-05	0.00017705382436260624	21170.291165014165	0.0002860181267706536	43	0.0002655807365439094	0.0002950897072710104					
44	TrialState.COMPLETE	0.0066100094428706326	2020-01-09 05:04:48.502547	2020-01-09 05:35:08.966527	0.663184652810257	10.966755709786732	150.0	70.0	0.085538525644036	1600.0	0.9372731128357373	0.002360717658168083	0.0066100094428706326	0.0041902738432483475	0.0048689801699716715	19001.335679296506	0.004075572731145925	0.002360717658168083	0.0066100094428706326	0.0041902738432483475	0.0048689801699716715	19001.298925873467	0.004075574129767298	0.002360717658168083	0.0066100094428706326	0.0041902738432483475	0.0048689801699716715	19001.372432719545	0.004075571336001052	44			0.006196883852691218	0.006444759206798867			
45	TrialState.COMPLETE	0.010313385269121813	2020-01-09 05:35:08.968182	2020-01-09 06:32:14.827474	0.7882314046896883	8.530739008665527	450.0	10.0	0.011079531689229117	1900.0	0.9424029663329888	0.003209100566572238	0.010313385269121813	0.0056657223796034	0.006838703966005666	19105.253231232295	0.005611424570958128	0.003209100566572238	0.010313385269121813	0.0056657223796034	0.006838703966005666	19105.201177407933	0.005611439279051938	0.003209100566572238	0.010313385269121813	0.0056657223796034	0.006838703966005666	19105.305285056656	0.005611410297448966	45					0.008911709159584514	0.00971266693646297	
