number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
					model.embedding_dim	model.relation_dim	model.scoring_fct_norm	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101
0	TrialState.COMPLETE	0.0018148016997167138	2020-01-10 18:07:25.726936	2020-01-10 18:48:21.255721	100.0	150.0	2	1.0	0.00854753427296559	800.0	0.972807000622519	0.000708215297450425	0.0018148016997167138	0.0010623229461756375	0.0012393767705382436	19721.647131728045	0.0012625363741088438	0.000708215297450425	0.0018148016997167138	0.0010623229461756375	0.0012393767705382436	19721.63916430595	0.0012625364417612338	0.000708215297450425	0.0018148016997167138	0.0010623229461756375	0.0012393767705382436	19721.655099150143	0.0012625363064763852	0	0.0011508498583569404	0.001593484419263456
1	TrialState.COMPLETE	0.0009737960339943342	2020-01-10 18:48:21.256570	2020-01-10 20:09:06.157378	50.0	200.0	2	81.0	0.014407589441235219	800.0	1.0010887605742103	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	20295.14932276912	0.0009379974113601465	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	20295.13872167139	0.0009379975510617939	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.000708215297450425	20295.159923866857	0.0009379972717845561	1	0.0008852691218130312	0.0009442870632672333
2	TrialState.COMPLETE	0.0010623229461756375	2020-01-10 20:09:06.158378	2020-01-10 20:49:42.470419	100.0	200.0	2	1.0	0.0014406646141910077	700.0	0.9816080295307257	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	19900.293333923513	0.0009635268453809316	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	19900.28341890935	0.000963526990750582	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.000708215297450425	19900.30324893768	0.000963526700067812	2	0.0008852691218130312	0.0010033050047214354
3	TrialState.COMPLETE	0.0010623229461756375	2020-01-10 20:49:42.471268	2020-01-10 22:23:05.489444	200.0	100.0	1	51.0	0.009318645054697684	1000.0	1.0127317564465248	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010180594900849858	20531.40715740085	0.0009931878857006157	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010180594900849858	20531.39642351275	0.0009931880063343663	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010180594900849858	20531.41789128895	0.0009931877651165638	3	0.0010623229461756375	0.0010623229461756375
4	TrialState.COMPLETE	0.000708215297450425	2020-01-10 22:23:05.490416	2020-01-11 00:10:11.890447	200.0	150.0	1	41.0	0.061683809749410574	900.0	0.9950092477475502	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20172.282445113313	0.0009166423878495663	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20172.26960871105	0.0009166426385828243	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20172.29528151558	0.0009166421373118732	4	0.000708215297450425	0.000708215297450425
5	TrialState.COMPLETE	0.0011508498583569404	2020-01-11 00:10:11.891296	2020-01-11 01:21:41.670921	200.0	50.0	2	51.0	0.010624893229706434	500.0	1.008256374389689	0.000708215297450425	0.0011508498583569404	0.0008852691218130312	0.0009737960339943342	20440.45516111898	0.0010318869132643087	0.000708215297450425	0.0011508498583569404	0.0008852691218130312	0.0009737960339943342	20440.447901912183	0.0010318869686648804	0.000708215297450425	0.0011508498583569404	0.0008852691218130312	0.0009737960339943342	20440.46242032578	0.0010318868578760656	5	0.0010623229461756375	0.0011213408876298394
6	TrialState.COMPLETE	0.0010180594900849858	2020-01-11 01:21:41.671678	2020-01-11 02:02:02.464736	50.0	50.0	2	1.0	0.0010575874394053164	800.0	0.9796250498373671	0.000708215297450425	0.0010180594900849858	0.000708215297450425	0.0009295325779036828	19860.557785941928	0.0009727404360869545	0.000708215297450425	0.0010180594900849858	0.000708215297450425	0.0009295325779036828	19860.551921033995	0.0009727404866339133	0.000708215297450425	0.0010180594900849858	0.000708215297450425	0.0009295325779036828	19860.563650849857	0.00097274038555096	6	0.0009737960339943342	0.0010033050047214354
7	TrialState.COMPLETE	0.0008852691218130312	2020-01-11 02:02:02.465494	2020-01-11 03:11:16.968984	100.0	200.0	2	31.0	0.061575996563690685	700.0	0.9912825354886249	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20096.524411296035	0.0009376103080787336	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20096.511242917848	0.0009376104907231704	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20096.53757967422	0.0009376101255191196	7	0.0008852691218130312	0.0008852691218130312
8	TrialState.COMPLETE	0.0007524787535410764	2020-01-11 03:11:16.969738	2020-01-11 04:05:10.880572	50.0	200.0	1	31.0	0.010507567629533828	600.0	0.9833252092928619	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.0007524787535410764	19935.258078080737	0.0009109131647517734	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.0007524787535410764	19935.246768767705	0.0009109133723024572	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.0007524787535410764	19935.269387393768	0.0009109129573824105	8	0.000796742209631728	0.000767233238904627
