number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.012923656282095172	2020-03-02 21:53:48.320274	2020-03-02 23:32:08.448180	64	128	65	0.007045474872201827	128	0.422150173562666	0.005249343832020997	0.012923656282095172	0.007217847769028871	0.008672828939860778	3019.3939860778273	0.010820413560982406	0.005249343832020997	0.012923656282095172	0.007217847769028871	0.008672828939860778	3019.3927022709117	0.010820419770181	608082746	150	0.005249343832020997	0.012923656282095172	0.007217847769028871	0.008672828939860778	3019.3952698847424	0.010820407458346962	0	COMPLETE
1	0.018429761497204152	2020-03-02 23:32:08.495740	2020-03-03 01:11:54.109086	256	128	40	0.0062018400100636905	128	0.4061628149694897	0.005391989044847655	0.018429761497204152	0.009015177450644757	0.01212484309026589	2900.7277758758414	0.012919157313338307	0.005391989044847655	0.018429761497204152	0.009015177450644757	0.01212484309026589	2900.7264635398838	0.012919158220703093	110704102	150	0.005391989044847655	0.018429761497204152	0.009015177450644757	0.01212484309026589	2900.7290882117995	0.012919156408228636	1	COMPLETE
2	0.011953668834873902	2020-03-03 01:11:54.155393	2020-03-03 02:06:15.508957	64	128	87	0.01194710522153168	256	0.5792896509772897	0.0053349309597169915	0.011953668834873902	0.007360492981855529	0.008929590322948763	4148.44372646354	0.009349314960528864	0.0053349309597169915	0.011953668834873902	0.007360492981855529	0.008929590322948763	4148.442314275933	0.009349317866460679	1483264751	150	0.0053349309597169915	0.011953668834873902	0.007360492981855529	0.008929590322948763	4148.445138651147	0.00934931208149652	2	COMPLETE
3	0.02476320894670775	2020-03-03 02:06:15.541063	2020-03-03 03:03:57.311586	256	256	51	0.003073790607523357	256	0.26656797648094116	0.006276389364372931	0.02476320894670775	0.011211913728175283	0.015805089581193654	1902.2512410133515	0.016719486051599616	0.006276389364372931	0.02476320894670775	0.011211913728175283	0.015805089581193654	1902.2502852904256	0.016719486590584098	2213785121	150	0.006276389364372931	0.02476320894670775	0.011211913728175283	0.015805089581193654	1902.2521967362775	0.016719485514094384	3	COMPLETE
4	0.0030526075544904715	2020-03-03 03:03:57.363663	2020-03-03 04:30:07.646357	128	256	1	0.02215559974383508	128	0.992274395721108	0.0012552778728745864	0.0030526075544904715	0.002139678192399863	0.002396439575487847	7086.878822891704	0.002644925666031526	0.001911445851877211	0.006590208832591578	0.0032237818098824604	0.003908478831450416	6990.885142074632	0.003907138124244687	243709395	150	0.0012552778728745864	0.0027958461714024875	0.002139678192399863	0.0023393814903571834	7182.872503708775	0.0025375412988799346	4	COMPLETE
5	0.008387538514207463	2020-03-03 04:30:07.680158	2020-03-03 05:23:58.215509	128	128	63	0.01642319705133522	256	0.6959307274048231	0.00473582106584503	0.008387538514207463	0.006276389364372931	0.006961086385940888	4987.358909619993	0.007353500968496964	0.00473582106584503	0.008387538514207463	0.006276389364372931	0.006961086385940888	4987.356955380577	0.007353501384366566	3770572121	150	0.00473582106584503	0.008387538514207463	0.006276389364372931	0.006961086385940888	4987.360863859409	0.007353500553281424	5	COMPLETE
6	0.0061622731941116055	2020-03-03 05:23:58.250370	2020-03-03 07:02:51.127663	128	256	77	0.021081206412280624	128	1.0895950026674943	0.004849937236106356	0.0061622731941116055	0.005306401917151661	0.0055346342576743125	7807.773094259956	0.005768798381869979	0.004849937236106356	0.0061622731941116055	0.005306401917151661	0.0055346342576743125	7807.770227091179	0.005768799109918033	1244587610	150	0.004849937236106356	0.0061622731941116055	0.005306401917151661	0.0055346342576743125	7807.775961428734	0.005768797655423798	6	COMPLETE
7	0.1485792536802465	2020-03-03 07:02:51.162965	2020-03-03 07:55:31.153138	128	64	5	0.019195618734468206	256	0.308904610547689	0.044134428848567844	0.1485792536802465	0.08436037886568527	0.10746890334360379	2186.865970558028	0.08003071829533416	0.044134428848567844	0.1485792536802465	0.08436037886568527	0.10746890334360379	2186.8643158735595	0.08003071882774548	4032488890	150	0.044134428848567844	0.1485792536802465	0.08436037886568527	0.10746890334360379	2186.867625242497	0.0800307177638882	7	COMPLETE
8	0.015548328198105671	2020-03-03 07:55:31.204159	2020-03-03 09:34:28.528133	64	256	96	0.0046412586670643895	128	0.48922666921639296	0.005277872874586329	0.015548328198105671	0.008387538514207463	0.01078397808969531	3496.3445452470614	0.011233292320239932	0.005277872874586329	0.015548328198105671	0.008387538514207463	0.01078397808969531	3496.3429190916354	0.011233293959180508	3382793539	150	0.005277872874586329	0.015548328198105671	0.008387538514207463	0.01078397808969531	3496.346171402488	0.01123329068856056	8	COMPLETE
9	0.013722469473924455	2020-03-03 09:34:28.565780	2020-03-03 11:14:46.865428	128	256	94	0.0037101122956383235	128	0.5141678961124	0.005135227661759671	0.013722469473924455	0.008244893301380805	0.01038457149378067	3689.337698276846	0.010300815672226692	0.005135227661759671	0.013722469473924455	0.008244893301380805	0.01038457149378067	3689.3360150633343	0.010300817245673218	121807522	150	0.005135227661759671	0.013722469473924455	0.008244893301380805	0.01038457149378067	3689.339381490357	0.010300814104880367	9	COMPLETE
