number	value	datetime_start	datetime_complete	params_model.dropout_0	params_model.dropout_1	params_model.dropout_2	params_model.embedding_dim	params_model.relation_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0950374531835206	2020-04-03 05:15:55.420480	2020-04-03 05:16:55.700707	0.18934803482236595	0.3653672639075396	0.14096505565558776	256	64	0.05639493271232813	512	0.6939291777340795	1.0030530978932501	0.008895131086142321	0.0950374531835206	0.02949438202247191	0.04728464419475655	48.28838951310861	0.051396666750701946	0.008895131086142321	0.0950374531835206	0.02949438202247191	0.04728464419475655	48.28838951310861	0.051396666750701946	55101321	200.0	0.008895131086142321	0.0950374531835206	0.02949438202247191	0.04728464419475655	48.28838951310861	0.051396666750701946	0	COMPLETE
1	0.9634831460674157	2020-04-03 05:16:55.757955	2020-04-03 05:17:45.980191	0.3197305646656988	0.33511754733233184	0.32270519787143814	64	128	0.004780448401117509	256	0.05078997871041331	0.06134381968517568	0.4887640449438202	0.9634831460674157	0.8080524344569289	0.9044943820224719	2.959737827715356	0.664076673892886	0.4887640449438202	0.9634831460674157	0.8080524344569289	0.9044943820224719	2.959737827715356	0.664076673892886	4069332725	400.0	0.4887640449438202	0.9634831460674157	0.8080524344569289	0.9044943820224719	2.959737827715356	0.664076673892886	1	COMPLETE
2	0.8656367041198502	2020-04-03 05:17:46.042828	2020-04-03 05:20:16.842622	0.3240126552562291	0.3410521972945217	0.42907445959529983	256	128	0.06452780668067494	512	0.008146653414587897	0.13375572020219367	0.40262172284644193	0.8656367041198502	0.6811797752808989	0.7631086142322098	6.520599250936329	0.5640968766087974	0.40262172284644193	0.8656367041198502	0.6811797752808989	0.7631086142322098	6.520599250936329	0.5640968766087974	3993344818	300.0	0.40262172284644193	0.8656367041198502	0.6811797752808989	0.7631086142322098	6.520599250936329	0.5640968766087974	2	COMPLETE
3	0.11376404494382023	2020-04-03 05:20:16.890397	2020-04-03 05:20:48.312356	0.3421313047712233	0.4953016359149806	0.3927131943518883	64	256	0.0601395833671203	128	0.42871760927983055	1.0116497493812933	0.01544943820224719	0.11376404494382023	0.037921348314606744	0.05805243445692884	48.87125468164794	0.058926615249932666	0.01544943820224719	0.11376404494382023	0.037921348314606744	0.05805243445692884	48.87125468164794	0.058926615249932666	1031475754	200.0	0.01544943820224719	0.11376404494382023	0.037921348314606744	0.05805243445692884	48.87125468164794	0.058926615249932666	3	COMPLETE
4	0.9204119850187266	2020-04-03 05:20:48.345939	2020-04-03 05:23:34.018841	0.3797397510693101	0.41560183217464375	0.1453078840218341	256	256	0.0023286793988223217	256	0.11641146697447344	0.09631833822330398	0.38857677902621723	0.9204119850187266	0.7045880149812734	0.8216292134831461	4.670411985018727	0.5709269108633829	0.38857677902621723	0.9204119850187266	0.7045880149812734	0.8216292134831461	4.670411985018727	0.5709269108633829	105358026	200.0	0.38857677902621723	0.9204119850187266	0.7045880149812734	0.8216292134831461	4.670411985018727	0.5709269108633829	4	COMPLETE
5	0.8670411985018727	2020-04-03 05:23:34.060437	2020-04-03 05:24:50.670107	0.21431831249264463	0.11108469139809261	0.10997503979053853	256	64	0.0010967056758489446	128	0.06807168869464633	0.12175610797804141	0.30290262172284643	0.8670411985018727	0.6090823970037453	0.7359550561797753	5.898408239700374	0.4919978326735645	0.30290262172284643	0.8670411985018727	0.6090823970037453	0.7359550561797753	5.898408239700374	0.4919978326735645	3142962191	250.0	0.30290262172284643	0.8670411985018727	0.6090823970037453	0.7359550561797753	5.898408239700374	0.4919978326735645	5	COMPLETE
6	0.9222846441947565	2020-04-03 05:24:50.720734	2020-04-03 05:25:40.246902	0.3938178581717052	0.18102951767728817	0.17054223598715704	128	64	0.0023863483902140403	128	0.39714446734676967	0.09408678006457534	0.3895131086142322	0.9222846441947565	0.697565543071161	0.8113295880149812	4.556647940074907	0.5702699350137397	0.3895131086142322	0.9222846441947565	0.697565543071161	0.8113295880149812	4.556647940074907	0.5702699350137397	2111282123	300.0	0.3895131086142322	0.9222846441947565	0.697565543071161	0.8113295880149812	4.556647940074907	0.5702699350137397	6	COMPLETE
7	0.8417602996254682	2020-04-03 05:25:40.301233	2020-04-03 05:26:17.882836	0.16670480105998242	0.2139462678116607	0.40032665332873935	128	128	0.019899481342530227	256	0.17570831656619398	0.14132979015770894	0.325374531835206	0.8417602996254682	0.5987827715355806	0.7111423220973783	6.870318352059925	0.4966320365777118	0.325374531835206	0.8417602996254682	0.5987827715355806	0.7111423220973783	6.870318352059925	0.4966320365777118	4181312472	200.0	0.325374531835206	0.8417602996254682	0.5987827715355806	0.7111423220973783	6.870318352059925	0.4966320365777118	7	COMPLETE
8	0.897003745318352	2020-04-03 05:26:17.918588	2020-04-03 05:27:51.687182	0.16677255910488853	0.38383687488345225	0.27620004583250635	256	64	0.0013686010022365953	128	0.3475327570285884	0.10814111896752195	0.3637640449438202	0.897003745318352	0.6694756554307116	0.7851123595505618	5.23876404494382	0.54445264251644	0.3637640449438202	0.897003745318352	0.6694756554307116	0.7851123595505618	5.23876404494382	0.54445264251644	534354527	300.0	0.3637640449438202	0.897003745318352	0.6694756554307116	0.7851123595505618	5.23876404494382	0.54445264251644	8	COMPLETE
9	0.9620786516853933	2020-04-03 05:27:51.732243	2020-04-03 05:28:50.677403	0.12921986780496267	0.40020545529641716	0.3218317866778188	64	256	0.001517140861276942	128	0.04116940871771104	0.06368318328735059	0.49719101123595505	0.9620786516853933	0.8192883895131086	0.899812734082397	3.073501872659176	0.6696285994611658	0.49719101123595505	0.9620786516853933	0.8192883895131086	0.899812734082397	3.073501872659176	0.6696285994611658	766553229	350.0	0.49719101123595505	0.9620786516853933	0.8192883895131086	0.899812734082397	3.073501872659176	0.6696285994611658	9	COMPLETE
10	0.8319288389513109	2020-04-03 05:28:50.725534	2020-04-03 05:30:27.724950	0.22738269489287555	0.15018529460496022	0.3422675706661381	256	128	0.0021826643448036452	128	0.33755058781969854	0.13874692328741656	0.29681647940074907	0.8319288389513109	0.5767790262172284	0.6933520599250936	6.703183520599251	0.47237288698936125	0.29681647940074907	0.8319288389513109	0.5767790262172284	0.6933520599250936	6.703183520599251	0.47237288698936125	3020973511	200.0	0.29681647940074907	0.8319288389513109	0.5767790262172284	0.6933520599250936	6.703183520599251	0.47237288698936125	10	COMPLETE
11	0.6423220973782772	2020-04-03 05:30:27.785517	2020-04-03 05:36:28.599656	0.21651055734633395	0.29354563276415785	0.3790423916950794	256	256	0.011365466421365062	128	0.0014636120951887009	0.2896198270116908	0.19288389513108614	0.6423220973782772	0.39419475655430714	0.49953183520599254	14.05243445692884	0.33754959200337065	0.19288389513108614	0.6423220973782772	0.39419475655430714	0.49953183520599254	14.05243445692884	0.33754959200337065	3658121527	400.0	0.19288389513108614	0.6423220973782772	0.39419475655430714	0.49953183520599254	14.05243445692884	0.33754959200337065	11	COMPLETE
12	0.9470973782771536	2020-04-03 05:36:28.642069	2020-04-03 05:38:34.717672	0.16428992589517444	0.3350836295413471	0.3040752006836226	64	64	0.001043477401540346	256	0.4400425730809248	0.07131734354881926	0.4400749063670412	0.9470973782771536	0.7565543071161048	0.8567415730337079	3.4433520599250937	0.6190564391119653	0.4400749063670412	0.9470973782771536	0.7565543071161048	0.8567415730337079	3.4433520599250937	0.6190564391119653	511000044		0.4400749063670412	0.9470973782771536	0.7565543071161048	0.8567415730337079	3.4433520599250937	0.6190564391119653	12	COMPLETE
