number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
12	0.10955056179775281	2020-05-21 18:54:02.903742	2020-05-21 20:18:59.128695	256	0.24062253802396652	500	57	256	0.9573764538441258	0.012640449438202247	0.10955056179775281	0.032303370786516857	0.0552434456928839	46.06741573033708	0.05624718597737813	0.012640449438202247	0.10955056179775281	0.032303370786516857	0.0552434456928839	46.06741573033708	0.05624718597737813	2444197930	200.0	0.012640449438202247	0.10955056179775281	0.032303370786516857	0.0552434456928839	46.06741573033708	0.05624718597737813	12	COMPLETE
13	0.12125468164794008	2020-05-21 20:18:59.138984	2020-05-21 20:46:04.132291	64	0.18816484687662777	300	62	256	0.9666759187891061	0.009831460674157303	0.12125468164794008	0.03089887640449438	0.06132958801498127	46.64887640449438	0.05703116636637874	0.009831460674157303	0.12125468164794008	0.03089887640449438	0.06132958801498127	46.64887640449438	0.05703116636637874	4135074793	350.0	0.009831460674157303	0.12125468164794008	0.03089887640449438	0.06132958801498127	46.64887640449438	0.05703116636637874	13	COMPLETE
14	0.11657303370786516	2020-05-21 20:46:04.144446	2020-05-21 21:52:11.870808	256	0.3833290133495345	400	46	512	0.9490728841079503	0.011235955056179775	0.11657303370786516	0.03277153558052434	0.05898876404494382	45.686797752808985	0.057465997017132515	0.011235955056179775	0.11657303370786516	0.03277153558052434	0.05898876404494382	45.686797752808985	0.057465997017132515	2800605769	250.0	0.011235955056179775	0.11657303370786516	0.03277153558052434	0.05898876404494382	45.686797752808985	0.057465997017132515	14	COMPLETE
15	0.0997191011235955	2020-05-21 21:52:11.882728	2020-05-21 21:58:34.023282	64	0.34225864982166876	100	81	512	0.9980645291454923	0.008426966292134831	0.0997191011235955	0.033707865168539325	0.05149812734082397	48.14911048689139	0.052036035960897634	0.008426966292134831	0.0997191011235955	0.033707865168539325	0.05149812734082397	48.14887640449438	0.052036161105189	588183550	200.0	0.008426966292134831	0.0997191011235955	0.033707865168539325	0.05149812734082397	48.14934456928839	0.0520359136607947	15	COMPLETE
16	0.8801498127340824	2020-05-21 21:58:34.033650	2020-05-21 22:21:58.971140	128	0.10027145453673475	450	4	256	0.11258042955942006	0.24906367041198502	0.8801498127340824	0.5463483146067416	0.6989700374531835	5.426498127340824	0.44370061468682376	0.24906367041198502	0.8801498127340824	0.5463483146067416	0.6989700374531835	5.426498127340824	0.44370061468682376	3224890790	850.0	0.24906367041198502	0.8801498127340824	0.5463483146067416	0.6989700374531835	5.426498127340824	0.44370061468682376	16	COMPLETE
17	0.09784644194756555	2020-05-21 22:21:58.981689	2020-05-21 22:25:26.285876	128	0.144432630213312	100	31	512	0.9953594806783724	0.006086142322097378	0.09784644194756555	0.025749063670411985	0.0552434456928839	48.01170411985019	0.0502315878515793	0.006086142322097378	0.09784644194756555	0.025749063670411985	0.0552434456928839	48.01170411985019	0.0502315878515793	1837566661	150.0	0.006086142322097378	0.09784644194756555	0.025749063670411985	0.0552434456928839	48.01170411985019	0.0502315878515793	17	COMPLETE
18	0.11095505617977527	2020-05-21 22:25:26.298191	2020-05-21 22:31:59.495141	256	0.44640243482840025	250	8	512	0.9235854393432845	0.011704119850187267	0.11095505617977527	0.03464419475655431	0.05290262172284644	44.44452247191011	0.058488838681238754	0.011704119850187267	0.11095505617977527	0.03464419475655431	0.05290262172284644	44.44428838951311	0.05848887691125623	1269397939	200.0	0.011704119850187267	0.11095505617977527	0.03464419475655431	0.05290262172284644	44.44475655430712	0.05848880093514556	18	COMPLETE
19	0.11095505617977527	2020-05-21 22:31:59.507134	2020-05-21 23:07:48.512871	128	0.317936569195843	450	57	512	0.9585859330304748	0.012172284644194757	0.11095505617977527	0.03277153558052434	0.05571161048689138	46.24063670411985	0.05672729722467687	0.012172284644194757	0.11095505617977527	0.03277153558052434	0.05571161048689138	46.24063670411985	0.05672729722467687	2783261664	200.0	0.012172284644194757	0.11095505617977527	0.03277153558052434	0.05571161048689138	46.24063670411985	0.05672729722467687	19	COMPLETE
20	0.10299625468164794	2020-05-21 23:07:48.524886	2020-05-21 23:19:30.532888	64	0.13618163554259977	300	82	256	0.9903620706647913	0.010767790262172285	0.10299625468164794	0.030430711610486893	0.05149812734082397	47.774578651685395	0.0540042331868476	0.010767790262172285	0.10299625468164794	0.030430711610486893	0.05149812734082397	47.77434456928839	0.054004864988189044	1551495656	150.0	0.010767790262172285	0.10299625468164794	0.030430711610486893	0.05149812734082397	47.774812734082396	0.05400363297557323	20	COMPLETE
21	0.11563670411985019	2020-05-21 23:19:30.549697	2020-05-21 23:50:15.245968	256	0.4633786256241915	100	81	512	0.9612710792824194	0.012640449438202247	0.11563670411985019	0.03838951310861423	0.060861423220973786	46.31975655430712	0.05955692241263183	0.012640449438202247	0.11563670411985019	0.03838951310861423	0.060861423220973786	46.31975655430712	0.05955692241263183	1301415329	250.0	0.012640449438202247	0.11563670411985019	0.03838951310861423	0.060861423220973786	46.31975655430712	0.05955692241263183	21	COMPLETE
22	0.9176029962546817	2020-05-21 23:50:15.258272	2020-05-22 00:47:47.363230	128	0.1753664394779688	400	11	128	0.09594750994282743	0.29728464419475653	0.9176029962546817	0.6025280898876404	0.7593632958801498	4.632490636704119	0.49190502167551964	0.29728464419475653	0.9176029962546817	0.6025280898876404	0.7593632958801498	4.632490636704119	0.49190502167551964	4127359244		0.29728464419475653	0.9176029962546817	0.6025280898876404	0.7593632958801498	4.632490636704119	0.49190502167551964	22	COMPLETE
23	0.12827715355805244	2020-05-22 00:47:47.381305	2020-05-22 01:44:55.648800	256	0.4345864664701349	200	37	128	0.8688325741875931	0.012640449438202247	0.12827715355805244	0.039794007490636704	0.06835205992509363	41.70786516853933	0.06466612726361483	0.012640449438202247	0.12827715355805244	0.039794007490636704	0.06835205992509363	41.70786516853933	0.06466612726361483	4250259007	450.0	0.012640449438202247	0.12827715355805244	0.039794007490636704	0.06835205992509363	41.70786516853933	0.06466612726361483	23	COMPLETE
24	0.11750936329588015	2020-05-22 01:44:55.660665	2020-05-22 02:16:29.298833	64	0.2804404608924318	450	78	256	0.957776273946079	0.00749063670411985	0.11750936329588015	0.03089887640449438	0.054307116104868915	46.16011235955056	0.05463240302623391	0.00749063670411985	0.11750936329588015	0.03089887640449438	0.054307116104868915	46.16011235955056	0.05463240302623391	3077359167	250.0	0.00749063670411985	0.11750936329588015	0.03089887640449438	0.054307116104868915	46.16011235955056	0.05463240302623391	24	COMPLETE
25	0.7743445692883895	2020-05-22 02:16:29.308903	2020-05-22 04:17:23.071259	128	0.24646928905990204	350	35	128	0.15373474420030855	0.1540262172284644	0.7743445692883895	0.3792134831460674	0.5313670411985019	7.448970037453184	0.32966383313650754	0.1540262172284644	0.7743445692883895	0.3792134831460674	0.5313670411985019	7.448970037453184	0.32966383313650754	3417833511		0.1540262172284644	0.7743445692883895	0.3792134831460674	0.5313670411985019	7.448970037453184	0.32966383313650754	25	COMPLETE
26	0.09316479400749064	2020-05-22 04:17:23.083117	2020-05-22 04:20:56.926889	64	0.1742486008529375	50	71	512	1.0048517546126416	0.008426966292134831	0.09316479400749064	0.027153558052434457	0.04541198501872659	48.47752808988764	0.049768316214021745	0.008426966292134831	0.09316479400749064	0.027153558052434457	0.04541198501872659	48.47752808988764	0.049768316214021745	4034630626	200.0	0.008426966292134831	0.09316479400749064	0.027153558052434457	0.04541198501872659	48.47752808988764	0.049768316214021745	26	COMPLETE
27	0.11563670411985019	2020-05-22 04:20:56.937174	2020-05-22 04:34:46.115496	128	0.44936262581841757	100	92	256	0.9998170624195846	0.013108614232209739	0.11563670411985019	0.037921348314606744	0.05898876404494382	48.21067415730337	0.05855630043433439	0.013108614232209739	0.11563670411985019	0.037921348314606744	0.05898876404494382	48.21067415730337	0.05855630043433439	2323975567	200.0	0.013108614232209739	0.11563670411985019	0.037921348314606744	0.05898876404494382	48.21067415730337	0.05855630043433439	27	COMPLETE
28	0.10767790262172285	2020-05-22 04:34:46.127566	2020-05-22 05:02:21.657250	64	0.12839116488555147	450	87	128	0.9611391604682675	0.010767790262172285	0.10767790262172285	0.03745318352059925	0.060393258426966294	46.33661048689139	0.057551555560780246	0.010767790262172285	0.10767790262172285	0.03745318352059925	0.060393258426966294	46.33661048689139	0.057551555560780246	1439130744	200.0	0.010767790262172285	0.10767790262172285	0.03745318352059925	0.060393258426966294	46.33661048689139	0.057551555560780246	28	COMPLETE
29	0.1343632958801498	2020-05-22 05:02:21.669287	2020-05-22 11:55:16.952044	256	0.2849309087915143	400	85	256	0.8728115274422638	0.0149812734082397	0.1343632958801498	0.041666666666666664	0.075374531835206	41.91690074906367	0.06646183074295627	0.0149812734082397	0.1343632958801498	0.041666666666666664	0.075374531835206	41.916666666666664	0.06646185824970094	3968422119	700.0	0.0149812734082397	0.1343632958801498	0.041666666666666664	0.075374531835206	41.91713483146067	0.06646180353198308	29	COMPLETE
