number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.9569288389513109	2020-03-17 17:19:46.482014	2020-03-17 17:27:57.668645	256	0.2798855240025296	0.4802285504863964	29	0.2902746037172472	0.0013258035711026385	256	0.011703793473792428	0.06462985005888962	0.5051498127340824	0.9569288389513109	0.8230337078651685	0.9040262172284644	3.1123595505617976	0.6774491442492933	0.5051498127340824	0.9569288389513109	0.8230337078651685	0.9040262172284644	3.1123595505617976	0.6774491442492933	1513169663	350	0.5051498127340824	0.9569288389513109	0.8230337078651685	0.9040262172284644	3.1123595505617976	0.6774491442492933	0	COMPLETE
1	0.9161985018726592	2020-03-17 17:27:57.735962	2020-03-17 17:35:02.459161	64	0.24543505368520419	0.4189425829012818	63	0.17431928707766886	0.0681817568630049	128	0.34571687414330354	0.0891081356802739	0.37874531835205993	0.9161985018726592	0.6690074906367042	0.7902621722846442	4.301966292134831	0.5568835144308003	0.37874531835205993	0.9161985018726592	0.6690074906367042	0.7902621722846442	4.301966292134831	0.5568835144308003	2753789725	300	0.37874531835205993	0.9161985018726592	0.6690074906367042	0.7902621722846442	4.301966292134831	0.5568835144308003	1	COMPLETE
2	0.9616104868913857	2020-03-17 17:35:02.511985	2020-03-17 17:46:54.139840	64	0.4237879457322365	0.27353025378075435	38	0.41448231878217273	0.0011655386070279039	256	0.06454462125703866	0.06423893839047615	0.46441947565543074	0.9616104868913857	0.7949438202247191	0.8909176029962547	3.090355805243446	0.6461304973874216	0.46441947565543074	0.9616104868913857	0.7949438202247191	0.8909176029962547	3.090355805243446	0.6461304973874216	3198058832	800	0.46441947565543074	0.9616104868913857	0.7949438202247191	0.8909176029962547	3.090355805243446	0.6461304973874216	2	COMPLETE
3	0.9644194756554307	2020-03-17 17:46:54.213968	2020-03-17 17:50:23.158790	256	0.3487415582935995	0.2802807354594627	17	0.14782948548759228	0.01290160110652494	512	0.09477496206188678	0.06276377340192708	0.4953183520599251	0.9644194756554307	0.8188202247191011	0.9063670411985019	3.0262172284644193	0.6716118724287405	0.4953183520599251	0.9644194756554307	0.8188202247191011	0.9063670411985019	3.0262172284644193	0.6716118724287405	916104649	300	0.4953183520599251	0.9644194756554307	0.8188202247191011	0.9063670411985019	3.0262172284644193	0.6716118724287405	3	COMPLETE
4	0.9709737827715356	2020-03-17 17:50:23.213721	2020-03-17 17:54:22.473917	128	0.27118995323472983	0.3644064425130881	16	0.22590199001519456	0.019694097947318467	256	0.0016697189460910245	0.05918350283663427	0.50187265917603	0.9709737827715356	0.8380149812734082	0.9222846441947565	2.8469101123595504	0.6800201852801787	0.50187265917603	0.9709737827715356	0.8380149812734082	0.9222846441947565	2.8469101123595504	0.6800201852801787	186963033	300	0.50187265917603	0.9709737827715356	0.8380149812734082	0.9222846441947565	2.8469101123595504	0.6800201852801787	4	COMPLETE
5	0.9279026217228464	2020-03-17 17:54:22.517301	2020-03-17 18:00:33.263893	256	0.15761093703309081	0.07074235289490116	64	0.12901470657697706	0.0014783365766202093	256	0.0054224953586800425	0.08674235811390764	0.45131086142322097	0.9279026217228464	0.75187265917603	0.8558052434456929	4.182116104868914	0.6220226574847161	0.45131086142322097	0.9279026217228464	0.75187265917603	0.8558052434456929	4.182116104868914	0.6220226574847161	990923678	250	0.45131086142322097	0.9279026217228464	0.75187265917603	0.8558052434456929	4.182116104868914	0.6220226574847161	5	COMPLETE
6	0.971441947565543	2020-03-17 18:00:33.309741	2020-03-17 18:09:16.581229	64	0.17084518842314217	0.2743344391801525	35	0.33610548210743313	0.0028625704105843326	256	0.02035583035507361	0.06015964767770068	0.5060861423220974	0.971441947565543	0.8178838951310862	0.9091760299625468	2.8965355805243447	0.6783018386803542	0.5060861423220974	0.971441947565543	0.8178838951310862	0.9091760299625468	2.8965355805243447	0.6783018386803542	1341593057	600	0.5060861423220974	0.971441947565543	0.8178838951310862	0.9091760299625468	2.8965355805243447	0.6783018386803542	6	COMPLETE
7	0.9644194756554307	2020-03-17 18:09:16.648983	2020-03-17 18:15:40.675125	64	0.4656702330268432	0.3713056221985674	50	0.1117698943844948	0.002174742751297946	256	0.015224421192969928	0.06196609127059691	0.4859550561797753	0.9644194756554307	0.8188202247191011	0.9077715355805244	2.9822097378277155	0.6671840368234457	0.4859550561797753	0.9644194756554307	0.8188202247191011	0.9077715355805244	2.9822097378277155	0.6671840368234457	3510901978	450	0.4859550561797753	0.9644194756554307	0.8188202247191011	0.9077715355805244	2.9822097378277155	0.6671840368234457	7	COMPLETE
8	0.5589887640449438	2020-03-17 18:15:40.727350	2020-03-17 18:25:58.750751	256	0.36152470582079455	0.4910522171304233	40	0.35208194645177354	0.09837250677812116	128	0.015004054589561396	0.26464286837500106	0.15121722846441948	0.5589887640449438	0.3169475655430712	0.39840823970037453	12.746722846441948	0.2857840571816336	0.15121722846441948	0.5589887640449438	0.3169475655430712	0.39840823970037453	12.746722846441948	0.2857840571816336	3958764486	350	0.15121722846441948	0.5589887640449438	0.3169475655430712	0.39840823970037453	12.746722846441948	0.2857840571816336	8	COMPLETE
9	0.9620786516853933	2020-03-17 18:25:58.777502	2020-03-17 18:28:35.039912	64	0.20378089500185753	0.03386490461207947	36	0.004343176542847993	0.0551752677089965	512	0.5295435297975349	0.06288875422391636	0.49391385767790263	0.9620786516853933	0.8370786516853933	0.9204119850187266	3.023876404494382	0.6747277702079677	0.49391385767790263	0.9620786516853933	0.8370786516853933	0.9204119850187266	3.023876404494382	0.6747277702079677	1559110157	350	0.49391385767790263	0.9620786516853933	0.8370786516853933	0.9204119850187266	3.023876404494382	0.6747277702079677	9	COMPLETE
10	0.952247191011236	2020-03-17 18:28:35.137915	2020-03-17 18:32:18.841230	128	0.03583632436810036	0.12190572049291332	50	0.17295905918673665	0.0036572154469431757	256	0.001625606227350874	0.06958110787738324	0.48314606741573035	0.952247191011236	0.7982209737827716	0.8918539325842697	3.343632958801498	0.655607521173953	0.48314606741573035	0.952247191011236	0.7982209737827716	0.8918539325842697	3.343632958801498	0.655607521173953	4231033204	250	0.48314606741573035	0.952247191011236	0.7982209737827716	0.8918539325842697	3.343632958801498	0.655607521173953	10	COMPLETE
11	0.9578651685393258	2020-03-17 18:32:18.905047	2020-03-17 18:36:39.981135	128	0.15467504081824424	0.2635673981027854	56	0.07452263218632188	0.0021484840489042843	512	0.00476418065418196	0.06720555042987515	0.477059925093633	0.9578651685393258	0.8122659176029963	0.9030898876404494	3.234550561797753	0.6596183556185494	0.477059925093633	0.9578651685393258	0.8122659176029963	0.9030898876404494	3.234550561797753	0.6596183556185494	3817837757	350	0.477059925093633	0.9578651685393258	0.8122659176029963	0.9030898876404494	3.234550561797753	0.6596183556185494	11	COMPLETE
12	0.976123595505618	2020-03-17 18:36:40.027175	2020-03-17 18:43:54.318497	128	0.22299008222068223	0.24035849099665746	38	0.3939154063256358	0.0032030714833466366	128	0.03670157216448789	0.05603086991472805	0.525749063670412	0.976123595505618	0.8548689138576779	0.927434456928839	2.6961610486891385	0.6996303988557893	0.525749063670412	0.976123595505618	0.8548689138576779	0.927434456928839	2.6961610486891385	0.6996303988557893	1390691749	300	0.525749063670412	0.976123595505618	0.8548689138576779	0.927434456928839	2.6961610486891385	0.6996303988557893	12	COMPLETE
13	0.954119850187266	2020-03-17 18:43:54.372841	2020-03-17 18:49:21.695951	256	0.10391826561711542	0.0006989383854549835	25	0.17330397842225126	0.03345452428245668	256	0.19650793312853101	0.06982864054226864	0.5046816479400749	0.954119850187266	0.8080524344569289	0.8918539325842697	3.36750936329588	0.6714515211601934	0.5046816479400749	0.954119850187266	0.8080524344569289	0.8918539325842697	3.36750936329588	0.6714515211601934	1283036507	250	0.5046816479400749	0.954119850187266	0.8080524344569289	0.8918539325842697	3.36750936329588	0.6714515211601934	13	COMPLETE
14	0.9597378277153558	2020-03-17 18:49:21.799433	2020-03-17 18:54:25.945680	128	0.4393838931088536	0.4915057663030022	52	0.17645256737606718	0.021118522300514905	512	0.3620535440512382	0.06418149694294603	0.4803370786516854	0.9597378277153558	0.7968164794007491	0.8960674157303371	3.0861423220973783	0.6567525370314629	0.4803370786516854	0.9597378277153558	0.7968164794007491	0.8960674157303371	3.0861423220973783	0.6567525370314629	1954008798	400	0.4803370786516854	0.9597378277153558	0.7968164794007491	0.8960674157303371	3.0861423220973783	0.6567525370314629	14	COMPLETE
15	0.9456928838951311	2020-03-17 18:54:25.999851	2020-03-17 18:59:22.665143	256	0.16495463019819184	0.43924513746239136	28	0.06572209655727695	0.01915238062743164	128	0.028400082473721448	0.07434395334878692	0.4499063670411985	0.9456928838951311	0.7659176029962547	0.8735955056179775	3.5758426966292136	0.6288282769634963	0.4499063670411985	0.9456928838951311	0.7659176029962547	0.8735955056179775	3.5758426966292136	0.6288282769634963	1320533015	200	0.4499063670411985	0.9456928838951311	0.7659176029962547	0.8735955056179775	3.5758426966292136	0.6288282769634963	15	COMPLETE
16	0.9723782771535581	2020-03-17 18:59:22.720250	2020-03-17 19:05:47.707527	256	0.3151775685998464	0.04660020788680708	18	0.44618045505431947	0.01408378768005671	128	0.04141226118384141	0.057483413825265034	0.5074906367041199	0.9723782771535581	0.8445692883895131	0.923689138576779	2.76310861423221	0.6852595572800474	0.5074906367041199	0.9723782771535581	0.8445692883895131	0.923689138576779	2.76310861423221	0.6852595572800474	3169590885	250	0.5074906367041199	0.9723782771535581	0.8445692883895131	0.923689138576779	2.76310861423221	0.6852595572800474	16	COMPLETE
17	0.9396067415730337	2020-03-17 19:05:47.742860	2020-03-17 19:11:08.466468	256	0.2558936011018831	0.25456886198320355	58	0.11166709700415184	0.0069240278881833725	128	0.12652189637396216	0.0776008392905656	0.450374531835206	0.9396067415730337	0.7808988764044944	0.8670411985018727	3.7420411985018727	0.6309353906817005	0.450374531835206	0.9396067415730337	0.7808988764044944	0.8670411985018727	3.7420411985018727	0.6309353906817005	1982606350	200	0.450374531835206	0.9396067415730337	0.7808988764044944	0.8670411985018727	3.7420411985018727	0.6309353906817005	17	COMPLETE
18	0.9644194756554307	2020-03-17 19:11:08.588308	2020-03-17 19:18:19.570434	128	0.3610080393395676	0.2746162510752513	56	0.4654939388407822	0.006063046051816546	256	0.023826445623532602	0.06421105581517104	0.47237827715355807	0.9644194756554307	0.8010299625468165	0.8909176029962547	3.092696629213483	0.6526727532746621	0.47237827715355807	0.9644194756554307	0.8010299625468165	0.8909176029962547	3.092696629213483	0.6526727532746621	2452739537	450	0.47237827715355807	0.9644194756554307	0.8010299625468165	0.8909176029962547	3.092696629213483	0.6526727532746621	18	COMPLETE
19	0.9672284644194756	2020-03-17 19:18:19.600905	2020-03-17 19:22:38.759949	128	0.3973155043866568	0.4113044945989846	58	0.07004191342134558	0.009160583438839636	512	0.030161600000978107	0.05995555297726214	0.49765917602996257	0.9672284644194756	0.8478464419475655	0.9185393258426966	2.8852996254681647	0.6814090260533996	0.49765917602996257	0.9672284644194756	0.8478464419475655	0.9185393258426966	2.8852996254681647	0.6814090260533996	722039979	350	0.49765917602996257	0.9672284644194756	0.8478464419475655	0.9185393258426966	2.8852996254681647	0.6814090260533996	19	COMPLETE
20	0.9410112359550562	2020-03-17 19:22:38.816948	2020-03-17 19:27:52.303610	256	0.11112178849733378	0.43483560131745	50	0.05617632678780843	0.00829022976970303	128	0.020609203986604607	0.07743094041368014	0.4288389513108614	0.9410112359550562	0.7598314606741573	0.8689138576779026	3.738295880149813	0.6114456763718269	0.4288389513108614	0.9410112359550562	0.7598314606741573	0.8689138576779026	3.738295880149813	0.6114456763718269	2037095397	200	0.4288389513108614	0.9410112359550562	0.7598314606741573	0.8689138576779026	3.738295880149813	0.6114456763718269	20	COMPLETE
21	0.9349250936329588	2020-03-17 19:27:52.333153	2020-03-17 19:34:57.371151	64	0.4302508721404415	0.2086860472203289	45	0.3050713632267003	0.05865777500481804	128	0.0017779180317226834	0.0842798770333846	0.3801498127340824	0.9349250936329588	0.6924157303370787	0.8192883895131086	4.064138576779026	0.5660937724420668	0.3801498127340824	0.9349250936329588	0.6924157303370787	0.8192883895131086	4.064138576779026	0.5660937724420668	2497438948	300	0.3801498127340824	0.9349250936329588	0.6924157303370787	0.8192883895131086	4.064138576779026	0.5660937724420668	21	COMPLETE
