number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.1398208376126897	2020-03-11 22:42:36.069335	2020-03-13 05:57:18.667292	64	128	0.0012470752321414554	512	0.1468123226131354	0.7227919160675707	0.029441971927422116	0.1398208376126897	0.1100079881319183	0.12393016090380007	5137.409463083419	0.0740670011834252	0.029441971927422116	0.1398208376126897	0.1100079881319183	0.12393016090380007	5137.407195024535	0.07406700210319948	99861585	0.029441971927422116	0.1398208376126897	0.1100079881319183	0.12393016090380007	5137.411731142302	0.07406700026819775	0	COMPLETE
