number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0997191011235955	2020-04-06 03:23:25.310404	2020-04-06 03:24:54.749379	128	65	512	1.0093057591377406	0.010299625468164793	0.0997191011235955	0.031835205992509365	0.05196629213483146	48.7373595505618	0.053414935156087535	0.010299625468164793	0.0997191011235955	0.031835205992509365	0.05196629213483146	48.7373595505618	0.053414935156087535	1822292785	150.0	0.010299625468164793	0.0997191011235955	0.031835205992509365	0.05196629213483146	48.7373595505618	0.053414935156087535	0	COMPLETE
1	0.11610486891385768	2020-04-06 03:24:54.767580	2020-04-06 03:27:23.114074	64	26	256	0.9529222952836797	0.013576779026217229	0.11610486891385768	0.04119850187265917	0.06601123595505617	46.00749063670412	0.06155187199799986	0.013576779026217229	0.11610486891385768	0.04119850187265917	0.06601123595505617	46.00749063670412	0.06155187199799986	848683985	250.0	0.013576779026217229	0.11610486891385768	0.04119850187265917	0.06601123595505617	46.00749063670412	0.06155187199799986	1	COMPLETE
2	0.09129213483146068	2020-04-06 03:27:23.132291	2020-04-06 03:29:06.064458	256	26	512	1.031270015608059	0.00749063670411985	0.09129213483146068	0.026685393258426966	0.04353932584269663	49.801029962546814	0.0487970781021416	0.00749063670411985	0.09129213483146068	0.026685393258426966	0.04353932584269663	49.801029962546814	0.0487970781021416	2141747452	200.0	0.00749063670411985	0.09129213483146068	0.026685393258426966	0.04353932584269663	49.801029962546814	0.0487970781021416	2	COMPLETE
3	0.1104868913857678	2020-04-06 03:29:06.076707	2020-04-06 03:30:34.557668	128	40	512	0.9915954675045813	0.0149812734082397	0.1104868913857678	0.0351123595505618	0.05711610486891386	47.87172284644195	0.058727480611432945	0.0149812734082397	0.1104868913857678	0.0351123595505618	0.05711610486891386	47.87172284644195	0.058727480611432945	1979162315	200.0	0.0149812734082397	0.1104868913857678	0.0351123595505618	0.05711610486891386	47.87172284644195	0.058727480611432945	3	COMPLETE
4	0.0950374531835206	2020-04-06 03:30:34.569695	2020-04-06 03:31:51.057769	64	18	256	1.0278827627424905	0.010299625468164793	0.0950374531835206	0.03323970037453183	0.05196629213483146	49.59503745318352	0.052596513973889036	0.010299625468164793	0.0950374531835206	0.03323970037453183	0.05196629213483146	49.59503745318352	0.052596513973889036	1336023221	150.0	0.010299625468164793	0.0950374531835206	0.03323970037453183	0.05196629213483146	49.59503745318352	0.052596513973889036	4	COMPLETE
5	0.9695692883895131	2020-04-06 03:31:51.069797	2020-04-06 04:01:36.778922	128	37	128	0.06650237360104137	0.4541198501872659	0.9695692883895131	0.8117977528089888	0.9129213483146067	3.2116104868913857	0.6454253743286432	0.4541198501872659	0.9695692883895131	0.8117977528089888	0.9129213483146067	3.2116104868913857	0.6454253743286432	796455458		0.4541198501872659	0.9695692883895131	0.8117977528089888	0.9129213483146067	3.2116104868913857	0.6454253743286432	5	COMPLETE
6	0.0950374531835206	2020-04-06 04:01:36.797075	2020-04-06 04:04:37.919526	128	70	128	1.0208806766838896	0.013576779026217229	0.0950374531835206	0.030430711610486893	0.050093632958801496	49.30875468164794	0.05318553745430549	0.013576779026217229	0.0950374531835206	0.030430711610486893	0.050093632958801496	49.30852059925093	0.053186871257137426	496529502	150.0	0.013576779026217229	0.0950374531835206	0.030430711610486893	0.050093632958801496	49.30898876404494	0.05318429892310442	6	COMPLETE
7	0.9658239700374532	2020-04-06 04:04:37.931662	2020-04-06 04:28:28.056193	64	31	128	0.06645850379243214	0.47237827715355807	0.9658239700374532	0.7968164794007491	0.9026217228464419	3.2111423220973783	0.6528332957982724	0.47237827715355807	0.9658239700374532	0.7968164794007491	0.9026217228464419	3.2111423220973783	0.6528332957982724	403488670	900.0	0.47237827715355807	0.9658239700374532	0.7968164794007491	0.9026217228464419	3.2111423220973783	0.6528332957982724	7	COMPLETE
8	0.10065543071161048	2020-04-06 04:28:28.068300	2020-04-06 04:30:50.383155	256	29	256	1.0161684020247994	0.010767790262172285	0.10065543071161048	0.027153558052434457	0.04447565543071161	49.092696629213485	0.05165607014814375	0.010767790262172285	0.10065543071161048	0.027153558052434457	0.04447565543071161	49.092696629213485	0.05165607014814375	2464578323	150.0	0.010767790262172285	0.10065543071161048	0.027153558052434457	0.04447565543071161	49.092696629213485	0.05165607014814375	8	COMPLETE
9	0.09363295880149813	2020-04-06 04:30:50.395465	2020-04-06 04:33:14.601305	64	76	256	1.0351658883497594	0.010767790262172285	0.09363295880149813	0.025280898876404494	0.04447565543071161	49.95926966292135	0.05041774493059815	0.010767790262172285	0.09363295880149813	0.025280898876404494	0.04447565543071161	49.95926966292135	0.05041774493059815	3317973349	150.0	0.010767790262172285	0.09363295880149813	0.025280898876404494	0.04447565543071161	49.95926966292135	0.05041774493059815	9	COMPLETE
