number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.9143258426966292	2020-03-19 01:21:09.729131	2020-03-19 01:27:33.110026	256	0.2815176884189487	0.23630707261265782	50	0.40913344154398934	0.021551941388997832	128	0.29140199678907164	0.09282416111112952	0.37359550561797755	0.9143258426966292	0.6779026217228464	0.7935393258426966	4.49812734082397	0.5559586815264287	0.37359550561797755	0.9143258426966292	0.6779026217228464	0.7935393258426966	4.49812734082397	0.5559586815264287	671998332	250.0	0.37359550561797755	0.9143258426966292	0.6779026217228464	0.7935393258426966	4.49812734082397	0.5559586815264287	0	COMPLETE
1	0.9288389513108615	2020-03-19 01:27:33.172145	2020-03-19 01:30:16.914255	128	0.36850514448569643	0.18888956054586475	17	0.27877912473192024	0.007504249121938152	256	0.09695364274416225	0.0834375440643591	0.3913857677902622	0.9288389513108615	0.7036516853932584	0.8178838951310862	4.029494382022472	0.5742867332989424	0.3913857677902622	0.9288389513108615	0.7036516853932584	0.8178838951310862	4.029494382022472	0.5742867332989424	1088583276	300.0	0.3913857677902622	0.9288389513108615	0.7036516853932584	0.8178838951310862	4.029494382022472	0.5742867332989424	1	COMPLETE
2	0.7008426966292135	2020-03-19 01:30:16.983453	2020-03-19 01:35:37.796442	256	0.2633045533064941	0.42482682534023103	55	0.006041857036729659	0.006622410696482717	128	0.2769439560079191	0.21102263429289342	0.13670411985018727	0.7008426966292135	0.35159176029962547	0.49765917602996257	10.167134831460674	0.3049463445701359	0.13670411985018727	0.7008426966292135	0.35159176029962547	0.49765917602996257	10.167134831460674	0.3049463445701359	2570175836	200.0	0.13670411985018727	0.7008426966292135	0.35159176029962547	0.49765917602996257	10.167134831460674	0.3049463445701359	2	COMPLETE
3	0.9311797752808989	2020-03-19 01:35:37.826819	2020-03-19 01:42:03.592280	128	0.22705983245657846	0.35300791629275013	50	0.4430486298420963	0.022012338267920827	128	0.031149666087848	0.0854372003129666	0.37546816479400746	0.9311797752808989	0.6797752808988764	0.7972846441947565	4.1254681647940075	0.5582561580515268	0.37546816479400746	0.9311797752808989	0.6797752808988764	0.7972846441947565	4.1254681647940075	0.5582561580515268	359818365	350.0	0.37546816479400746	0.9311797752808989	0.6797752808988764	0.7972846441947565	4.1254681647940075	0.5582561580515268	3	COMPLETE
4	0.09925093632958802	2020-03-19 01:42:04.138104	2020-03-19 01:46:49.792348	128	0.19825477467183544	0.1541163799138915	63	0.31460539680109917	0.046191259835142606	128	0.9754338077666407	1.0377689005200113	0.010767790262172285	0.09925093632958802	0.031835205992509365	0.05290262172284644	50.11610486891386	0.05288418417981859	0.010767790262172285	0.09925093632958802	0.031835205992509365	0.05290262172284644	50.11610486891386	0.05288418417981859	407439017	250.0	0.010767790262172285	0.09925093632958802	0.031835205992509365	0.05290262172284644	50.11610486891386	0.05288418417981859	4	COMPLETE
5	0.9021535580524345	2020-03-19 01:46:49.839426	2020-03-19 01:49:39.265526	128	0.25378200253084765	0.035887925853985814	50	0.018871484697521035	0.08745399394373513	512	0.011089710469487021	0.10279202669831028	0.31741573033707865	0.9021535580524345	0.6132958801498127	0.7504681647940075	4.967696629213483	0.5049769627690753	0.31741573033707865	0.9021535580524345	0.6132958801498127	0.7504681647940075	4.967696629213483	0.5049769627690753	4249432675	250.0	0.31741573033707865	0.9021535580524345	0.6132958801498127	0.7504681647940075	4.967696629213483	0.5049769627690753	5	COMPLETE
6	0.7453183520599251	2020-03-19 01:49:39.325366	2020-03-19 01:54:41.425636	256	0.02960781469631607	0.22332039015885857	50	0.034398871824008304	0.0182851920640078	128	0.06397159871038237	0.18393184850602812	0.16666666666666666	0.7453183520599251	0.37780898876404495	0.5201310861423221	8.851591760299625	0.3343209242587419	0.16666666666666666	0.7453183520599251	0.37780898876404495	0.5201310861423221	8.851591760299625	0.3343209242587419	1140310527	200.0	0.16666666666666666	0.7453183520599251	0.37780898876404495	0.5201310861423221	8.851591760299625	0.3343209242587419	6	COMPLETE
7	0.9363295880149812	2020-03-19 01:54:41.456748	2020-03-19 02:00:23.536718	64	0.22225161139866023	0.4754091419699803	59	0.25978015701688145	0.0024006658178457574	512	0.05952013807478667	0.07938926847658577	0.39653558052434457	0.9363295880149812	0.7102059925093633	0.824438202247191	3.837078651685393	0.5811214819631455	0.39653558052434457	0.9363295880149812	0.7102059925093633	0.824438202247191	3.837078651685393	0.5811214819631455	3678783313	800.0	0.39653558052434457	0.9363295880149812	0.7102059925093633	0.824438202247191	3.837078651685393	0.5811214819631455	7	COMPLETE
8	0.9470973782771536	2020-03-19 02:00:23.576716	2020-03-19 02:05:12.551327	64	0.3820760268428817	0.21810080973882068	25	0.20783846474537299	0.020842111030102334	128	0.021428062723292885	0.0769182969990434	0.3890449438202247	0.9470973782771536	0.724250936329588	0.8361423220973783	3.7148876404494384	0.5825486568241172	0.3890449438202247	0.9470973782771536	0.724250936329588	0.8361423220973783	3.7148876404494384	0.5825486568241172	3324216332	350.0	0.3890449438202247	0.9470973782771536	0.724250936329588	0.8361423220973783	3.7148876404494384	0.5825486568241172	8	COMPLETE
9	0.8895131086142322	2020-03-19 02:05:12.615947	2020-03-19 02:09:02.466421	256	0.27946176039554205	0.14966015602195065	34	0.13053009995672987	0.028131146829183905	512	0.3417706258900778	0.10650965125973193	0.33941947565543074	0.8895131086142322	0.6287453183520599	0.7556179775280899	5.147471910112359	0.5195040373688264	0.33941947565543074	0.8895131086142322	0.6287453183520599	0.7556179775280899	5.147471910112359	0.5195040373688264	101294323	250.0	0.33941947565543074	0.8895131086142322	0.6287453183520599	0.7556179775280899	5.147471910112359	0.5195040373688264	9	COMPLETE
