number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.034879603399433426	2020-05-11 20:17:16.229517	2020-05-11 22:17:30.500025	128	0.1203677827892603	0.016067225039857025	51	0.3423712943734783	77	0.0038044084958663306	512	0.40386466171722796	0.006550991501416431	0.034879603399433426	0.012393767705382436	0.020007082152974504	8187.110924220963	0.016373253137851228	0.006550991501416431	0.034879603399433426	0.012393767705382436	0.020007082152974504	8187.109242209632	0.01637325316739302	2119116444	250	0.006550991501416431	0.034879603399433426	0.012393767705382436	0.020007082152974504	8187.112606232295	0.01637325310831661	0	COMPLETE
1	0.020361189801699715	2020-05-11 22:17:30.550066	2020-05-11 23:53:43.113846	128	0.27307157041048435	0.06450586043021012	37	0.25260011292306295	83	0.0034367952212861225	128	0.4087073149766984	0.002301699716713881	0.020361189801699715	0.005488668555240793	0.010092067988668555	8285.44068696884	0.00861707666759741	0.002301699716713881	0.020361189801699715	0.005488668555240793	0.010092067988668555	8285.438916430596	0.008617077112599156	3313108505	200	0.002301699716713881	0.020361189801699715	0.005488668555240793	0.010092067988668555	8285.442457507083	0.00861707622310157	1	COMPLETE
2	0.014164305949008499	2020-05-11 23:53:43.160917	2020-05-12 03:09:56.372132	256	0.26314816845318106	0.4147911380909954	32	0.17806566825049425	98	0.026515670640245504	128	0.5790384371848161	0.0028328611898017	0.014164305949008499	0.005488668555240793	0.009206798866855524	11738.389872521246	0.007475620443326969	0.0028328611898017	0.014164305949008499	0.005488668555240793	0.009206798866855524	11738.388810198301	0.007475621084036457	1149938237	200	0.0028328611898017	0.014164305949008499	0.005488668555240793	0.009206798866855524	11738.390934844192	0.007475619804279447	2	COMPLETE
3	0.0047804532577903685	2020-05-12 03:09:56.406731	2020-05-12 03:54:51.961566	256	0.27072038620148126	0.04000000892294925	40	0.194388774161467	10	0.029408017982547347	512	0.5911510830338472	0.0003541076487252125	0.0047804532577903685	0.0010623229461756375	0.002124645892351275	11984.793555240793	0.0023546710467256034	0.0003541076487252125	0.0047804532577903685	0.0010623229461756375	0.002124645892351275	11984.792847025496	0.002354671066567329	865000608	200	0.0003541076487252125	0.0047804532577903685	0.0010623229461756375	0.002124645892351275	11984.794263456091	0.0023546710268895475	3	COMPLETE
4	0.0	2020-05-12 03:54:52.006439	2020-05-12 05:18:34.646826	256	0.048150920649463025	0.38338310362889383	23	0.11654326671710125	69	0.08294152509062787	128	1.029149602602588	0.0	0.0	0.0	0.0	20864.26221671388	0.00015450883008964882	0.4065155807365439	0.4621104815864023	0.43909348441926344	0.4506019830028329	10861.066041076487	0.42384688975785695	4084030214	150	0.0	0.0	0.0	0.0	30867.458392351276	0.0001422888299039199	4	COMPLETE
5	0.0005311614730878187	2020-05-12 05:18:34.681246	2020-05-12 06:14:35.928604	128	0.21323471219363094	0.40464665750447526	36	0.3529496457896798	76	0.021720908919189846	256	0.8435002578070666	0.0	0.0005311614730878187	0.0003541076487252125	0.0003541076487252125	17100.342422096317	0.0004604249978278484	0.11756373937677053	0.12854107648725213	0.125	0.12730169971671387	15009.042315864022	0.12190253808107637	3572539230	150	0.0	0.0005311614730878187	0.0003541076487252125	0.0003541076487252125	19191.64252832861	0.0004492290254719362	5	COMPLETE
6	0.022839943342776205	2020-05-12 06:14:35.973335	2020-05-12 07:27:35.838669	64	0.42952111000560705	0.04220587190077091	44	0.4274329317565097	100	0.0014075559012057231	128	0.6079171150154561	0.005488668555240793	0.022839943342776205	0.009737960339943343	0.01451841359773371	12323.449539660056	0.011833288167591908	0.008675637393767706	0.026026912181303118	0.012924929178470254	0.017705382436260624	12305.087110481587	0.015022108662720099	4004799407	200	0.005488668555240793	0.022839943342776205	0.009737960339943343	0.01451841359773371	12341.811968838527	0.011832256859471587	6	COMPLETE
7	0.03842067988668555	2020-05-12 07:27:35.874281	2020-05-12 08:17:10.040656	64	0.4776998414885018	0.3607998672961114	19	0.3111991809870813	97	0.002484171165173687	256	0.32663268082801833	0.008675637393767706	0.03842067988668555	0.018767705382436262	0.025672804532577902	6621.510003541077	0.01963361376277886	0.008675637393767706	0.03842067988668555	0.018767705382436262	0.025672804532577902	6621.507082152974	0.019633614871571434	2953906571	200	0.008675637393767706	0.03842067988668555	0.018767705382436262	0.025672804532577902	6621.512924929179	0.01963361265714356	7	COMPLETE
8	0.029567988668555242	2020-05-12 08:17:10.092944	2020-05-12 09:18:59.268989	256	0.3107572399019997	0.0765213703934059	27	0.3220839457363048	21	0.0024962872132476698	128	0.4499616453574398	0.006373937677053824	0.029567988668555242	0.015580736543909348	0.020538243626062325	9121.972114022663	0.01574216483489446	0.006373937677053824	0.029567988668555242	0.015580736543909348	0.020538243626062325	9121.968484419263	0.015742165036015974	1527852994	200	0.006373937677053824	0.029567988668555242	0.015580736543909348	0.020538243626062325	9121.975743626062	0.015742164633967614	8	COMPLETE
9	0.0017705382436260624	2020-05-12 09:18:59.310266	2020-05-12 12:47:17.150423	256	0.33222028888981353	0.36201486507705866	52	0.13125315205171673	75	0.086218383478463	128	0.9381770853521666	0.0005311614730878187	0.0017705382436260624	0.000708215297450425	0.000708215297450425	19019.851186260625	0.0011435182372558307	0.0008852691218130312	0.43041784702549574	0.38544617563739375	0.4144830028328612	8971.959100566572	0.19903647406736089	2032027390	200	0.0005311614730878187	0.0017705382436260624	0.000708215297450425	0.000708215297450425	29067.743271954674	0.0011312523570256952	9	COMPLETE
