number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.17696629213483145	2020-05-19 21:06:42.458608	2020-05-19 21:25:14.492310	128	0.36342895412460263	200	256	0.0018573533338453296	0.7930360759132322	0.020131086142322098	0.17696629213483145	0.048220973782771535	0.0847378277153558	38.015917602996254	0.0780752679495874	0.020131086142322098	0.17696629213483145	0.048220973782771535	0.0847378277153558	38.015917602996254	0.0780752679495874	909743434		0.020131086142322098	0.17696629213483145	0.048220973782771535	0.0847378277153558	38.015917602996254	0.0780752679495874	0	COMPLETE
1	0.1797752808988764	2020-05-19 21:25:14.540674	2020-05-19 21:38:12.771108	128	0.498368952189701	350	128	0.001871810874471004	0.8087108611645463	0.026217228464419477	0.1797752808988764	0.06320224719101124	0.09691011235955056	38.75514981273408	0.0854572425168248	0.026217228464419477	0.1797752808988764	0.06320224719101124	0.09691011235955056	38.75514981273408	0.0854572425168248	513813631	450.0	0.026217228464419477	0.1797752808988764	0.06320224719101124	0.09691011235955056	38.75514981273408	0.0854572425168248	1	COMPLETE
2	0.17181647940074907	2020-05-19 21:38:12.803366	2020-05-19 22:14:10.758604	128	0.19623944069557037	400	256	0.06113352972725579	0.7910345191517949	0.018726591760299626	0.17181647940074907	0.05196629213483146	0.09176029962546817	37.88014981273408	0.07825895908437691	0.018726591760299626	0.17181647940074907	0.05196629213483146	0.09176029962546817	37.88014981273408	0.07825895908437691	2466429143		0.018726591760299626	0.17181647940074907	0.05196629213483146	0.09176029962546817	37.88014981273408	0.07825895908437691	2	COMPLETE
3	0.19428838951310862	2020-05-19 22:14:10.807616	2020-05-19 22:25:22.267678	128	0.1632954268504615	100	128	0.14854038801536928	0.7422454193747194	0.023408239700374533	0.19428838951310862	0.0650749063670412	0.1100187265917603	35.61985018726592	0.0880995226595095	0.023408239700374533	0.19428838951310862	0.0650749063670412	0.1100187265917603	35.61985018726592	0.0880995226595095	3534539866		0.023408239700374533	0.19428838951310862	0.0650749063670412	0.1100187265917603	35.61985018726592	0.0880995226595095	3	COMPLETE
4	0.10393258426966293	2020-05-19 22:25:22.314639	2020-05-19 22:26:34.047256	64	0.18406672333782403	100	128	0.023233028349418396	0.9627150915587523	0.00749063670411985	0.10393258426966293	0.025749063670411985	0.04915730337078652	46.350187265917604	0.05212714519299466	0.00749063670411985	0.10393258426966293	0.025749063670411985	0.04915730337078652	46.350187265917604	0.05212714519299466	1208777391	200.0	0.00749063670411985	0.10393258426966293	0.025749063670411985	0.04915730337078652	46.350187265917604	0.05212714519299466	4	COMPLETE
5	0.20084269662921347	2020-05-19 22:26:34.105459	2020-05-19 23:25:57.656415	256	0.46082626123971293	450	256	0.008184073709945854	0.7512416859542819	0.024344569288389514	0.20084269662921347	0.06413857677902622	0.10908239700374532	35.967696629213485	0.08920906152910968	0.024344569288389514	0.20084269662921347	0.06413857677902622	0.10908239700374532	35.967696629213485	0.08920906152910968	4278521282	800.0	0.024344569288389514	0.20084269662921347	0.06413857677902622	0.10908239700374532	35.967696629213485	0.08920906152910968	5	COMPLETE
6	0.19194756554307116	2020-05-19 23:25:57.718918	2020-05-19 23:52:45.875803	128	0.13716190062781153	500	128	0.04826195062388659	0.759969962967476	0.02200374531835206	0.19194756554307116	0.0650749063670412	0.10767790262172285	36.389044943820224	0.08591452245680596	0.02200374531835206	0.19194756554307116	0.0650749063670412	0.10767790262172285	36.389044943820224	0.08591452245680596	1219132853	600.0	0.02200374531835206	0.19194756554307116	0.0650749063670412	0.10767790262172285	36.389044943820224	0.08591452245680596	6	COMPLETE
7	0.16151685393258428	2020-05-19 23:52:45.906856	2020-05-20 00:10:08.717174	64	0.2958047536113303	450	256	0.0010490826692318392	0.8476822598216435	0.018258426966292134	0.16151685393258428	0.05571161048689138	0.09410112359550561	40.760299625468164	0.07604920001650761	0.018258426966292134	0.16151685393258428	0.05571161048689138	0.09410112359550561	40.760299625468164	0.07604920001650761	3444375643	900.0	0.018258426966292134	0.16151685393258428	0.05571161048689138	0.09410112359550561	40.760299625468164	0.07604920001650761	7	COMPLETE
8	0.18352059925093633	2020-05-20 00:10:08.746384	2020-05-20 01:17:17.853492	256	0.4839290971831478	450	256	0.0868939110305519	0.7623549756508544	0.019662921348314606	0.18352059925093633	0.05852059925093633	0.09222846441947566	36.54073033707865	0.08133440040688077	0.019662921348314606	0.18352059925093633	0.05852059925093633	0.09222846441947566	36.54073033707865	0.08133440040688077	2453064917	900.0	0.019662921348314606	0.18352059925093633	0.05852059925093633	0.09222846441947566	36.54073033707865	0.08133440040688077	8	COMPLETE
9	0.09691011235955056	2020-05-20 01:17:17.880713	2020-05-20 01:27:20.494264	256	0.38487043787743336	350	512	0.557791917795145	1.022014844984737	0.0	0.09691011235955056	0.019662921348314606	0.04260299625468165	49.304307116104866	0.04305983564380128	0.0	0.09691011235955056	0.019662921348314606	0.04260299625468165	49.304307116104866	0.04305983564380128	1199927223	200.0	0.0	0.09691011235955056	0.019662921348314606	0.04260299625468165	49.304307116104866	0.04305983564380128	9	COMPLETE
10	0.17790262172284643	2020-05-20 01:27:20.555760	2020-05-20 01:41:50.055893	64	0.14383020485210737	400	128	0.050240524192028575	0.7654624168642479	0.028089887640449437	0.17790262172284643	0.06601123595505617	0.10018726591760299	36.65777153558052	0.0878437812082042	0.028089887640449437	0.17790262172284643	0.06601123595505617	0.10018726591760299	36.65777153558052	0.0878437812082042	2470290224	800.0	0.028089887640449437	0.17790262172284643	0.06601123595505617	0.10018726591760299	36.65777153558052	0.0878437812082042	10	COMPLETE
11	0.17228464419475656	2020-05-20 01:41:50.083183	2020-05-20 02:00:56.855821	256	0.37120547959542327	100	128	0.3781503698366373	0.8266888397444068	0.01638576779026217	0.17228464419475656	0.05102996254681648	0.0898876404494382	39.64325842696629	0.07549893217667206	0.01638576779026217	0.17228464419475656	0.05102996254681648	0.0898876404494382	39.64325842696629	0.07549893217667206	4097761263	1000.0	0.01638576779026217	0.17228464419475656	0.05102996254681648	0.0898876404494382	39.64325842696629	0.07549893217667206	11	COMPLETE
12	0.15777153558052434	2020-05-20 02:00:56.881693	2020-05-20 02:11:53.675738	128	0.4529843201212539	400	256	0.0023558892518096087	0.8791888766322103	0.018726591760299626	0.15777153558052434	0.05805243445692884	0.09269662921348315	42.203183520599254	0.0747783587380735	0.018726591760299626	0.15777153558052434	0.05805243445692884	0.09269662921348315	42.203183520599254	0.0747783587380735	4270633493	350.0	0.018726591760299626	0.15777153558052434	0.05805243445692884	0.09269662921348315	42.203183520599254	0.0747783587380735	12	COMPLETE
13	0.10018726591760299	2020-05-20 02:11:53.702584	2020-05-20 02:12:41.240165	64	0.40388342732793037	50	512	0.6304326481394521	0.996568544418987	0.0056179775280898875	0.10018726591760299	0.021067415730337078	0.04447565543071161	48.12312734082397	0.0479121904947284	0.0056179775280898875	0.10018726591760299	0.021067415730337078	0.04447565543071161	48.12312734082397	0.0479121904947284	4122725630	250.0	0.0056179775280898875	0.10018726591760299	0.021067415730337078	0.04447565543071161	48.12312734082397	0.0479121904947284	13	COMPLETE
14	0.14840823970037453	2020-05-20 02:12:41.266017	2020-05-20 02:18:21.725806	128	0.21114637408521794	100	512	0.00258517434720863	0.8811463144222407	0.011235955056179775	0.14840823970037453	0.0449438202247191	0.07303370786516854	42.40777153558052	0.06622227355146452	0.011235955056179775	0.14840823970037453	0.0449438202247191	0.07303370786516854	42.40777153558052	0.06622227355146452	1981364464	600.0	0.011235955056179775	0.14840823970037453	0.0449438202247191	0.07303370786516854	42.40777153558052	0.06622227355146452	14	COMPLETE
15	0.12219101123595505	2020-05-20 02:18:21.752713	2020-05-20 02:20:58.242260	64	0.1396220008805827	350	256	0.0312850632968398	0.9581931988701698	0.010299625468164793	0.12219101123595505	0.032303370786516857	0.05711610486891386	46.15823970037453	0.0570786816821426	0.010299625468164793	0.12219101123595505	0.032303370786516857	0.05711610486891386	46.15823970037453	0.0570786816821426	2855083461	200.0	0.010299625468164793	0.12219101123595505	0.032303370786516857	0.05711610486891386	46.15823970037453	0.0570786816821426	15	COMPLETE
16	0.09784644194756555	2020-05-20 02:20:58.268257	2020-05-20 02:35:51.750357	256	0.3946106300002735	500	256	0.4387028856076606	0.9984299368504086	0.00046816479400749064	0.09784644194756555	0.021067415730337078	0.0449438202247191	48.15308988764045	0.04565470462730213	0.00046816479400749064	0.09784644194756555	0.021067415730337078	0.0449438202247191	48.15308988764045	0.04565470462730213	995581595	200.0	0.00046816479400749064	0.09784644194756555	0.021067415730337078	0.0449438202247191	48.15308988764045	0.04565470462730213	16	COMPLETE
17	0.08848314606741572	2020-05-20 02:35:51.777353	2020-05-20 02:36:33.185022	64	0.32426532825955157	100	256	0.6122835751187345	1.0086669338935086	0.005149812734082397	0.08848314606741572	0.023408239700374533	0.04447565543071161	48.65262172284644	0.04650753784498932	0.005149812734082397	0.08848314606741572	0.023408239700374533	0.04447565543071161	48.65262172284644	0.04650753784498932	11923893	150.0	0.005149812734082397	0.08848314606741572	0.023408239700374533	0.04447565543071161	48.65262172284644	0.04650753784498932	17	COMPLETE
18	0.15355805243445692	2020-05-20 02:36:33.218686	2020-05-20 02:42:27.170640	256	0.4571950376864141	50	512	0.0018029581242081083	0.8547845234569469	0.01451310861423221	0.15355805243445692	0.05149812734082397	0.08239700374531835	41.08192883895131	0.07085170364277237	0.01451310861423221	0.15355805243445692	0.05149812734082397	0.08239700374531835	41.08192883895131	0.07085170364277237	598890265	600.0	0.01451310861423221	0.15355805243445692	0.05149812734082397	0.08239700374531835	41.08192883895131	0.07085170364277237	18	COMPLETE
19	0.19241573033707865	2020-05-20 02:42:27.195910	2020-05-20 03:11:17.788625	256	0.43517933590249924	300	128	0.001229977270340693	0.7406896014561813	0.018726591760299626	0.19241573033707865	0.06132958801498127	0.10018726591760299	35.42790262172284	0.08536934778589482	0.018726591760299626	0.19241573033707865	0.06132958801498127	0.10018726591760299	35.42790262172284	0.08536934778589482	872113350	550.0	0.018726591760299626	0.19241573033707865	0.06132958801498127	0.10018726591760299	35.42790262172284	0.08536934778589482	19	COMPLETE
20	0.20411985018726592	2020-05-20 03:11:17.815740	2020-05-20 03:46:30.759034	256	0.3986957327789239	250	128	0.010959363294530355	0.7193277395611162	0.018726591760299626	0.20411985018726592	0.060861423220973786	0.10533707865168539	34.42837078651685	0.08536281960849629	0.018726591760299626	0.20411985018726592	0.060861423220973786	0.10533707865168539	34.42837078651685	0.08536281960849629	670112696	750.0	0.018726591760299626	0.20411985018726592	0.060861423220973786	0.10533707865168539	34.42837078651685	0.08536281960849629	20	COMPLETE
21	0.11282771535580524	2020-05-20 03:46:30.796358	2020-05-20 03:49:35.133614	128	0.3272713346600773	150	256	0.09885776098479276	0.9492834379516318	0.013108614232209739	0.11282771535580524	0.042134831460674156	0.062265917602996254	45.67088014981273	0.0596889221341286	0.013108614232209739	0.11282771535580524	0.042134831460674156	0.062265917602996254	45.67088014981273	0.0596889221341286	2887978301	250.0	0.013108614232209739	0.11282771535580524	0.042134831460674156	0.062265917602996254	45.67088014981273	0.0596889221341286	21	COMPLETE
22	0.12406367041198502	2020-05-20 03:49:35.163319	2020-05-20 03:57:55.238963	64	0.4338286868040505	500	512	0.0015919442296375137	0.928917680050801	0.016853932584269662	0.12406367041198502	0.03932584269662921	0.06835205992509363	44.7059925093633	0.06425027571520622	0.016853932584269662	0.12406367041198502	0.03932584269662921	0.06835205992509363	44.7059925093633	0.06425027571520622	35683098	400.0	0.016853932584269662	0.12406367041198502	0.03932584269662921	0.06835205992509363	44.7059925093633	0.06425027571520622	22	COMPLETE
23	0.17275280898876405	2020-05-20 03:57:55.265776	2020-05-20 04:19:51.128619	256	0.44883095007223517	200	256	0.0017263862445794271	0.7891150764337905	0.025749063670411985	0.17275280898876405	0.06460674157303371	0.10299625468164794	37.80477528089887	0.08658887547941245	0.025749063670411985	0.17275280898876405	0.06460674157303371	0.10299625468164794	37.80477528089887	0.08658887547941245	1134643771	650.0	0.025749063670411985	0.17275280898876405	0.06460674157303371	0.10299625468164794	37.80477528089887	0.08658887547941245	23	COMPLETE
24	0.08941947565543071	2020-05-20 04:19:51.164239	2020-05-20 04:29:55.235789	256	0.3423644620747113	500	128	0.5394158211884422	1.024241628617132	0.0	0.08941947565543071	0.018726591760299626	0.039794007490636704	49.48314606741573	0.04282047812304633	0.0	0.08941947565543071	0.018726591760299626	0.039794007490636704	49.48314606741573	0.04282047812304633	2273136382	150.0	0.0	0.08941947565543071	0.018726591760299626	0.039794007490636704	49.48314606741573	0.04282047812304633	24	COMPLETE
25	0.09222846441947566	2020-05-20 04:29:55.267596	2020-05-20 04:31:01.438936	64	0.4388315854775172	200	256	0.009436787381000839	0.998640523315669	0.00749063670411985	0.09222846441947566	0.02762172284644195	0.04588014981273408	48.081460674157306	0.04926738608792906	0.00749063670411985	0.09222846441947566	0.02762172284644195	0.04588014981273408	48.081460674157306	0.04926738608792906	755608024	150.0	0.00749063670411985	0.09222846441947566	0.02762172284644195	0.04588014981273408	48.081460674157306	0.04926738608792906	25	COMPLETE
26	0.16198501872659177	2020-05-20 04:31:01.465074	2020-05-20 04:35:17.827160	128	0.1796717645724496	50	128	0.08656410683767982	0.8171333411214908	0.02200374531835206	0.16198501872659177	0.06179775280898876	0.09597378277153558	39.2059925093633	0.08075241877136011	0.02200374531835206	0.16198501872659177	0.06179775280898876	0.09597378277153558	39.2059925093633	0.08075241877136011	2042397936	600.0	0.02200374531835206	0.16198501872659177	0.06179775280898876	0.09597378277153558	39.2059925093633	0.08075241877136011	26	COMPLETE
27	0.12874531835205993	2020-05-20 04:35:17.853917	2020-05-20 04:41:50.625944	128	0.295768055206711	200	512	0.013638297006462404	0.9163754829964235	0.019194756554307114	0.12874531835205993	0.0449438202247191	0.0702247191011236	44.06039325842696	0.06796317109021525	0.019194756554307114	0.12874531835205993	0.0449438202247191	0.0702247191011236	44.06039325842696	0.06796317109021525	2332599638	400.0	0.019194756554307114	0.12874531835205993	0.0449438202247191	0.0702247191011236	44.06039325842696	0.06796317109021525	27	COMPLETE
