number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0997191011235955	2020-04-05 14:50:55.646379	2020-04-05 14:52:38.516626	256	45	256	1.0413939089066095	0.007022471910112359	0.0997191011235955	0.03089887640449438	0.04915730337078652	50.27013108614232	0.05001877237648677	0.007022471910112359	0.0997191011235955	0.03089887640449438	0.04915730337078652	50.27013108614232	0.05001877237648677	1628789232	150.0	0.007022471910112359	0.0997191011235955	0.03089887640449438	0.04915730337078652	50.27013108614232	0.05001877237648677	0	COMPLETE
1	0.10112359550561797	2020-04-05 14:52:38.532819	2020-04-05 14:53:34.522748	64	68	512	1.0007779715305425	0.013576779026217229	0.10112359550561797	0.032303370786516857	0.05056179775280899	48.23197565543071	0.055823005125790755	0.013576779026217229	0.10112359550561797	0.032303370786516857	0.05056179775280899	48.23174157303371	0.055824158241046924	3498090697	150.0	0.013576779026217229	0.10112359550561797	0.032303370786516857	0.05056179775280899	48.232209737827716	0.055821928884884985	1	COMPLETE
2	0.0997191011235955	2020-04-05 14:53:34.539509	2020-04-05 14:54:15.865426	64	13	512	1.0089403252371967	0.011704119850187267	0.0997191011235955	0.026685393258426966	0.05056179775280899	48.74110486891386	0.05267156727425612	0.011704119850187267	0.0997191011235955	0.026685393258426966	0.05056179775280899	48.74110486891386	0.05267156727425612	90766304	150.0	0.011704119850187267	0.0997191011235955	0.026685393258426966	0.05056179775280899	48.74110486891386	0.05267156727425612	2	COMPLETE
3	0.971441947565543	2020-04-05 14:54:15.877583	2020-04-05 15:01:27.645021	64	4	512	0.06419452512462376	0.46207865168539325	0.971441947565543	0.7991573033707865	0.9026217228464419	3.097378277153558	0.6473142697806837	0.46207865168539325	0.971441947565543	0.7991573033707865	0.9026217228464419	3.097378277153558	0.6473142697806837	1102086677	900.0	0.46207865168539325	0.971441947565543	0.7991573033707865	0.9026217228464419	3.097378277153558	0.6473142697806837	3	COMPLETE
4	0.9667602996254682	2020-04-05 15:01:27.663430	2020-04-05 15:10:11.125540	128	4	128	0.0644889851109463	0.4943820224719101	0.9667602996254682	0.8267790262172284	0.9124531835205992	3.106741573033708	0.6706959820614222	0.4943820224719101	0.9667602996254682	0.8267790262172284	0.9124531835205992	3.106741573033708	0.6706959820614222	4243242835	400.0	0.4943820224719101	0.9667602996254682	0.8267790262172284	0.9124531835205992	3.106741573033708	0.6706959820614222	4	COMPLETE
5	0.10580524344569288	2020-04-05 15:10:11.137597	2020-04-05 15:12:03.168107	128	68	512	1.006282998086738	0.008895131086142321	0.10580524344569288	0.025749063670411985	0.04400749063670412	48.5936329588015	0.0507438089084356	0.008895131086142321	0.10580524344569288	0.025749063670411985	0.04400749063670412	48.5936329588015	0.0507438089084356	1754782211	200.0	0.008895131086142321	0.10580524344569288	0.025749063670411985	0.04400749063670412	48.5936329588015	0.0507438089084356	5	COMPLETE
6	0.10205992509363296	2020-04-05 15:12:03.180215	2020-04-05 15:13:00.812763	256	19	512	1.0147427938039648	0.008426966292134831	0.10205992509363296	0.024812734082397005	0.04541198501872659	49.008426966292134	0.050248150380131376	0.008426966292134831	0.10205992509363296	0.024812734082397005	0.04541198501872659	49.008426966292134	0.050248150380131376	2274533831	150.0	0.008426966292134831	0.10205992509363296	0.024812734082397005	0.04541198501872659	49.008426966292134	0.050248150380131376	6	COMPLETE
7	0.08567415730337079	2020-04-05 15:13:00.824987	2020-04-05 15:14:20.259433	64	30	256	1.0462963221087174	0.007022471910112359	0.08567415730337079	0.023408239700374533	0.037921348314606744	50.54307116104869	0.046152500279998586	0.007022471910112359	0.08567415730337079	0.023408239700374533	0.037921348314606744	50.54307116104869	0.046152500279998586	358083117	150.0	0.007022471910112359	0.08567415730337079	0.023408239700374533	0.037921348314606744	50.54307116104869	0.046152500279998586	7	COMPLETE
8	0.9648876404494382	2020-04-05 15:14:20.272386	2020-04-05 15:19:03.053361	64	2	256	0.06905302879041277	0.44335205992509363	0.9648876404494382	0.7916666666666666	0.900749063670412	3.3352059925093633	0.6322631387484628	0.44335205992509363	0.9648876404494382	0.7916666666666666	0.900749063670412	3.3352059925093633	0.6322631387484628	2581700732	500.0	0.44335205992509363	0.9648876404494382	0.7916666666666666	0.900749063670412	3.3352059925093633	0.6322631387484628	8	COMPLETE
9	0.09925093632958802	2020-04-05 15:19:03.065499	2020-04-05 15:20:47.430499	64	74	512	1.0014770546542613	0.008426966292134831	0.09925093632958802	0.026217228464419477	0.047752808988764044	48.305945692883896	0.05003115970857967	0.008426966292134831	0.09925093632958802	0.026217228464419477	0.047752808988764044	48.30571161048689	0.05003125241447948	1835268651	150.0	0.008426966292134831	0.09925093632958802	0.026217228464419477	0.047752808988764044	48.306179775280896	0.05003106882044261	9	COMPLETE
