number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	model.relation_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301	351
0	TrialState.COMPLETE	0.0008852691218130312	2020-01-03 13:01:05.559097	2020-01-03 13:32:52.717488	350.0	350.0	51.0	0.004062076671163365	900.0	1.0215037755447787	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20709.148703080737	0.0009033777415328289	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20709.128319759206	0.0009033779601267665	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20709.169086402268	0.0009033775230366584	0	0.0008852691218130312	0.0008852691218130312					
1	TrialState.COMPLETE	0.0010623229461756375	2020-01-03 13:32:52.718456	2020-01-03 14:04:44.800538	150.0	450.0	91.0	0.003937611258208221	700.0	0.9982028742342484	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010623229461756375	20236.74161207507	0.0011013089267239821	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010623229461756375	20236.726938739375	0.0011013090497135852	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010623229461756375	20236.756285410764	0.0011013088037808245	1	0.0010623229461756375	0.0010623229461756375					
2	TrialState.COMPLETE	0.00141643059490085	2020-01-03 14:04:44.801319	2020-01-03 14:37:53.613460	450.0	350.0	31.0	0.001242837901072906	700.0	1.0103846040412692	0.000708215297450425	0.00141643059490085	0.0008852691218130312	0.0010623229461756375	20484.007325601982	0.0011173584281655114	0.000708215297450425	0.00141643059490085	0.0008852691218130312	0.0010623229461756375	20483.98844723796	0.001117358653575048	0.000708215297450425	0.00141643059490085	0.0008852691218130312	0.0010623229461756375	20484.026203966005	0.001117358202869125	2	0.00141643059490085	0.00141643059490085					
3	TrialState.COMPLETE	0.000708215297450425	2020-01-03 14:37:53.614543	2020-01-03 14:58:28.404863	50.0	50.0	61.0	0.0016948461616689333	900.0	0.9920498093511904	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20112.08266200425	0.0009146643899833527	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20112.077062677054	0.0009146644627185856	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20112.088261331446	0.0009146643172870841	3	0.000708215297450425	0.000708215297450425					
4	TrialState.COMPLETE	0.01547956292998786	2020-01-03 14:58:28.406472	2020-01-03 15:54:19.984428	250.0	450.0	1.0	0.012876175751671685	900.0	0.806614244582257	0.000708215297450425	0.01547956292998786	0.007436260623229462	0.010774989882638608	16351.499089437475	0.0059737214830957374	0.000708215297450425	0.01547956292998786	0.007436260623229462	0.010774989882638608	16351.490489680291	0.005973721602947159	0.000708215297450425	0.01547956292998786	0.007436260623229462	0.010774989882638608	16351.507689194657	0.005973721363297092	4				0.014447592067988669	0.01504957507082153		
5	TrialState.COMPLETE	0.0009737960339943342	2020-01-03 15:54:19.985376	2020-01-03 16:29:26.136311	350.0	450.0	61.0	0.011378388543045731	800.0	1.0100277224338414	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.0008852691218130312	20476.712176876772	0.0009763481866823636	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.0008852691218130312	20476.691262393768	0.0009763487043658233	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.0008852691218130312	20476.733091359773	0.0009763476700734839	5	0.0010623229461756375	0.0010033050047214354					
6	TrialState.COMPLETE	0.0007524787535410764	2020-01-03 16:29:26.137304	2020-01-03 16:50:34.894906	150.0	50.0	31.0	0.02846409176571565	800.0	1.0118469839672446	0.0003541076487252125	0.0007524787535410764	0.0006196883852691218	0.0006639518413597734	20513.56887393768	0.0006906831389890615	0.0003541076487252125	0.0007524787535410764	0.0006196883852691218	0.0006639518413597734	20513.563119688384	0.0006906832102878521	0.0003541076487252125	0.0007524787535410764	0.0006196883852691218	0.0006639518413597734	20513.57462818697	0.0006906830677113371	6	0.000796742209631728	0.000767233238904627					
7	TrialState.COMPLETE	0.0010623229461756375	2020-01-03 16:50:34.895912	2020-01-03 17:12:39.712101	50.0	450.0	41.0	0.04741518772498777	800.0	0.9688996182708226	0.000708215297450425	0.0010623229461756375	0.0008410056657223796	0.0008852691218130312	19642.69849946884	0.0009600583852697008	0.000708215297450425	0.0010623229461756375	0.0008410056657223796	0.0008852691218130312	19642.68829674221	0.0009600585629503543	0.000708215297450425	0.0010623229461756375	0.0008410056657223796	0.0008852691218130312	19642.70870219547	0.0009600582077254428	7	0.0010623229461756375	0.0010623229461756375					
8	TrialState.COMPLETE	0.000708215297450425	2020-01-03 17:12:39.713119	2020-01-03 17:45:01.533181	450.0	150.0	31.0	0.006982474139478987	900.0	1.033544001655938	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20953.52489819405	0.0008873498302680095	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20953.512172450424	0.0008873499976879461	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20953.53762393768	0.0008873496629173704	8	0.000708215297450425	0.000708215297450425					
