number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	regularizer.weight	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251
0	TrialState.COMPLETE	0.0005754249291784702	2020-01-14 21:25:18.685287	2020-01-14 21:44:58.110609	150.0	51.0	0.0058506648866574135	0.07440074398211467	1700.0	0.9900948435719201	8.852691218130312e-05	0.0005754249291784702	0.0002213172804532578	0.0002213172804532578	20072.468462287536	0.0004147588320481188	8.852691218130312e-05	0.0005754249291784702	0.0002213172804532578	0.0002213172804532578	20072.468307365438	0.0004147588323399673	8.852691218130312e-05	0.0005754249291784702	0.0002213172804532578	0.0002213172804532578	20072.468617209634	0.0004147588317562857	0	0.0004426345609065156	0.0005311614730878187			
1	TrialState.COMPLETE	0.0011951133144475921	2020-01-14 21:44:58.111560	2020-01-14 22:27:57.760573	250.0	41.0	0.009265711669043	0.0009339770030435148	2000.0	0.6525726318896253	0.0001327903682719547	0.0011951133144475921	0.0003541076487252125	0.0006196883852691218	13228.751416430596	0.0009685418963725917	0.0001327903682719547	0.0011951133144475921	0.0003541076487252125	0.0006196883852691218	13228.75101805949	0.0009685419388857434	0.0001327903682719547	0.0011951133144475921	0.0003541076487252125	0.0006196883852691218	13228.751814801699	0.0009685418538804721	1	0.002213172804532578	0.001534466477809254			
2	TrialState.COMPLETE	0.01738668555240793	2020-01-14 22:27:57.762527	2020-01-15 03:49:04.608039	450.0	71.0	0.015753377654895304	0.0019052951362383262	800.0	0.7527265939992793	0.004532577903682719	0.01738668555240793	0.009277620396600567	0.013101983002832862	15260.225407223796	0.00922811807059081	0.004532577903682719	0.01738668555240793	0.009277620396600567	0.013101983002832862	15260.224610481586	0.00922811809343672	0.004532577903682719	0.01738668555240793	0.009277620396600567	0.013101983002832862	15260.226203966005	0.009228118047754506	2		0.028859773371104815	0.021689093484419265		
3	TrialState.COMPLETE	0.002478753541076487	2020-01-15 03:49:04.608945	2020-01-15 07:41:28.773335	450.0	51.0	0.0037329541924097888	0.002519103043958286	1400.0	0.6068823920180428	0.0006728045325779037	0.002478753541076487	0.0013101983002832861	0.0016643059490084986	12302.869511331444	0.0018694806885621944	0.0006728045325779037	0.002478753541076487	0.0013101983002832861	0.0016643059490084986	12302.86926345609	0.001869480879601702	0.0006728045325779037	0.002478753541076487	0.0013101983002832861	0.0016643059490084986	12302.869759206798	0.001869480498106714	3		0.003777148253068933	0.0029656515580736543		
4	TrialState.COMPLETE	0.0014872521246458925	2020-01-15 07:41:28.774490	2020-01-15 08:19:29.391345	150.0	71.0	0.0025381487626284145	0.00010590351703636486	1200.0	0.7254867711763302	7.082152974504249e-05	0.0014872521246458925	0.00017705382436260624	0.0005311614730878187	14707.596281869688	0.0008068665684821551	7.082152974504249e-05	0.0014872521246458925	0.00017705382436260624	0.0005311614730878187	14707.595892351275	0.0008068665918793441	7.082152974504249e-05	0.0014872521246458925	0.00017705382436260624	0.0005311614730878187	14707.596671388103	0.0008068665450937189	4		0.002124645892351275	0.0017262747875354107		
5	TrialState.COMPLETE	0.0012836402266288953	2020-01-15 08:19:29.392152	2020-01-15 08:30:00.583341	150.0	21.0	0.0019242711814479497	0.0105521200855173	1400.0	0.733578264827374	4.426345609065156e-05	0.0012836402266288953	0.0002655807365439094	0.0005311614730878187	14871.469391820114	0.0007407041089466074	4.426345609065156e-05	0.0012836402266288953	0.0002655807365439094	0.0005311614730878187	14871.468838526913	0.0007407041218568912	4.426345609065156e-05	0.0012836402266288953	0.0002655807365439094	0.0005311614730878187	14871.469945113315	0.000740704096038772	5	0.0013279036827195468	0.0012983947119924457			
6	TrialState.COMPLETE	0.00017705382436260624	2020-01-15 08:30:00.584176	2020-01-15 08:33:55.296177	50.0	11.0	0.008927858417225874	0.009184809988066797	1800.0	0.7368266839632196	0.0	0.00017705382436260624	4.426345609065156e-05	4.426345609065156e-05	14937.194914128895	0.0003753666297686087	0.0	0.00017705382436260624	4.426345609065156e-05	4.426345609065156e-05	14937.19418378187	0.0003753666496306242	0.0	0.00017705382436260624	4.426345609065156e-05	4.426345609065156e-05	14937.19564447592	0.0003753666099133281	6	0.00017705382436260624	0.00017705382436260624			
7	TrialState.COMPLETE	0.0009737960339943342	2020-01-15 08:33:55.297197	2020-01-15 08:50:34.499396	150.0	41.0	0.010713979352245969	0.0013506757783568661	1800.0	0.621741341601884	8.852691218130312e-05	0.0009737960339943342	0.0002655807365439094	0.0005311614730878187	12603.915501062324	0.0007734453291893563	8.852691218130312e-05	0.0009737960339943342	0.0002655807365439094	0.0005311614730878187	12603.915014164306	0.0007734453647957541	8.852691218130312e-05	0.0009737960339943342	0.0002655807365439094	0.0005311614730878187	12603.91598796034	0.0007734452935992554	7	0.0010623229461756375	0.0010033050047214354			
8	TrialState.COMPLETE	0.0017705382436260624	2020-01-15 08:50:34.500260	2020-01-15 09:33:16.955233	250.0	41.0	0.02527126018133799	0.07405697664837751	1800.0	0.9480897082541868	0.0005311614730878187	0.0017705382436260624	0.0008410056657223796	0.0012836402266288953	19220.69597645184	0.001198168047517152	0.0005311614730878187	0.0017705382436260624	0.0008410056657223796	0.0012836402266288953	19220.695910056656	0.0011981680489224211	0.0005311614730878187	0.0017705382436260624	0.0008410056657223796	0.0012836402266288953	19220.696042847027	0.0011981680461122168	8	0.003186968838526912	0.0022426817752596788			
9	TrialState.COMPLETE	0.08781869688385269	2020-01-15 09:33:16.956227	2020-01-15 09:51:15.496475	350.0	1.0	0.03963635921358517	0.00845274567919344	800.0	0.5154220144734474	0.026558073654390935	0.08781869688385269	0.051143261837312826	0.06513051396195872	10448.827486341563	0.04719917494395132	0.026558073654390935	0.08781869688385269	0.051143261837312826	0.06513051396195872	10448.827347227843	0.04719917496783242	0.026558073654390935	0.08781869688385269	0.051143261837312826	0.06513051396195872	10448.827625455282	0.04719917492009014	9				0.09398016997167138	0.09038597733711048
10	TrialState.COMPLETE	0.07412653446647781	2020-01-15 09:51:15.497946	2020-01-15 10:18:16.993976	150.0	31.0	0.09684736801555259	0.000293085537764684	1200.0	0.5337891726681928	0.022279272898961283	0.07412653446647781	0.04299457034938621	0.05556539187913125	10820.916061732767	0.04035365638138162	0.022279272898961283	0.07412653446647781	0.04299457034938621	0.05556539187913125	10820.915869924456	0.04035365643695141	0.022279272898961283	0.07412653446647781	0.04299457034938621	0.05556539187913125	10820.916253541076	0.04035365632591022	10			0.07993980169971672	0.07645184135977337	
11	TrialState.COMPLETE	0.0001327903682719547	2020-01-15 10:18:16.994971	2020-01-15 10:23:18.006156	50.0	41.0	0.03467426274754322	0.014762250302526885	800.0	0.9933695619132163	0.0	0.0001327903682719547	8.852691218130312e-05	8.852691218130312e-05	20138.774964589236	0.0002678286694872863	0.0	0.0001327903682719547	8.852691218130312e-05	8.852691218130312e-05	20138.774743271955	0.00026782867171384114	0.0	0.0001327903682719547	8.852691218130312e-05	8.852691218130312e-05	20138.775185906514	0.0002678286672611082	11	0.0002655807365439094	0.00017705382436260624			
12	TrialState.COMPLETE	0.08719900849858357	2020-01-15 10:23:18.007155	2020-01-15 14:35:30.037570	450.0	41.0	0.044964434947099806	0.000342473378793849	1500.0	0.5280200642551669	0.026617091595845136	0.08719900849858357	0.0511390462700661	0.06456562795089707	10703.817324716714	0.04723670581687675	0.026617091595845136	0.08719900849858357	0.0511390462700661	0.06456562795089707	10703.817073890463	0.047236705842500455	0.026617091595845136	0.08719900849858357	0.0511390462700661	0.06456562795089707	10703.817575542966	0.047236705791266556	12			0.09078434844192634	0.08863314447592067	
