number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.8108614232209738	2020-04-09 12:23:25.339276	2020-04-09 12:34:10.093256	0.7308862286620832	128	17	128	0.15321403666580802	0.20833333333333334	0.8108614232209738	0.47752808988764045	0.6245318352059925	7.465823970037453	0.39157086978795036	0.20833333333333334	0.8108614232209738	0.47752808988764045	0.6245318352059925	7.465823970037453	0.39157086978795036	4018739833	500.0	0.20833333333333334	0.8108614232209738	0.47752808988764045	0.6245318352059925	7.465823970037453	0.39157086978795036	0	COMPLETE
1	0.9213483146067416	2020-04-09 12:34:10.126084	2020-04-09 12:37:38.277868	8.835541307871907	64	56	256	0.08743311535333342	0.37265917602996257	0.9213483146067416	0.6966292134831461	0.8169475655430711	4.243913857677903	0.5614444556930686	0.37265917602996257	0.9213483146067416	0.6966292134831461	0.8169475655430711	4.243913857677903	0.5614444556930686	1376779240	300.0	0.37265917602996257	0.9213483146067416	0.6966292134831461	0.8169475655430711	4.243913857677903	0.5614444556930686	1	COMPLETE
2	0.8478464419475655	2020-04-09 12:37:38.313151	2020-04-09 12:45:13.975489	2.377970021303996	128	65	128	0.1289527462141358	0.23642322097378277	0.8478464419475655	0.5224719101123596	0.6750936329588015	6.26498127340824	0.4261655262903857	0.23642322097378277	0.8478464419475655	0.5224719101123596	0.6750936329588015	6.26498127340824	0.4261655262903857	760691229	350.0	0.23642322097378277	0.8478464419475655	0.5224719101123596	0.6750936329588015	6.26498127340824	0.4261655262903857	2	COMPLETE
3	0.8033707865168539	2020-04-09 12:45:14.003011	2020-04-09 12:53:21.871563	0.8714229343942757	128	57	512	0.1485673226948046	0.20411985018726592	0.8033707865168539	0.46863295880149813	0.6048689138576779	7.2382958801498125	0.38698700271198766	0.20411985018726592	0.8033707865168539	0.46863295880149813	0.6048689138576779	7.2382958801498125	0.38698700271198766	2112905336		0.20411985018726592	0.8033707865168539	0.46863295880149813	0.6048689138576779	7.2382958801498125	0.38698700271198766	3	COMPLETE
4	0.927434456928839	2020-04-09 12:53:21.894396	2020-04-09 12:57:02.718169	4.835986725815169	64	97	512	0.09020117353926996	0.3600187265917603	0.927434456928839	0.6985018726591761	0.8169475655430711	4.370318352059925	0.5550357335366087	0.3600187265917603	0.927434456928839	0.6985018726591761	0.8169475655430711	4.370318352059925	0.5550357335366087	3935533440	500.0	0.3600187265917603	0.927434456928839	0.6985018726591761	0.8169475655430711	4.370318352059925	0.5550357335366087	4	COMPLETE
5	0.7331460674157303	2020-04-09 12:57:02.746053	2020-04-09 13:02:29.105747	2.3425778674230147	256	15	512	0.19406312214182725	0.15777153558052434	0.7331460674157303	0.39653558052434457	0.5346441947565543	9.459737827715356	0.33136899801708697	0.15777153558052434	0.7331460674157303	0.39653558052434457	0.5346441947565543	9.459737827715356	0.33136899801708697	918849991	800.0	0.15777153558052434	0.7331460674157303	0.39653558052434457	0.5346441947565543	9.459737827715356	0.33136899801708697	5	COMPLETE
6	0.8937265917602997	2020-04-09 13:02:29.132611	2020-04-09 13:06:00.342025	9.383576306499673	128	64	256	0.10870973555168856	0.2907303370786517	0.8937265917602997	0.602996254681648	0.7420411985018727	5.275749063670412	0.4866131271524275	0.2907303370786517	0.8937265917602997	0.602996254681648	0.7420411985018727	5.275749063670412	0.4866131271524275	188837202	300.0	0.2907303370786517	0.8937265917602997	0.602996254681648	0.7420411985018727	5.275749063670412	0.4866131271524275	6	COMPLETE
7	0.8211610486891385	2020-04-09 13:06:00.368787	2020-04-09 13:16:40.513191	1.2552778754163656	128	70	256	0.14296994688536985	0.22565543071161048	0.8211610486891385	0.5079588014981273	0.6521535580524345	6.969569288389513	0.41365979544387116	0.22565543071161048	0.8211610486891385	0.5079588014981273	0.6521535580524345	6.969569288389513	0.41365979544387116	2307596215	800.0	0.22565543071161048	0.8211610486891385	0.5079588014981273	0.6521535580524345	6.969569288389513	0.41365979544387116	7	COMPLETE
8	0.9260299625468165	2020-04-09 13:16:40.540564	2020-04-09 13:19:55.067447	9.870466075572182	64	23	256	0.08820662012651619	0.37734082397003743	0.9260299625468165	0.6924157303370787	0.8178838951310862	4.27434456928839	0.5629933497189417	0.37734082397003743	0.9260299625468165	0.6924157303370787	0.8178838951310862	4.27434456928839	0.5629933497189417	1178065846	300.0	0.37734082397003743	0.9260299625468165	0.6924157303370787	0.8178838951310862	4.27434456928839	0.5629933497189417	8	COMPLETE
9	0.6647940074906367	2020-04-09 13:19:55.094527	2020-04-09 13:24:37.825957	2.550601701218556	256	17	128	0.24393815460548587	0.14606741573033707	0.6647940074906367	0.350187265917603	0.49250936329588013	11.8937265917603	0.3059107642704531	0.14606741573033707	0.6647940074906367	0.350187265917603	0.49250936329588013	11.8937265917603	0.3059107642704531	3138341651	250.0	0.14606741573033707	0.6647940074906367	0.350187265917603	0.49250936329588013	11.8937265917603	0.3059107642704531	9	COMPLETE
